 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1519496E+004   0.1614622E+004
   0.1508033E+004   0.1626046E+004
   0.1520480E+004   0.1656317E+004
   0.1544778E+004   0.1656657E+004
   0.1604853E+004   0.1679504E+004
   0.1651488E+004   0.1695228E+004
   0.1671357E+004   0.1656648E+004
   0.1726287E+004   0.1622097E+004
   0.1669415E+004   0.1569357E+004
   0.1581842E+004   0.1557914E+004
   0.1594118E+004   0.1620913E+004
   0.1600268E+004   0.1658843E+004
   0.1638980E+004   0.1720698E+004
   0.1732778E+004   0.1834873E+004
   0.1683101E+004   0.1831534E+004
   0.1608245E+004   0.1836004E+004
   0.1506801E+004   0.1709155E+004
   0.1378910E+004   0.1520754E+004
   0.1321696E+004   0.1330571E+004
   0.1207960E+004   0.1230867E+004
   0.1084429E+004   0.1125438E+004
   0.1044841E+004   0.1108004E+004
   0.1106473E+004   0.1194254E+004
   0.1323074E+004   0.1426470E+004
   0.1631163E+004   0.1714726E+004
   0.1840682E+004   0.1836084E+004
   0.1986916E+004   0.1919765E+004
   0.2017467E+004   0.1938327E+004
   0.1911620E+004   0.1859244E+004
   0.1823873E+004   0.1813052E+004
   0.1753126E+004   0.1788516E+004
   0.1657316E+004   0.1733210E+004
   0.1687192E+004   0.1793579E+004
   0.1757521E+004   0.1861965E+004
   0.1813123E+004   0.1922523E+004
   0.1817149E+004   0.1904069E+004
   0.1740184E+004   0.1795716E+004
   0.1651266E+004   0.1712958E+004
   0.1567909E+004   0.1647882E+004
   0.1514533E+004   0.1604864E+004
   0.1645073E+004   0.1700909E+004
   0.1603969E+004   0.1665776E+004
   0.1594527E+004   0.1669364E+004
   0.1601320E+004   0.1669507E+004
   0.1692085E+004   0.1746557E+004
   0.1780436E+004   0.1794133E+004
   0.1807828E+004   0.1742010E+004
   0.1819432E+004   0.1635373E+004
   0.1680665E+004   0.1469370E+004
   0.1500721E+004   0.1369177E+004
   0.1436030E+004   0.1357406E+004
   0.1394062E+004   0.1359724E+004
   0.1419541E+004   0.1408755E+004
   0.1567090E+004   0.1647239E+004
   0.1588963E+004   0.1765206E+004
   0.1591043E+004   0.1848850E+004
   0.1565630E+004   0.1705677E+004
   0.1461210E+004   0.1536557E+004
   0.1388460E+004   0.1397676E+004
   0.1283100E+004   0.1329752E+004
   0.1169177E+004   0.1236105E+004
   0.1099755E+004   0.1182525E+004
   0.1127356E+004   0.1220347E+004
   0.1306252E+004   0.1388021E+004
   0.1552482E+004   0.1586854E+004
   0.1723376E+004   0.1679320E+004
   0.1867377E+004   0.1784697E+004
   0.1923523E+004   0.1838819E+004
   0.1858370E+004   0.1803170E+004
   0.1806472E+004   0.1783724E+004
   0.1728062E+004   0.1746422E+004
   0.1628192E+004   0.1680533E+004
   0.1692274E+004   0.1766503E+004
