sig_xx, 0.2324933E+000   
sig_xy, 0.1649888E+000   
sig_xz, 0.4333350E+000   
sig_yy, 0.3370464E+000   
sig_yz, 0.1979596E+000   
sig_zz, 0.5841546E+001
