#dudx    dudy    dudz    dvdx    dvdy    dvdz    dwdx    dwdy    dwdz   div(u)  S_norm
   0.1240671E+002  -0.9944314E+001  -0.8957133E+001  -0.6017382E+001  -0.4017259E+002  -0.5288855E+002   0.1682555E+002  -0.7813862E+002   0.2807809E+002   0.3122139E+000   0.1129851E+005
   0.2408224E+002  -0.4394559E+002  -0.3150155E+002   0.6406188E+002  -0.5764700E+002  -0.1017395E+002   0.6394966E+002  -0.1389761E+003   0.3207938E+002  -0.1485374E+001   0.1678313E+005
  -0.9744684E+001  -0.4259977E+002  -0.2106540E+002   0.2203583E+002  -0.4243159E+002   0.3545359E+002   0.9319729E+001  -0.1619102E+003   0.5202214E+002  -0.1541337E+000   0.1287775E+005
   0.8403196E+001  -0.5208752E+002  -0.1801476E+002  -0.3395732E+001  -0.4254618E+002   0.3340478E+002   0.1231197E+002  -0.1500031E+003   0.3303855E+002  -0.1104438E+001   0.1132498E+005
  -0.1307678E+002  -0.7338801E+002  -0.3231736E+001   0.1814495E+002   0.4470479E+001   0.1229781E+002   0.1328752E+003  -0.4354947E+002   0.3337348E+001  -0.5268955E+001   0.1061082E+005
  -0.2756626E+002  -0.7702747E+002  -0.2035879E+001  -0.3755189E+001   0.4803022E+002   0.1186645E+002   0.1605010E+003   0.3622343E+002  -0.2453290E+002  -0.4068937E+001   0.2063798E+005
  -0.5757202E+001  -0.4645310E+002   0.4923417E+001  -0.1796534E+002   0.5030101E+002   0.2416642E+002   0.2055865E+003   0.3600586E+001  -0.4152088E+002   0.3022929E+001   0.2890186E+005
   0.8601984E+001   0.1611404E+002   0.6232995E+002  -0.1084199E+001   0.3044132E+002   0.1150578E+002   0.3424020E+001  -0.4485920E+002  -0.3670903E+002   0.2334281E+001   0.5177370E+004
   0.8657926E+002   0.7907254E+002   0.1125228E+003  -0.4240751E+002  -0.1336449E+002  -0.2829903E+002  -0.4249349E+003  -0.9556064E+002  -0.7565223E+002  -0.2437463E+001   0.7053929E+005
   0.4689216E+002   0.7220781E+002   0.6391349E+002  -0.4706137E+002  -0.3798560E+002  -0.3040481E+002  -0.2778495E+003  -0.5995958E+002  -0.1854648E+002  -0.9639926E+001   0.3123812E+005
  -0.2197145E+002   0.3071481E+002   0.2254757E+002  -0.2054769E+002  -0.3215014E+002  -0.2843095E+002   0.3387064E+002   0.3341239E+002   0.4503633E+002  -0.9085264E+001   0.5172733E+004
  -0.1182972E+002   0.9011564E+001   0.2275655E+002  -0.3277402E+002  -0.4157054E+002  -0.2902167E+002   0.1119244E+002   0.2017088E+002   0.4781318E+002  -0.5587075E+001   0.5041510E+004
   0.5275707E+001   0.3294463E+001  -0.7229728E+000   0.2700899E+000  -0.3370328E+002  -0.2141583E+001  -0.1954594E+002   0.5930435E+001   0.2473911E+002  -0.3688460E+001   0.1990178E+004
  -0.2097467E+002   0.1330224E+001  -0.1534837E+002  -0.6705484E+001  -0.9979809E+001   0.2658617E+001  -0.4867858E+002   0.2739550E+002   0.2875407E+002  -0.2200400E+001   0.3880512E+004
  -0.2941626E+002  -0.8901673E+001  -0.4934389E+001  -0.2807806E+002   0.8336441E+001  -0.1181039E+002  -0.2796518E+002   0.9652861E+002   0.1754830E+002  -0.3531517E+001   0.6052128E+004
   0.3385229E+001   0.5115652E+001  -0.1466507E+002   0.2026730E+002   0.1330840E+002  -0.3217390E+002   0.1243833E+003   0.2148957E+003  -0.2182767E+002  -0.5134039E+001   0.2369106E+005
   0.2182349E+002   0.2106413E+002  -0.1373485E+002  -0.3707653E+001  -0.1928133E+001  -0.2947870E+002   0.8111447E+002   0.2106146E+003  -0.2149246E+002  -0.1597107E+001   0.1976680E+005
   0.4778485E+002   0.1452659E+002  -0.1162423E+001  -0.2050566E+002  -0.1201412E+002  -0.1842112E+002   0.2951156E+002   0.1449480E+003  -0.3523032E+002   0.5404115E+000   0.1209305E+005
   0.4593196E+002  -0.3315178E+001   0.4713010E+001  -0.7049649E+001  -0.1208420E+002  -0.9877644E+001   0.5235444E+002   0.1398579E+003  -0.3404548E+002  -0.1977226E+000   0.1354436E+005
   0.3927069E+002  -0.6900341E+001   0.9047260E+001   0.2303768E+002  -0.8681962E+001  -0.1617887E+002   0.1062924E+003   0.1404063E+003  -0.3198571E+002  -0.1396981E+001   0.1713805E+005
   0.3085350E+002   0.5339619E+001   0.5389214E+001   0.4341251E+002  -0.1162578E+002  -0.2271772E+002   0.1008686E+003   0.9796612E+002  -0.2015637E+002  -0.9286483E+000   0.1115799E+005
   0.3516290E+001   0.2410785E+002   0.4484982E+001   0.2268482E+002  -0.1030855E+002  -0.1783729E+002   0.1017010E+002   0.1099017E+003   0.6118599E+001  -0.6736625E+000   0.5596004E+004
  -0.3031243E+002   0.5818645E+002   0.8145844E+001  -0.1812953E+002   0.1097575E+002  -0.7759914E+001  -0.2290570E+002   0.1742675E+003   0.1871055E+002  -0.6261347E+000   0.1616286E+005
  -0.8166510E+002   0.9113368E+002   0.1947305E+002  -0.6526524E+002   0.3484307E+002   0.3443631E+001  -0.1559907E+003   0.2560518E+003   0.4536033E+002  -0.1461704E+001   0.5326213E+005
  -0.6753933E+002   0.7903831E+002   0.2455269E+002  -0.2042589E+002  -0.4090287E+001  -0.2789290E+001  -0.2334446E+003   0.2438761E+003   0.6804925E+002  -0.3580365E+001   0.6180177E+005
  -0.8992874E+001   0.4455467E+002   0.2361426E+002   0.9324141E+001  -0.2225483E+002  -0.6715455E+001  -0.3520634E+002   0.2608196E+002   0.2958818E+002  -0.1659522E+001   0.3156874E+004
   0.4102872E+001   0.2684404E+002   0.3090767E+002  -0.1012202E+002  -0.1143522E+002   0.1869753E+001   0.2941949E+002  -0.7914662E+002   0.8736878E+001   0.1404530E+001   0.5168626E+004
  -0.1070235E+002   0.8388571E+001   0.3982041E+002   0.6017242E+001  -0.1466328E+002  -0.2858712E+001  -0.3449096E+002  -0.6517082E+002   0.2649842E+002   0.1132785E+001   0.3463265E+004
  -0.2870795E+002  -0.1765726E+002   0.2906587E+002   0.3852255E+002   0.7451897E+001   0.1060295E+002  -0.2299564E+002  -0.4083322E+002   0.2142035E+002   0.1642957E+000   0.2031538E+004
   0.4974448E+001  -0.7141964E+001  -0.1291372E+002   0.5121321E+002   0.9754449E+001   0.2660733E+001   0.5566890E+001  -0.5768430E+000  -0.1449047E+002   0.2384260E+000   0.1330146E+004
   0.5766087E+001   0.4855713E+001  -0.1060206E+002   0.1079552E+002  -0.1498016E+001  -0.2898144E+002  -0.1336637E+002   0.3934293E+002  -0.5241538E+001  -0.9734667E+000   0.5260534E+003
   0.4182650E+001  -0.1891554E+002   0.1164862E+002  -0.1759225E+002  -0.1337973E+002  -0.6337105E+001   0.3446945E+001   0.6768012E+002   0.4731081E+001  -0.4466003E+001   0.2874077E+004
   0.6509414E+000  -0.2432686E+002   0.2144478E+001  -0.4692685E+001  -0.2001217E+002   0.1126488E+002   0.6149642E+002   0.8450457E+002   0.1215530E+002  -0.7205927E+001   0.7563396E+004
  -0.4930198E+002   0.8447093E+001  -0.1821191E+002  -0.1482399E+002  -0.1587008E+002   0.2245491E+002   0.8480642E+002   0.1007466E+002   0.6150616E+002  -0.3665904E+001   0.9227906E+004
  -0.2607663E+002   0.4540332E+002   0.1124887E+002  -0.6685460E+001   0.1015473E+002   0.2444689E+002  -0.1805271E+002  -0.6695080E+002   0.1712376E+002   0.1201856E+001   0.2751824E+004
  -0.5086553E+002   0.2164351E+002   0.2891731E+002   0.3107725E+002   0.4933306E+002   0.4460855E+002  -0.8077975E+002  -0.5601585E+002  -0.1694787E+001  -0.3227250E+001   0.7820112E+004
  -0.2128684E+002   0.2876621E+002   0.2516293E+002  -0.6076161E+001   0.4054773E+002   0.3436601E+002  -0.9810368E+002  -0.1374167E+003  -0.2199045E+002  -0.2729559E+001   0.1080566E+005
   0.6274300E+002   0.4122214E+002   0.2095896E+002   0.4441405E+001   0.5006696E+002  -0.2745530E+002   0.3247498E+002  -0.1960570E+003  -0.9391173E+002   0.1889824E+002   0.4259280E+005
   0.3119703E+002   0.2783079E+002  -0.5716281E+001   0.3161925E+002   0.5901001E+002  -0.8904982E+002   0.9255548E+002  -0.1730926E+003  -0.6467158E+002   0.2553547E+002   0.4831750E+005
   0.1659014E+002   0.2523544E+002  -0.6920191E-001   0.5378218E+001   0.2197516E+002  -0.8887535E+002   0.4271331E+002  -0.1062696E+003  -0.2408752E+002   0.1447778E+002   0.2168711E+005
  -0.7512863E+000  -0.1674762E+002   0.5197604E+001  -0.5592519E+002  -0.4059969E+002  -0.2232883E+002  -0.1701038E+002  -0.6135141E+002   0.4177532E+002   0.4243431E+000   0.9605647E+004
   0.3068338E+001  -0.2661726E+002  -0.1295297E+002   0.6970755E+002  -0.5295357E+002  -0.2206882E+002   0.1747976E+002  -0.5494587E+002   0.4939159E+002  -0.4936356E+000   0.9157207E+004
  -0.3340304E+001  -0.3527576E+002  -0.1747321E+002   0.3759716E+002  -0.5620567E+002   0.1290680E+001  -0.7271164E+001  -0.4622024E+002   0.5925725E+002  -0.2887190E+000   0.7999798E+004
  -0.2382449E+002  -0.5835126E+002  -0.1510967E+002   0.2766782E+002  -0.1389028E+002   0.1777624E+001   0.1350844E+003   0.8770125E+002   0.3608060E+002  -0.1634164E+001   0.1373240E+005
  -0.3148061E+002  -0.8312863E+002  -0.3046200E+001   0.5241780E+002   0.8921286E+000  -0.4284926E+001   0.2050435E+003   0.1564605E+003   0.2960817E+002  -0.9803163E+000   0.3431988E+005
   0.4845372E+000  -0.5197166E+002  -0.1071551E+002   0.3473331E+001  -0.8814717E+001   0.5207210E+001   0.1032905E+003   0.4918611E+002   0.5573506E+001  -0.2756674E+001   0.7046888E+004
   0.4117477E+002  -0.1407249E+002  -0.1531183E+002  -0.2197815E+002  -0.2242315E+001   0.1791689E+002   0.1168707E+003  -0.8418148E+002  -0.3775554E+002   0.1176915E+001   0.1112783E+005
   0.5781196E+002   0.2134513E+002   0.2443892E+002  -0.1441919E+002   0.4800581E+001   0.3781883E+000   0.1520969E+002  -0.1491748E+003  -0.5960915E+002   0.3003391E+001   0.1879571E+005
   0.9091370E+002   0.2623842E+002   0.7135582E+002  -0.6027751E+002   0.1795677E+002  -0.4692390E+002  -0.3606791E+003   0.3731790E+001  -0.1070192E+003   0.1851261E+001   0.6340579E+005
   0.3255907E+002   0.1318584E+002   0.4960438E+002  -0.6098819E+002   0.8819373E+001  -0.3279913E+002  -0.2678655E+003   0.1004541E+003  -0.4598616E+002  -0.4607715E+001   0.3049561E+005
  -0.3224885E+002   0.1457727E+002   0.2323382E+002  -0.1912774E+002  -0.1034638E+002  -0.7093931E+001   0.1772961E+002   0.1998901E+002   0.3630422E+002  -0.6291012E+001   0.3384337E+004
  -0.1818766E+002   0.1157808E+002   0.1678788E+002  -0.2303389E+002   0.9359846E+000   0.4049836E+001  -0.1082571E+002  -0.1807819E+002   0.1310138E+002  -0.4150290E+001   0.6793604E+003
  -0.9166117E+001  -0.1675243E+001  -0.1119772E+002   0.5062103E+001   0.9401977E+000   0.1579851E+002  -0.2543666E+001  -0.1800824E+002   0.5933720E+000  -0.7632547E+001   0.1684249E+003
  -0.4334332E+002  -0.2657938E+002  -0.2685902E+002   0.4364209E+001  -0.1495622E+002   0.9190955E+001  -0.5273597E+001   0.1378331E+001   0.5204280E+002  -0.6256741E+001   0.5616601E+004
  -0.2379441E+002  -0.2666062E+002  -0.1176835E+002  -0.2375875E+002  -0.2076581E+002  -0.1049730E+002   0.1072847E+003   0.1143451E+003   0.4039017E+002  -0.4170046E+001   0.1384789E+005
   0.3273418E+002  -0.4439257E+001  -0.6200963E+001   0.3033193E+001  -0.3318966E+002  -0.1861551E+002   0.1390091E+003   0.1429142E+003   0.1101478E+000  -0.3453399E+000   0.1871813E+005
   0.2789695E+002   0.4268430E+001  -0.6204233E+001  -0.1196659E+002  -0.3626424E+002  -0.1494267E+002  -0.4362252E+001   0.5041110E+002   0.8730174E+001   0.3628851E+000   0.2883968E+004
   0.2549852E+002  -0.1049481E+002   0.1835605E+001  -0.1966131E+002  -0.2346430E+002  -0.9143251E+001   0.4695545E+002   0.1047848E+003  -0.2505334E+001  -0.4711130E+000   0.7425579E+004
   0.3487739E+002  -0.2817967E+002   0.8109125E+001  -0.3668495E+001  -0.1793729E+002  -0.4939805E+001   0.9309811E+002   0.1730499E+003  -0.1733834E+002  -0.3982415E+000   0.2159785E+005
   0.5141183E+002  -0.2741197E+002   0.7302172E+001   0.2472422E+002  -0.2512804E+002  -0.1030786E+002   0.9121032E+002   0.1401959E+003  -0.2651350E+002  -0.2297127E+000   0.1726896E+005
   0.4708316E+002  -0.1736226E+002   0.5631827E+000   0.4622947E+002  -0.2435446E+002  -0.1784781E+002   0.7117293E+002   0.1063713E+003  -0.2307687E+002  -0.3481726E+000   0.1025036E+005
   0.2601610E+002   0.2489037E+001  -0.3956076E+001   0.3064963E+002  -0.1689041E+002  -0.1879384E+002   0.2623471E+002   0.1043692E+003  -0.9555225E+001  -0.4295266E+000   0.5512195E+004
   0.4568536E+001   0.3189683E+002  -0.4272838E+001   0.7086083E+001  -0.6298659E+001  -0.1571911E+002   0.1696788E+002   0.1243365E+003   0.1245548E+001  -0.4845748E+000   0.6801308E+004
  -0.5483335E+002   0.7614927E+002   0.1034282E+002  -0.5091159E+002   0.2735296E+002  -0.3070816E+001  -0.6667554E+002   0.1696162E+003   0.2728786E+002  -0.1925280E+000   0.2027334E+005
  -0.9078261E+002   0.1014505E+003   0.3057511E+002  -0.7729434E+002   0.3001281E+002   0.5289950E+001  -0.2396552E+003   0.2822053E+003   0.6023917E+002  -0.5306237E+000   0.7624667E+005
  -0.2571754E+002   0.7335205E+002   0.3355302E+002   0.7824430E+001  -0.2892029E+002  -0.1257236E+002  -0.2431455E+003   0.2768887E+003   0.5294844E+002  -0.1689399E+001   0.6449125E+005
  -0.1162175E+002   0.4823549E+002   0.3732238E+002   0.7579429E+001  -0.1690509E+002  -0.8983206E+001  -0.4513617E+002   0.8102472E+002   0.2773559E+002  -0.7912459E+000   0.5373072E+004
  -0.4847922E+002   0.1037939E+002   0.4631170E+002   0.2231799E+002   0.1054578E+002  -0.8985601E+001  -0.3337480E+002  -0.3109127E+001   0.3950245E+002   0.1569018E+001   0.4712453E+004
  -0.3703321E+002  -0.9371030E+001   0.2873192E+002   0.4351005E+002   0.8189725E+001  -0.1476398E+002  -0.1243404E+002  -0.3502277E+002   0.2929722E+002   0.4537338E+000   0.4251695E+004
   0.3854383E+002   0.2159814E+002  -0.2328777E+002   0.3183611E+002  -0.9115604E+001  -0.2371855E+002   0.1135944E+003   0.5035958E+002  -0.2804030E+002   0.1387924E+001   0.8214460E+004
