 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.1927846E+003   0.1967743E+003
   0.1101412E+003   0.1184850E+003
   0.5372131E+002   0.5783864E+002
   0.2272698E+002   0.2312633E+002
  -0.1006577E+002  -0.1110754E+002
  -0.6596912E+002  -0.7144087E+002
  -0.1193971E+003  -0.1326723E+003
  -0.4320981E+002  -0.4949363E+002
   0.1194145E+003   0.1173870E+003
   0.1679059E+003   0.1680221E+003
   0.1377231E+003   0.1439168E+003
   0.1238293E+003   0.1232613E+003
   0.1489325E+003   0.1583547E+003
   0.7399373E+002   0.9329048E+002
  -0.4781354E+002  -0.4492934E+002
  -0.1052457E+003  -0.1125718E+003
  -0.5772488E+002  -0.5295366E+002
   0.1209649E+002   0.1809381E+002
   0.8248468E+002   0.8485246E+002
   0.5491041E+002   0.5636901E+002
  -0.4451835E+001  -0.9727609E+000
  -0.9090813E+002  -0.9005965E+002
  -0.1148125E+003  -0.1133205E+003
  -0.1378166E+003  -0.1315450E+003
  -0.1501790E+003  -0.1436956E+003
  -0.1300429E+003  -0.1357222E+003
  -0.4378972E+002  -0.6671815E+002
  -0.1509701E+002  -0.3346369E+002
  -0.9457365E+002  -0.1091583E+003
  -0.1979280E+003  -0.2131620E+003
  -0.1908031E+003  -0.1975832E+003
  -0.9407536E+002  -0.9313401E+002
  -0.4453386E+002  -0.3403752E+002
  -0.2200016E+003  -0.1508128E+003
  -0.4060016E+003  -0.2758534E+003
  -0.3722436E+003  -0.1977505E+003
   0.6153591E+002   0.2303977E+003
   0.3360612E+003   0.4952073E+003
   0.4108901E+003   0.4694306E+003
   0.2756267E+003   0.2958652E+003
   0.1506038E+003   0.1523170E+003
   0.5791975E+002   0.6161534E+002
   0.2887544E+002   0.3064780E+002
   0.1467881E+002   0.1549680E+002
  -0.7115189E+001  -0.7122558E+001
  -0.5627066E+002  -0.5941993E+002
  -0.9880702E+002  -0.1137455E+003
  -0.5687750E+001  -0.1419897E+002
   0.2196482E+003   0.2212730E+003
   0.2686423E+003   0.2635718E+003
   0.2221433E+003   0.2241318E+003
   0.1550576E+003   0.1558109E+003
   0.1395844E+003   0.1528477E+003
   0.4153637E+002   0.5485041E+002
  -0.7291068E+002  -0.7761940E+002
  -0.1029452E+003  -0.1048690E+003
  -0.8871077E+002  -0.8639196E+002
  -0.7156103E+001  -0.1925565E+001
   0.9279095E+002   0.9720799E+002
   0.8007636E+002   0.8012329E+002
  -0.1430912E+002  -0.1284831E+002
  -0.1373420E+003  -0.1336991E+003
  -0.1786246E+003  -0.1736349E+003
  -0.1982506E+003  -0.1909311E+003
  -0.1710253E+003  -0.1642939E+003
  -0.9942301E+002  -0.1028322E+003
   0.5733541E+001  -0.1234897E+002
   0.2944107E+002   0.2030295E+002
  -0.1390119E+003  -0.1267186E+003
  -0.3207363E+003  -0.3065810E+003
  -0.3679442E+003  -0.3644627E+003
  -0.1797737E+003  -0.1768993E+003
  -0.4381997E+002  -0.3266441E+002
  -0.1185293E+003  -0.7498179E+002
  -0.2912736E+003  -0.2188117E+003
  -0.3629459E+003  -0.2527219E+003
  -0.4631384E+002   0.9190273E+002
   0.2464407E+003   0.4155794E+003
   0.4135752E+003   0.5037989E+003
   0.2777697E+003   0.3031449E+003
   0.8890213E+002   0.9023137E+002
   0.2329865E+002   0.2511568E+002
   0.4255693E+002   0.4292616E+002
   0.6535176E+002   0.6899880E+002
   0.3237648E+002   0.3430675E+002
  -0.1889521E+002  -0.2203589E+002
   0.3293586E+002   0.2712060E+002
   0.1604122E+003   0.1555300E+003
   0.3258635E+003   0.3114675E+003
   0.2578852E+003   0.2503157E+003
   0.1941451E+003   0.1947785E+003
   0.1631995E+003   0.1663121E+003
   0.1812897E+003   0.1950185E+003
   0.8601548E+002   0.1072217E+003
  -0.2424067E+002  -0.1807601E+002
  -0.6429401E+002  -0.6387314E+002
  -0.8229362E+002  -0.8047432E+002
  -0.3660900E+002  -0.3471560E+002
   0.3090579E+002   0.3005150E+002
   0.4823958E+002   0.4659702E+002
  -0.6253856E+001  -0.6355439E+001
  -0.6378456E+002  -0.6183939E+002
  -0.9616395E+002  -0.9427181E+002
  -0.1228055E+003  -0.1214221E+003
  -0.1607554E+003  -0.1554826E+003
  -0.1179897E+003  -0.1168722E+003
  -0.3565804E+002  -0.4203816E+002
   0.1348134E+002   0.1673624E+002
  -0.1228756E+003  -0.1025402E+003
  -0.3728205E+003  -0.3510222E+003
  -0.5245738E+003  -0.5017011E+003
  -0.3476422E+003  -0.3433804E+003
  -0.1005103E+003  -0.8969716E+002
  -0.5470432E+002  -0.4257702E+002
  -0.1445309E+003  -0.1338048E+003
  -0.2185335E+003  -0.1967789E+003
  -0.1032681E+003  -0.5589013E+002
   0.8069346E+002   0.1981111E+003
   0.2615627E+003   0.3470639E+003
   0.2074333E+003   0.2262438E+003
  -0.1878725E+002  -0.1293772E+002
  -0.1718378E+002  -0.1469599E+002
   0.1199060E+003   0.9321896E+002
   0.2528524E+003   0.2200472E+003
   0.2223956E+003   0.1965585E+003
   0.1017869E+003   0.1041606E+003
   0.1876102E+003   0.2004753E+003
   0.3163480E+003   0.3143387E+003
   0.3135735E+003   0.2899093E+003
   0.1074088E+003   0.1029325E+003
   0.4672485E+002   0.5162527E+002
   0.1387343E+003   0.1501224E+003
   0.2156214E+003   0.2263727E+003
