 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.2227130E+003   0.2244636E+003
   0.1143094E+003   0.1218193E+003
   0.4040087E+002   0.4094576E+002
   0.2567440E+002   0.2630483E+002
  -0.8970466E+001  -0.8536078E+001
  -0.6629886E+002  -0.6687126E+002
  -0.1850638E+003  -0.1985418E+003
  -0.1075236E+003  -0.1207400E+003
   0.1691355E+003   0.1639541E+003
   0.2060755E+003   0.2012949E+003
   0.8756769E+002   0.9462141E+002
   0.1148690E+003   0.1161767E+003
   0.1613932E+003   0.1682173E+003
   0.1099613E+002   0.1490590E+002
  -0.8644668E+002  -0.9654824E+002
  -0.1751076E+003  -0.1897813E+003
  -0.1076779E+003  -0.1028941E+003
   0.4327337E+002   0.4983382E+002
   0.1207635E+003   0.1251664E+003
   0.1839646E+003   0.1819714E+003
  -0.1053437E+002  -0.8434841E+001
  -0.1171986E+003  -0.1153326E+003
  -0.1157769E+003  -0.1135123E+003
  -0.1114396E+003  -0.1065343E+003
  -0.2215683E+003  -0.2046032E+003
  -0.2821529E+003  -0.2788983E+003
  -0.2445688E+002  -0.6682797E+002
   0.1125015E+003   0.9964390E+002
  -0.6491778E+002  -0.8630618E+002
  -0.2235655E+003  -0.2281450E+003
  -0.2299668E+003  -0.2350423E+003
  -0.2575271E+002  -0.2549494E+002
   0.1101309E+003   0.1077892E+003
  -0.9262872E+001   0.3081459E+000
  -0.5379022E+003  -0.3432719E+003
  -0.8863061E+003  -0.5990912E+003
  -0.3970003E+001   0.2600974E+003
   0.7311480E+003   0.8985778E+003
   0.5175839E+003   0.5712202E+003
   0.3607323E+003   0.3574287E+003
   0.1322531E+003   0.1336177E+003
   0.5234029E+002   0.5488348E+002
   0.1858982E+002   0.1884179E+002
   0.1847373E+002   0.1871419E+002
   0.2538104E+001   0.2304972E+001
  -0.4989521E+002  -0.5089614E+002
  -0.1765806E+003  -0.1888100E+003
  -0.1591087E+003  -0.1799719E+003
   0.2206932E+003   0.2193177E+003
   0.4523807E+003   0.4428923E+003
   0.1791825E+003   0.1825898E+003
   0.1904803E+003   0.1841357E+003
   0.1893335E+003   0.1927801E+003
  -0.2016447E+002  -0.2114479E+002
  -0.1008595E+003  -0.9996655E+002
  -0.1664603E+003  -0.1684147E+003
  -0.1094345E+003  -0.1036121E+003
  -0.5430529E+001  -0.1222987E+001
   0.1703970E+003   0.1819386E+003
   0.1843810E+003   0.1861185E+003
  -0.7091187E+002  -0.6741228E+002
  -0.1690601E+003  -0.1675952E+003
  -0.2800151E+003  -0.2758048E+003
  -0.2757192E+003  -0.2715999E+003
  -0.2090579E+003  -0.2039654E+003
  -0.1076683E+003  -0.1114149E+003
   0.6364948E+002   0.3548849E+002
   0.9711816E+002   0.8405564E+002
  -0.1209998E+003  -0.1216467E+003
  -0.4168877E+003  -0.4220022E+003
  -0.4163489E+003  -0.4281441E+003
  -0.1664997E+003  -0.1628072E+003
   0.7543619E+002   0.8065060E+002
   0.1774589E+002   0.3681431E+002
  -0.3204451E+003  -0.2513681E+003
  -0.7235977E+003  -0.5676941E+003
  -0.4444187E+003  -0.2454152E+003
   0.5313430E+003   0.8480726E+003
   0.6727081E+003   0.7876279E+003
   0.3712396E+003   0.3679706E+003
   0.6492487E+002   0.6579802E+002
