 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.2033420E+003   0.2065480E+003
   0.1164316E+003   0.1247736E+003
   0.4621486E+002   0.4808573E+002
   0.2559607E+002   0.2608752E+002
  -0.9220399E+001  -0.9477608E+001
  -0.6424554E+002  -0.6725784E+002
  -0.1558486E+003  -0.1693648E+003
  -0.7386884E+002  -0.8339866E+002
   0.1408229E+003   0.1385604E+003
   0.1883112E+003   0.1861555E+003
   0.1142087E+003   0.1217738E+003
   0.1205549E+003   0.1194147E+003
   0.1508491E+003   0.1579110E+003
   0.4645871E+002   0.5969026E+002
  -0.7384349E+002  -0.7912733E+002
  -0.1404965E+003  -0.1546308E+003
  -0.7643611E+002  -0.7262031E+002
   0.2600109E+002   0.3194919E+002
   0.1071511E+003   0.1108016E+003
   0.1097338E+003   0.1088566E+003
  -0.4758777E+001  -0.1256316E+001
  -0.1008272E+003  -0.9966713E+002
  -0.1139214E+003  -0.1124722E+003
  -0.1373477E+003  -0.1312389E+003
  -0.1804043E+003  -0.1684626E+003
  -0.1977186E+003  -0.2008843E+003
  -0.3556306E+002  -0.6645355E+002
   0.4054588E+002   0.2341694E+002
  -0.7839562E+002  -0.9639532E+002
  -0.2107364E+003  -0.2242138E+003
  -0.2051196E+003  -0.2116880E+003
  -0.6951545E+002  -0.6917780E+002
   0.3644417E+002   0.3745550E+002
  -0.1455807E+003  -0.8791577E+002
  -0.5019517E+003  -0.3371429E+003
  -0.5827816E+003  -0.3529831E+003
   0.4527948E+002   0.2576391E+003
   0.4900315E+003   0.6687405E+003
   0.4699186E+003   0.5256818E+003
   0.3271141E+003   0.3318571E+003
   0.1396302E+003   0.1412472E+003
   0.5361027E+002   0.5685196E+002
   0.2224398E+002   0.2296389E+002
   0.1675540E+002   0.1734468E+002
  -0.1607250E+001  -0.1728293E+001
  -0.5322698E+002  -0.5477034E+002
  -0.1476446E+003  -0.1633002E+003
  -0.7565553E+002  -0.9040455E+002
   0.2358652E+003   0.2354679E+003
   0.3428946E+003   0.3353169E+003
   0.2149164E+003   0.2171865E+003
   0.1728143E+003   0.1709571E+003
   0.1591832E+003   0.1696608E+003
   0.1210991E+002   0.1792996E+002
  -0.8974732E+002  -0.9250233E+002
