 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
   0.1143109E+003   0.1268276E+003
   0.8645048E+002   0.9267228E+002
   0.4336260E+002   0.4862836E+002
   0.1114469E+002   0.1406538E+002
  -0.2025354E+002  -0.2390965E+002
  -0.3051123E+002  -0.3557041E+002
  -0.6991606E+001  -0.1036657E+002
   0.3833294E+002   0.3748624E+002
   0.6169836E+002   0.6080260E+002
   0.1125217E+003   0.1126675E+003
   0.1652653E+003   0.1658777E+003
   0.1747961E+003   0.1769861E+003
   0.1301828E+003   0.1402761E+003
   0.1096673E+003   0.1244696E+003
   0.8085166E+002   0.9233928E+002
   0.2665553E+002   0.3028120E+002
  -0.2138816E+002  -0.2112475E+002
  -0.2839714E+002  -0.2789273E+002
  -0.2688829E+002  -0.2752418E+002
  -0.4222449E+002  -0.4413595E+002
  -0.6794786E+002  -0.6935995E+002
  -0.8374691E+002  -0.8458155E+002
  -0.8127250E+002  -0.8378974E+002
  -0.7665479E+002  -0.8050191E+002
  -0.6924540E+002  -0.7492899E+002
  -0.5228906E+002  -0.6063223E+002
  -0.4989765E+002  -0.5794404E+002
  -0.9825637E+002  -0.9989011E+002
  -0.1377787E+003  -0.1379005E+003
  -0.1539038E+003  -0.1552295E+003
  -0.1635869E+003  -0.1647301E+003
  -0.1849568E+003  -0.1810898E+003
  -0.1778428E+003  -0.1668795E+003
  -0.1510442E+003  -0.1297924E+003
  -0.1016645E+003  -0.6793743E+002
  -0.4461083E+002  -0.1344755E+000
   0.2129597E+002   0.7681713E+002
   0.9388406E+002   0.1475955E+003
   0.1318783E+003   0.1739021E+003
   0.1432432E+003   0.1648614E+003
   0.1021104E+003   0.1154943E+003
   0.8778079E+002   0.9233706E+002
   0.5318737E+002   0.5607819E+002
   0.1785505E+002   0.1869633E+002
   0.7290344E+001   0.3435856E+001
   0.2143600E+002   0.1757339E+002
   0.4327885E+002   0.4234318E+002
   0.8162943E+002   0.8439949E+002
   0.1040915E+003   0.1063418E+003
   0.1392730E+003   0.1423314E+003
   0.1658555E+003   0.1700006E+003
   0.1562685E+003   0.1630616E+003
   0.1046887E+003   0.1161851E+003
   0.8845873E+002   0.1028086E+003
   0.5907481E+002   0.6967822E+002
   0.1043937E+002   0.1339770E+002
  -0.2232051E+002  -0.2206474E+002
  -0.2194995E+002  -0.2094692E+002
  -0.1702955E+002  -0.1670499E+002
  -0.2082004E+002  -0.2129587E+002
  -0.3426518E+002  -0.3444332E+002
  -0.5432342E+002  -0.5365536E+002
  -0.6662583E+002  -0.6575285E+002
  -0.7796251E+002  -0.7728348E+002
  -0.7480288E+002  -0.7606906E+002
  -0.6409167E+002  -0.6813579E+002
  -0.6229219E+002  -0.6614745E+002
  -0.1116053E+003  -0.1101599E+003
  -0.1589477E+003  -0.1554626E+003
  -0.1858950E+003  -0.1838104E+003
  -0.1982112E+003  -0.1983632E+003
  -0.2115257E+003  -0.2069689E+003
  -0.1967641E+003  -0.1857694E+003
  -0.1518581E+003  -0.1316911E+003
  -0.9323486E+002  -0.6083880E+002
  -0.3744360E+002   0.8516342E+001
   0.1507596E+002   0.7471386E+002
   0.8250116E+002   0.1448388E+003
   0.1227682E+003   0.1740127E+003
   0.1314774E+003   0.1588994E+003
   0.7373772E+002   0.8725217E+002
   0.8284047E+002   0.7986236E+002
   0.7419124E+002   0.6578753E+002
   0.5593802E+002   0.4629359E+002
   0.6612782E+002   0.5182761E+002
   0.9335204E+002   0.8044949E+002
   0.9886753E+002   0.9544300E+002
   0.1121512E+003   0.1159293E+003
   0.1167531E+003   0.1185995E+003
   0.1407078E+003   0.1425717E+003
   0.1543913E+003   0.1590825E+003
   0.1318050E+003   0.1400657E+003
   0.9073416E+002   0.1026252E+003
   0.8718506E+002   0.1017567E+003
   0.6079086E+002   0.7201599E+002
   0.3739481E+001   0.6964581E+001
  -0.2456101E+002  -0.2429667E+002
  -0.1950789E+002  -0.1896881E+002
  -0.1447085E+002  -0.1476069E+002
  -0.9298335E+001  -0.9871461E+001
  -0.2837676E+001  -0.3125971E+001
  -0.1894272E+002  -0.1861298E+002
  -0.4740382E+002  -0.4584430E+002
  -0.7677982E+002  -0.7435111E+002
  -0.8028562E+002  -0.7996881E+002
  -0.8274432E+002  -0.8529007E+002
  -0.8712616E+002  -0.8884267E+002
  -0.1367119E+003  -0.1329803E+003
  -0.1789804E+003  -0.1743402E+003
  -0.2157184E+003  -0.2136700E+003
  -0.2283406E+003  -0.2318389E+003
  -0.2296646E+003  -0.2320768E+003
  -0.1940264E+003  -0.1910281E+003
  -0.1426400E+003  -0.1307705E+003
  -0.8813693E+002  -0.6748360E+002
  -0.3530618E+002  -0.1672253E+001
   0.1467659E+001   0.5049227E+002
   0.4844752E+002   0.1004584E+003
   0.7768175E+002   0.1229814E+003
   0.9100508E+002   0.1194167E+003
   0.3892244E+002   0.5081461E+002
   0.8688637E+002   0.7866644E+002
   0.1129805E+003   0.9665651E+002
   0.1176445E+003   0.1004193E+003
   0.1447125E+003   0.1228640E+003
   0.1798727E+003   0.1564131E+003
   0.1534454E+003   0.1424267E+003
   0.1201410E+003   0.1208347E+003
   0.1028926E+003   0.1034966E+003
   0.1194480E+003   0.1205259E+003
   0.1261229E+003   0.1324799E+003
   0.1122708E+003   0.1227491E+003
   0.9278292E+002   0.1076417E+003
   0.1142653E+003   0.1313651E+003
   0.9042577E+002   0.1038353E+003
   0.1946564E+002   0.2545811E+002
  -0.2331700E+002  -0.2290452E+002
  -0.2345615E+002  -0.2336343E+002
  -0.2417922E+002  -0.2476578E+002
  -0.1023149E+002  -0.1041213E+002
   0.1547264E+002   0.1610489E+002
   0.1684108E+002   0.1795475E+002
  -0.2179961E+002  -0.2036949E+002
  -0.6537393E+002  -0.6382338E+002
  -0.8441041E+002  -0.8446816E+002
  -0.1057694E+003  -0.1075745E+003
  -0.1165831E+003  -0.1171335E+003
  -0.1557236E+003  -0.1508202E+003
  -0.1900293E+003  -0.1848677E+003
  -0.2296191E+003  -0.2288092E+003
  -0.2388250E+003  -0.2466829E+003
  -0.2356727E+003  -0.2449870E+003
  -0.1973170E+003  -0.2040800E+003
  -0.1380704E+003  -0.1379297E+003
  -0.9453528E+002  -0.9224178E+002
  -0.5681570E+002  -0.5239338E+002
  -0.3344010E+002  -0.1836035E+002
   0.5792158E+001   0.2764307E+002
   0.1118797E+002   0.3545367E+002
   0.2729516E+002   0.4727743E+002
   0.5406862E-001   0.4105527E+001
   0.8781409E+002   0.7739240E+002
   0.1512469E+003   0.1356253E+003
   0.1733635E+003   0.1592988E+003
   0.2219369E+003   0.2016995E+003
   0.2631873E+003   0.2405534E+003
   0.2114595E+003   0.2028479E+003
   0.1298147E+003   0.1330079E+003
   0.9081180E+002   0.9419884E+002
