# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.2066316E-001   0.4269660E-003   0.2109913E-001   0.4739532E+002   0.4359746E-003   0.4451733E-003
   0.2625639E-001   0.6893979E-003   0.2696438E-001   0.3708597E+002   0.7079871E-003   0.7270775E-003
   0.2119792E-001   0.4493518E-003   0.2165700E-001   0.4617444E+002   0.4590834E-003   0.4690257E-003
   0.2094332E-001   0.4386225E-003   0.2139132E-001   0.4674793E+002   0.4480052E-003   0.4575886E-003
   0.2413022E-001   0.5822676E-003   0.2472689E-001   0.4044181E+002   0.5966653E-003   0.6114189E-003
   0.1906130E-001   0.3633333E-003   0.1943170E-001   0.5146231E+002   0.3703934E-003   0.3775908E-003
   0.5829449E-001   0.3398247E-002   0.6190310E-001   0.1615428E+002   0.3608609E-002   0.3831993E-002
   0.1088051E+000   0.1183856E-001   0.1220891E+000   0.8190742E+001   0.1328392E-001   0.1490574E-001
   0.2744781E+000   0.7533823E-001   0.3783182E+000   0.2643278E+001   0.1038401E+000   0.1431246E+000
   0.1978556E+000   0.3914682E-001   0.2466583E+000   0.4054192E+001   0.4880271E-001   0.6084030E-001
   0.1507123E+000   0.2271421E-001   0.1774574E+000   0.5635157E+001   0.2674501E-001   0.3149111E-001
   0.3203829E+000   0.1026452E+000   0.4714168E+000   0.2121265E+001   0.1510339E+000   0.2222338E+000
   0.3622843E+000   0.1312499E+000   0.5680968E+000   0.1760263E+001   0.2058125E+000   0.3227340E+000
   0.4435673E+000   0.1967520E+000   0.7971626E+000   0.1254449E+001   0.3535952E+000   0.6354681E+000
   0.6070903E-001   0.3685586E-002   0.6463282E-001   0.1547202E+002   0.3923796E-002   0.4177402E-002
   0.2776474E-001   0.7708808E-003   0.2855763E-001   0.3501691E+002   0.7928953E-003   0.8155385E-003
   0.2816080E-001   0.7930304E-003   0.2897681E-001   0.3451036E+002   0.8160099E-003   0.8396553E-003
   0.7567988E-002   0.5727444E-004   0.7625699E-002   0.1311355E+003   0.5771120E-004   0.5815128E-004
   0.1167910E-001   0.1364015E-003   0.1181712E-001   0.8462301E+002   0.1380133E-003   0.1396443E-003
   0.5378318E-001   0.2892630E-002   0.5684023E-001   0.1759317E+002   0.3057048E-002   0.3230811E-002
   0.3413795E-001   0.1165400E-002   0.3534454E-001   0.2829291E+002   0.1206590E-002   0.1249236E-002
   0.4092079E-002   0.1674511E-004   0.4108893E-002   0.2433746E+003   0.1681391E-004   0.1688300E-004
   0.6275365E-002   0.3938020E-004   0.6314994E-002   0.1583533E+003   0.3962889E-004   0.3987914E-004
   0.1952538E-001   0.3812406E-003   0.1991422E-001   0.5021538E+002   0.3888328E-003   0.3965760E-003
   0.1281131E+000   0.1641297E-001   0.1469378E+000   0.6805602E+001   0.1882466E-001   0.2159071E-001
   0.1445498E+000   0.2089466E-001   0.1689752E+000   0.5918029E+001   0.2442534E-001   0.2855261E-001
   0.1132994E+000   0.1283676E-001   0.1277764E+000   0.7826169E+001   0.1447700E-001   0.1632682E-001
   0.3115108E+000   0.9703900E-001   0.4524557E+000   0.2210161E+001   0.1409448E+000   0.2047161E+000
   0.9450137E-001   0.8930509E-002   0.1043639E+000   0.9581857E+001   0.9862531E-002   0.1089182E-001
   0.1938480E-001   0.3757703E-003   0.1976799E-001   0.5058682E+002   0.3831985E-003   0.3907736E-003
   0.8041108E-002   0.6465942E-004   0.8106292E-002   0.1233610E+003   0.6518357E-004   0.6571196E-004
   0.6352623E-002   0.4035582E-004   0.6393237E-002   0.1564153E+003   0.4061383E-004   0.4087348E-004
   0.1544535E-001   0.2385589E-003   0.1568765E-001   0.6374440E+002   0.2423013E-003   0.2461025E-003
   0.3242381E-001   0.1051303E-002   0.3351034E-001   0.2984154E+002   0.1086533E-002   0.1122943E-002
   0.4772270E-001   0.2277457E-002   0.5011429E-001   0.1995439E+002   0.2391590E-002   0.2511443E-002
   0.1081387E-001   0.1169397E-003   0.1093208E-001   0.9147387E+002   0.1182181E-003   0.1195105E-003
   0.1023067E+000   0.1046666E-001   0.1139662E+000   0.8774534E+001   0.1165950E-001   0.1298829E-001
   0.8344302E-001   0.6962737E-002   0.9103964E-001   0.1098423E+002   0.7596622E-002   0.8288216E-002
   0.7243678E-001   0.5247087E-002   0.7809363E-001   0.1280514E+002   0.5656851E-002   0.6098615E-002
   0.9665859E-001   0.9342883E-002   0.1070012E+000   0.9345692E+001   0.1034258E-001   0.1144925E-001
   0.3956212E-001   0.1565161E-002   0.4119175E-001   0.2427670E+002   0.1629633E-002   0.1696761E-002
   0.1561480E-001   0.2438219E-003   0.1586249E-001   0.6304181E+002   0.2476895E-003   0.2516185E-003
   0.1356537E-001   0.1840193E-003   0.1375192E-001   0.7271711E+002   0.1865499E-003   0.1891153E-003
   0.5809302E-002   0.3374798E-004   0.5843247E-002   0.1711377E+003   0.3394518E-004   0.3414353E-004
   0.1701258E-001   0.2894277E-003   0.1730701E-001   0.5778005E+002   0.2944369E-003   0.2995327E-003
   0.2105002E-001   0.4431033E-003   0.2150265E-001   0.4650589E+002   0.4526312E-003   0.4623640E-003
   0.8024047E-001   0.6438534E-002   0.8724071E-001   0.1146254E+002   0.7000236E-002   0.7610941E-002
   0.8916193E-001   0.7949849E-002   0.9788998E-001   0.1021555E+002   0.8728059E-002   0.9582449E-002
   0.2707229E-001   0.7329087E-003   0.2782559E-001   0.3593814E+002   0.7533023E-003   0.7742634E-003
   0.1318527E-001   0.1738513E-003   0.1336144E-001   0.7484221E+002   0.1761742E-003   0.1785282E-003
   0.2397935E+000   0.5750092E-001   0.3154320E+000   0.3170255E+001   0.7563855E-001   0.9949738E-001
   0.3662136E+000   0.1341124E+000   0.5778187E+000   0.1730647E+001   0.2116051E+000   0.3338744E+000
   0.2311025E+000   0.5340835E-001   0.3005634E+000   0.3327085E+001   0.6946095E-001   0.9033836E-001
   0.4042955E+000   0.1634549E+000   0.6786847E+000   0.1473438E+001   0.2743892E+000   0.4606130E+000
   0.3909139E+000   0.1528137E+000   0.6418039E+000   0.1558108E+001   0.2508901E+000   0.4119123E+000
   0.1366066E-001   0.1866136E-003   0.1384986E-001   0.7220291E+002   0.1891982E-003   0.1918185E-003
   0.9286309E-002   0.8623553E-004   0.9373353E-002   0.1066854E+003   0.8704384E-004   0.8785974E-004
   0.5911373E-002   0.3494433E-004   0.5946525E-002   0.1681654E+003   0.3515212E-004   0.3536116E-004
   0.2868573E-001   0.8228710E-003   0.2953290E-001   0.3386054E+002   0.8471728E-003   0.8721922E-003
   0.4549695E-001   0.2069972E-002   0.4766559E-001   0.2097950E+002   0.2168639E-002   0.2272008E-002
