# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.3248020E-001   0.2528040E-002   0.3539946E-001   0.7410967E+002   0.2919266E-002   0.3389678E-002
   0.2239014E-001   0.7751292E-003   0.2320428E-001   0.7786219E+002   0.8141328E-003   0.8556511E-003
   0.3272123E-001   0.1906652E-002   0.3479257E-001   0.6105224E+002   0.2071338E-002   0.2252613E-002
   0.3845618E-001   0.2507389E-002   0.4118507E-001   0.5757086E+002   0.2728887E-002   0.2972187E-002
   0.3850463E-001   0.2261541E-002   0.4094424E-001   0.4843759E+002   0.2439611E-002   0.2633553E-002
   0.4388236E-001   0.2492202E-002   0.4655865E-001   0.3116568E+002   0.2676285E-002   0.2876292E-002
   0.6247224E-001   0.5220461E-002   0.6833460E-001   0.2154495E+002   0.5862367E-002   0.6606095E-002
   0.9959575E-001   0.1400634E-001   0.1169246E+000   0.1407373E+002   0.1732883E-001   0.2166821E-001
   0.1153026E+000   0.2054497E-001   0.1417881E+000   0.2104121E+002   0.2648543E-001   0.3443759E-001
   0.1091270E+000   0.1900580E-001   0.1335989E+000   0.2193532E+002   0.2447198E-001   0.3179530E-001
   0.1596499E+000   0.3832855E-001   0.2140700E+000   0.1268313E+002   0.5442008E-001   0.7820155E-001
   0.2439885E+000   0.7134022E-001   0.3493840E+000   0.5647644E+001   0.1053955E+000   0.1571232E+000
   0.2849466E+000   0.9246432E-001   0.4306093E+000   0.3526818E+001   0.1456627E+000   0.2343606E+000
   0.2422739E+000   0.7869787E-001   0.3701852E+000   0.8579802E+001   0.1279112E+000   0.2132696E+000
   0.1436857E+000   0.4159982E-001   0.2105223E+000   0.2336846E+002   0.6683662E-001   0.1102833E+000
   0.4730732E-001   0.5816771E-002   0.5479953E-001   0.4479048E+002   0.7492211E-002   0.9835387E-002
   0.2494457E-001   0.1696696E-002   0.2692584E-001   0.7219329E+002   0.1981266E-002   0.2327794E-002
   0.1563253E-001   0.3622230E-003   0.1600670E-001   0.9102399E+002   0.3741689E-003   0.3866043E-003
   0.3116068E-001   0.1449347E-002   0.3269531E-001   0.6284187E+002   0.1534631E-002   0.1625455E-002
   0.4561982E-001   0.2564754E-002   0.4836526E-001   0.2812775E+002   0.2745442E-002   0.2940560E-002
   0.3115797E-001   0.1677923E-002   0.3296133E-001   0.8364167E+002   0.1803362E-002   0.1939666E-002
   0.1021337E-001   0.1970000E-003   0.1041657E-001   0.1594875E+003   0.2032025E-003   0.2096609E-003
   0.9227093E-002   0.1343352E-003   0.9364567E-002   0.1521979E+003   0.1374741E-003   0.1407155E-003
   0.3724684E-001   0.3551862E-002   0.4143069E-001   0.6632253E+002   0.4183850E-002   0.4954923E-002
   0.9741524E-001   0.1521375E-001   0.1162879E+000   0.2265585E+002   0.1887268E-001   0.2353509E-001
   0.1198734E+000   0.1897696E-001   0.1432918E+000   0.1485762E+002   0.2341838E-001   0.2905711E-001
   0.9568461E-001   0.1368188E-001   0.1125336E+000   0.2343469E+002   0.1684899E-001   0.2093639E-001
   0.1119324E+000   0.1981083E-001   0.1385548E+000   0.2056338E+002   0.2662233E-001   0.3667532E-001
   0.1028502E+000   0.1815535E-001   0.1275210E+000   0.1778058E+002   0.2467080E-001   0.3437077E-001
   0.5591180E-001   0.6270614E-002   0.6349350E-001   0.3917365E+002   0.7581698E-002   0.9250181E-002
   0.2873517E-001   0.2227584E-002   0.3136388E-001   0.6473214E+002   0.2628716E-002   0.3124696E-002
   0.2067920E-001   0.7032839E-003   0.2143290E-001   0.6720532E+002   0.7537002E-003   0.8104021E-003
   0.2437511E-001   0.7347102E-003   0.2513821E-001   0.5148725E+002   0.7630967E-003   0.7928681E-003
   0.3093420E-001   0.1136250E-002   0.3212371E-001   0.3760238E+002   0.1189509E-002   0.1245883E-002
   0.3019467E-001   0.1164467E-002   0.3142232E-001   0.4222863E+002   0.1227651E-002   0.1295653E-002
   0.3623477E-001   0.2468906E-002   0.3900739E-001   0.5128139E+002   0.2772619E-002   0.3126563E-002
   0.4647514E-001   0.4077170E-002   0.5112961E-001   0.4963203E+002   0.4654468E-002   0.5333157E-002
   0.4658963E-001   0.3942900E-002   0.5106567E-001   0.4736439E+002   0.4476044E-002   0.5099952E-002
   0.3636355E-001   0.2356858E-002   0.3894922E-001   0.5503950E+002   0.2585676E-002   0.2841088E-002
   0.4056017E-001   0.3236402E-002   0.4425197E-001   0.5349266E+002   0.3691790E-002   0.4232474E-002
   0.5323367E-001   0.4660218E-002   0.5857711E-001   0.2838815E+002   0.5343441E-002   0.6153179E-002
   0.3041443E-001   0.1271790E-002   0.3176713E-001   0.4305867E+002   0.1352697E-002   0.1440901E-002
   0.2040355E-001   0.5935880E-003   0.2102093E-001   0.6928905E+002   0.6173789E-003   0.6423251E-003
   0.1695764E-001   0.4431260E-003   0.1741875E-001   0.8282568E+002   0.4611134E-003   0.4800540E-003
   0.2571087E-001   0.1117954E-002   0.2689935E-001   0.6804753E+002   0.1188479E-002   0.1264245E-002
   0.4159796E-001   0.2420837E-002   0.4421921E-001   0.3668365E+002   0.2621241E-002   0.2843062E-002
   0.6291345E-001   0.5703097E-002   0.6943145E-001   0.2269365E+002   0.6518003E-002   0.7482511E-002
   0.9127906E-001   0.1260301E-001   0.1069500E+000   0.1577669E+002   0.1567095E-001   0.1970268E-001
   0.8804886E-001   0.1542523E-001   0.1081792E+000   0.3979852E+002   0.2013030E-001   0.2651806E-001
   0.1049307E+000   0.2072917E-001   0.1325206E+000   0.3872207E+002   0.2758995E-001   0.3707575E-001
   0.1674252E+000   0.4095806E-001   0.2252796E+000   0.1428902E+002   0.5785440E-001   0.8257118E-001
   0.2235540E+000   0.6352112E-001   0.3172698E+000   0.6684899E+001   0.9371587E-001   0.1397043E+000
   0.2728336E+000   0.9259412E-001   0.4267534E+000   0.5190398E+001   0.1539198E+000   0.2635364E+000
   0.3092729E+000   0.1141680E+000   0.5076863E+000   0.3647129E+001   0.1984134E+000   0.3540319E+000
   0.2127900E+000   0.7300433E-001   0.3390408E+000   0.1136411E+002   0.1262508E+000   0.2244376E+000
   0.6340581E-001   0.9237601E-002   0.7551179E-001   0.3732244E+002   0.1210598E-001   0.1615864E-001
   0.2174164E-001   0.1186749E-002   0.2309658E-001   0.7665882E+002   0.1354942E-002   0.1557581E-002
   0.1765376E-001   0.5570704E-003   0.1823879E-001   0.9067905E+002   0.5850305E-003   0.6147315E-003
   0.3180572E-001   0.1470314E-002   0.3336083E-001   0.6142508E+002   0.1555107E-002   0.1645280E-002
   0.3719552E-001   0.1692911E-002   0.3898353E-001   0.3344011E+002   0.1788014E-002   0.1889147E-002
   0.2701774E-001   0.1198095E-002   0.2831541E-001   0.6487127E+002   0.1297676E-002   0.1410909E-002
   0.1612653E-001   0.6929092E-003   0.1689893E-001   0.1163827E+003   0.7724011E-003   0.8655795E-003
   0.1345509E-001   0.4230289E-003   0.1391952E-001   0.1162093E+003   0.4644310E-003   0.5128900E-003
   0.4212224E-001   0.3808997E-002   0.4653999E-001   0.5397012E+002   0.4417745E-002   0.5152336E-002
   0.8699692E-001   0.1197293E-001   0.1016368E+000   0.2053637E+002   0.1463987E-001   0.1802435E-001
   0.8775749E-001   0.1248848E-001   0.1030849E+000   0.2716748E+002   0.1532743E-001   0.1894178E-001
   0.5840473E-001   0.6920559E-002   0.6683265E-001   0.5397911E+002   0.8427920E-002   0.1036520E-001
   0.8257889E-001   0.1142298E-001   0.9678899E-001   0.4313965E+002   0.1421011E-001   0.1795964E-001
   0.9547057E-001   0.1324043E-001   0.1118532E+000   0.1809599E+002   0.1638262E-001   0.2056593E-001
   0.7425262E-001   0.9334858E-002   0.8546335E-001   0.3326051E+002   0.1121074E-001   0.1353747E-001
   0.5679616E-001   0.7255420E-002   0.6560947E-001   0.5385342E+002   0.8813311E-002   0.1076311E-001
   0.4517835E-001   0.4706651E-002   0.5071067E-001   0.5745796E+002   0.5532323E-002   0.6529109E-002
   0.5409752E-001   0.5275549E-002   0.6015215E-001   0.4092954E+002   0.6054638E-002   0.6967430E-002
   0.7102982E-001   0.8710568E-002   0.8202926E-001   0.2520586E+002   0.1099944E-001   0.1429402E-001
   0.7323720E-001   0.9739301E-002   0.8576464E-001   0.2315034E+002   0.1252744E-001   0.1653910E-001
   0.5675799E-001   0.6568666E-002   0.6486422E-001   0.3432557E+002   0.8106229E-002   0.1014948E-001
   0.4329248E-001   0.3866541E-002   0.4776339E-001   0.5087627E+002   0.4470906E-002   0.5195990E-002
   0.4009000E-001   0.3600927E-002   0.4426883E-001   0.6491697E+002   0.4178832E-002   0.4877527E-002
   0.4469957E-001   0.4452355E-002   0.4993974E-001   0.6044279E+002   0.5240170E-002   0.6202683E-002
   0.6395175E-001   0.7031297E-002   0.7223094E-001   0.3392465E+002   0.8279189E-002   0.9796383E-002
