# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.2102714E-001   0.5375287E-003   0.2158080E-001   0.6003368E+002   0.5536528E-003   0.5703030E-003
   0.2449229E-001   0.6659460E-003   0.2517809E-001   0.4756915E+002   0.6857945E-003   0.7062590E-003
   0.2681979E-001   0.8671270E-003   0.2772177E-001   0.4298553E+002   0.9019800E-003   0.9384441E-003
   0.2435729E-001   0.7757822E-003   0.2516295E-001   0.5715529E+002   0.8056577E-003   0.8367745E-003
   0.4243680E-001   0.2464798E-002   0.4508162E-001   0.3638344E+002   0.2644822E-002   0.2839129E-002
   0.2238126E-001   0.5274573E-003   0.2292213E-001   0.4606988E+002   0.5408691E-003   0.5546390E-003
   0.5928971E-001   0.3619088E-002   0.6315202E-001   0.1635052E+002   0.3862306E-002   0.4122409E-002
   0.1102643E+000   0.1337292E-001   0.1256887E+000   0.9047006E+001   0.1542450E-001   0.1781916E-001
   0.2302945E+000   0.5577175E-001   0.3048798E+000   0.3691150E+001   0.7458532E-001   0.9998517E-001
   0.1572742E+000   0.2906202E-001   0.1938596E+000   0.6987617E+001   0.3658533E-001   0.4619770E-001
   0.1305459E+000   0.1902780E-001   0.1532443E+000   0.7638744E+001   0.2269846E-001   0.2714666E-001
   0.3058059E+000   0.9582750E-001   0.4473428E+000   0.2359246E+001   0.1415369E+000   0.2098671E+000
   0.3000203E+000   0.9478744E-001   0.4420458E+000   0.2562023E+001   0.1420255E+000   0.2140655E+000
   0.3848461E+000   0.1529082E+000   0.6452680E+000   0.1703248E+001   0.2604219E+000   0.4472305E+000
   0.8752735E-001   0.1169171E-001   0.1020129E+000   0.1609507E+002   0.1448551E-001   0.1814096E-001
   0.3028374E-001   0.1100839E-002   0.3143269E-001   0.3937502E+002   0.1148948E-002   0.1199380E-002
   0.2409504E-001   0.6121226E-003   0.2472385E-001   0.4329324E+002   0.6288041E-003   0.6459566E-003
   0.8530492E-002   0.8005430E-004   0.8611382E-002   0.1268757E+003   0.8089020E-004   0.8173564E-004
   0.1428382E-001   0.2341759E-003   0.1452237E-001   0.8008049E+002   0.2385566E-003   0.2430265E-003
   0.5406344E-001   0.2949250E-002   0.5718473E-001   0.1765354E+002   0.3121285E-002   0.3303476E-002
   0.3239872E-001   0.1206047E-002   0.3365747E-001   0.3606473E+002   0.1258745E-002   0.1313987E-002
   0.4617600E-002   0.2276032E-004   0.4640482E-002   0.2273984E+003   0.2288191E-004   0.2300419E-004
   0.6440603E-002   0.4355730E-004   0.6484471E-002   0.1621769E+003   0.4386788E-004   0.4418078E-004
   0.1916248E-001   0.3922216E-003   0.1956337E-001   0.5529259E+002   0.4008929E-003   0.4097646E-003
   0.1270526E+000   0.1881903E-001   0.1495717E+000   0.8820142E+001   0.2251913E-001   0.2699948E-001
   0.1432584E+000   0.2248938E-001   0.1704155E+000   0.6720413E+001   0.2715717E-001   0.3288090E-001
   0.1067573E+000   0.1206258E-001   0.1204990E+000   0.8811868E+001   0.1374169E-001   0.1567957E-001
   0.2203531E+000   0.6097796E-001   0.3114026E+000   0.6057101E+001   0.9104949E-001   0.1389544E+000
   0.8651581E-001   0.8014479E-002   0.9542068E-001   0.1134926E+002   0.8904872E-002   0.9902725E-002
   0.2594029E-001   0.8059249E-003   0.2677702E-001   0.4451334E+002   0.8367322E-003   0.8688902E-003
   0.9827727E-002   0.1028438E-003   0.9931725E-002   0.1072931E+003   0.1039980E-003   0.1051658E-003
   0.9688697E-002   0.9946805E-004   0.9789248E-002   0.1095394E+003   0.1005508E-003   0.1016459E-003
   0.1576654E-001   0.2889267E-003   0.1606154E-001   0.7431068E+002   0.2950011E-003   0.3012146E-003
   0.3102831E-001   0.9992766E-003   0.3206187E-001   0.3281555E+002   0.1033562E-002   0.1069053E-002
   0.4239049E-001   0.1849735E-002   0.4432668E-001   0.2349295E+002   0.1936190E-002   0.2026760E-002
   0.1219956E-001   0.1603669E-003   0.1236223E-001   0.8697643E+002   0.1626717E-003   0.1650121E-003
   0.8167980E-001   0.7756076E-002   0.9031187E-001   0.1701067E+002   0.8632073E-002   0.9610873E-002
   0.7153176E-001   0.6120969E-002   0.7829948E-001   0.1795143E+002   0.6767719E-002   0.7488817E-002
   0.5785529E-001   0.3550618E-002   0.6165120E-001   0.1755973E+002   0.3795915E-002   0.4058961E-002
   0.7398887E-001   0.6848023E-002   0.8166098E-001   0.1794382E+002   0.7672115E-002   0.8606169E-002
   0.4962506E-001   0.3078653E-002   0.5297064E-001   0.2299599E+002   0.3345584E-002   0.3641541E-002
   0.1759178E-001   0.3240128E-003   0.1792213E-001   0.5879666E+002   0.3303501E-003   0.3368158E-003
   0.1272119E-001   0.1654369E-003   0.1288886E-001   0.7936751E+002   0.1676656E-003   0.1699250E-003
   0.6592245E-002   0.4445944E-004   0.6637014E-002   0.1536962E+003   0.4476939E-004   0.4508156E-004
   0.2833618E-001   0.1107047E-002   0.2949691E-001   0.5096931E+002   0.1160734E-002   0.1217220E-002
   0.2318988E-001   0.5600808E-003   0.2376436E-001   0.4413700E+002   0.5744783E-003   0.5892587E-003
   0.7302004E-001   0.5630867E-002   0.7915288E-001   0.1341936E+002   0.6132845E-002   0.6682406E-002
   0.8888911E-001   0.9129292E-002   0.9922140E-001   0.1222515E+002   0.1033229E-001   0.1171090E-001
   0.3387618E-001   0.1583224E-002   0.3556602E-001   0.3803444E+002   0.1689841E-002   0.1805233E-002
   0.2146359E-001   0.7464575E-003   0.2225260E-001   0.6732036E+002   0.7890139E-003   0.8347370E-003
   0.2326809E+000   0.6369200E-001   0.3242835E+000   0.4757351E+001   0.9160258E-001   0.1327884E+000
   0.3004778E+000   0.9458804E-001   0.4415893E+000   0.2528018E+001   0.1411114E+000   0.2115731E+000
   0.2372671E+000   0.5772607E-001   0.3144671E+000   0.3315237E+001   0.7720002E-001   0.1035934E+000
   0.4071453E+000   0.1692062E+000   0.7030278E+000   0.1513152E+001   0.2958824E+000   0.5216563E+000
   0.3069111E+000   0.1048430E+000   0.4741248E+000   0.2901977E+001   0.1672138E+000   0.2698946E+000
   0.2594261E-001   0.1246805E-002   0.2729464E-001   0.5420098E+002   0.1352030E-002   0.1467941E-002
   0.9697722E-002   0.9501989E-004   0.9793693E-002   0.1031284E+003   0.9597063E-004   0.9693099E-004
   0.6756745E-002   0.4761368E-004   0.6804713E-002   0.1527029E+003   0.4796744E-004   0.4832395E-004
   0.3292828E-001   0.1400708E-002   0.3440326E-001   0.4182119E+002   0.1474976E-002   0.1553636E-002
   0.4451304E-001   0.2075870E-002   0.4669477E-001   0.2274535E+002   0.2181728E-002   0.2293166E-002
   0.2397149E-001   0.5857122E-003   0.2457214E-001   0.4161565E+002   0.6006425E-003   0.6159593E-003
   0.5329789E-002   0.3076148E-004   0.5360746E-002   0.1989819E+003   0.3095720E-004   0.3115428E-004
