# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.2269368E-001   0.7701128E-003   0.2350103E-001   0.7305349E+002   0.8073560E-003   0.8469550E-003
   0.2338085E-001   0.6673603E-003   0.2407012E-001   0.6203044E+002   0.6892660E-003   0.7119454E-003
   0.3096883E-001   0.1247031E-002   0.3227913E-001   0.4339725E+002   0.1310298E-002   0.1377184E-002
   0.2998442E-001   0.1409014E-002   0.3148001E-001   0.6094112E+002   0.1495589E-002   0.1588005E-002
   0.4573014E-001   0.2874241E-002   0.4882831E-001   0.3775224E+002   0.3098166E-002   0.3340898E-002
   0.3497746E-001   0.1654814E-002   0.3674256E-001   0.3607783E+002   0.1765102E-002   0.1884389E-002
   0.5849801E-001   0.3805248E-002   0.6260059E-001   0.1817085E+002   0.4102582E-002   0.4425716E-002
   0.1089024E+000   0.1430738E-001   0.1259142E+000   0.1008768E+002   0.1701177E-001   0.2032637E-001
   0.1747773E+000   0.3725908E-001   0.2236307E+000   0.8918373E+001   0.4885344E-001   0.6435759E-001
   0.1305106E+000   0.2252742E-001   0.1589137E+000   0.1074060E+002   0.2840313E-001   0.3600750E-001
   0.1411548E+000   0.2470549E-001   0.1724857E+000   0.8167108E+001   0.3133092E-001   0.4005056E-001
   0.2952260E+000   0.9156394E-001   0.4310741E+000   0.2617480E+001   0.1358481E+000   0.2027406E+000
   0.2735412E+000   0.8229810E-001   0.3958372E+000   0.3249789E+001   0.1222960E+000   0.1834291E+000
   0.3267755E+000   0.1165907E+000   0.5180406E+000   0.2437605E+001   0.1912651E+000   0.3186895E+000
   0.1253471E+000   0.3117654E-001   0.1725460E+000   0.2354399E+002   0.4719891E-001   0.7297866E-001
   0.2876552E-001   0.1044206E-002   0.2985674E-001   0.4410287E+002   0.1091217E-002   0.1140594E-002
   0.2002979E-001   0.4605708E-003   0.2050247E-001   0.5817326E+002   0.4726733E-003   0.4851212E-003
   0.1057678E-001   0.1418379E-003   0.1072099E-001   0.1163423E+003   0.1442111E-003   0.1466303E-003
   0.2134184E-001   0.6699569E-003   0.2203962E-001   0.7272394E+002   0.6977731E-003   0.7269155E-003
   0.5400818E-001   0.3144751E-002   0.5736732E-001   0.1878393E+002   0.3359145E-002   0.3589805E-002
   0.3168921E-001   0.1454690E-002   0.3323799E-001   0.5242755E+002   0.1548786E-002   0.1650409E-002
   0.5898464E-002   0.4919610E-004   0.5948260E-002   0.2087352E+003   0.4979640E-004   0.5040608E-004
   0.6885539E-002   0.5388516E-004   0.6939904E-002   0.1635376E+003   0.5436494E-004   0.5484946E-004
   0.2110709E-001   0.5869529E-003   0.2171637E-001   0.6071954E+002   0.6092796E-003   0.6326896E-003
   0.1190562E+000   0.1845257E-001   0.1414730E+000   0.1237617E+002   0.2241678E-001   0.2730173E-001
   0.1404457E+000   0.2350313E-001   0.1695247E+000   0.8002327E+001   0.2907903E-001   0.3612016E-001
   0.9867424E-001   0.1141452E-001   0.1118483E+000   0.1236686E+002   0.1317404E-001   0.1524822E-001
   0.1695077E+000   0.4132025E-001   0.2295911E+000   0.1148112E+002   0.6008345E-001   0.8952486E-001
   0.1140607E+000   0.2103375E-001   0.1437474E+000   0.1181534E+002   0.2968667E-001   0.4327587E-001
   0.4050986E-001   0.3395000E-002   0.4451761E-001   0.4143222E+002   0.4007750E-002   0.4768911E-002
   0.1816196E-001   0.1167063E-002   0.1954725E-001   0.8808184E+002   0.1385289E-002   0.1655648E-002
   0.1252740E-001   0.1803586E-003   0.1271079E-001   0.9040674E+002   0.1833942E-003   0.1864882E-003
   0.1945992E-001   0.4379502E-003   0.1990915E-001   0.6055488E+002   0.4492250E-003   0.4608141E-003
   0.2890272E-001   0.9146442E-003   0.2984922E-001   0.3875562E+002   0.9464960E-003   0.9795085E-003
   0.3589430E-001   0.1377665E-002   0.3732971E-001   0.2975807E+002   0.1435409E-002   0.1495659E-002
   0.1630249E-001   0.3393726E-003   0.1665093E-001   0.7625308E+002   0.3484321E-003   0.3577819E-003
   0.6595756E-001   0.6196838E-002   0.7290572E-001   0.3377095E+002   0.6948162E-002   0.7798781E-002
   0.5956602E-001   0.4937447E-002   0.6505923E-001   0.2807092E+002   0.5493208E-002   0.6121162E-002
   0.4396095E-001   0.2529015E-002   0.4667137E-001   0.3327329E+002   0.2710415E-002   0.2906173E-002
   0.5700858E-001   0.4929731E-002   0.6258284E-001   0.2901579E+002   0.5574259E-002   0.6321965E-002
   0.5963773E-001   0.5344352E-002   0.6575396E-001   0.2258699E+002   0.6116239E-002   0.7027289E-002
   0.2117651E-001   0.4872767E-003   0.2167598E-001   0.5168175E+002   0.4994695E-003   0.5119802E-003
   0.1330612E-001   0.1915852E-003   0.1350075E-001   0.8015741E+002   0.1946321E-003   0.1977319E-003
   0.8811551E-002   0.8698343E-004   0.8899514E-002   0.1242284E+003   0.8796254E-004   0.8895402E-004
   0.2875335E-001   0.1226410E-002   0.3004711E-001   0.5613478E+002   0.1293763E-002   0.1365169E-002
   0.3252235E-001   0.1278494E-002   0.3386288E-001   0.3685579E+002   0.1340526E-002   0.1405982E-002
   0.6737094E-001   0.5224786E-002   0.7311073E-001   0.1593266E+002   0.5739797E-002   0.6312855E-002
   0.8765799E-001   0.1006498E-001   0.9947932E-001   0.1388354E+002   0.1182133E-001   0.1396038E-001
   0.6128639E-001   0.8898012E-002   0.7275733E-001   0.4167678E+002   0.1147094E-001   0.1493859E-001
   0.5249331E-001   0.6507707E-002   0.6046767E-001   0.5570686E+002   0.7974365E-002   0.9849487E-002
   0.2053962E+000   0.5468154E-001   0.2838292E+000   0.7235454E+001   0.7843306E-001   0.1133873E+000
   0.2612580E+000   0.7762414E-001   0.3752007E+000   0.4116007E+001   0.1139426E+000   0.1681663E+000
