# ~alp d~p/dz   Phi_p_sgs,z
   0.5245801E+001   0.2411058E+000
   0.5085895E+001   0.1447221E+001
   0.2317463E+001   0.6319618E+001
  -0.4904119E+001   0.5128691E+001
  -0.6263439E+001   0.1112730E+002
  -0.2389403E+002   0.1275654E+002
  -0.2015365E+002  -0.5832082E+001
   0.3286366E+001   0.1248031E+001
   0.8528173E+001  -0.2450186E+000
   0.8297262E+001   0.1233999E+000
   0.6389355E+001   0.8672032E+000
   0.8492103E+000   0.3476484E-001
   0.1646838E+000  -0.7413604E-002
  -0.1791363E+000   0.9887347E-002
  -0.5677839E+000   0.3563295E-001
  -0.1019474E+001   0.3458761E-001
  -0.1213636E+001  -0.2060004E-001
  -0.9827076E+000  -0.2766086E-001
  -0.8142513E+000  -0.1522103E-002
  -0.2054603E+000  -0.1621523E-001
   0.4116253E+000   0.8292915E-001
   0.1473279E+001   0.6244402E-001
   0.3015490E+001   0.1622041E+000
   0.2313421E+001   0.3458793E+000
  -0.8778224E+000  -0.6328021E-001
  -0.8136949E+001   0.5274884E+001
   0.4054466E+002   0.1427890E+002
   0.4313518E+001  -0.1076495E+002
  -0.4873252E+002   0.1387112E+002
  -0.2897936E+002   0.6046040E+002
  -0.1590593E+002   0.2503589E+002
  -0.1093170E+002   0.2998126E+002
   0.9124897E+002   0.5061505E+002
   0.7949455E+001   0.1522487E+002
  -0.2341656E+001   0.4992383E+000
  -0.2447380E+001  -0.7222068E-002
  -0.4131821E+001   0.4156924E-001
  -0.9761010E+001   0.2440315E+001
  -0.1117323E+001   0.1994335E+000
   0.2622858E+001   0.2771988E+000
   0.2086972E+001   0.5672035E-001
   0.1973772E+001  -0.1074182E+000
   0.3618802E+001  -0.9370237E-001
   0.2392950E+002   0.5573621E+001
   0.9571292E+001   0.3137366E+002
  -0.2314466E-001   0.1853394E+002
  -0.1594995E+002   0.3417886E+001
  -0.3915822E+001   0.2767652E+001
   0.7185575E+001  -0.1407949E+001
   0.1338394E+002   0.4708742E+000
   0.2749448E+002   0.3538839E+001
   0.4058519E+001   0.3530928E+001
   0.1795361E+000   0.4829017E-001
  -0.1964482E+000   0.2369253E-001
  -0.4824229E+000   0.5805375E-001
  -0.5517720E+000   0.4272637E-001
  -0.4489666E+000   0.6776361E-002
  -0.3871641E+000   0.9427027E-002
  -0.3747783E+000  -0.5050565E-002
   0.6446468E-001  -0.1328193E-001
   0.1258061E+001   0.1731185E+000
   0.1491968E+002   0.6063561E+001
   0.5481535E+002   0.1447069E+002
