# ~alp d~p/dz   Phi_p_sgs,z
   0.5847472E+001   0.5083439E+000
   0.1177314E+002   0.6669824E+001
   0.1812615E+002   0.1354739E+002
   0.2711284E+002   0.2817348E+002
   0.4371935E+002   0.4304549E+002
   0.5039318E+002   0.6144522E+002
   0.3672371E+002   0.5005986E+002
   0.1628434E+002   0.1970315E+002
   0.1033307E+002   0.3284937E+000
   0.9786120E+001   0.6019983E+000
   0.6396025E+001   0.1866714E+001
   0.2572559E+001   0.2350392E+001
   0.2919917E+000   0.2048620E+000
  -0.1562650E+000   0.1526719E-001
  -0.4360479E+000   0.1139393E-001
  -0.7030153E+000   0.2414957E-001
  -0.9793848E+000   0.3273288E-001
  -0.1059123E+001  -0.2697509E-002
  -0.7418930E+000  -0.7435224E-001
  -0.5856570E-001   0.8185841E-001
   0.1434481E+001   0.3595697E+001
   0.4567930E+001   0.5739161E+001
   0.5759299E+001   0.5879293E+001
   0.3255943E+001   0.2937555E+001
  -0.7792826E+000   0.4117034E+000
  -0.3753808E+001   0.7743980E+001
  -0.6078860E+001  -0.7974976E+000
  -0.1357495E+002  -0.2006653E+000
  -0.2936915E+002   0.1456449E+002
  -0.2141183E+002   0.3127927E+002
  -0.1141641E+002   0.5478677E+002
   0.5162144E+001   0.7432666E+002
   0.1916911E+002   0.6650654E+002
   0.1036616E+002   0.3490463E+002
  -0.3457167E+001   0.9902146E+001
  -0.3801846E+001   0.1116461E+001
  -0.4484882E+001   0.4783979E+001
  -0.2153487E+001   0.6900764E+001
   0.2902967E+001   0.4223455E+001
   0.4570008E+001   0.1575364E+001
   0.3820032E+001   0.3912358E+000
   0.5319494E+001   0.1802978E+001
   0.8711848E+001   0.5415676E+001
   0.1916775E+002   0.1757719E+002
   0.4090284E+002   0.3780260E+002
   0.4008118E+002   0.7004221E+002
   0.1964178E+002   0.6285356E+002
   0.4463806E+001   0.2319602E+002
   0.6463517E+001   0.2158390E+000
   0.1143456E+002   0.1698805E+001
   0.1185517E+002   0.4679971E+001
   0.6669855E+001   0.6314682E+001
   0.1158018E+001   0.2896992E+001
  -0.1498644E+000   0.1388760E+000
  -0.4840368E+000   0.3115240E-001
  -0.6995001E+000   0.2775495E-001
  -0.6719760E+000   0.3414257E-001
  -0.5289827E+000   0.4328306E-001
  -0.2607624E+000   0.7070657E-001
   0.2649262E+000   0.1676980E+000
   0.2440713E+001   0.7092644E+001
   0.1219850E+002   0.3964679E+002
   0.1781009E+002   0.4278659E+002
   0.1005622E+002   0.3148221E+002
  -0.1759025E+001   0.4526834E+001
  -0.1866694E+002   0.9886840E+001
  -0.4922174E+002   0.1230347E+002
  -0.6120586E+002   0.1613440E+002
  -0.6478989E+002   0.2391863E+002
  -0.2941969E+002   0.2105274E+002
  -0.1239821E+002   0.1661232E+002
  -0.1225310E+002   0.2889307E+002
  -0.9061815E+001   0.3096469E+002
  -0.3968135E+001   0.1721104E+002
  -0.7176255E+001   0.5886856E+001
  -0.6423193E+001   0.1445888E+001
  -0.4473133E+001   0.2889073E+001
  -0.9981311E+000   0.3775011E+001
   0.2866312E+001   0.1483066E+001
   0.3486034E+001   0.1032570E+001
   0.3758253E+001   0.6881274E+000
   0.4029010E+001   0.6445576E-001
   0.8262454E+001   0.1990918E+001
   0.2777016E+002   0.1121427E+002
   0.5580930E+002   0.2567912E+002
   0.4310799E+002   0.5943942E+002
   0.1152561E+002   0.5574138E+002
  -0.1716539E+000   0.1910146E+002
   0.2778346E+001   0.1769086E+001
   0.1141079E+002   0.4917160E+001
   0.1922073E+002   0.7023469E+001
   0.1696018E+002   0.8418904E+001
   0.6735370E+001   0.6167646E+001
   0.1600495E+001   0.2966976E+001
   0.9531059E-002   0.2087750E+001
  -0.6230961E+000   0.1503089E+001
  -0.3486965E+000   0.1431077E+001
   0.3667261E+000   0.1084952E+001
   0.1136734E+001   0.7858339E+000
   0.2135720E+001   0.1679578E+001
   0.1297350E+002   0.3935894E+002
   0.5091903E+002   0.1032107E+003
   0.6092602E+002   0.1086942E+003
   0.2545109E+002   0.6394029E+002
  -0.2607732E+001   0.1134829E+002
  -0.2692767E+002   0.8351596E+001
  -0.8017094E+002   0.1867074E+002
  -0.8615087E+002   0.2624267E+002
  -0.7473573E+002   0.2890656E+002
  -0.3114934E+002   0.2258248E+002
  -0.8466657E+001   0.1027508E+001
  -0.1094628E+002   0.3353799E+001
  -0.1716136E+002   0.9590040E+001
  -0.1621184E+002   0.7829167E+001
  -0.1308990E+002   0.3231948E+001
  -0.8465294E+001   0.2209676E+000
  -0.3937551E+001   0.1051760E+001
   0.8900695E-001   0.2105548E+001
   0.3462293E+001   0.9586654E+000
   0.4289393E+001   0.9610419E+000
   0.2203935E+001   0.1077058E+001
   0.2190859E+001   0.7350771E+000
   0.4625037E+001   0.2390746E+001
   0.2172086E+002   0.1140007E+002
   0.5055383E+002   0.2110066E+002
   0.4057832E+002   0.4044784E+002
   0.9302478E+001   0.3863756E+002
   0.9365872E-001   0.9025572E+001
   0.2813411E+001   0.2152274E+001
   0.1146891E+002   0.4860700E+001
   0.2211810E+002   0.6018323E+001
   0.2473280E+002   0.5511177E+001
   0.1713396E+002   0.4959180E+001
   0.9125714E+001   0.4722369E+001
   0.4425051E+001   0.4649236E+001
   0.2713584E+001   0.4196347E+001
   0.5181701E+001   0.7484878E+001
   0.8282734E+001   0.6788350E+001
   0.1275111E+002   0.1129371E+002
   0.1694876E+002   0.2053838E+002
   0.4827238E+002   0.7908295E+002
   0.1020667E+003   0.1376763E+003
   0.9356022E+002   0.1439795E+003
   0.2637720E+002   0.8158414E+002
  -0.5344944E+001   0.1543148E+002
  -0.1956732E+002   0.6273754E+001
  -0.5764715E+002   0.1212201E+002
  -0.7319147E+002   0.2863979E+002
  -0.6775317E+002   0.3448131E+002
  -0.3006851E+002   0.2288428E+002
  -0.8821860E+001   0.1055239E+001
  -0.9205557E+001   0.3754187E+000
  -0.1207076E+002   0.9056481E+000
  -0.1519148E+002   0.2088307E+001
  -0.1581056E+002   0.1423588E+001
  -0.1050510E+002  -0.4779209E+000
  -0.4268922E+001  -0.2302422E+000
  -0.3631119E+000   0.1677634E+001
   0.2178213E+001   0.1397995E+001
   0.3064147E+001   0.1344967E+001
   0.5758940E+000   0.9851519E+000
   0.8779481E+000   0.6312268E+000
   0.4957852E+001   0.5834151E+001
   0.2849207E+002   0.1839070E+002
   0.6100384E+002   0.1770298E+002
   0.5377292E+002   0.2077703E+002
   0.2370104E+002   0.1870258E+002
   0.1128618E+002   0.1064171E+002
   0.1265568E+002   0.5892911E+001
   0.1934260E+002   0.3323276E+001
   0.2530823E+002   0.5439540E+001
   0.2794013E+002   0.5400825E+001
   0.2348467E+002   0.8625057E+001
   0.1859917E+002   0.6829273E+001
   0.1262675E+002   0.6976162E+001
   0.1233029E+002   0.5185507E+001
   0.1868528E+002   0.7796996E+001
   0.1971812E+002   0.4810467E+001
   0.2145903E+002   0.7934267E+001
   0.3319081E+002   0.1923643E+002
   0.6408127E+002   0.7396282E+002
   0.8079486E+002   0.1208275E+003
   0.5106713E+002   0.1302056E+003
   0.4939840E+001   0.6486415E+002
  -0.1307094E+002   0.1095481E+002
  -0.2564518E+002   0.1003538E+002
  -0.4804467E+002   0.1781865E+002
  -0.5574448E+002   0.3095515E+002
  -0.4379691E+002   0.2534185E+002
  -0.1406904E+002   0.1038461E+002
  -0.5755717E+001   0.4310813E+000
  -0.7048510E+001   0.4632272E+000
  -0.7075453E+001   0.3183031E+000
  -0.8802399E+001   0.1091584E+001
  -0.1069387E+002   0.1352343E+001
  -0.8878036E+001   0.3145100E+000
  -0.4468231E+001  -0.1705253E+000
  -0.1208471E+001   0.5286628E+000
   0.2457478E+000   0.9589126E+000
   0.7459714E+000   0.1237828E+001
  -0.8591866E-001   0.1022079E+000
   0.5781701E+000   0.8876092E+000
   0.6147611E+001   0.9620710E+001
   0.4076046E+002   0.2870511E+002
   0.8213388E+002   0.2908815E+002
   0.7979886E+002   0.2412528E+002
   0.4512587E+002   0.1319439E+002
   0.2710522E+002   0.4547274E+001
   0.1950917E+002   0.3893306E+001
   0.1817127E+002   0.1830969E+001
   0.2220235E+002   0.9940827E+001
   0.2675155E+002   0.2220276E+002
   0.2506658E+002   0.3380892E+002
   0.1875814E+002   0.2504992E+002
   0.1175913E+002   0.1338285E+002
   0.1212716E+002   0.1201315E+002
   0.1346933E+002   0.1742994E+002
