# ~alp d~p/dz   Phi_p_sgs,z
   0.1052960E+002   0.8673120E+001
   0.1779160E+002   0.1352078E+002
   0.2687942E+002   0.1770592E+002
   0.4072493E+002   0.2628921E+002
   0.5532147E+002   0.3941834E+002
   0.5281788E+002   0.3817431E+002
   0.4448123E+002   0.3643989E+002
   0.3423007E+002   0.3397654E+002
   0.2370942E+002   0.2767732E+002
   0.1110373E+002   0.6985792E+001
   0.5877040E+001   0.2768917E+001
   0.2932202E+001   0.2738136E+001
   0.1294872E+001   0.2804311E+001
   0.1485173E+000   0.1583900E+001
  -0.3321846E+000   0.3151862E+000
  -0.6299932E+000  -0.4257953E-001
  -0.8721235E+000  -0.4088348E-001
  -0.8874615E+000   0.2860537E-001
  -0.8133548E+000   0.7918347E+000
  -0.5348650E+000   0.7536940E+001
  -0.1017489E-001   0.1700791E+002
   0.4291552E+000   0.1982314E+002
   0.2035442E+000   0.1983891E+002
  -0.5520233E+000   0.2268531E+002
  -0.2120026E+001   0.2158979E+002
  -0.4801807E+001   0.1219618E+002
  -0.9429586E+001   0.1226043E+002
  -0.1394690E+002   0.1852872E+002
  -0.1737546E+002   0.2274766E+002
  -0.1772632E+002   0.3102112E+002
  -0.1464798E+002   0.3791019E+002
  -0.1177192E+002   0.3825016E+002
  -0.8917342E+001   0.3266318E+002
  -0.7037556E+001   0.2883348E+002
  -0.4890720E+001   0.1979666E+002
  -0.3113482E+001   0.7979797E+001
  -0.1545400E+001   0.4460080E+001
   0.3394150E+000   0.4207159E+001
   0.2729910E+001   0.3875863E+001
   0.5623116E+001   0.4752566E+001
   0.7573066E+001   0.7045909E+001
   0.1245526E+002   0.1151432E+002
   0.2024414E+002   0.1687318E+002
   0.3042894E+002   0.2629796E+002
   0.3945826E+002   0.3919494E+002
   0.3742187E+002   0.3799300E+002
   0.3192942E+002   0.3592470E+002
   0.2464571E+002   0.3226031E+002
   0.1793313E+002   0.2499565E+002
   0.1077951E+002   0.6683790E+001
   0.7805514E+001   0.4025389E+001
   0.5536890E+001   0.4882658E+001
   0.3561747E+001   0.5562356E+001
   0.1390501E+001   0.4116355E+001
   0.1515153E+000   0.2614643E+001
  -0.3718633E+000   0.1910907E+001
  -0.6576439E+000   0.1468274E+001
  -0.6665431E+000   0.1251335E+001
  -0.4150499E+000   0.2118211E+001
  -0.2445221E-001   0.1655714E+002
   0.3024414E+000   0.2718967E+002
   0.1010070E+000   0.2852301E+002
  -0.1034997E+001   0.2889609E+002
  -0.3040272E+001   0.3240659E+002
  -0.6964911E+001   0.2742142E+002
  -0.1203993E+002   0.1447971E+002
  -0.1806679E+002   0.1801271E+002
  -0.2389224E+002   0.2570881E+002
  -0.2809576E+002   0.3052035E+002
  -0.2747036E+002   0.3547949E+002
  -0.2022077E+002   0.3526200E+002
  -0.1568685E+002   0.3280372E+002
  -0.1224535E+002   0.2618615E+002
  -0.9830628E+001   0.2175019E+002
  -0.6823014E+001   0.1317251E+002
  -0.4474181E+001   0.5280012E+001
  -0.2425975E+001   0.2873732E+001
  -0.3977867E+000   0.3170365E+001
