# ~alp d~p/dy   Phi_p_sgs,y
  -0.6804993E+000   0.8776157E+000
   0.2685285E+000   0.5023962E+000
   0.4473876E+000  -0.8663822E+000
  -0.4246170E+000  -0.2633921E+001
  -0.1821249E+001  -0.1879693E+001
  -0.3332716E+001  -0.4124934E+000
  -0.4304751E+001   0.1318523E+000
  -0.4792591E+001   0.2170357E-001
  -0.7021377E+001  -0.4780321E+001
  -0.1112489E+002  -0.1093489E+002
  -0.1727279E+002  -0.1457881E+002
  -0.1884773E+002  -0.1362526E+002
  -0.1322642E+002  -0.1200766E+002
  -0.5966581E+001  -0.9991823E+001
   0.2628492E+001   0.6922265E+001
   0.1482975E+002   0.4100691E+002
   0.2774301E+002   0.5786989E+002
   0.4064056E+002   0.6248923E+002
   0.3859485E+002   0.5921633E+002
   0.2095070E+002   0.3775275E+002
   0.1049513E+002   0.1759460E+002
   0.4629017E+001   0.8037561E+001
   0.2300173E+001   0.8730817E+001
   0.2070708E+001   0.9989521E+001
   0.2498665E+001   0.9425735E+001
   0.5383972E+001   0.1557857E+002
   0.7612793E+001   0.1902179E+002
   0.8341503E+001   0.1974599E+002
   0.7721766E+001   0.2053725E+002
   0.2483029E+001   0.1452342E+002
  -0.1273352E+001   0.5680848E+001
  -0.3200502E+001   0.2538742E+001
  -0.5033495E+001   0.2233158E+000
  -0.7104799E+001  -0.1687327E+001
  -0.9053798E+001  -0.2037562E+001
  -0.9405706E+001  -0.1722655E+001
  -0.8473702E+001  -0.1153113E+001
  -0.6891232E+001   0.7051181E+000
  -0.4195389E+001   0.1783147E+001
  -0.2286346E+001   0.1245468E+001
  -0.1461577E+001   0.1119448E+000
  -0.5477266E+000   0.1557235E+000
  -0.8605873E-001  -0.3678449E+000
  -0.4437085E+000  -0.1682750E+001
  -0.1449452E+001  -0.1754077E+001
  -0.2786956E+001  -0.1487738E+001
  -0.3433126E+001   0.1237853E+001
  -0.3553092E+001   0.1028422E+002
  -0.4950931E+001   0.1268912E+002
  -0.9157132E+001   0.9995255E+001
  -0.1537131E+002   0.5158347E+001
  -0.1610662E+002  -0.2819532E+001
  -0.1094761E+002  -0.1041763E+002
  -0.3978751E+001  -0.1046499E+002
   0.2959214E+001   0.9833697E+001
   0.1243363E+002   0.4406436E+002
   0.2639873E+002   0.6075263E+002
   0.4520282E+002   0.7009543E+002
   0.4841939E+002   0.6956628E+002
   0.3447014E+002   0.4816469E+002
   0.2380323E+002   0.3051769E+002
   0.1592124E+002   0.2200798E+002
   0.1122110E+002   0.1540116E+002
   0.1070475E+002   0.1601678E+002
   0.1288908E+002   0.1800420E+002
   0.1723195E+002   0.2055850E+002
   0.1787233E+002   0.2070566E+002
   0.1863585E+002   0.2082139E+002
   0.1591802E+002   0.1938012E+002
   0.8550527E+001   0.1294233E+002
   0.2673877E+001   0.4732383E+001
  -0.1248709E+001   0.2104960E+001
  -0.4884372E+001   0.9085653E-002
  -0.8433084E+001  -0.1966648E+001
  -0.1076166E+002  -0.1851750E+001
  -0.1087595E+002  -0.1519941E+001
  -0.8809635E+001  -0.1351972E+001
  -0.6015100E+001  -0.7083181E+000
  -0.3501889E+001   0.2489578E+000
  -0.2440438E+001   0.1938625E+000
  -0.2689359E+001  -0.1416557E+000
  -0.2082415E+001  -0.2105169E+000
  -0.1791782E+001   0.1318585E+000
  -0.1792815E+001  -0.2794183E+000
  -0.2194757E+001  -0.7044625E+000
  -0.2786413E+001   0.5476683E+000
  -0.1681311E+001   0.7781168E+001
   0.2166525E+001   0.2457912E+002
   0.8959728E+001   0.3151515E+002
   0.1544513E+002   0.2600091E+002
   0.1487711E+002   0.1603363E+002
   0.8678353E+001   0.5821354E+001
   0.3336338E+001  -0.5627735E+001
   0.1902932E+001  -0.6019443E+001
   0.2779822E+001   0.4727054E+001
   0.6566067E+001   0.2145063E+002
   0.1276040E+002   0.2970096E+002
   0.2279073E+002   0.3504582E+002
   0.2683799E+002   0.3543698E+002
   0.2256148E+002   0.2325236E+002
   0.2032668E+002   0.1491686E+002
   0.2275997E+002   0.1823838E+002
   0.2225363E+002   0.1645277E+002
   0.2524794E+002   0.1864706E+002
   0.2971137E+002   0.2018896E+002
   0.3087369E+002   0.2081501E+002
   0.2750228E+002   0.2044540E+002
   0.2429350E+002   0.2026298E+002
   0.1792930E+002   0.1845680E+002
   0.1070669E+002   0.1145278E+002
   0.4264706E+001   0.2156691E+001
  -0.4082851E+000  -0.2000515E+000
  -0.5015224E+001  -0.1662816E+001
  -0.9334416E+001  -0.2885473E+001
  -0.1049799E+002  -0.2226858E+001
  -0.9999746E+001  -0.1987243E+001
  -0.7268436E+001  -0.2075582E+001
  -0.4868028E+001  -0.1287518E+001
  -0.3236469E+001  -0.1067511E+000
  -0.3034027E+001   0.1266914E-001
