# ~alp d~p/dy   Phi_p_sgs,y
  -0.3331142E+000   0.2341024E+000
   0.7401748E+000   0.1991216E+000
   0.1103547E+001  -0.1956702E+000
  -0.2001451E-001  -0.3013159E+001
  -0.2362041E+001  -0.3935580E+001
  -0.4025810E+001  -0.2630538E+001
  -0.4109207E+001  -0.6758569E+000
  -0.3524426E+001   0.7618455E+000
  -0.4275047E+001  -0.2053096E+001
  -0.7946485E+001  -0.9339202E+001
  -0.1593733E+002  -0.1497685E+002
  -0.2512191E+002  -0.1418930E+002
  -0.1793866E+002  -0.1257875E+002
  -0.5578065E+001  -0.1014161E+002
   0.3156657E+001   0.8916208E+000
   0.1928977E+002   0.4577310E+002
   0.5427018E+002   0.8904542E+002
   0.8418663E+002   0.1057570E+003
   0.8056539E+002   0.9428286E+002
   0.4390428E+002   0.5574614E+002
   0.1794400E+002   0.2614797E+002
   0.4411382E+001   0.1038479E+002
   0.1333531E+001   0.8888279E+001
   0.9500724E+000   0.8124258E+001
   0.9884590E+000   0.5079368E+001
   0.2225747E+001   0.6567447E+001
   0.7555490E+001   0.2182670E+002
   0.1259917E+002   0.2600791E+002
   0.1263105E+002   0.2535218E+002
   0.3793971E+001   0.1255315E+002
  -0.1470950E+001   0.3832425E+001
  -0.3833529E+001   0.1404915E+001
  -0.5105985E+001  -0.1812680E+000
  -0.7828634E+001  -0.1894226E+001
  -0.1162332E+002  -0.3046344E+001
  -0.1299355E+002  -0.2333020E+001
  -0.1061721E+002  -0.1338668E+001
  -0.7129579E+001   0.5365776E+000
  -0.4618464E+001   0.1302525E+001
  -0.2401631E+001   0.6997105E+000
  -0.9711626E+000  -0.4018269E-002
   0.4697585E-001   0.9407532E-001
   0.8406959E+000   0.3214791E+000
   0.9968977E+000  -0.8443239E-001
  -0.4440833E-001  -0.2912058E+000
  -0.2062979E+001  -0.4273584E+000
  -0.3127134E+001  -0.4387574E+000
  -0.3981049E+001   0.9826479E+000
  -0.8013290E+001  -0.4581518E+001
  -0.1780565E+002  -0.1223419E+002
  -0.3074533E+002  -0.1507171E+002
  -0.2982252E+002  -0.1664110E+002
  -0.1475248E+002  -0.1341135E+002
  -0.3115660E+001  -0.8319122E+001
   0.2312409E+001   0.1966529E+001
   0.1260837E+002   0.4015061E+002
   0.3508359E+002   0.7623095E+002
   0.5886662E+002   0.8035422E+002
   0.7073647E+002   0.7211090E+002
   0.4651227E+002   0.3733211E+002
   0.2999146E+002   0.2667893E+002
   0.1351122E+002   0.1326290E+002
   0.1417333E+002   0.1804910E+002
   0.1304833E+002   0.1857645E+002
   0.1068734E+002   0.1486457E+002
