# ~alp d~p/dx   Phi_p_sgs,x
   0.1198585E+002   0.1160793E+002
   0.1872361E+002   0.7099839E+001
   0.9840673E+001   0.2032697E+001
   0.1919842E+002   0.5344064E+001
   0.2086702E+002   0.5112483E+001
  -0.2803299E+000   0.2161606E+001
  -0.6140260E+001  -0.1788295E+001
  -0.2253211E+001   0.2794890E+000
   0.2518182E+001   0.2246798E+001
   0.5320259E+001   0.3209155E+001
   0.4567301E+001   0.2503142E+001
   0.2928473E+001   0.7027504E+000
   0.5264208E+001   0.3052080E+000
   0.2869745E+001   0.9814374E+000
  -0.2945983E+001   0.1977261E+001
  -0.7365653E+000  -0.2210558E+000
  -0.4197341E-001  -0.2727123E-001
  -0.1070803E+000  -0.3533816E-001
  -0.1444905E+001  -0.1906094E+000
  -0.4763270E+001   0.1441230E+000
  -0.6979524E+001   0.6262972E+001
   0.4342314E+001   0.1274586E+002
   0.1081470E+002  -0.1902045E+001
   0.5843117E+001   0.7798176E+000
   0.2840050E+002   0.1585072E+002
   0.5370709E+001   0.1250087E+002
  -0.8576771E+001   0.2553606E+001
  -0.7766345E+001  -0.1013743E+001
  -0.2256889E+002  -0.1579621E+001
  -0.1767761E+002  -0.1511501E+001
  -0.3386540E+002  -0.2282854E+001
  -0.1218394E+002  -0.8072648E+001
  -0.1734606E+001  -0.3226962E+000
  -0.9719089E+000  -0.3479967E+000
   0.1141726E+001  -0.6651289E+000
   0.1772579E+001   0.4568307E-001
   0.2691177E+001   0.1064663E+000
   0.1582954E+001   0.2330468E+000
   0.7695759E+000  -0.2086228E+000
  -0.1219195E+000   0.2219782E+000
   0.4457743E+000   0.1446644E+001
   0.4786521E+001   0.3706310E+001
   0.6511233E+001   0.1425201E+001
   0.6451100E+001   0.2292491E+001
   0.1212687E+002   0.4137756E+001
   0.1600006E+001   0.3542085E+001
  -0.4662756E+001  -0.3629884E-001
  -0.5309621E+001  -0.2895761E+000
  -0.1025558E+001   0.5033011E+001
   0.1737303E+002   0.1003994E+002
   0.1428034E+002   0.6150863E+001
   0.8732514E+001   0.1191258E+001
   0.7187026E+001   0.1430931E+001
  -0.2131333E+000   0.1650950E+001
  -0.2152156E+001   0.3329463E+000
  -0.1104623E+001  -0.5880912E-001
  -0.2750401E+000  -0.1306212E-001
  -0.4054749E+000  -0.2440251E+000
  -0.2899930E+001  -0.3430499E+000
  -0.4447435E+001   0.2188952E+000
  -0.1683676E+001   0.3684279E+001
   0.2368858E+002   0.1122095E+002
   0.5368068E+002   0.1740328E+001
   0.1886562E+002   0.7260390E+001
   0.8213163E+001   0.1264363E+002
  -0.3263440E+001   0.8421003E+001
  -0.1061009E+002   0.1283886E+001
  -0.2269613E+002  -0.9139401E+001
  -0.4459791E+002  -0.8946380E+001
  -0.1983842E+002  -0.3000375E+001
  -0.3519096E+002  -0.5234061E+001
  -0.1066233E+002  -0.6640499E+001
  -0.2582151E+001  -0.5789047E+000
  -0.1832991E+001  -0.2272252E+000
   0.8186684E-001  -0.9912563E+000
   0.1922701E+001  -0.4511496E+000
   0.4211673E+001   0.2411588E+000
   0.4364050E+001   0.4431354E+000
   0.8462087E+000   0.4002488E+000
   0.5575066E-001  -0.1333145E-001
   0.1913956E+000  -0.2562718E-001
   0.8846104E+000   0.1114996E+000
   0.1968304E+001   0.2596331E+000
   0.1529922E+001   0.6589842E-001
   0.5082715E+000  -0.1274703E+002
  -0.7247747E+001  -0.1923829E+002
  -0.6522689E+000  -0.1765792E-001
  -0.6848265E+001   0.2771076E+001
   0.1721538E+001   0.1078546E+002
   0.2228412E+002   0.1407516E+002
   0.8425631E+001   0.6870762E+001
   0.6868479E+001   0.1934532E+001
   0.2296384E+001   0.1690545E+001
  -0.9263892E+000   0.6162884E-001
  -0.1873307E+001   0.6136143E-002
  -0.1366830E+001  -0.6053667E-001
  -0.4083605E+000  -0.1281300E-001
  -0.1893538E+001  -0.8021184E+000
  -0.4015955E+001  -0.1106985E+000
  -0.7172608E+000  -0.2749257E+000
   0.2615884E+001   0.3584211E+001
   0.3422540E+002   0.1034489E+002
   0.4953266E+002   0.1086991E+002
   0.8169064E+001   0.1133672E+002
  -0.3115498E+000   0.3549827E+000
  -0.2579378E+001  -0.3772099E+000
  -0.7311367E+001  -0.2371828E+000
  -0.3313681E+002  -0.1433417E+002
  -0.4598190E+002  -0.1326000E+002
  -0.1893761E+002  -0.3402916E+001
  -0.1978037E+002  -0.8499121E+001
  -0.5115677E+001  -0.1876301E+001
  -0.4308618E+001  -0.2460790E+000
  -0.4750352E+001  -0.1551006E+000
  -0.4097115E+001  -0.1068434E+000
   0.4976864E+001  -0.1337299E+001
   0.1260179E+002   0.5719142E-001
   0.8591292E+001   0.9234982E+000
   0.9591874E+000   0.5395792E+000
  -0.8401743E-001  -0.8946476E-001
   0.2694141E+000  -0.4475045E-001
   0.6891048E+000  -0.4307889E-001
   0.6262903E+000   0.5922679E-001
  -0.4830694E-001  -0.5156073E+001
  -0.4422434E+002  -0.7891622E+002
  -0.6897533E+002  -0.4483924E+002
   0.6144611E+002   0.2706801E+001
   0.1421614E+002   0.1424328E+002
   0.1166938E+002   0.8643293E+001
   0.1662878E+002   0.9120556E+001
   0.5021789E+001   0.1567418E+001
   0.5345570E+001   0.2221652E+000
   0.1236286E+001   0.1851475E+000
  -0.1692012E+001   0.6153605E-002
  -0.1352217E+001  -0.9333759E-001
  -0.5745532E+000  -0.8563312E-001
  -0.4043637E+000  -0.9411414E-002
  -0.1890462E+001  -0.5993811E+000
  -0.8945895E+000   0.2874134E+000
   0.2394861E+001   0.2794714E+000
   0.8342934E+001   0.5833885E+001
   0.3096171E+002   0.4091183E+001
   0.1627367E+002   0.5610283E+001
   0.1218965E+001   0.1009982E+001
   0.1674475E+000  -0.6075678E-001
  -0.1125872E+001  -0.2489619E+000
  -0.5118754E+001  -0.5581015E+000
  -0.3202308E+002  -0.8541253E+001
  -0.3736735E+002  -0.3661661E+001
  -0.1892459E+002  -0.8361971E+000
  -0.2869768E+002  -0.4113898E+001
  -0.1286759E+002  -0.3674066E+001
  -0.5429709E+001  -0.1868769E+001
  -0.5896837E+001  -0.1644812E+000
  -0.5870830E+001   0.8179773E+000
   0.3311523E+001   0.4923195E+000
   0.8458805E+001   0.2135277E+001
   0.3465661E+001   0.1945188E+001
   0.4939597E+000   0.1847099E+000
  -0.1389401E+000   0.8961007E-001
  -0.4057339E+000   0.9511370E-001
  -0.4334032E+000  -0.3549089E+000
  -0.2223344E+001  -0.2880724E+001
  -0.1619146E+002  -0.9704254E+001
  -0.1533658E+003  -0.7437421E+002
  -0.1068787E+003  -0.5071410E+002
   0.1234214E+003   0.8367536E+001
   0.6245355E+002   0.1794348E+002
   0.2529778E+002   0.6348752E+001
   0.1575330E+002   0.5479359E+001
   0.4902014E+001   0.6472207E+000
   0.2484757E+001   0.2637269E+000
  -0.1584932E-001   0.1074532E+000
  -0.8716556E+000  -0.9272037E-001
  -0.2745812E+000  -0.3831077E-001
  -0.1464356E+000   0.9007626E-002
  -0.2771147E+000  -0.2183916E-002
  -0.3785338E+000   0.5213072E-001
   0.1305718E+001   0.5288750E+000
   0.2769813E+001   0.2928289E+000
   0.1380148E+002   0.5929594E+001
   0.2560164E+002   0.1172027E+001
   0.1109075E+002   0.2133617E+001
   0.1668229E+001   0.1540113E+001
   0.2264143E+000  -0.2407871E-001
  -0.6702925E+000  -0.2987485E+000
  -0.2574467E+001  -0.4012062E+000
  -0.2818437E+002  -0.9658855E+001
  -0.2251033E+002  -0.6842582E+001
  -0.5418475E+001  -0.4086454E+000
  -0.3216169E+002  -0.1504620E+001
  -0.2939315E+002  -0.3817415E+000
  -0.1686657E+002  -0.2309873E+001
  -0.1513522E+002  -0.1529878E+001
