# ~alp d~p/dx   Phi_p_sgs,x
   0.6591228E+001   0.7213934E+001
   0.8979603E+001   0.6740366E+001
   0.9960754E+001   0.6465001E+001
   0.7336866E+001   0.6823311E+000
   0.5821212E+001   0.2608639E+000
   0.3759941E+001   0.4797366E+000
   0.1468362E+001   0.1835356E+000
   0.3357160E+000   0.9110112E+000
   0.5601502E+000   0.2250774E+001
   0.1197742E+001   0.2871958E+001
   0.2316459E+001   0.2758064E+001
   0.3633682E+001   0.2383291E+001
   0.2202725E+001   0.1137827E+001
   0.1180676E+000   0.1300847E+001
  -0.8525923E+000   0.1287832E+001
  -0.7735726E+000  -0.1471759E+000
  -0.4668402E+000  -0.8007841E+000
  -0.8419874E+000  -0.9873485E+000
  -0.2097961E+001  -0.2029043E+001
  -0.2281716E+001   0.2669245E+001
  -0.3866750E+000   0.7035758E+001
   0.2571816E+001   0.7877175E+001
   0.5964611E+001   0.9928557E+001
   0.4715513E+001   0.9983479E+001
  -0.4166241E+000   0.8138972E+001
  -0.4292362E+001   0.6093078E+001
  -0.8399467E+001   0.1302663E+001
  -0.9468318E+001  -0.2404722E+000
  -0.1396496E+002  -0.2394278E+001
  -0.1792072E+002  -0.4732940E+001
  -0.1476279E+002  -0.5483638E+001
  -0.1152303E+002  -0.6521672E+001
  -0.7056082E+001  -0.6894869E+001
  -0.1665107E+001  -0.2807352E+001
   0.6740965E+000  -0.1001294E+001
   0.2022357E+001  -0.3916922E+000
   0.2378306E+001   0.9260933E-001
   0.2541706E+001  -0.3242961E+000
   0.3687701E+001   0.2800241E+001
   0.5333287E+001   0.7441172E+001
   0.2867229E+001   0.5048099E+001
   0.4423629E+001   0.5124997E+001
   0.6431133E+001   0.3340683E+001
   0.4901764E+001  -0.6122696E+001
   0.4641449E+001  -0.5885949E+001
   0.3711552E+001  -0.4968429E+001
   0.1407582E+001  -0.4112526E+001
   0.2025055E+001   0.2267205E+001
   0.2677931E+001   0.4458317E+001
   0.3092061E+001   0.3197517E+001
   0.4929433E+001   0.2715644E+001
   0.5627895E+001   0.2018512E+001
   0.3168102E+001   0.1630873E+001
   0.4971571E+000   0.2241358E+001
  -0.9458756E+000   0.2090331E+001
  -0.9718530E+000   0.7482964E+000
  -0.8879731E+000  -0.4574080E+000
  -0.1010406E+001  -0.4329562E-001
  -0.1338296E+001   0.3565601E+000
  -0.3168291E+000   0.5735455E+001
   0.4276533E+001   0.1054585E+002
   0.8334963E+001   0.1117064E+002
   0.1117731E+002   0.1174954E+002
   0.8754820E+001   0.1135878E+002
   0.1322591E+001   0.9140211E+001
  -0.4223851E+001   0.6197756E+001
  -0.1038933E+002   0.3923602E+000
  -0.1226316E+002  -0.3552755E+000
  -0.1740043E+002  -0.2238284E+001
  -0.2174763E+002  -0.5852452E+001
  -0.1697652E+002  -0.6457233E+001
  -0.1369625E+002  -0.7840879E+001
  -0.9366062E+001  -0.7982375E+001
  -0.3423291E+001  -0.2706798E+001
   0.4217134E+000  -0.3223512E+000
   0.3408813E+001  -0.2386704E+000
   0.4353090E+001   0.1167209E+000
   0.3462916E+001   0.6943178E+000
   0.2600161E+001   0.1463187E+001
   0.2485315E+001   0.4721685E+001
   0.8467396E+000   0.1940862E+001
   0.1126467E+001   0.1925121E+001
   0.1219608E+001  -0.2779075E+001
  -0.1508118E+001  -0.1569806E+002
  -0.4520832E+000  -0.1295098E+002
   0.1885564E+001  -0.1082719E+002
   0.2400980E+001  -0.8564125E+001
   0.6754101E+001   0.5796103E+001
   0.6770084E+001   0.8423202E+001
   0.5808842E+001   0.4609684E+001
   0.6906143E+001   0.3495654E+001
   0.6087116E+001   0.2894200E+001
   0.2882934E+001   0.2584928E+001
   0.3825253E+000   0.2589934E+001
  -0.8589822E+000   0.1918205E+001
  -0.8793585E+000   0.6740007E+000
  -0.9069553E+000  -0.2108177E+000
  -0.7916600E+000   0.2815752E+000
  -0.5231148E+000   0.4799745E+000
   0.1845987E+001   0.5093915E+001
   0.8165136E+001   0.8592386E+001
   0.1207066E+002   0.9882537E+001
   0.1329255E+002   0.1057377E+002
   0.9646009E+001   0.1058446E+002
   0.2089808E+001   0.8170843E+001
  -0.3658385E+001   0.3934573E+001
  -0.1199515E+002  -0.1807304E+001
  -0.1467629E+002  -0.6643079E+000
  -0.2091156E+002  -0.1649434E+001
  -0.2643544E+002  -0.3994113E+001
  -0.1955478E+002  -0.5100339E+001
  -0.1693464E+002  -0.7090344E+001
  -0.1283842E+002  -0.7134396E+001
  -0.5996286E+001  -0.3400917E+001
  -0.8983778E+000  -0.8232257E+000
   0.2946111E+001  -0.8387069E+000
   0.4509201E+001  -0.3517832E+000
   0.3562736E+001   0.6966763E+000
   0.1922364E+001   0.9144470E+000
   0.9555704E+000   0.1548455E+001
   0.8875544E-001  -0.1610704E+000
  -0.3050984E+000  -0.1421050E+001
  -0.3031595E+001  -0.1147145E+002
  -0.1040207E+002  -0.2883392E+002
  -0.8219349E+001  -0.2174362E+002
  -0.2259688E+001  -0.1817197E+002
   0.3966329E+001  -0.1365637E+002
   0.1461466E+002   0.9606333E+001
   0.1330446E+002   0.1243054E+002
   0.9029490E+001   0.7047680E+001
   0.7777927E+001   0.5699246E+001
   0.4805997E+001   0.3916520E+001
   0.1691621E+001   0.2098706E+001
   0.1962373E+000   0.1575234E+001
  -0.6143155E+000   0.6694273E+000
  -0.6427800E+000   0.4255393E-001
  -0.7029366E+000  -0.1401464E+000
  -0.2933909E+000   0.3265972E+000
   0.4635747E+000   0.5591872E+000
   0.4099748E+001   0.4272369E+001
   0.1090426E+002   0.6801559E+001
   0.1441938E+002   0.8979700E+001
   0.1384746E+002   0.1000737E+002
   0.8199694E+001   0.9623649E+001
   0.1953731E+001   0.6605595E+001
  -0.2303208E+001   0.4204264E+000
  -0.1015537E+002  -0.5808953E+001
  -0.1217103E+002  -0.2727337E+001
  -0.1731581E+002  -0.3302488E+001
  -0.2409446E+002  -0.5067642E+001
  -0.1703733E+002  -0.4950500E+001
  -0.1784763E+002  -0.6263413E+001
  -0.1678560E+002  -0.5880579E+001
  -0.1016344E+002  -0.2817265E+001
  -0.4957423E+001  -0.1763031E+001
   0.2602372E+000  -0.2270704E+001
   0.3428221E+001  -0.1569414E+001
   0.3328765E+001   0.1051075E+000
   0.1902569E+001   0.8129268E+000
   0.5325484E+000   0.3777430E+000
  -0.4692034E+000  -0.3971274E+000
  -0.1796735E+001  -0.2176203E+001
  -0.8853700E+001  -0.1552410E+002
  -0.2246307E+002  -0.3419389E+002
  -0.1868787E+002  -0.2502162E+002
  -0.8109418E+001  -0.2239630E+002
   0.4888553E+001  -0.1716076E+002
   0.2145583E+002   0.1033879E+002
   0.1798715E+002   0.1262472E+002
   0.1096059E+002   0.6354035E+001
   0.7477013E+001   0.4670274E+001
   0.3563621E+001   0.2289715E+001
   0.1384844E+001   0.8826744E+000
   0.3354095E+000   0.6426064E+000
  -0.3010341E+000   0.1813659E+000
  -0.2970857E+000   0.1470339E+000
  -0.2560356E+000   0.7195400E-001
   0.3779379E+000   0.5109883E+000
   0.1624630E+001   0.8551528E+000
   0.5791451E+001   0.3066301E+001
   0.1123550E+002   0.4442636E+001
   0.1289852E+002   0.5574210E+001
   0.1088081E+002   0.6628114E+001
   0.5737229E+001   0.5921852E+001
   0.1625347E+001   0.3080165E+001
  -0.1103482E+001  -0.1093371E+001
  -0.5847116E+001  -0.5061243E+001
  -0.6519790E+001  -0.3211464E+001
  -0.8528614E+001  -0.4666838E+001
  -0.1388303E+002  -0.6801587E+001
  -0.1086002E+002  -0.5228735E+001
  -0.1475919E+002  -0.5601533E+001
  -0.1732147E+002  -0.4428998E+001
  -0.1407303E+002  -0.1975362E+001
  -0.1087581E+002  -0.5351254E+000
  -0.5960788E+001  -0.9674201E+000
  -0.1082484E+001  -0.1002610E+001
   0.8097934E+000   0.1767850E+000
   0.8481091E+000   0.7576183E+000
   0.1728975E+000   0.2474163E+000
  -0.7841735E+000  -0.3177671E+000
  -0.3454477E+001  -0.1615498E+001
  -0.1385988E+002  -0.1260004E+002
  -0.2885756E+002  -0.2729292E+002
  -0.2437611E+002  -0.1849206E+002
  -0.1180588E+002  -0.1643937E+002
   0.4979727E+001  -0.1301947E+002
   0.2137165E+002   0.1194320E+002
   0.1821004E+002   0.1217055E+002
   0.1082721E+002   0.5820690E+001
   0.5833778E+001   0.3775167E+001
   0.2591678E+001   0.1627893E+001
   0.1153093E+001   0.2939077E+000
   0.4743174E+000   0.7881660E-001
   0.1378310E+000   0.1355535E+000
   0.1896253E+000   0.2225513E+000
   0.4027705E+000   0.3078277E+000
   0.1040217E+001   0.7844978E+000
   0.2847716E+001   0.1883796E+001
   0.6904771E+001   0.2764775E+001
   0.1096508E+002   0.2826436E+001
   0.1312281E+002   0.3759027E+001
   0.1057467E+002   0.4164201E+001
   0.5621852E+001   0.3561288E+001
   0.2193756E+001   0.2293200E+001
  -0.4539736E+000  -0.8674995E+000
  -0.2656027E+001  -0.4124540E+001
  -0.1873371E+001  -0.3374155E+001
  -0.2074000E+001  -0.4791892E+001
  -0.5921616E+001  -0.6293021E+001
  -0.6834853E+001  -0.3944661E+001
  -0.1239370E+002  -0.3993624E+001
  -0.1722646E+002  -0.2418047E+001
  -0.1639742E+002  -0.1411547E+001
  -0.1488578E+002  -0.8307931E+000
  -0.1048566E+002  -0.1639534E+001
  -0.4751156E+001  -0.2146164E+001
  -0.1429614E+001  -0.1534910E+001
   0.3690092E-001  -0.4591533E+000
   0.1397004E+000   0.9164196E-002
  -0.9506431E+000  -0.3299865E+000
  -0.4284773E+001  -0.1222399E+001
  -0.1402055E+002  -0.9049224E+001
  -0.2585341E+002  -0.1868381E+002
  -0.2278153E+002  -0.1178094E+002
  -0.1152459E+002  -0.1069513E+002
   0.2809320E+001  -0.7406034E+001
   0.1490019E+002   0.1138728E+002
   0.1353600E+002   0.1059602E+002
   0.7941201E+001   0.5446290E+001
   0.3745655E+001   0.3368893E+001
   0.1623590E+001   0.1193388E+001
   0.7594430E+000  -0.1601254E+000
   0.4940643E+000  -0.1297592E+000
   0.4111055E+000   0.1241659E+000
   0.5644351E+000   0.2243210E+000
   0.8299580E+000   0.2689531E+000
   0.1488211E+001   0.7035779E+000
   0.4106335E+001   0.3166178E+001
   0.7810351E+001   0.3530369E+001
   0.1262585E+002   0.4609234E+001
   0.1657112E+002   0.6160741E+001
   0.1286886E+002   0.5763005E+001
   0.7381832E+001   0.5564831E+001
   0.3203022E+001   0.4467521E+001
  -0.2402343E+000  -0.5078570E+000
  -0.1034273E+001  -0.2430439E+001
   0.2081039E+000  -0.2105693E+001
   0.3507088E+000  -0.2605728E+001
  -0.2780410E+001  -0.3971022E+001
  -0.5905902E+001  -0.2234963E+001
  -0.1140005E+002  -0.2311008E+001
  -0.1573304E+002  -0.9352023E+000
  -0.1602553E+002  -0.4434019E-001
  -0.1489370E+002  -0.2802490E+000
  -0.1075145E+002  -0.7922909E+000
  -0.5821558E+001  -0.1733870E+001
  -0.2066385E+001  -0.1512410E+001
  -0.9010216E-001  -0.5432827E+000
   0.2533857E+000   0.2715179E-002
  -0.6716827E+000  -0.4610243E+000
  -0.3217962E+001  -0.1058850E+001
  -0.9548665E+001  -0.6870161E+001
  -0.1616416E+002  -0.1259052E+002
  -0.1513526E+002  -0.7685999E+001
  -0.8380715E+001  -0.6292506E+001
   0.2483841E+000  -0.2868957E+001
   0.7035414E+001   0.7912818E+001
