 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
  -0.6479623E+002  -0.6250449E+002
  -0.5984781E+002  -0.5798935E+002
  -0.3351637E+002  -0.3189153E+002
  -0.2978161E+001  -0.2752977E+001
   0.3176034E+002   0.3103263E+002
   0.6774181E+002   0.6573820E+002
   0.8976990E+002   0.8248833E+002
   0.9263407E+002   0.8436958E+002
   0.7501321E+002   0.6764179E+002
   0.3982032E+002   0.3069135E+002
   0.2286245E+001  -0.7031488E+001
  -0.3051510E+002  -0.3323959E+002
  -0.5074802E+002  -0.4900805E+002
  -0.5814174E+002  -0.5530595E+002
  -0.4557043E+002  -0.4130205E+002
  -0.3935989E+002  -0.3532200E+002
  -0.3623239E+002  -0.3384182E+002
  -0.4372796E+002  -0.4360978E+002
  -0.7466677E+002  -0.7624382E+002
  -0.1341041E+003  -0.1360747E+003
  -0.2008866E+003  -0.2030805E+003
  -0.2659713E+003  -0.2673918E+003
  -0.3264726E+003  -0.3257966E+003
  -0.3612927E+003  -0.3574512E+003
  -0.3599684E+003  -0.3547435E+003
  -0.3440238E+003  -0.3348130E+003
  -0.3309043E+003  -0.3100186E+003
  -0.3129448E+003  -0.2866075E+003
  -0.2982420E+003  -0.2732959E+003
  -0.2833557E+003  -0.2592675E+003
  -0.2541745E+003  -0.2312004E+003
  -0.2043380E+003  -0.1940346E+003
  -0.1507962E+003  -0.1523662E+003
  -0.9574891E+002  -0.9989178E+002
  -0.4387122E+002  -0.4597242E+002
  -0.1003924E+002  -0.9007860E+001
  -0.8025550E+001  -0.5375585E+001
  -0.1693083E+002  -0.1384022E+002
  -0.2862983E+002  -0.2582150E+002
  -0.4890622E+002  -0.4629496E+002
  -0.1656032E+003  -0.1659323E+003
  -0.1463127E+003  -0.1438610E+003
  -0.9696070E+002  -0.9299634E+002
  -0.4368724E+002  -0.4036006E+002
   0.1267871E+002   0.1360151E+002
   0.5490939E+002   0.5411293E+002
   0.7597961E+002   0.6947645E+002
   0.8178886E+002   0.7463982E+002
   0.6771949E+002   0.6200252E+002
   0.3216920E+002   0.2506134E+002
  -0.4670084E+001  -0.1214444E+002
  -0.3818317E+002  -0.3606856E+002
  -0.6324612E+002  -0.5470554E+002
  -0.7494196E+002  -0.6547284E+002
  -0.6930288E+002  -0.5919541E+002
  -0.6877570E+002  -0.5968055E+002
  -0.6727510E+002  -0.6216464E+002
  -0.7615199E+002  -0.7633339E+002
  -0.1062892E+003  -0.1083988E+003
  -0.1496346E+003  -0.1513447E+003
  -0.1912873E+003  -0.1924513E+003
  -0.2309203E+003  -0.2341227E+003
  -0.2651869E+003  -0.2678629E+003
  -0.2746580E+003  -0.2739167E+003
  -0.2608107E+003  -0.2576889E+003
  -0.2476437E+003  -0.2415695E+003
  -0.2529158E+003  -0.2347109E+003
  -0.2604855E+003  -0.2334762E+003
  -0.2814558E+003  -0.2558185E+003
  -0.3023874E+003  -0.2796216E+003
  -0.3156220E+003  -0.2924185E+003
  -0.2930072E+003  -0.2810566E+003
  -0.2527932E+003  -0.2532714E+003
  -0.1938070E+003  -0.1965845E+003
  -0.1335159E+003  -0.1330406E+003
  -0.8451743E+002  -0.8188628E+002
  -0.7209746E+002  -0.7116005E+002
  -0.8841197E+002  -0.9074733E+002
  -0.1164481E+003  -0.1195836E+003
  -0.1480904E+003  -0.1502079E+003
  -0.2177649E+003  -0.2208872E+003
  -0.1926075E+003  -0.1906529E+003
  -0.1437480E+003  -0.1395487E+003
  -0.9301341E+002  -0.8921469E+002
  -0.4033443E+002  -0.3793491E+002
