 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
  -0.5410307E+002  -0.5435781E+002
  -0.4769514E+002  -0.4867638E+002
  -0.3326433E+002  -0.3245754E+002
  -0.5145229E+001  -0.3320150E+001
   0.3625292E+002   0.3626412E+002
   0.8526223E+002   0.8314712E+002
   0.1367199E+003   0.1357478E+003
   0.1353945E+003   0.1267093E+003
   0.9322381E+002   0.8233424E+002
   0.3565275E+002   0.2125368E+002
  -0.2898799E+002  -0.3286343E+002
  -0.5354543E+002  -0.5257186E+002
  -0.5763138E+002  -0.5569124E+002
  -0.9518053E+001  -0.7123242E+001
   0.5791232E+002   0.5933656E+002
   0.1005521E+003   0.9845676E+002
   0.9347839E+002   0.9075510E+002
   0.4137119E+002   0.4057423E+002
  -0.2513665E+002  -0.2463635E+002
  -0.9146893E+002  -0.9050232E+002
  -0.1790101E+003  -0.1777292E+003
  -0.3067241E+003  -0.3034569E+003
  -0.4449057E+003  -0.4345279E+003
  -0.5290399E+003  -0.5125228E+003
  -0.5220368E+003  -0.5019040E+003
  -0.4406933E+003  -0.4242533E+003
  -0.3612384E+003  -0.3526412E+003
  -0.3750858E+003  -0.3442109E+003
  -0.4122430E+003  -0.3588065E+003
  -0.4296377E+003  -0.3722202E+003
  -0.3585053E+003  -0.3202898E+003
  -0.2513389E+003  -0.2446043E+003
  -0.1537979E+003  -0.1597013E+003
  -0.7901745E+002  -0.8306898E+002
  -0.1973291E+002  -0.2007461E+002
   0.1848042E+002   0.1973398E+002
   0.4068798E+002   0.4328442E+002
   0.3091736E+002   0.3306239E+002
   0.2696645E+000   0.1220803E+001
  -0.3505023E+002  -0.3455058E+002
  -0.1832680E+003  -0.1886493E+003
  -0.1686416E+003  -0.1688603E+003
  -0.1358600E+003  -0.1299231E+003
  -0.7319513E+002  -0.6638771E+002
   0.1747366E+002   0.1918424E+002
   0.9830962E+002   0.9647415E+002
   0.1696688E+003   0.1654225E+003
   0.2034395E+003   0.1865902E+003
   0.1955933E+003   0.1779714E+003
   0.1418826E+003   0.1213351E+003
   0.2941126E+002   0.2030413E+002
  -0.6211206E+002  -0.6255780E+002
  -0.1001573E+003  -0.9799520E+002
  -0.4064938E+002  -0.3445081E+002
   0.4256742E+002   0.4849585E+002
   0.8211490E+002   0.8339787E+002
   0.4971751E+002   0.4869774E+002
  -0.3648755E+001  -0.4340637E+001
  -0.5567068E+002  -0.5569338E+002
  -0.1088131E+003  -0.1092308E+003
  -0.1906717E+003  -0.1914794E+003
  -0.2807657E+003  -0.2802692E+003
  -0.3495911E+003  -0.3480013E+003
  -0.3612838E+003  -0.3557764E+003
  -0.3211370E+003  -0.3114390E+003
  -0.2434200E+003  -0.2349995E+003
  -0.1596373E+003  -0.1587564E+003
  -0.1536739E+003  -0.1375373E+003
  -0.2338524E+003  -0.1898415E+003
  -0.3381011E+003  -0.2904955E+003
  -0.3806299E+003  -0.3441760E+003
  -0.3152345E+003  -0.3106044E+003
  -0.1947840E+003  -0.2007020E+003
  -0.9805721E+002  -0.1014878E+003
  -0.3351495E+002  -0.3504183E+002
  -0.6031295E+001  -0.6405205E+001
   0.2876010E+001   0.4835279E+001
  -0.4079464E+002  -0.4058258E+002
  -0.1087083E+003  -0.1152336E+003
  -0.1649752E+003  -0.1744033E+003
  -0.3006171E+003  -0.3056118E+003
  -0.2717018E+003  -0.2717600E+003
  -0.1959128E+003  -0.1890654E+003
  -0.1056470E+003  -0.9856915E+002
  -0.8882298E+001  -0.6252727E+001
   0.6114428E+002   0.6137416E+002
   0.1213140E+003   0.1160127E+003
   0.1688435E+003   0.1492073E+003
   0.1825530E+003   0.1607442E+003
   0.1248913E+003   0.1024250E+003
   0.7933113E+001  -0.1452088E+000
  -0.1135332E+003  -0.1115975E+003
  -0.1765541E+003  -0.1615238E+003
  -0.1437333E+003  -0.1162333E+003
  -0.8423226E+002  -0.5549085E+002
  -0.4881363E+002  -0.3369171E+002
  -0.5993820E+002  -0.5875814E+002
  -0.8742910E+002  -0.8798374E+002
  -0.1136115E+003  -0.1141153E+003
  -0.1604953E+003  -0.1621429E+003
  -0.2093830E+003  -0.2117885E+003
  -0.2269148E+003  -0.2295337E+003
  -0.1788773E+003  -0.1952582E+003
  -0.1052684E+003  -0.1272468E+003
  -0.4872540E+002  -0.6623986E+002
  -0.2618529E+002  -0.3772387E+002
  -0.3257849E+002  -0.3464664E+002
  -0.3666744E+002  -0.3558137E+002
  -0.7021038E+002  -0.6348771E+002
  -0.1706438E+003  -0.1604688E+003
  -0.2775723E+003  -0.2689235E+003
  -0.3717964E+003  -0.3718787E+003
  -0.3630485E+003  -0.3575129E+003
  -0.2982202E+003  -0.2850937E+003
  -0.1958285E+003  -0.1806566E+003
  -0.1009749E+003  -0.9296116E+002
  -0.4615201E+002  -0.4614850E+002
  -0.8876934E+002  -0.8859270E+002
  -0.1810566E+003  -0.1879447E+003
  -0.2689805E+003  -0.2806018E+003
  -0.3278032E+003  -0.3277420E+003
  -0.2978943E+003  -0.2973692E+003
  -0.2232999E+003  -0.2153070E+003
  -0.1588509E+003  -0.1502925E+003
  -0.1042108E+003  -0.9681728E+002
  -0.6152793E+002  -0.5911813E+002
  -0.2256357E+002  -0.2356273E+002
   0.4622476E+002   0.3168284E+002
   0.8233496E+002   0.6610800E+002
   0.1552990E+002   0.2174457E+001
  -0.8406357E+002  -0.8335608E+002
  -0.2086117E+003  -0.1943838E+003
  -0.2738435E+003  -0.2372255E+003
  -0.2700441E+003  -0.2214521E+003
  -0.2591046E+003  -0.2123778E+003
  -0.2167566E+003  -0.1982037E+003
  -0.1967290E+003  -0.1963762E+003
  -0.1829330E+003  -0.1838556E+003
  -0.1863223E+003  -0.1876851E+003
  -0.2006901E+003  -0.2031667E+003
  -0.1883117E+003  -0.1909118E+003
  -0.1052944E+003  -0.1083857E+003
   0.3266257E+002   0.1634821E+002
   0.1424387E+003   0.1209154E+003
   0.1760927E+003   0.1547346E+003
   0.1204029E+003   0.1008991E+003
   0.2765718E+002   0.2503204E+002
  -0.4022181E+002  -0.3885672E+002
  -0.9642953E+002  -0.9620751E+002
  -0.2071240E+003  -0.2029049E+003
  -0.3166760E+003  -0.3095742E+003
  -0.4207186E+003  -0.4172437E+003
  -0.4240254E+003  -0.4120373E+003
  -0.3768250E+003  -0.3555255E+003
  -0.2900548E+003  -0.2663796E+003
  -0.1992159E+003  -0.1824187E+003
  -0.1397860E+003  -0.1368776E+003
  -0.1649219E+003  -0.1635113E+003
  -0.2443288E+003  -0.2493777E+003
  -0.3104802E+003  -0.3213932E+003
  -0.2675400E+003  -0.2670825E+003
  -0.2514750E+003  -0.2502913E+003
  -0.1945532E+003  -0.1867599E+003
  -0.1653156E+003  -0.1583951E+003
  -0.1631087E+003  -0.1566961E+003
  -0.1740843E+003  -0.1746203E+003
  -0.1779193E+003  -0.1805357E+003
  -0.1613811E+003  -0.1635235E+003
  -0.1690678E+003  -0.1638004E+003
  -0.2328241E+003  -0.2197140E+003
  -0.2606905E+003  -0.2417431E+003
  -0.3410036E+003  -0.3037572E+003
  -0.4086810E+003  -0.3359898E+003
  -0.4785321E+003  -0.4004534E+003
  -0.5024609E+003  -0.4424034E+003
  -0.4319152E+003  -0.4144330E+003
  -0.3513965E+003  -0.3486691E+003
  -0.2818962E+003  -0.2803065E+003
  -0.2346330E+003  -0.2352169E+003
  -0.2011718E+003  -0.2031951E+003
  -0.1349815E+003  -0.1369351E+003
  -0.1772849E+002  -0.1985196E+002
   0.1368695E+003   0.1303118E+003
   0.2271490E+003   0.2206195E+003
   0.2253483E+003   0.2159480E+003
   0.1334849E+003   0.1178576E+003
   0.3891064E+001   0.1597738E+001
  -0.7671065E+002  -0.7670824E+002
  -0.1217860E+003  -0.1336302E+003
  -0.1533300E+003  -0.1791689E+003
  -0.1786530E+003  -0.2165672E+003
  -0.2311503E+003  -0.2679504E+003
