# ~alp d~p/dy   Phi_p_sgs,y
   0.1455313E+002   0.2174427E+001
   0.7224242E+001   0.1545442E+001
   0.1092272E+001   0.1518518E+000
   0.5013162E+000   0.5002223E+000
   0.4199011E+001   0.3196205E+001
   0.1561872E+002   0.2456461E+001
   0.1419065E+002   0.1683534E+001
   0.5432824E+001   0.7169369E+000
   0.1251048E+002   0.2233779E+002
   0.4444748E+002   0.5066245E+002
   0.5121631E+002   0.4464774E+002
   0.2580265E+002   0.1987184E+002
   0.8266587E+000   0.2876200E+001
  -0.2611007E+001  -0.4605178E-001
  -0.2754783E+001  -0.1024974E+000
  -0.3108108E+001   0.6994152E+000
  -0.2158576E+001   0.9101066E+000
  -0.1364517E+001   0.1225769E+001
  -0.7392579E+000   0.2374847E+001
  -0.1381706E+001   0.2186145E+001
  -0.1688364E+001   0.1345917E+001
  -0.2093725E+001   0.1280618E+001
  -0.1328253E+001   0.9406764E+000
  -0.2854813E-001   0.6931675E+000
   0.1141242E+001   0.5549076E+000
   0.3625732E+001   0.1693310E+001
   0.3811298E+001   0.2773907E+001
   0.4431546E+001   0.1543120E+001
   0.1212205E+002   0.9436446E+001
   0.2307958E+002   0.2342185E+002
   0.8947753E+002   0.5014166E+002
   0.2043615E+003   0.6991692E+002
   0.1989170E+003   0.1016335E+003
   0.6858538E+002   0.5626758E+002
   0.1683887E+002   0.4608699E+001
   0.6544378E+001   0.9639939E+000
   0.2903624E+001   0.1064097E+000
   0.3493658E+001   0.6190357E+000
   0.5412017E+001   0.1866667E+001
   0.8858903E+001   0.3865256E+001
   0.1498947E+002   0.1436264E+001
   0.1150373E+002   0.1051093E+001
   0.5917542E+001   0.8244223E+000
   0.8367890E+001   0.1751830E+001
   0.1840513E+002   0.1495026E+001
   0.2340664E+002   0.6014708E+000
   0.1576140E+002   0.3879136E+001
   0.2867130E+002   0.2796458E+002
   0.6229996E+002   0.3129543E+002
   0.7326807E+002   0.3532144E+002
   0.1318421E+002   0.2550988E+002
   0.8286892E+000   0.6728155E+000
  -0.1728552E+000   0.2929325E-001
  -0.1959881E+001  -0.4436399E+000
  -0.4836521E+001  -0.1275863E+001
  -0.5017523E+001  -0.9714350E-001
  -0.2610681E+001   0.1093700E+001
  -0.2225273E+001   0.9120586E+000
  -0.3408391E+001   0.1014836E+001
  -0.3239237E+001   0.1239462E+001
  -0.2446585E+001   0.2375993E+001
  -0.1345387E+001   0.1540192E+001
   0.3755618E+000   0.6020813E+000
   0.2523217E+001   0.5993094E+000
   0.5618643E+001   0.6128504E+000
   0.1260057E+002   0.3714974E+000
   0.1970279E+002   0.2455321E+001
   0.2071339E+002   0.3719355E+001
   0.6490536E+002   0.1666276E+002
   0.1919191E+003   0.3197121E+002
   0.3828716E+003   0.7831394E+002
   0.4258217E+003   0.6458839E+002
   0.2974883E+003   0.5889496E+002
   0.1506841E+003   0.4289324E+002
   0.4514219E+002   0.5986761E+001
   0.1500465E+002   0.2127554E+001
   0.7938751E+001   0.6463708E+000
   0.9689389E+001   0.3715566E+000
   0.1131272E+002   0.3557488E+000
   0.1390443E+002   0.1644217E+001
   0.1394041E+002   0.3125841E+001
   0.1024861E+002   0.4286718E+000
   0.1245687E+002  -0.1026034E+001
   0.8822399E+001   0.4880634E+000
   0.9169703E+001   0.1132894E+001
