#dudx    dudy    dudz    dvdx    dvdy    dvdz    dwdx    dwdy    dwdz   div(u)  S_norm
  -0.5934443E+001   0.1625640E+002   0.1433609E+002   0.9789733E+000   0.4241384E+001   0.6815551E+001  -0.6166981E+002   0.7649077E+002   0.3251254E+001   0.1558195E+001   0.4801709E+004
  -0.7770282E+001   0.1782764E+002   0.2005068E+002  -0.7750423E+001  -0.2348768E+001   0.8608578E+001  -0.3366666E+002   0.5358311E+002   0.1130670E+002   0.1187646E+001   0.2270641E+004
  -0.8224604E+001   0.1873110E+002   0.2627095E+002  -0.1191751E+002  -0.9925189E+001   0.1344589E+002  -0.3682332E+002   0.7871514E+001   0.1873849E+002   0.5886998E+000   0.8232739E+003
  -0.7737562E+001   0.1863563E+002   0.3010929E+002  -0.1621573E+002  -0.1819391E+002   0.1805042E+002  -0.2605630E+002  -0.3838408E+002   0.2513783E+002  -0.7936407E+000   0.1240459E+004
  -0.2641604E+001   0.1707935E+002   0.3142906E+002  -0.1727419E+002  -0.2577265E+002   0.2163002E+002  -0.1116074E+002  -0.6494459E+002   0.2772446E+002  -0.6897900E+000   0.2583192E+004
   0.2345873E+001   0.1442365E+002   0.2916202E+002  -0.2311891E+002  -0.3262867E+002   0.2156356E+002   0.1767880E+002  -0.6887417E+002   0.2923051E+002  -0.1052281E+001   0.4178169E+004
   0.4618126E+001   0.1377525E+002   0.2080297E+002  -0.3018196E+002  -0.3221151E+002   0.1797748E+002   0.4751468E+001  -0.6386402E+002   0.2617131E+002  -0.1422080E+001   0.3257064E+004
   0.7855421E+001   0.1595539E+002   0.9903243E+001  -0.2540879E+002  -0.2359445E+002   0.1213918E+002  -0.1984023E+002  -0.4300860E+002   0.1452459E+002  -0.1214446E+001   0.1399394E+004
   0.8400775E+001   0.1360373E+002   0.1445836E+001  -0.1892577E+002  -0.1542329E+002   0.6664694E+001  -0.2375379E+002  -0.1662391E+002   0.6651613E+001  -0.3709052E+000   0.6652264E+003
  -0.3426585E+001   0.8434253E+001  -0.4118653E+001  -0.1218715E+002  -0.4565467E+001  -0.1129384E+001  -0.2130896E+002  -0.6543672E+001   0.8176435E+001   0.1843837E+000   0.4591896E+003
  -0.1968309E+002   0.4572134E+001  -0.7958797E+001   0.5356073E+000   0.5946939E+001  -0.9263930E+001  -0.5315523E+002  -0.3938803E+001   0.1368783E+002  -0.4832359E-001   0.2577809E+004
  -0.2250640E+002   0.4688527E+001  -0.1088505E+002   0.8261333E+001   0.7871062E+001  -0.1118191E+002  -0.6112343E+002   0.1565463E+002   0.1420390E+002  -0.4314430E+000   0.3456643E+004
  -0.1797715E+002   0.2883313E+001  -0.1537674E+002   0.1886431E+001   0.3772692E+001  -0.7527160E+001   0.1187330E+002   0.3857373E+002   0.1355912E+002  -0.6453386E+000   0.1020579E+004
  -0.2224746E+002   0.1188870E+001  -0.1823890E+002  -0.9107932E+001   0.8988173E+001  -0.1024352E+002   0.8468051E+002   0.3366364E+002   0.1234899E+002  -0.9102947E+000   0.3240809E+004
  -0.2291444E+002   0.3203049E+001  -0.1648926E+002  -0.4327204E+001   0.1110179E+002  -0.1305887E+002   0.6826590E+002   0.4045043E+002   0.1071437E+002  -0.1098287E+001   0.2478908E+004
  -0.1412983E+002   0.4105305E+001  -0.1164996E+002  -0.1993264E+001   0.8994096E+001  -0.1138643E+002   0.5694645E+002   0.6337068E+002   0.4436090E+001  -0.6996387E+000   0.2679359E+004
  -0.3059500E+001   0.3050094E+001  -0.4479487E+001   0.4083393E+001   0.7745896E+001  -0.8215521E+001   0.4175088E+002   0.7851152E+002  -0.4909251E+001  -0.2228552E+000   0.3284229E+004
   0.1735382E+001   0.4624853E+000   0.6567946E+001   0.1645391E+002   0.6504646E+001  -0.5553892E+001   0.1666151E+002   0.8593492E+002  -0.8947580E+001  -0.7075513E+000   0.3768655E+004
   0.1342040E+002  -0.3574190E+000   0.1757453E+002   0.2947611E+002   0.2555687E+001  -0.1458542E+001  -0.6188943E+002   0.9496398E+002  -0.1620982E+002  -0.2337307E+000   0.6226866E+004
   0.2892222E+002   0.1736665E+000   0.2115477E+002   0.2379417E+002  -0.3545730E+001   0.2191472E+001  -0.6718993E+002   0.9417973E+002  -0.2565849E+002  -0.2820001E+000   0.7497950E+004
   0.3022656E+002   0.8088721E+000   0.1659628E+002   0.2483212E+002  -0.4544944E+001   0.5687956E+001  -0.3015393E+002   0.7446091E+002  -0.2575562E+002  -0.7400107E-001   0.5230208E+004
   0.2629969E+002  -0.2241168E+001   0.8639941E+001   0.2618112E+002  -0.1415210E+001   0.7371906E+001   0.1299562E+002   0.5826577E+002  -0.2510471E+002  -0.2202282E+000   0.3998668E+004
   0.2021507E+002  -0.9856006E+001   0.3077781E+000   0.1923687E+002   0.5069002E+001   0.4054656E+001   0.2775436E+002   0.3937392E+002  -0.2561438E+002  -0.3303090E+000   0.2471166E+004
