#dalpdx  dalpdy   dalpdz
   0.7627206E+001  -0.1343863E+000  -0.6172448E+001
  -0.1426239E+002   0.6191065E+001  -0.1613972E+001
  -0.2489657E+001   0.9722223E+000  -0.2284850E+001
   0.4960768E+001   0.5629281E+001  -0.6266931E+001
  -0.5044957E+001  -0.7030489E+001  -0.2550962E+001
  -0.8261044E+000  -0.5766613E+001  -0.1440896E+000
  -0.3417449E+001  -0.1202674E+000   0.1805950E+001
   0.5374627E-001   0.2290043E+000   0.5755237E+000
   0.9372697E+001  -0.6649792E+000   0.1035762E+001
  -0.9876844E+001  -0.6911715E+001  -0.1595565E+002
  -0.2386552E+001  -0.1378683E+001  -0.1829392E+001
  -0.6606674E+001  -0.2974654E+001  -0.3227884E+001
  -0.7858556E+001   0.7545923E+000  -0.6902670E+001
  -0.1369800E+001  -0.1895952E+001  -0.3690863E+000
   0.2670906E+002  -0.6729621E+001  -0.1093014E+002
  -0.2937586E+002  -0.2675368E+002   0.4182740E+001
  -0.9451477E+000  -0.1165663E+002   0.1454043E+001
   0.5616114E+001   0.2685146E+001   0.1056408E+001
  -0.5268750E+000  -0.5510739E+000   0.1975364E+000
  -0.4216648E+001  -0.3424887E+000  -0.5455211E+000
  -0.1544149E+001   0.4211207E+000  -0.2100999E+000
  -0.5668872E+000   0.8534836E-001  -0.1513479E+000
  -0.7026072E+000  -0.2066640E-001  -0.1111333E-001
   0.3768087E-001  -0.2492553E+000  -0.2579307E-001
   0.1095480E+002  -0.9923973E+001  -0.2274147E+001
   0.1168977E+001  -0.1615341E+001  -0.6191581E+000
  -0.4244208E+001   0.3251368E+001   0.2203087E+000
   0.2899118E+001  -0.2075264E+000   0.1195208E+001
   0.5749820E+000   0.5953215E+001   0.5955130E+001
  -0.6791600E+001   0.8329884E+000   0.1475869E+002
   0.3522659E+001  -0.1655258E+002  -0.4505105E+001
   0.2117275E+002   0.1607517E+002  -0.2784641E+002
  -0.2672773E+002   0.1718552E+002  -0.1767378E+002
  -0.3675259E+001   0.9286597E+001  -0.6503100E+001
   0.4304345E+001   0.6214853E+001  -0.6603635E-001
  -0.1218346E+002  -0.6888003E+001  -0.6277762E+001
   0.1993337E+002   0.1049794E+002  -0.4407651E+001
   0.1138244E+002   0.3670400E+002   0.2418416E+002
  -0.8231374E+001  -0.3503855E+001  -0.6487625E+001
   0.4658438E+000  -0.7986730E+001  -0.3249051E+001
   0.1065659E+002  -0.2704239E+001  -0.3635782E+001
  -0.2699000E+001  -0.1935605E+001  -0.1433132E+001
   0.1121538E+002   0.4358830E+001  -0.5401308E+001
  -0.1565443E+002  -0.7008124E+001   0.2075772E+001
  -0.2124710E+001  -0.6558643E+000  -0.8812103E-001
   0.2291408E+001  -0.2261641E+001  -0.1501574E+001
   0.3105611E+000  -0.3379366E+000  -0.1406213E+000
  -0.1176552E+001   0.1912098E+001   0.1124139E+001
   0.5095467E+001  -0.9538704E-002   0.7775850E+000
  -0.2038344E+001  -0.2845532E+001  -0.6661068E+001
  -0.4166341E+001   0.1325067E+002  -0.5317425E+001
   0.1197959E+002   0.1278092E+002   0.7205551E+001
  -0.1303798E+002   0.1123901E+002  -0.2030963E+002
  -0.2842334E+001   0.3714872E+001  -0.8500167E+001
   0.1523838E+001  -0.1641631E+001  -0.4303314E+001
   0.2645417E+000  -0.1855605E+000   0.5102975E+000
   0.6265135E+001   0.6431385E+001   0.4108853E+000
