 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
   0.1701400E+003   0.2022174E+003
   0.1257681E+003   0.1416688E+003
   0.6388162E+002   0.7296184E+002
   0.2836474E+002   0.3365033E+002
   0.7644733E+002   0.8405581E+002
   0.1533334E+003   0.1548573E+003
   0.2056277E+003   0.2088423E+003
   0.2189035E+003   0.2385750E+003
   0.2333896E+003   0.2571773E+003
   0.2129888E+003   0.2233704E+003
   0.1585917E+003   0.1532028E+003
   0.6285341E+002   0.5128881E+002
  -0.2635142E+002  -0.3439548E+002
  -0.6295206E+002  -0.6688664E+002
  -0.7857546E+002  -0.7939244E+002
  -0.6290087E+002  -0.6276040E+002
  -0.3418841E+002  -0.3095962E+002
  -0.1951882E+002  -0.1296235E+002
  -0.3930281E+002  -0.3482765E+002
  -0.8373874E+002  -0.8324732E+002
  -0.1234159E+003  -0.1259755E+003
  -0.1205487E+003  -0.1263234E+003
  -0.8983905E+002  -0.9657445E+002
  -0.3998285E+002  -0.4477894E+002
   0.2944854E+002   0.3108250E+002
   0.1118187E+003   0.1205917E+003
   0.2053563E+003   0.2125999E+003
   0.2921713E+003   0.3059614E+003
   0.3955175E+003   0.3905945E+003
   0.5635651E+003   0.5080060E+003
   0.7645942E+003   0.6968076E+003
   0.8834293E+003   0.8177494E+003
   0.8701574E+003   0.8742855E+003
   0.7113355E+003   0.7537097E+003
   0.4851759E+003   0.5512564E+003
   0.2706151E+003   0.3119821E+003
   0.1565158E+003   0.1876990E+003
   0.1258181E+003   0.1558781E+003
   0.1515805E+003   0.1904982E+003
   0.1784420E+003   0.2202656E+003
   0.2878986E+003   0.3160782E+003
   0.2191649E+003   0.2240426E+003
   0.1210353E+003   0.1276755E+003
   0.7412599E+002   0.8093997E+002
   0.1100560E+003   0.1163887E+003
   0.1778817E+003   0.1774061E+003
   0.2510706E+003   0.2616554E+003
   0.3082003E+003   0.3398948E+003
   0.3541655E+003   0.3747561E+003
   0.3314776E+003   0.3525562E+003
   0.2442964E+003   0.2672364E+003
   0.1111302E+003   0.1221521E+003
  -0.5220742E+001  -0.9483445E+001
  -0.8947662E+002  -0.1000875E+003
  -0.1225905E+003  -0.1314962E+003
  -0.1103545E+003  -0.1202541E+003
  -0.7659977E+002  -0.8090076E+002
  -0.4649008E+002  -0.4316719E+002
  -0.3445799E+002  -0.2835069E+002
  -0.3910168E+002  -0.3286223E+002
  -0.6691803E+002  -0.5888998E+002
  -0.9797234E+002  -0.9033054E+002
  -0.1231558E+003  -0.1190063E+003
  -0.1082779E+003  -0.1089741E+003
  -0.2098918E+002  -0.1734734E+002
   0.1662725E+003   0.1833153E+003
   0.3864450E+003   0.4133504E+003
   0.5898079E+003   0.6361378E+003
   0.7574328E+003   0.7812338E+003
   0.8754373E+003   0.8290420E+003
   0.1022324E+004   0.9626804E+003
   0.1121402E+004   0.1023951E+004
   0.1122967E+004   0.1085038E+004
   0.1005644E+004   0.1046188E+004
   0.7281459E+003   0.8108567E+003
   0.4763471E+003   0.5431513E+003
   0.3129755E+003   0.3650270E+003
   0.2635609E+003   0.3242349E+003
   0.2838109E+003   0.3486082E+003
   0.3109559E+003   0.3643501E+003
   0.3615908E+003   0.4215352E+003
   0.2437798E+003   0.2548049E+003
   0.1448898E+003   0.1500987E+003
   0.9937367E+002   0.1052753E+003
   0.1117129E+003   0.1205336E+003
   0.1566183E+003   0.1610469E+003
   0.2189270E+003   0.2315187E+003
   0.2825638E+003   0.3152061E+003
   0.3140361E+003   0.3261234E+003
   0.2514897E+003   0.2826639E+003
   0.1434323E+003   0.1750290E+003
   0.2692844E+002   0.3642138E+002
  -0.3291155E+002  -0.3907017E+002
  -0.8082760E+002  -0.1035198E+003
  -0.1083684E+003  -0.1372130E+003
  -0.1077077E+003  -0.1355840E+003
  -0.8829083E+002  -0.1045163E+003
  -0.7420932E+002  -0.8001883E+002
  -0.7493764E+002  -0.7743453E+002
  -0.9500737E+002  -0.9354978E+002
  -0.1671804E+003  -0.1676653E+003
  -0.2565221E+003  -0.2677263E+003
  -0.3247378E+003  -0.3458549E+003
  -0.2521802E+003  -0.2797627E+003
  -0.2448378E+001  -0.1751115E+002
   0.3256168E+003   0.3352213E+003
   0.6019859E+003   0.6250781E+003
   0.7764303E+003   0.8078606E+003
   0.9132244E+003   0.9132613E+003
   0.1005603E+004   0.9433549E+003
   0.1089386E+004   0.1019002E+004
   0.1144831E+004   0.1055166E+004
   0.1247594E+004   0.1184098E+004
   0.1353464E+004   0.1369456E+004
   0.1286635E+004   0.1355678E+004
   0.1107318E+004   0.1167517E+004
   0.9070838E+003   0.9207337E+003
   0.7636218E+003   0.7917478E+003
   0.6510873E+003   0.7216123E+003
   0.5187701E+003   0.5926454E+003
   0.3313983E+003   0.3872650E+003
   0.1942334E+003   0.2107460E+003
   0.1325822E+003   0.1391997E+003
   0.1022055E+003   0.1092990E+003
   0.8447849E+002   0.9133098E+002
   0.1040691E+003   0.1053702E+003
   0.1568999E+003   0.1705202E+003
   0.2172332E+003   0.2553978E+003
   0.2213397E+003   0.2446622E+003
   0.1584794E+003   0.1897480E+003
   0.6943637E+002   0.9109242E+002
  -0.4144663E+000   0.1072835E+001
  -0.3327041E+002  -0.4139520E+002
  -0.7213532E+002  -0.9995388E+002
  -0.9231549E+002  -0.1265787E+003
  -0.9240233E+002  -0.1219647E+003
  -0.8028053E+002  -0.9299021E+002
  -0.7353730E+002  -0.7360390E+002
  -0.8205154E+002  -0.8073275E+002
  -0.1156908E+003  -0.1202830E+003
  -0.2253094E+003  -0.2538298E+003
  -0.3268567E+003  -0.3815892E+003
  -0.3320230E+003  -0.4122973E+003
  -0.2050315E+003  -0.2797571E+003
   0.5457123E+002  -0.1521118E+001
   0.2097055E+003   0.1775455E+003
   0.3637079E+003   0.3616840E+003
   0.4735512E+003   0.4980199E+003
   0.6408948E+003   0.6687801E+003
   0.7052004E+003   0.7262091E+003
   0.7359124E+003   0.7479808E+003
   0.7787127E+003   0.7751296E+003
   0.9388321E+003   0.9148891E+003
   0.1178410E+004   0.1139222E+004
   0.1287456E+004   0.1251470E+004
   0.1285538E+004   0.1217383E+004
   0.1227372E+004   0.1138601E+004
   0.1107572E+004   0.1043613E+004
   0.8969478E+003   0.8854069E+003
   0.6029952E+003   0.6612502E+003
   0.3494261E+003   0.3941225E+003
   0.1240760E+003   0.1393152E+003
   0.8868551E+002   0.8821197E+002
   0.9498225E+002   0.9633429E+002
   0.8120087E+002   0.8135385E+002
   0.7065270E+002   0.6684396E+002
   0.5988600E+002   0.5878826E+002
   0.7069014E+002   0.8583015E+002
   0.6562181E+002   0.8001936E+002
   0.5049053E+002   0.6352318E+002
   0.2254385E+002   0.2912982E+002
   0.1156753E+001   0.1884314E+001
  -0.7878254E+001  -0.7323357E+001
  -0.1198432E+002  -0.1185679E+002
  -0.1559723E+002  -0.1528119E+002
  -0.2732719E+002  -0.2744138E+002
  -0.4719246E+002  -0.4681381E+002
  -0.6354231E+002  -0.6255046E+002
  -0.6799059E+002  -0.6683539E+002
  -0.6234902E+002  -0.4992641E+002
  -0.9906005E+002  -0.7978241E+002
  -0.1072311E+003  -0.9096490E+002
  -0.6215316E+002  -0.6981887E+002
   0.1199392E+002  -0.9712213E+001
   0.5335175E+002   0.5074182E+002
  -0.1483755E+001  -0.1758401E+001
  -0.1256907E+002   0.1362144E+002
   0.8810496E+002   0.1075167E+003
   0.2537993E+003   0.2912632E+003
   0.3940936E+003   0.4383619E+003
   0.4666381E+003   0.5087610E+003
   0.5619527E+003   0.5845114E+003
   0.7482082E+003   0.7343219E+003
   0.9878511E+003   0.9266414E+003
   0.1148257E+004   0.1008023E+004
   0.1157953E+004   0.9128611E+003
   0.1182316E+004   0.9210924E+003
   0.1171072E+004   0.9781270E+003
   0.1045383E+004   0.9633564E+003
   0.7187476E+003   0.7770557E+003
   0.2779867E+003   0.2860219E+003
   0.3252620E+002   0.2772072E+002
   0.2292656E+002   0.2145159E+002
   0.9507219E+002   0.9626039E+002
   0.1098270E+003   0.1089142E+003
   0.8163403E+002   0.7817641E+002
   0.4507760E+002   0.4254012E+002
   0.3023632E+002   0.3237097E+002
   0.2745376E+002   0.3050182E+002
   0.2091110E+002   0.2309554E+002
   0.7453849E+001   0.7864682E+001
   0.2214016E+001   0.1963872E+001
   0.7898045E+000   0.5000363E+000
   0.8246068E+001   0.9526799E+001
   0.1139803E+002   0.1353438E+002
   0.1967716E-001   0.1812759E+001
  -0.2511830E+002  -0.2399626E+002
  -0.3798518E+002  -0.3668735E+002
  -0.3019931E+002  -0.2720253E+002
   0.6544394E+001   0.3146893E+002
   0.5840973E+002   0.1140430E+003
   0.1343964E+003   0.2273543E+003
   0.1845464E+003   0.2833117E+003
   0.1666335E+003   0.2571912E+003
