#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.2504889E-001   0.5151837E-004   0.1252942E+000   0.3384292E+000   0.5426964E+000   0.1599604E-001
   0.1562443E-001   0.8708406E-004   0.7423126E-002   0.8973509E-001   0.6433358E+000   0.1860301E-001
   0.7426312E-002   0.1238721E-005  -0.1088383E+000  -0.3442580E-001   0.6756882E+000   0.7389907E-002
   0.1131055E-001   0.8660403E-005  -0.4936316E-001  -0.2250603E-001   0.5037173E+000   0.5597681E-002
   0.1016985E-001   0.5449045E-005  -0.2624807E-001  -0.5141309E-003   0.4677182E+000   0.6614482E-002
   0.9539822E-002   0.1181092E-004  -0.5691343E-001   0.1480645E-001   0.4026557E+000   0.1144064E-001
   0.7156884E-001   0.6221272E-002   0.2763658E-001   0.8250555E-001   0.2433398E-001   0.4779922E-002
   0.2050071E+000   0.7373486E-002   0.5532530E-001   0.1583365E+000  -0.4033574E-001   0.3362718E-002
   0.1403154E+000   0.4472184E-002   0.8431882E-001   0.1631364E+000  -0.1784427E+000   0.4906237E-002
   0.9168913E-001   0.1000108E-002   0.5510197E-001   0.1218883E+000  -0.3388003E+000   0.9275768E-002
   0.3938756E-001   0.5417376E-003   0.1030007E-001   0.2251887E+000  -0.1708368E+000   0.2440442E-001
   0.2645790E-001   0.3667105E-003  -0.1055488E+000   0.3009696E+000   0.2650838E+000   0.4555409E-001
   0.1261092E+000   0.1299275E-001  -0.1179335E+000   0.1586693E+000   0.1507653E+000   0.9424037E-002
   0.1508907E+000   0.1496628E-001  -0.3967687E-001   0.1343760E+000   0.1367037E+000   0.5904160E-002
   0.1700908E-001   0.1736676E-002  -0.6345186E-001   0.2224459E-001   0.4582503E+000   0.2210620E-001
   0.8845205E-002   0.4921747E-004  -0.3300222E+000  -0.1355186E+000   0.8312062E+000   0.4071001E-001
   0.2317364E-001   0.8202642E-004  -0.2358510E+000  -0.2229528E+000   0.6890228E+000   0.1982583E-001
   0.2687780E-001   0.1082288E-003  -0.1456510E+000  -0.2321718E+000   0.6143253E+000   0.1196837E-001
   0.3889377E-001   0.4888273E-003  -0.1456848E+000  -0.1675757E+000   0.6107249E+000   0.1505549E-001
   0.9709727E-001   0.1904754E-002  -0.1697125E+000  -0.1034071E+000   0.4829196E+000   0.1005997E-001
   0.1050545E+000   0.2094361E-002  -0.1681459E+000  -0.4485229E-001   0.4320223E+000   0.1306031E-001
   0.8956011E-001   0.1064538E-002  -0.1039638E+000   0.4566022E-001   0.3933796E+000   0.2231595E-001
   0.8320350E-001   0.8954150E-003  -0.1265886E-002   0.1127789E+000   0.6583262E+000   0.1610673E-001
   0.1016270E+000   0.2652615E-002  -0.2286204E-001   0.1676433E+000   0.6032933E+000   0.6424290E-002
   0.1467298E+000   0.3634024E-002  -0.7391526E-001   0.1198581E+000   0.3335018E+000   0.2982812E-002
   0.1303376E+000   0.1399617E-002  -0.1518168E+000  -0.3138706E-001   0.2805445E+000   0.4815017E-002
   0.1360890E+000   0.7618132E-002  -0.1450905E+000  -0.1233284E+000  -0.2434320E-001   0.7353892E-002
   0.2253739E+000   0.1185408E-001  -0.4999937E-001  -0.1559786E+000  -0.2904833E+000   0.5536473E-002
   0.1608226E+000   0.9951622E-002  -0.1764654E-001  -0.1860658E+000  -0.3224971E+000   0.6087957E-002
   0.9198648E-001   0.2060783E-002  -0.5594916E-001  -0.1452109E+000  -0.1810778E+000   0.9053295E-002
   0.7374946E-001   0.1532784E-002  -0.2240129E+000  -0.1645390E+000   0.8744991E-002   0.2474407E-001
   0.4126398E-001   0.1828212E-003  -0.2556566E+000  -0.1081805E+000   0.7251018E+000   0.5574543E-001
   0.4039255E-001   0.1133469E-003  -0.2759392E+000  -0.2032525E-001   0.7326461E+000   0.5150398E-001
   0.4536861E-001   0.1759591E-003  -0.1743030E+000  -0.1043831E+000  -0.8702619E-001   0.3737880E-001
   0.1233382E+000   0.8959761E-002  -0.1151846E+000  -0.4853383E-002  -0.4159583E+000   0.1293659E-001
   0.2805562E+000   0.2394852E-001  -0.5325762E-001   0.6455191E-002  -0.3825155E+000   0.9361556E-002
   0.3586609E+000   0.1707190E-001   0.1256967E+000  -0.5062745E-001  -0.2978166E+000   0.1342600E-001
   0.2305141E+000   0.2785910E-001   0.3129821E+000  -0.1126017E+000  -0.6038035E-001   0.1922903E-001
   0.5282233E-001   0.5496109E-002   0.3818433E+000   0.4484205E-002   0.3412793E+000   0.3565752E-001
   0.2334890E-001   0.2839272E-004   0.1202163E+000   0.3880474E+000   0.6037296E+000   0.1453183E-001
   0.1558691E-001   0.2796981E-004   0.1107107E+000   0.2764062E+000   0.6627560E+000   0.1923272E-001
   0.1508867E-001   0.2193416E-004  -0.5741529E-001   0.8554085E-001   0.7677844E+000   0.1309881E-001
   0.9159963E-002   0.2132828E-005  -0.1247962E+000   0.2192074E-001   0.9443426E+000   0.1048966E-001
   0.9459385E-002   0.2138659E-005  -0.4261582E-001   0.1507596E-001   0.9090537E+000   0.1611298E-001
   0.1133504E-001   0.2802992E-005   0.5003760E-001   0.3833187E-001   0.8205137E+000   0.1369844E-001
   0.1343497E-001   0.4823980E-005   0.1153449E+000   0.6309232E-001   0.7528197E+000   0.1017673E-001
   0.1863062E-001   0.1282679E-003   0.8608671E-001   0.8682256E-001   0.5851882E+000   0.1633533E-001
   0.6873344E-001   0.5811477E-002   0.8720138E-001   0.1415154E+000   0.1987502E+000   0.1285977E-001
   0.1031506E+000   0.5070203E-002   0.1934148E+000   0.1394716E+000   0.1571823E+000   0.1124909E-001
   0.9706419E-001   0.1252011E-002   0.2107552E+000   0.1483073E+000  -0.5017748E-001   0.1353018E-001
