#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.2475132E-001   0.2242802E-004   0.1428046E+000   0.3788841E+000   0.5285631E+000   0.1645536E-001
   0.1297143E-001   0.2965210E-004  -0.2942914E-001   0.3382207E-001   0.7002109E+000   0.1822807E-001
   0.7017307E-002   0.4403947E-006  -0.1220240E+000  -0.5188335E-001   0.6671561E+000   0.6051179E-002
   0.1148054E-001   0.7001887E-005  -0.4604943E-001  -0.3422813E-001   0.4919349E+000   0.4908057E-002
   0.9688105E-002   0.2041581E-005  -0.1964920E-001  -0.7098782E-002   0.4591556E+000   0.5697035E-002
   0.7563905E-002   0.6457717E-006  -0.7902226E-001   0.5833633E-002   0.4368787E+000   0.1225780E-001
   0.6100890E-001   0.3476072E-002  -0.8239360E-002   0.6659008E-001   0.6294689E-001   0.5862310E-002
   0.2664161E+000   0.4088337E-002   0.5305744E-001   0.1567779E+000  -0.3453129E-001   0.2044257E-002
   0.1137592E+000   0.3414998E-002   0.8487255E-001   0.1588994E+000  -0.2355814E+000   0.4913805E-002
   0.9119530E-001   0.3406456E-003   0.2401145E-001   0.1047979E+000  -0.4221732E+000   0.8857234E-002
   0.3701028E-001   0.2084302E-003   0.1379552E-001   0.2554435E+000  -0.1138044E+000   0.2664721E-001
   0.2024982E-001   0.1499584E-004  -0.1084969E+000   0.3460846E+000   0.3898066E+000   0.5505580E-001
   0.1174171E+000   0.9097695E-002  -0.1352781E+000   0.1724899E+000   0.1240163E+000   0.1125223E-001
   0.1973370E+000   0.1317980E-001  -0.3101188E-001   0.1395961E+000   0.1407389E+000   0.5035558E-002
   0.3996967E-002   0.4518511E-005  -0.2665759E+000  -0.4157598E-001   0.9163364E+000   0.6097743E-001
   0.5040932E-002   0.8154202E-005  -0.4131837E+000  -0.2176390E+000   0.1005220E+001   0.4184816E-001
   0.2296587E-001   0.2770888E-004  -0.2678862E+000  -0.2733749E+000   0.7412908E+000   0.1459953E-001
   0.2454200E-001   0.1972893E-004  -0.1455222E+000  -0.2671531E+000   0.6312699E+000   0.1076371E-001
   0.2668792E-001   0.4330317E-004  -0.1455919E+000  -0.2237578E+000   0.6596232E+000   0.1697116E-001
   0.9516585E-001   0.7275561E-003  -0.1762509E+000  -0.1389541E+000   0.4710018E+000   0.9789974E-002
   0.1061319E+000   0.1520795E-002  -0.1967330E+000  -0.9035456E-001   0.4493970E+000   0.1419820E-001
   0.8028961E-001   0.6843705E-003  -0.6132990E-001   0.3748426E-002   0.6357385E+000   0.3204949E-001
   0.9384314E-001   0.4216659E-003   0.2677535E-001   0.1174954E+000   0.7355492E+000   0.1360751E-001
   0.1068234E+000   0.1806631E-002  -0.1809136E-001   0.1639508E+000   0.6269107E+000   0.7259834E-002
   0.1819134E+000   0.2199589E-002  -0.7564535E-001   0.1323175E+000   0.3304286E+000   0.2477554E-002
   0.1328549E+000   0.4387976E-003  -0.1824551E+000  -0.5176361E-001   0.2784336E+000   0.4700949E-002
   0.1109431E+000   0.4147129E-002  -0.1839607E+000  -0.1312392E+000   0.4849907E-001   0.1001187E-001
   0.3016320E+000   0.6041967E-002  -0.3241361E-001  -0.1473128E+000  -0.2998747E+000   0.3664089E-002
   0.1730248E+000   0.5210750E-002   0.1605508E-002  -0.1922911E+000  -0.2595426E+000   0.5961393E-002
   0.9179323E-001   0.5357858E-003  -0.5098981E-001  -0.1477033E+000  -0.1290962E+000   0.9603494E-002
   0.7926694E-001   0.4235110E-003  -0.2523015E+000  -0.1749417E+000  -0.1558159E-001   0.2494294E-001
   0.3406506E-001   0.5448197E-004  -0.2516130E+000  -0.8067912E-001   0.8611025E+000   0.6341235E-001
   0.3677970E-001   0.9018714E-004  -0.2920970E+000  -0.2977537E-001   0.7828096E+000   0.5240533E-001
   0.4576775E-001   0.5245375E-004  -0.1613591E+000  -0.1544160E+000  -0.1666336E+000   0.3728892E-001
   0.1098534E+000   0.1047026E-002  -0.6475993E-002  -0.6843835E-002  -0.5207091E+000   0.1231287E-001
   0.3025553E+000   0.2181614E-001  -0.3935747E-001   0.3222876E-001  -0.5022186E+000   0.6335816E-002
   0.4599076E+000   0.3278401E-002   0.1193373E+000  -0.7034594E-001  -0.3693916E+000   0.6721463E-002
   0.2680219E+000   0.2266805E-001   0.3854969E+000  -0.1610295E+000   0.3151898E-001   0.2236503E-001
   0.2725437E-001   0.3025149E-003   0.2692698E+000   0.1270303E+000   0.5622490E+000   0.5215149E-001
   0.2551009E-001   0.9072538E-005   0.1062424E+000   0.4052723E+000   0.6047271E+000   0.1108316E-001
   0.1306622E-001   0.8237648E-005   0.1303980E+000   0.3021798E+000   0.6639904E+000   0.2174378E-001
   0.1458498E-001   0.7077344E-005  -0.8288334E-001   0.6142053E-001   0.7886322E+000   0.1237776E-001
   0.8677082E-002   0.5801405E-006  -0.1321809E+000   0.2842287E-001   0.9659814E+000   0.9383629E-002
   0.9003901E-002   0.3211278E-006  -0.4777152E-001   0.2645749E-001   0.9340929E+000   0.1396124E-001
   0.1172606E-001   0.8235990E-006   0.4585132E-001   0.4422855E-001   0.8288866E+000   0.1178139E-001
   0.1468628E-001   0.3221961E-006   0.1192049E+000   0.5681106E-001   0.7402716E+000   0.8337919E-002
   0.1653095E-001   0.8261070E-006   0.1161648E+000   0.6974101E-001   0.6460403E+000   0.1463065E-001
   0.4466741E-001   0.1224432E-002   0.7344619E-001   0.1440430E+000   0.3021323E+000   0.2168396E-001
   0.8599709E-001   0.2630122E-002   0.2039844E+000   0.1434485E+000   0.2253648E+000   0.1546917E-001
   0.1034850E+000   0.4718387E-003   0.2353974E+000   0.1577135E+000  -0.1016654E-001   0.1288369E-001
   0.2920851E-001   0.6601612E-004   0.2503815E-001   0.1903734E+000  -0.1728549E+000   0.4267710E-001
   0.1497925E+000   0.7308471E-002  -0.2004283E+000   0.1297649E+000   0.1572282E+000   0.1540441E-001
   0.1502332E+000   0.1448441E-001  -0.1469570E+000   0.5242433E-001   0.2444803E+000   0.4824954E-002
   0.6417376E-002   0.1678688E-005  -0.3215372E+000  -0.3338932E-001   0.8892197E+000   0.4820636E-001
   0.5994146E-002   0.3083195E-005  -0.4984814E+000  -0.1334104E+000   0.1220188E+001   0.4024934E-001
   0.1578519E-001   0.1232593E-004  -0.4185944E+000  -0.1576721E+000   0.8572353E+000   0.2273016E-001
   0.2287094E-001   0.3628628E-005  -0.2946787E+000  -0.1023243E+000   0.4905189E+000   0.1247883E-001
   0.2502326E-001   0.2818698E-004  -0.2901617E+000  -0.1002697E+000   0.3865785E+000   0.1035531E-001
   0.5114239E-001   0.1230588E-003  -0.2426028E+000  -0.1270955E+000   0.3717292E+000   0.9600966E-002
   0.5166742E-001   0.2229057E-003  -0.2313514E+000  -0.1059331E-001   0.1079184E+000   0.1111546E-001
   0.7550877E-001   0.8264457E-003  -0.2256760E+000   0.3513434E-001  -0.3084298E+000   0.7669697E-002
   0.9921811E-001   0.1863228E-002  -0.1791269E+000   0.1657793E-001  -0.3362422E+000   0.6726691E-002
   0.8262828E-001   0.2341598E-003  -0.8060520E-001   0.1552099E+000   0.1463190E+000   0.1682606E-001
   0.1312564E+000   0.9188014E-003  -0.5161604E-001   0.1517150E+000   0.5496364E+000   0.7950191E-002
   0.1009483E+000   0.2705718E-003  -0.1013761E+000   0.7640292E-001   0.2970423E+000   0.8081289E-002
   0.1238790E+000   0.5645766E-003  -0.1667162E+000  -0.1038581E-001   0.9760132E-001   0.7350715E-002
   0.1341429E+000   0.2661527E-002  -0.1080604E+000  -0.5154549E-001  -0.2646809E+000   0.7207314E-002
   0.1487552E+000   0.4432557E-002  -0.5943628E-001  -0.2595271E+000  -0.5375622E+000   0.5164974E-002
   0.3721793E+000   0.2028927E-002  -0.3211148E-001  -0.2061490E+000  -0.6367598E+000   0.5803442E-003
   0.1565301E+000   0.4677267E-002  -0.7264630E-001  -0.1299331E+000  -0.4927744E+000   0.2653729E-002
   0.1530930E+000   0.3051205E-002  -0.2210528E+000  -0.1001425E+000   0.8625520E-001   0.1888887E-001
   0.4250301E-001   0.2164176E-004  -0.2082564E+000   0.5203737E-001   0.1336043E+001   0.7803628E-001
   0.4433047E-001   0.5966634E-004  -0.3902389E+000   0.3312632E+000   0.1334385E+001   0.6705495E-001
   0.3913347E-001   0.5125782E-004  -0.3131740E+000   0.2831862E+000   0.8243601E+000   0.7681112E-001
   0.6776812E-001   0.4585362E-003  -0.2746125E+000   0.2721751E+000   0.4914888E+000   0.6392320E-001
   0.1505965E+000   0.4052317E-002  -0.1843916E+000   0.2649514E+000   0.1441536E+000   0.4469208E-001
   0.3938529E+000   0.9931330E-002  -0.1177200E-003   0.1397829E+000  -0.4921048E+000   0.1089196E-001
   0.3551169E+000   0.2194640E-001   0.2908463E+000   0.9752496E-001  -0.3735598E+000   0.3281343E-001
   0.4804451E-001   0.1409308E-002   0.3510889E+000   0.1640645E+000   0.6667235E+000   0.6337906E-001
   0.1671874E-001   0.8465736E-005   0.1969498E+000   0.3095841E+000   0.7832923E+000   0.2105773E-001
   0.1406714E-001   0.6153099E-005   0.1038855E+000   0.2278887E+000   0.7939368E+000   0.1615843E-001
   0.1547821E-001   0.8122721E-005  -0.5713284E-001   0.1117547E+000   0.8004726E+000   0.9189457E-002
   0.1299801E-001   0.2792807E-004  -0.1267773E+000   0.2885871E-001   0.9190992E+000   0.2313235E-001
   0.2864456E-001   0.3445273E-003  -0.3590792E-001  -0.4471259E-001   0.7010608E+000   0.4260804E-001
   0.2205240E-001   0.1484571E-003   0.1628313E+000  -0.2777501E-001   0.9053828E+000   0.5356194E-001
   0.1085461E-001   0.3750570E-005   0.2274574E+000   0.1499853E+000   0.1127854E+001   0.3875184E-001
   0.1213553E-001   0.5874399E-005   0.2070516E+000   0.1620068E+000   0.1072187E+001   0.3448797E-001
   0.2935875E-001   0.8609993E-004   0.2268337E+000   0.6542734E-001   0.7394435E+000   0.3525523E-001
   0.7784506E-001   0.1910758E-002   0.3172967E+000   0.1209019E+000   0.3271221E+000   0.1492477E-001
   0.9776737E-001   0.7767761E-003   0.3197870E+000   0.2419058E+000   0.7270218E-001   0.1199553E-001
   0.3250614E-001   0.7303869E-004  -0.9505101E-001   0.1999950E+000   0.2628493E+000   0.4866894E-001
   0.1192709E+000   0.9386572E-003  -0.2329645E+000  -0.4410264E-001   0.2636464E+000   0.4516397E-002
   0.5421226E-001   0.6544892E-003  -0.2701047E+000  -0.1222206E+000   0.2993954E+000   0.5075906E-002
   0.8459880E-002   0.3244714E-006  -0.3026828E+000   0.1666224E-002   0.8460590E+000   0.3963115E-001
   0.1025203E-001   0.2715502E-005  -0.3937125E+000  -0.3616048E-001   0.9505010E+000   0.2956556E-001
   0.2250562E-001   0.2418343E-004  -0.2848496E+000  -0.2624878E-001   0.4937810E+000   0.1250739E-001
   0.5539868E-001   0.1825349E-003  -0.2196337E+000  -0.3672336E-001   0.8904988E-001   0.4450234E-002
   0.6148431E-001   0.3197748E-004  -0.2592898E+000  -0.7947687E-002  -0.6954606E-001   0.2964264E-002
   0.7743216E-001   0.3385678E-003  -0.3050665E+000   0.1252330E-001  -0.1048986E+000   0.4389930E-002
   0.9638307E-001   0.8029767E-003  -0.3107136E+000  -0.7130472E-001  -0.1638319E+000   0.5543016E-002
   0.1039058E+000   0.2887886E-003  -0.2721410E+000  -0.9460575E-001  -0.1658493E+000   0.6555681E-002
   0.9845253E-001   0.5131266E-003  -0.2609388E+000  -0.9030620E-001   0.5724313E-002   0.9355958E-002
   0.5606122E-001   0.1235091E-003  -0.1957265E+000   0.5446344E-001   0.1232849E+000   0.1534907E-001
   0.4337900E-001   0.4689312E-003  -0.2419683E+000   0.6541710E-001  -0.9682366E-001   0.1657571E-001
   0.9424631E-001   0.5060219E-003  -0.2408649E+000   0.3269498E-001  -0.2621346E+000   0.1038599E-001
   0.4487470E-001   0.8739599E-003  -0.1856072E+000  -0.2510548E-001  -0.2489197E+000   0.1866783E-001
   0.1248147E-001   0.1786923E-004  -0.1348058E+000  -0.1788836E+000  -0.1526961E+000   0.3911621E-001
   0.2354148E-001   0.5783034E-003  -0.6291942E-001  -0.2220235E+000  -0.4460187E+000   0.2723309E-001
   0.6433540E-001   0.2909355E-002   0.3917961E-001  -0.1873398E+000  -0.6024605E+000   0.8270323E-002
   0.1995809E+000   0.1521724E-001  -0.8839804E-002  -0.1184254E+000  -0.6067955E+000   0.1595174E-002
   0.1484187E+000   0.1919153E-002  -0.1760333E+000  -0.1087326E-001  -0.1885832E+000   0.1571479E-001
   0.6339252E-001   0.1014717E-002  -0.6505119E-001   0.2049031E-001   0.1112774E+001   0.9828312E-001
   0.2306786E-001   0.3264158E-005  -0.4261977E+000   0.2404554E+000   0.1839875E+001   0.5006551E-001
   0.1917944E-001   0.3647852E-005  -0.4259180E+000   0.4013396E+000   0.1735200E+001   0.7709607E-001
   0.1797798E-001   0.1288252E-004  -0.3501562E+000   0.4999199E+000   0.1656235E+001   0.1148396E+000
   0.2047690E-001   0.1028106E-003  -0.3063004E+000   0.6035913E+000   0.1226585E+001   0.2266021E+000
   0.4733831E-001   0.1803122E-002  -0.1109238E+000   0.5674039E+000   0.1431179E+000   0.1807707E+000
   0.4403006E-001   0.2622599E-002   0.1666822E+000   0.5355671E+000   0.2155108E+000   0.1965282E+000
   0.2426755E-001   0.8438616E-005  -0.9010493E-001   0.1515295E+000   0.1248919E+001   0.4016769E-001
   0.2856558E-001   0.3278428E-004   0.1264022E+000   0.1937046E+000   0.1009218E+001   0.1469089E-001
   0.4511399E-001   0.2340515E-003   0.4948901E-001   0.2167164E+000   0.9134853E+000   0.1254695E-001
   0.1594905E-001   0.1473793E-004  -0.1065743E-001   0.2131174E+000   0.9503054E+000   0.1151549E-001
   0.3226739E-001   0.6861022E-004  -0.1174056E+000   0.1277509E+000   0.8058966E+000   0.2779647E-001
   0.5103036E-001   0.2406125E-003  -0.7289664E-002  -0.4047923E-001   0.8657764E-001   0.5619000E-001
   0.1081412E+000   0.7106953E-003   0.1005845E+000   0.8188006E-001   0.5894778E-002   0.3060539E-001
   0.4685981E-001   0.3919464E-003   0.3052685E+000   0.8042061E-001   0.8081308E+000   0.6300815E-001
   0.2265096E-001   0.4969744E-004   0.2643586E+000   0.1122041E+000   0.9300085E+000   0.9460114E-001
   0.1062416E+000   0.1427806E-002   0.3177188E+000   0.2219355E+000   0.2108752E+000   0.1956653E-001
   0.1406523E+000   0.2916214E-002   0.3191542E+000   0.2903846E+000   0.2999302E-001   0.7232115E-002
   0.5468789E-001   0.1382396E-002   0.2684085E+000   0.3108793E+000   0.5485877E-001   0.1539055E-001
   0.2063052E-001   0.2681994E-004  -0.2315492E-001   0.2136985E+000   0.4272779E+000   0.4293551E-001
   0.7368114E-001   0.1116699E-002  -0.1815058E+000   0.1642942E-002   0.2923070E+000   0.9134127E-002
   0.9472540E-001   0.1750943E-002  -0.2150327E+000  -0.8073562E-001   0.2170314E+000   0.2708339E-002
   0.1207753E-001   0.7187799E-005  -0.1509771E+000   0.4994191E-001   0.5533781E+000   0.2261736E-001
   0.1161592E-001   0.2110883E-005  -0.2261653E+000  -0.3579164E-001   0.8124853E+000   0.2170448E-001
   0.1773801E-001   0.7259735E-005  -0.1757966E+000  -0.6449839E-001   0.4967168E+000   0.1055476E-001
   0.8011126E-001   0.4450423E-003  -0.1689312E+000   0.1857792E-001   0.9233191E-001   0.4811894E-002
   0.4475748E-001   0.1036701E-003  -0.3471265E+000   0.8859138E-001   0.1352491E+000   0.7379182E-002
   0.5721448E-001   0.1767947E-003  -0.3508162E+000   0.1047560E+000   0.2538391E+000   0.6716393E-002
   0.7065726E-001   0.1250522E-003  -0.2365492E+000   0.8267199E-001   0.3477318E+000   0.1124784E-001
   0.7013355E-001   0.1084321E-003  -0.9674959E-001   0.6374269E-001   0.3517969E+000   0.1291666E-001
   0.4785764E-001   0.9751292E-004  -0.1432613E+000   0.2768002E-001   0.2999367E+000   0.1568815E-001
   0.8308678E-001   0.4360215E-003  -0.2012389E+000   0.5079725E-001   0.2616299E-001   0.1646482E-001
   0.1002470E+000   0.8922322E-003  -0.2672753E+000   0.5665097E-001  -0.1855037E+000   0.7186220E-002
   0.5319761E-001   0.2191137E-003  -0.3651840E+000  -0.1153778E+000  -0.3292103E+000   0.8538467E-002
   0.4823840E-001   0.4985141E-003  -0.2997113E+000  -0.2143511E+000  -0.3420182E+000   0.1129651E-001
   0.1031962E-001   0.2669735E-006  -0.8122825E-001  -0.2543840E+000   0.1795751E+000   0.3437588E-001
   0.8946367E-002   0.1246607E-005  -0.4662393E-001  -0.1762067E+000   0.2298403E+000   0.3727011E-001
   0.8214630E-002   0.2294487E-005  -0.1297982E+000  -0.1132863E+000   0.4978764E-002   0.3450478E-001
   0.1235702E-001   0.6902913E-005  -0.1392795E+000  -0.6737338E-001  -0.1852755E+000   0.2402484E-001
   0.8398409E-001   0.3346177E-002  -0.2039522E+000   0.7097875E-001  -0.4250208E-001   0.2028644E-001
   0.9746659E-001   0.3511799E-002  -0.6244825E-001   0.1858848E+000   0.7252310E+000   0.6335293E-001
   0.1956096E-001   0.4339595E-005  -0.3569939E+000   0.1234663E+000   0.1663099E+001   0.2752813E-001
   0.1667075E-001   0.7312103E-005  -0.3673195E+000   0.1575070E+000   0.1805059E+001   0.2202827E-001
   0.1582721E-001   0.6663563E-005  -0.3176333E+000   0.1939527E+000   0.1919028E+001   0.2360788E-001
   0.1073229E-001   0.3093290E-005  -0.2910792E+000   0.2503272E+000   0.2002845E+001   0.4813959E-001
   0.5873001E-002   0.8675462E-006  -0.2728515E+000   0.3306370E+000   0.1965726E+001   0.1447282E+000
   0.3661213E-002   0.1701317E-006  -0.2611832E+000   0.2649790E+000   0.1945118E+001   0.1422247E+000
   0.8562998E-002   0.2558891E-004  -0.2755344E+000   0.1756521E+000   0.1611580E+001   0.5379257E-001
   0.3501372E-001   0.7776677E-004  -0.8170398E-001   0.1696958E+000   0.1224330E+001   0.2730030E-001
   0.4045069E-001   0.1469071E-003   0.2361611E-001   0.2484558E+000   0.1205696E+001   0.2471855E-001
   0.3736326E-001   0.2011300E-004   0.1126711E+000   0.2899139E+000   0.1140769E+001   0.1577363E-001
   0.4648554E-001   0.3504840E-004  -0.3302021E-001   0.2862712E+000   0.9584100E+000   0.3196033E-001
   0.9075250E-001   0.3987909E-002   0.6032748E-001   0.9565605E-001  -0.2368787E+000   0.3613977E-001
   0.2288457E+000   0.3339895E-002   0.1130721E+000   0.2173109E+000  -0.5095184E+000   0.3142832E-002
   0.1739401E+000   0.1623235E-002   0.1027439E+000   0.3117778E+000  -0.1634351E+000   0.1085452E-001
   0.1438968E+000   0.2047581E-002   0.2645263E+000   0.3341845E+000   0.1346683E+000   0.1923417E-001
   0.8358738E-001   0.2279248E-002   0.3694786E+000   0.3187032E+000  -0.2219526E-001   0.1071941E-001
   0.4025186E-001   0.1294062E-003   0.2443188E+000   0.1364764E+000  -0.1232787E+000   0.1017902E-001
   0.2927590E-001   0.4560785E-004   0.2405387E+000   0.7369491E-001   0.3841680E-001   0.1947250E-001
   0.1328480E-001   0.7667387E-005   0.2275537E+000   0.6285773E-001   0.4841125E+000   0.5012187E-001
   0.2408703E-001   0.3227585E-003  -0.7137319E-001   0.1062648E+000   0.4377133E+000   0.4226538E-001
   0.8301745E-001   0.5707912E-003  -0.9975463E-001   0.3454974E-001   0.2670920E+000   0.4961035E-002
   0.2950918E-001   0.7206347E-004  -0.5411783E-001   0.3983972E-001   0.4132536E+000   0.7733792E-002
   0.2094002E-001   0.5085695E-005  -0.1116708E+000  -0.7498066E-002   0.7380573E+000   0.1563936E-001
   0.2097478E-001   0.7312952E-005  -0.1061576E+000  -0.7706148E-001   0.5233118E+000   0.9425680E-002
   0.7518160E-001   0.6801702E-003  -0.8175238E-001   0.1749074E-001   0.1649395E+000   0.4831785E-002
   0.6155207E-001   0.1676315E-003  -0.2397026E+000   0.9817153E-001   0.2047925E+000   0.1110576E-001
   0.4866763E-001   0.1465843E-003  -0.3172242E+000   0.1667816E+000   0.3390365E+000   0.4878709E-002
   0.5249254E-001   0.2485971E-003  -0.1780265E+000   0.1040595E+000   0.4135379E+000   0.8275224E-002
   0.3341480E-001   0.7744133E-004   0.3137194E-001   0.1125420E+000   0.5908688E+000   0.1272143E-001
   0.3079713E-001   0.4864684E-004   0.1027054E+000   0.1280151E+000   0.5503449E+000   0.9467603E-002
   0.7107850E-001   0.5823986E-003  -0.9181785E-001   0.1433481E+000   0.2959637E+000   0.2410080E-001
   0.1840884E-001   0.3484712E-004  -0.3199094E+000  -0.2217759E-002  -0.2222127E+000   0.1205215E-001
