#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9777541E+000   0.1193740E-003   0.3833510E+000   0.2864697E+000   0.1605234E+001   0.1402952E-035
   0.9833636E+000   0.1287008E-003   0.1921989E+000   0.9281760E-003   0.1861316E+001   0.1394949E-035
   0.9906106E+000   0.1592600E-004   0.7447436E-001  -0.2078922E+000   0.2147844E+001   0.1384744E-035
   0.9897266E+000   0.9739449E-005   0.2879526E-001  -0.2250994E+000   0.1952214E+001   0.1385981E-035
   0.9878660E+000   0.1711544E-004  -0.5060063E-001  -0.1990390E+000   0.1664877E+001   0.1388591E-035
   0.9788510E+000   0.8108478E-003  -0.1547136E+000  -0.1785938E+000   0.1395973E+001   0.1401380E-035
   0.9289538E+000   0.7190898E-002  -0.1641714E+000  -0.8233293E-001   0.8968015E+000   0.1476653E-035
   0.8737335E+000   0.8348270E-002  -0.3861714E-001   0.7429300E-001   0.3594726E+000   0.1569978E-035
   0.8746723E+000   0.5653220E-002   0.1096415E+000   0.1328760E+000   0.1092053E+000   0.1568293E-035
   0.9206189E+000   0.2258335E-002   0.1164504E+000   0.1900862E+000   0.2489317E+000   0.1490022E-035
   0.9556993E+000   0.1147192E-002   0.3009334E-001   0.3133866E+000   0.8548030E+000   0.1435328E-035
   0.9429628E+000   0.6394423E-002  -0.1149438E-001   0.3504727E+000   0.1217816E+001   0.1454715E-035
   0.8980551E+000   0.1204639E-001  -0.1288727E-001   0.2753341E+000   0.9640534E+000   0.1527459E-035
   0.8951600E+000   0.1312114E-001  -0.2065566E+000   0.1776966E+000   0.1368272E+001   0.1532399E-035
   0.9360791E+000   0.9025813E-002  -0.5618207E+000   0.1150215E+000   0.2444088E+001   0.1465413E-035
   0.9594494E+000   0.4019508E-002  -0.6665293E+000   0.6476146E-001   0.2704460E+001   0.1429718E-035
   0.9563263E+000   0.2642031E-002  -0.4170642E+000  -0.2496342E-002   0.2131577E+001   0.1434387E-035
   0.9523318E+000   0.2159397E-002  -0.1718729E+000  -0.4742373E-001   0.1748726E+001   0.1440404E-035
   0.9399313E+000   0.1710483E-002  -0.9302630E-001  -0.2171503E-001   0.1415645E+001   0.1459407E-035
   0.9189050E+000   0.2153258E-002  -0.1161229E+000   0.4103641E-001   0.1009460E+001   0.1492801E-035
   0.9082424E+000   0.2706292E-002  -0.1667053E+000   0.8380863E-001   0.8177912E+000   0.1510326E-035
   0.9163094E+000   0.2426549E-002  -0.1483015E+000   0.1200737E+000   0.9124122E+000   0.1497029E-035
   0.9198962E+000   0.2200724E-002  -0.8922465E-001   0.1290664E+000   0.1074553E+001   0.1491192E-035
   0.9074333E+000   0.3192731E-002  -0.6124018E-001   0.1168518E+000   0.9687269E+000   0.1511673E-035
   0.8856611E+000   0.3994173E-002  -0.9785185E-001   0.5387750E-001   0.6735849E+000   0.1548834E-035
   0.8793840E+000   0.4296226E-002  -0.1801223E+000  -0.7878002E-001   0.5266088E+000   0.1559890E-035
   0.8678319E+000   0.7021607E-002  -0.1680636E+000  -0.1971624E+000   0.4074267E+000   0.1580654E-035
   0.8452448E+000   0.1284446E-001  -0.1004508E+000  -0.2159398E+000   0.2550708E+000   0.1622893E-035
   0.8595284E+000   0.1381372E-001  -0.8521309E-001  -0.1921341E+000   0.2411615E+000   0.1595924E-035
   0.8939592E+000   0.8673480E-002  -0.1655636E+000  -0.2444039E+000   0.3632230E+000   0.1534457E-035
   0.9314053E+000   0.2723211E-002  -0.2620199E+000  -0.3763994E+000   0.7712368E+000   0.1472766E-035
   0.9515232E+000   0.5467124E-003  -0.2776187E+000  -0.3695471E+000   0.1244731E+001   0.1441628E-035
   0.9560608E+000   0.2631227E-003  -0.2139472E+000  -0.1967624E+000   0.1288242E+001   0.1434785E-035
   0.9332515E+000   0.3813914E-002  -0.1935123E+000  -0.2695042E-001   0.8171665E+000   0.1469853E-035
   0.8784492E+000   0.1175869E-001  -0.1592308E+000   0.7786195E-001   0.4182453E+000   0.1561550E-035
   0.8115093E+000   0.1927180E-001  -0.1051714E-001   0.5649507E-001   0.2373679E+000   0.1690359E-035
   0.7834224E+000   0.2523887E-001   0.2806292E+000  -0.1051821E+000   0.2702881E+000   0.1750961E-035
   0.8262839E+000   0.2552706E-001   0.5730737E+000  -0.2099896E+000   0.5900478E+000   0.1660134E-035
   0.9182419E+000   0.1279350E-001   0.6677964E+000  -0.1265040E-001   0.1098513E+001   0.1493879E-035
   0.9718521E+000   0.8322211E-003   0.5852586E+000   0.2797566E+000   0.1502352E+001   0.1411472E-035
   0.9825606E+000   0.4822431E-004   0.3451586E+000   0.9838131E-001   0.1736319E+001   0.1396089E-035
   0.9857775E+000   0.4390625E-004   0.6693666E-001  -0.2088852E+000   0.1993238E+001   0.1391533E-035
   0.9886160E+000   0.4873943E-004  -0.4114418E-001  -0.4463807E+000   0.2280127E+001   0.1387538E-035
   0.9874675E+000   0.9378396E-004   0.7578540E-003  -0.4640910E+000   0.2237570E+001   0.1389152E-035
   0.9870815E+000   0.7172244E-004   0.4103076E-001  -0.3852241E+000   0.2108798E+001   0.1389695E-035
   0.9871771E+000   0.1990722E-004  -0.2649615E-001  -0.3163884E+000   0.2041803E+001   0.1389560E-035
   0.9645726E+000   0.3355934E-002  -0.9439857E-001  -0.1871458E+000   0.1701734E+001   0.1422124E-035
   0.9198030E+000   0.7357920E-002   0.1328075E-001   0.3602798E-002   0.1089974E+001   0.1491343E-035
   0.8922850E+000   0.6068568E-002   0.2525325E+000   0.1333616E+000   0.5704233E+000   0.1537336E-035
   0.9167242E+000   0.3008199E-002   0.2805541E+000   0.2278233E+000   0.4475725E+000   0.1496352E-035
   0.9349168E+000   0.2099258E-002   0.1004448E+000   0.2889773E+000   0.5904369E+000   0.1467234E-035
   0.9073768E+000   0.7558570E-002  -0.5302686E-001   0.2153634E+000   0.7058584E+000   0.1511767E-035
   0.8890543E+000   0.1185363E-001  -0.1218961E+000   0.1820050E+000   0.8970367E+000   0.1542923E-035
   0.9423520E+000   0.9690837E-002  -0.3785605E+000   0.2369295E+000   0.2090951E+001   0.1455658E-035
   0.9866511E+000   0.1044414E-002  -0.6822022E+000   0.2201594E+000   0.3167812E+001   0.1390301E-035
   0.9845517E+000   0.1383972E-003  -0.7089043E+000   0.1322175E+000   0.2928638E+001   0.1393266E-035
   0.9727397E+000   0.4140266E-003  -0.4614205E+000   0.4716072E-001   0.2036484E+001   0.1410184E-035
   0.9626982E+000   0.7813604E-003  -0.2575397E+000  -0.2052532E-001   0.1593285E+001   0.1424893E-035
   0.9443485E+000   0.1723080E-002  -0.1653151E+000  -0.3979384E-001   0.1220005E+001   0.1452580E-035
   0.9223818E+000   0.2349431E-002  -0.1746085E+000  -0.1169839E-001   0.7106050E+000   0.1487174E-035
   0.9086093E+000   0.2641845E-002  -0.2395405E+000  -0.2717818E-002   0.4219221E+000   0.1509716E-035
   0.9084070E+000   0.2283829E-002  -0.2442377E+000   0.2801908E-001   0.4992809E+000   0.1510052E-035
   0.9099638E+000   0.1800486E-002  -0.2032460E+000   0.9747017E-001   0.7558308E+000   0.1507469E-035
   0.8983159E+000   0.2320176E-002  -0.1879580E+000   0.1463042E+000   0.7483139E+000   0.1527015E-035
   0.8848524E+000   0.2512575E-002  -0.2100381E+000   0.1112448E+000   0.4847858E+000   0.1550250E-035
   0.8860323E+000   0.3545951E-002  -0.2299089E+000   0.2683346E-001   0.2860005E+000   0.1548185E-035
   0.8743121E+000   0.7783695E-002  -0.1876786E+000  -0.8010727E-001   0.9736438E-001   0.1568939E-035
   0.8284152E+000   0.1434827E-001  -0.9586271E-001  -0.1568101E+000  -0.1545046E+000   0.1655863E-035
