#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.2280663E-001   0.2310231E-003   0.1410682E+000   0.2591890E+000   0.5548366E+000   0.1778719E-001
   0.1733491E-001   0.1873656E-003   0.8146675E-001   0.2246817E+000   0.5553843E+000   0.1507154E-001
   0.1407589E-001   0.1075999E-003   0.2232217E-001   0.1068803E+000   0.5754752E+000   0.1633863E-001
   0.1159416E-001   0.6037784E-004  -0.1793119E-001   0.3466355E-001   0.5319044E+000   0.1453135E-001
   0.1725917E-001   0.4826891E-003   0.2583321E-001   0.3283001E-001   0.2987474E+000   0.1048808E-001
   0.3579169E-001   0.2675939E-002   0.6870644E-001   0.6747717E-001   0.8668595E-001   0.6480805E-002
   0.6817436E-001   0.6509433E-002   0.7817862E-001   0.1204205E+000   0.2364787E-001   0.5822216E-002
   0.9354106E-001   0.6800454E-002   0.9239914E-001   0.1411938E+000  -0.3185400E-001   0.6064820E-002
   0.9846240E-001   0.5686294E-002   0.9511325E-001   0.1574469E+000  -0.7824701E-001   0.7654626E-002
   0.7327120E-001   0.3794636E-002   0.8738468E-001   0.1730867E+000  -0.1069641E+000   0.1204506E-001
   0.5746280E-001   0.3035194E-002  -0.9178672E-002   0.1775919E+000  -0.1340734E-001   0.1856782E-001
   0.6294520E-001   0.6193893E-002  -0.1054664E+000   0.1695843E+000   0.1428641E+000   0.1766791E-001
   0.8125396E-001   0.9190691E-002  -0.8749504E-001   0.1508230E+000   0.1382850E+000   0.1277671E-001
   0.8289448E-001   0.1000130E-001  -0.6473954E-001   0.1156084E+000   0.1434684E+000   0.9950264E-002
   0.6731745E-001   0.7950302E-002  -0.4430125E-001   0.9962835E-001   0.1352379E+000   0.1100441E-001
   0.5174309E-001   0.4718622E-002  -0.6694366E-001   0.5245862E-001   0.2101122E+000   0.1512993E-001
   0.4789085E-001   0.2924696E-002  -0.7470180E-001   0.3750915E-001   0.2641072E+000   0.1738422E-001
   0.5109555E-001   0.2043698E-002  -0.8028728E-001   0.1052695E-001   0.3713432E+000   0.1646141E-001
   0.6027332E-001   0.2282619E-002  -0.1178830E+000  -0.2388445E-001   0.4088286E+000   0.1369571E-001
   0.7200100E-001   0.2899963E-002  -0.1552944E+000  -0.1349379E-001   0.3334395E+000   0.1183934E-001
   0.7809414E-001   0.3260880E-002  -0.1660268E+000   0.7775388E-002   0.2349895E+000   0.1224412E-001
   0.7525296E-001   0.3002766E-002  -0.1347886E+000   0.5583267E-001   0.2487319E+000   0.1296691E-001
   0.7483472E-001   0.2600850E-002  -0.8583029E-001   0.1135401E+000   0.3441339E+000   0.1235777E-001
   0.8361543E-001   0.3231115E-002  -0.6580282E-001   0.1251393E+000   0.3725734E+000   0.9092660E-002
   0.9560770E-001   0.3905361E-002  -0.9099170E-001   0.6735547E-001   0.2956301E+000   0.6801574E-002
   0.1031833E+000   0.4687147E-002  -0.1089863E+000  -0.1311139E-001   0.1180016E+000   0.6392350E-002
   0.1118879E+000   0.7000358E-002  -0.1039856E+000  -0.9963892E-001  -0.8726051E-001   0.6933488E-002
   0.1241921E+000   0.1125591E-001  -0.7370070E-001  -0.1449823E+000  -0.2911392E+000   0.6307241E-002
   0.1225751E+000   0.1238007E-001  -0.6442299E-001  -0.1481243E+000  -0.3675332E+000   0.6154913E-002
   0.1050220E+000   0.1104695E-001  -0.9212061E-001  -0.1487726E+000  -0.3073451E+000   0.9726736E-002
   0.7262060E-001   0.5440723E-002  -0.1468994E+000  -0.1268785E+000  -0.2487068E-001   0.2032236E-001
   0.5249649E-001   0.1896034E-002  -0.2318053E+000  -0.8819634E-001   0.3510666E+000   0.3659988E-001
   0.5035254E-001   0.2266908E-002  -0.2502232E+000  -0.4356962E-001   0.3831855E+000   0.4291664E-001
   0.6847394E-001   0.5194069E-002  -0.1989590E+000  -0.1322958E-002   0.1401273E+000   0.3524082E-001
   0.9711226E-001   0.1008540E-001  -0.1105963E+000   0.8905090E-002  -0.1852684E-002   0.2996423E-001
   0.1342512E+000   0.1607859E-001   0.1063573E-001   0.1130495E-001  -0.1215734E+000   0.2400205E-001
   0.1472440E+000   0.1972261E-001   0.1180218E+000   0.3361418E-002  -0.1497179E+000   0.2112863E-001
   0.1280396E+000   0.1870321E-001   0.1976741E+000   0.2264110E-002  -0.1328481E+000   0.1964215E-001
   0.8263148E-001   0.1304157E-001   0.2565082E+000   0.2491674E-001  -0.1504040E-001   0.1956695E-001
   0.4171738E-001   0.3340971E-002   0.2679186E+000   0.1217163E+000   0.3203394E+000   0.2188052E-001
   0.2013497E-001   0.1503500E-003   0.1072513E+000   0.2086125E+000   0.7219005E+000   0.1961185E-001
   0.1573775E-001   0.1009357E-003   0.8242984E-002   0.1519656E+000   0.7144268E+000   0.1626733E-001
   0.1621760E-001   0.1702639E-003  -0.3990047E-001   0.2999729E-001   0.6797951E+000   0.2215346E-001
   0.1641243E-001   0.2439900E-003  -0.2980847E-002  -0.2593055E-002   0.6774776E+000   0.2717757E-001
   0.1696773E-001   0.2342702E-003   0.5236702E-001   0.1228456E-001   0.6656504E+000   0.2847729E-001
   0.2196732E-001   0.8721757E-003   0.8862214E-001   0.5859141E-001   0.5009343E+000   0.2048084E-001
   0.4813140E-001   0.4878503E-002   0.1027545E+000   0.1278192E+000   0.2154521E+000   0.1109834E-001
   0.7523872E-001   0.6256425E-002   0.1333323E+000   0.1475498E+000   0.9375460E-001   0.9240215E-002
   0.9210633E-001   0.5406752E-002   0.1426701E+000   0.1600577E+000  -0.2484543E-002   0.9960242E-002
   0.7462453E-001   0.3788770E-002   0.1326467E+000   0.1756619E+000  -0.4169861E-001   0.1378383E-001
   0.6851851E-001   0.3258015E-002  -0.7131674E-002   0.1480603E+000   0.3148341E-001   0.1610277E-001
   0.7283868E-001   0.6155928E-002  -0.1302252E+000   0.1158545E+000   0.1668624E+000   0.1395754E-001
   0.8152045E-001   0.8885698E-002  -0.1309411E+000   0.1034563E+000   0.2141191E+000   0.1036590E-001
   0.6276918E-001   0.8895642E-002  -0.1197820E+000   0.9160739E-001   0.2381871E+000   0.9119462E-002
   0.3477733E-001   0.5185389E-002  -0.1116419E+000   0.7551058E-001   0.3126282E+000   0.1214497E-001
   0.2184029E-001   0.8249760E-003  -0.2361985E+000  -0.5338917E-001   0.4236038E+000   0.1557549E-001
   0.2901684E-001   0.6995904E-003  -0.2595412E+000  -0.6228357E-001   0.3091589E+000   0.1143138E-001
   0.4140130E-001   0.1065050E-002  -0.2461270E+000  -0.5961491E-001   0.2578072E+000   0.1043988E-001
   0.5943935E-001   0.2246734E-002  -0.2324806E+000  -0.5126861E-001   0.2023976E+000   0.1003518E-001
   0.7682412E-001   0.2946997E-002  -0.2178485E+000  -0.3871564E-001   0.1384546E+000   0.1021527E-001
