# ~alp d~p/dx   Phi_p_sgs,x
   0.4963165E+001   0.1268165E+001
   0.1834745E+001   0.1350840E+001
   0.4562310E+000   0.4193665E+000
   0.8620034E-001   0.2331211E-001
  -0.2210660E+000  -0.1161343E+000
  -0.1838474E+001  -0.4992772E+000
  -0.8715156E+001   0.5059441E+000
  -0.4588231E+001   0.6025295E+001
   0.1502887E+002   0.3146616E+001
   0.1512227E+002   0.6578096E+001
   0.9865043E+001   0.5035049E+001
   0.1248918E+002   0.5033688E+001
   0.2127202E+002   0.1411502E+001
   0.1831313E+002  -0.3965016E+001
   0.7899102E+001  -0.5947435E+001
   0.2893085E+001  -0.5874504E+001
   0.2110644E+001  -0.5719079E+000
   0.4106513E+001  -0.1191279E+001
   0.7604688E+001   0.5687490E-001
   0.5401422E+001  -0.2676231E+001
  -0.1362926E+001  -0.3376352E+001
  -0.9452617E+001  -0.5528157E+001
  -0.1126000E+002  -0.6033500E+001
  -0.1500007E+002  -0.7631131E+001
  -0.1843063E+002  -0.6140162E+001
  -0.1565837E+002   0.3255911E+001
  -0.3330579E+001   0.1405077E+002
  -0.6397428E+000   0.9567652E+001
  -0.1629099E+002  -0.2368869E+001
  -0.2650338E+002  -0.1115326E+002
  -0.1437170E+002  -0.1179497E+002
  -0.1525915E+001  -0.5662098E+001
   0.3303444E+001  -0.8365479E+001
  -0.1354756E+002  -0.5949004E+002
  -0.6136001E+002  -0.1091586E+003
  -0.1042713E+003  -0.1390752E+003
  -0.1907523E+002  -0.1149813E+003
   0.4364831E+002  -0.8655151E+002
   0.3874547E+002  -0.1307196E+002
   0.1098285E+002  -0.1123167E+002
   0.3391667E+001   0.6486198E+000
   0.1073774E+001   0.4091106E+000
   0.5915558E+000   0.3522223E+000
   0.3009489E+000   0.1031939E+000
  -0.2680246E+000   0.5017430E-002
  -0.1284041E+001  -0.3349555E+000
  -0.5590921E+001  -0.4840135E+000
  -0.1132644E+001   0.8827794E+001
   0.2411528E+002   0.6487799E+001
   0.2225117E+002   0.1080937E+002
   0.1642142E+002   0.6808840E+001
   0.1545357E+002   0.6437862E+001
   0.2002988E+002   0.2440792E+001
   0.1311654E+002  -0.6941824E+000
   0.3984585E+001  -0.3089109E+001
   0.1820582E+001  -0.1235839E+001
   0.4856356E+000  -0.2128883E+001
   0.2394388E+001  -0.1454395E+001
   0.8144444E+001   0.1986370E+001
   0.8336910E+001  -0.4916093E+000
  -0.2160228E+001  -0.1467097E+001
  -0.1527953E+002  -0.3123304E+001
  -0.1922401E+002  -0.2686825E+001
  -0.2337106E+002  -0.2653125E+001
  -0.2131773E+002  -0.1334884E+001
  -0.1083935E+002   0.4409092E+001
   0.4180404E+001   0.1259353E+002
   0.7473112E+001   0.5255672E+001
  -0.3107399E+002  -0.1451635E+002
  -0.6394736E+002  -0.2024749E+002
  -0.4904404E+002  -0.3214636E+002
  -0.7819786E+001  -0.2069323E+002
   0.5544013E+001  -0.9012653E+001
   0.1961255E+001  -0.3724477E+002
  -0.2250181E+002  -0.8799637E+002
  -0.6645436E+002  -0.1326846E+003
  -0.3325940E+002  -0.9680640E+002
   0.2393190E+002  -0.8105203E+002
   0.3878254E+002  -0.1871078E+002
   0.1057553E+002  -0.1226929E+002
   0.2543029E+001   0.5265452E+000
   0.5918132E+000   0.4252661E+000
   0.1567070E+001   0.3068380E+001
   0.3188558E+001   0.4422187E+001
   0.9365246E+000   0.3009870E+001
  -0.1756354E+001   0.7438272E+000
  -0.1187918E+000   0.6559490E+001
   0.9379066E+001   0.1673789E+002
   0.2735033E+002   0.1787466E+002
   0.1633892E+002   0.1804669E+002
   0.1153579E+002   0.1028613E+002
   0.1376474E+002   0.7806449E+001
   0.1746448E+002   0.4933580E+001
   0.7614985E+001   0.2488648E+001
   0.1929035E+001  -0.4036456E+000
   0.2168155E+001  -0.1867142E+001
  -0.9658990E+000  -0.2437663E+001
  -0.4378380E+000  -0.1374777E+001
   0.2839044E+001   0.2348165E+001
   0.3881038E+001   0.1575084E+001
  -0.1386094E+001  -0.4470442E+000
