# ~alp d~p/dx   Phi_p_sgs,x
   0.6310520E+001   0.0000000E+000
   0.9028946E+000   0.0000000E+000
   0.1016872E+000   0.0000000E+000
   0.9977664E-001   0.0000000E+000
  -0.1421075E+000   0.0000000E+000
   0.1735396E-001   0.0000000E+000
  -0.4221403E+000   0.0000000E+000
  -0.5943230E+002   0.0000000E+000
   0.5236672E+001   0.0000000E+000
   0.3062491E+002   0.0000000E+000
   0.2732117E+001   0.0000000E+000
   0.3454469E+001   0.0000000E+000
   0.2259661E+002   0.0000000E+000
  -0.7271147E+002   0.0000000E+000
   0.7370834E+000   0.0000000E+000
  -0.1672805E+000   0.0000000E+000
   0.3290159E+001   0.0000000E+000
   0.3678459E+001   0.0000000E+000
   0.3652237E+001   0.0000000E+000
   0.4622376E+002   0.0000000E+000
  -0.7393788E+001   0.0000000E+000
  -0.3615436E+002   0.0000000E+000
  -0.1139323E+002   0.0000000E+000
   0.3387487E+001   0.0000000E+000
  -0.1678964E+003   0.0000000E+000
  -0.4884284E+002   0.0000000E+000
   0.1462747E+001   0.0000000E+000
   0.2019625E+003   0.0000000E+000
  -0.4099729E+002   0.0000000E+000
  -0.3134389E+002   0.0000000E+000
  -0.3979653E+002   0.0000000E+000
   0.8962697E+001   0.0000000E+000
   0.8490145E+001   0.0000000E+000
   0.1330886E+001   0.0000000E+000
  -0.3407679E+002   0.0000000E+000
  -0.8561938E+003   0.0000000E+000
   0.1795638E+003   0.0000000E+000
   0.6271481E+003   0.0000000E+000
   0.1352620E+002   0.0000000E+000
   0.1440724E+002   0.0000000E+000
   0.1555963E+001   0.0000000E+000
   0.1168489E+001   0.0000000E+000
   0.3399711E+000   0.0000000E+000
   0.3679227E+000   0.0000000E+000
   0.1077592E+000   0.0000000E+000
  -0.1163518E+001   0.0000000E+000
  -0.4725518E+001   0.0000000E+000
  -0.1442112E+002   0.0000000E+000
   0.1252070E+002   0.0000000E+000
   0.1055375E+003   0.0000000E+000
   0.4212810E+000   0.0000000E+000
   0.3145805E+002   0.0000000E+000
   0.4022805E+002   0.0000000E+000
   0.6714566E+000   0.0000000E+000
   0.2349828E+001   0.0000000E+000
   0.1657864E+001   0.0000000E+000
   0.2161545E+001   0.0000000E+000
   0.2556616E+001   0.0000000E+000
