 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.4531264E+003   0.4568459E+003
   0.4208463E+003   0.4234470E+003
   0.5029406E+003   0.5045701E+003
   0.5578716E+003   0.5596978E+003
   0.5477739E+003   0.5467227E+003
   0.5400304E+003   0.5390754E+003
   0.5627570E+003   0.5631959E+003
   0.5504977E+003   0.5497810E+003
   0.5769729E+003   0.5805619E+003
   0.5613812E+003   0.5648205E+003
   0.4736402E+003   0.4748926E+003
   0.3681233E+003   0.3696956E+003
   0.1839701E+003   0.1926391E+003
   0.2279991E+003   0.2305881E+003
   0.1271705E+003   0.1265560E+003
  -0.1444617E+003  -0.1411937E+003
  -0.1867538E+003  -0.1992067E+003
   0.1642905E+003  -0.3554773E+002
   0.1099606E+003  -0.1458555E+003
  -0.3535373E+003  -0.3734045E+003
   0.4313039E+003   0.4306084E+003
   0.4042068E+003   0.4154669E+003
   0.3149745E+003   0.3172631E+003
   0.2975646E+003   0.2978794E+003
   0.3447911E+003   0.3449899E+003
   0.4337064E+003   0.4343500E+003
   0.4916500E+003   0.4920030E+003
   0.6367477E+003   0.6392287E+003
   0.8013554E+003   0.8178207E+003
   0.7253681E+003   0.7370850E+003
   0.6333553E+003   0.6322541E+003
   0.5780359E+003   0.5772186E+003
   0.5090058E+003   0.5094277E+003
   0.5815080E+003   0.5813535E+003
   0.5774266E+003   0.5849374E+003
   0.7465829E+003   0.7416322E+003
   0.6157002E+003   0.6135120E+003
   0.5560861E+003   0.5540754E+003
   0.5295411E+003   0.5281676E+003
   0.5366621E+003   0.5389841E+003
   0.3865444E+003   0.3919237E+003
   0.3997379E+003   0.3999753E+003
   0.3498071E+003   0.3511571E+003
   0.3935161E+003   0.3967711E+003
   0.4594499E+003   0.4612802E+003
   0.4871451E+003   0.4865277E+003
   0.5486990E+003   0.5486909E+003
   0.5668669E+003   0.5692444E+003
   0.4487251E+003   0.4502354E+003
   0.4812597E+003   0.4941074E+003
   0.5922340E+003   0.5863612E+003
   0.2757041E+003   0.2708404E+003
   0.1788886E+003   0.1798400E+003
   0.1823669E+003   0.1817922E+003
   0.1982867E+003   0.1984029E+003
   0.5024244E+002   0.5096742E+002
   0.1173479E+003   0.1090477E+003
   0.1129352E+004   0.1077017E+004
   0.3850385E+003   0.3648270E+003
   0.8415077E+003   0.8325839E+003
   0.4511622E+003   0.4359191E+003
   0.4763073E+003   0.4742044E+003
   0.4756836E+003   0.4811783E+003
   0.6129663E+003   0.6323120E+003
   0.5832158E+003   0.5905415E+003
