#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.1917682E-001  -0.3294188E-002  -0.8759173E-001   0.2166320E-001  -0.3982953E-001   0.5997110E+000
   0.1742291E-001   0.2495749E-002  -0.8676213E-001   0.1140328E-001  -0.3980428E-001   0.5494420E+000
   0.4955621E-002   0.6505063E-002  -0.1317619E-001   0.2726989E-001  -0.2196971E-001   0.2473753E+000
   0.2262478E-001   0.2043584E-001  -0.1231163E+000   0.4155000E-001  -0.1369961E+000   0.8372319E+000
   0.4216886E-001   0.2584093E-001  -0.1141062E+000   0.2518514E-001  -0.1050849E+000   0.6278854E+000
   0.5437545E-001  -0.1819001E-001  -0.1229826E+000   0.2927449E-001   0.6347481E-001   0.3337706E+000
   0.1121454E-001   0.4233561E-002  -0.1545374E-001   0.9965744E-002  -0.2512001E-001   0.1183745E+000
   0.1661657E-001   0.5636833E-002  -0.6584143E-002   0.7198788E-002   0.7496377E-002   0.4680445E-001
   0.1135801E-001   0.1665182E-002   0.2995376E-002   0.5468978E-002  -0.6898079E-002   0.2449691E-001
   0.3038268E-001   0.1152050E-001   0.4567194E-001   0.1121006E-001   0.8563378E-002   0.1385724E+000
   0.8854143E-002  -0.2841924E-002  -0.3981549E-002   0.1569234E-001   0.5274951E-001   0.3129300E+000
   0.5370065E-002  -0.2246798E-002  -0.1473272E-001   0.1982089E-002   0.4405573E-002   0.9972153E-001
   0.1498728E-002   0.4396662E-003   0.1410633E-002   0.2043564E-002  -0.5952041E-002   0.3734112E-001
   0.9906679E-003   0.1523260E-003  -0.7968859E-003   0.3021360E-002  -0.1213668E-001   0.7458640E-001
   0.1540142E-001   0.1617077E-002   0.3712439E-001   0.2564929E-001  -0.1321356E-003   0.3580053E+000
   0.3086157E-001  -0.1499787E-002  -0.3944296E-002   0.6744311E-002   0.1597722E-002   0.1056299E+000
   0.1037285E-001   0.2159786E-002  -0.1781794E-001   0.6673397E-002   0.6111776E-001   0.8700565E+000
   0.1883576E-001   0.1581845E-001   0.8793104E-001   0.4568740E-001   0.1543670E+000   0.7288952E+000
   0.9311206E-002   0.1126136E-001   0.4750314E-001   0.3361453E-001   0.1134347E+000   0.4497224E+000
   0.8453486E-002  -0.3090414E-002  -0.1458736E-001   0.5476869E-002   0.1262193E-001   0.1064127E+000
   0.4201349E-001   0.3391068E-001  -0.5674995E-001   0.7771530E-001  -0.3960687E-001   0.1282972E+000
   0.1148891E+000   0.5651670E-001  -0.1691170E+000   0.4516415E-001  -0.9451162E-001   0.2663206E+000
   0.2173740E-001   0.9087862E-002  -0.2479212E-001   0.1715791E-001  -0.1421235E-001   0.3688672E-001
   0.1140348E+000   0.6911603E-001  -0.1949686E+000   0.5396182E-001  -0.1250015E+000   0.3493476E+000
   0.7226864E-001   0.2388126E-001  -0.1312222E+000   0.1044880E-001  -0.4293672E-001   0.2439244E+000
   0.1303821E-001  -0.8788981E-002  -0.4017188E-002   0.1320583E-001   0.7225293E-003   0.1143878E-001
   0.1867911E-001  -0.1572144E-002  -0.1392407E-001   0.9542180E-002  -0.5666600E-002   0.5357426E-001
   0.2051880E-001  -0.7696336E-002  -0.1872087E-001   0.1293608E-001   0.1067314E-001   0.6859861E-001
   0.2232985E-001  -0.6673995E-002   0.2428360E-001   0.1306228E-001  -0.1652685E-001   0.8828044E-001
   0.2080265E-001  -0.8261190E-002   0.3979024E-001   0.4413801E-001  -0.7014021E-001   0.2355625E+000
   0.4350580E-001  -0.1865555E-001   0.1891662E-001   0.4692226E-001  -0.1185123E-001   0.3262088E+000
   0.4904137E-001  -0.1295084E-001   0.1385971E-001   0.1543852E-001  -0.2996255E-001   0.1518131E+000
   0.1418796E-001   0.2342126E-002  -0.5121312E-002   0.6632668E-002  -0.1228188E-001   0.1024402E+000
   0.9094133E-002  -0.7395162E-003   0.9287942E-002   0.1265801E-001  -0.1134130E-001   0.2571803E-001
   0.1367730E-001  -0.4974798E-002   0.6877082E-002   0.1945876E-001  -0.8925736E-002   0.2512615E-001
   0.3588452E-001   0.4644357E-001   0.1552171E-001   0.1132668E+000   0.3289466E-001   0.1125059E+000
   0.7701330E-001   0.1013846E+000  -0.1709856E+000   0.1726688E+000  -0.2423002E+000   0.4692881E+000
   0.2084789E-001   0.1443861E-002   0.1228869E-001   0.4150485E-001   0.1503582E-001   0.1210109E+000
   0.2120721E-001  -0.4900770E-002   0.2036189E-001   0.4081200E-001   0.2747390E-001   0.1416780E+000
   0.1482376E-001  -0.1844541E-001  -0.1612995E-001   0.4571690E-001   0.2302474E-002   0.1420568E+000
   0.2128502E-001  -0.5977220E-002  -0.1686465E-001   0.6190281E-002   0.6368955E-002   0.6847527E-001
   0.2298315E-001  -0.2241351E-001   0.1659110E-002   0.2625666E-001  -0.2466023E-002   0.7433069E-001
   0.3013195E-001   0.5757183E-002  -0.3491228E-001   0.9082129E-002  -0.1538964E-001   0.9069586E-001
   0.2377304E-001   0.1529410E-001  -0.3864513E-001   0.4857341E-001  -0.7141298E-001   0.2018098E+000
   0.9166046E-001   0.7936181E-001  -0.2815457E+000   0.7702780E-001  -0.2591581E+000   0.9203450E+000
   0.3880095E-001  -0.1943196E-001  -0.5204924E-001   0.1458394E-001   0.3157583E-001   0.1311270E+000
   0.1463143E-001  -0.5686524E-002   0.9202360E-003   0.9846486E-002  -0.1087253E-001   0.9696691E-001
   0.1676614E-001  -0.8886609E-002  -0.6613188E-004   0.1083354E-001   0.7651477E-002   0.1682883E-001
   0.3206577E-001  -0.1160168E-001   0.6748923E-002   0.6996645E-002   0.1128733E-002   0.2506000E-001
   0.3087377E-001  -0.1052941E-001  -0.3297763E-001   0.8545529E-002   0.8569909E-002   0.2160982E+000
   0.1466672E-001  -0.9868675E-002  -0.3413393E-001   0.7432739E-002   0.2410665E-001   0.8348290E-001
   0.8029593E-003  -0.4204874E-003   0.8183051E-004   0.4200457E-003  -0.3783677E-003   0.6225641E-002
   0.2636209E-002  -0.1909498E-002  -0.3652879E-003   0.1914214E-002   0.3776903E-003   0.1225833E-001
   0.1975263E-002  -0.1873375E-002   0.6533165E-002   0.4795765E-002  -0.1138274E-001   0.4671665E-001
   0.1201330E-001  -0.4757624E-002   0.4080909E-001   0.1834381E-001  -0.1226256E-001   0.3574077E+000
   0.4585023E-001  -0.7206627E-002  -0.3389490E-001   0.1584613E-001   0.4062533E-001   0.5392295E+000
   0.1297584E-001   0.1746374E-002  -0.3125621E-002   0.1404269E-001  -0.2191377E-001   0.3672065E+000
   0.7803303E-002   0.1034684E-003   0.2215245E-001   0.3319618E-001   0.3959766E-001   0.1933979E+000
   0.2651028E-002   0.2732309E-002   0.1214525E-001   0.2715548E-001   0.7581504E-001   0.2279547E+000
   0.7781363E-002  -0.8189677E-002  -0.1995692E-002   0.1105629E-001  -0.2351691E-002   0.1848928E-001
   0.4827534E-001   0.6433602E-002  -0.2128943E-001   0.5006850E-001   0.3541953E-002   0.7080839E-001
   0.8753434E-001   0.3585657E-001  -0.7398033E-001   0.4422468E-001  -0.8774467E-001   0.1994270E+000
   0.1415689E-001   0.1536012E-001  -0.1195122E-001   0.2590962E-001  -0.1622131E-001   0.4715571E-001
   0.9503632E-001   0.5852580E-001  -0.1824729E+000   0.4479822E-001  -0.1099704E+000   0.3596176E+000
   0.2622212E-001  -0.1356940E-002  -0.3872502E-001   0.3684253E-002  -0.3776929E-003   0.7362562E-001
   0.1717820E-001  -0.1785630E-001   0.2154471E-001   0.2838716E-001  -0.2444245E-001   0.3793985E-001
   0.4692096E-001  -0.2725235E-001   0.5160730E-001   0.6128576E-001  -0.7408597E-001   0.1429980E+000
   0.1182857E-001  -0.3061518E-002  -0.2142281E-001   0.4855849E-001  -0.2474193E-001   0.1200184E+000
   0.3284351E-002  -0.2862702E-002   0.1156859E-001   0.2747953E-001  -0.4102000E-001   0.1593983E+000
   0.1472439E-001  -0.1361231E-001   0.2052483E-001   0.3539393E-001  -0.4016700E-001   0.1269840E+000
   0.4924536E-001  -0.2878241E-001   0.9042533E-001   0.5609641E-001  -0.9320255E-001   0.4863785E+000
   0.3639978E-001  -0.1879632E-001   0.3052913E-001   0.2466326E-001  -0.4305838E-001   0.5327405E+000
   0.4965130E-001   0.2613406E-002  -0.5489051E-001   0.1085059E-001  -0.2958935E-001   0.3690528E+000
   0.6224642E-001   0.4404482E-001  -0.2037216E+000   0.4006318E-001  -0.1673988E+000   0.8146266E+000
   0.3779730E-001   0.2496865E-001  -0.8075905E-001   0.8372533E-001  -0.2667444E+000   0.9763718E+000
   0.6857968E-001   0.2887987E-001   0.5031923E-001   0.1519781E+000  -0.1738105E+000   0.4367613E+000
   0.1001515E+000   0.7844481E-001   0.3740950E-001   0.1636399E+000   0.3891013E-001   0.6724803E+000
   0.6225470E-001   0.5041050E-001   0.9560549E-001   0.9505626E-001   0.1257974E+000   0.4116025E+000
   0.3486237E-001   0.1538049E-002   0.1856838E-001   0.5870143E-001   0.2545040E-001   0.1865441E+000
   0.1676605E-001  -0.1189523E-001   0.3407346E-001   0.6074221E-001  -0.7048949E-001   0.1752533E+000
   0.1822905E-001  -0.9432930E-002   0.2639236E-001   0.2395540E-001  -0.3558829E-001   0.8464889E-001
   0.2851297E-002  -0.6050042E-002   0.1021661E-001   0.2416058E-001  -0.3203250E-001   0.7796767E-001
