#sig_xx    sig_xy    sig_xz    sig_yy    sig_yz    sig_zz
   0.2401760E+001  -0.3098019E+000   0.6697973E+000   0.1750581E+001  -0.1138171E+001   0.1883122E+002
   0.2923365E+001   0.6570680E+000   0.3004422E+001   0.2482174E+001   0.1601451E+001   0.1984267E+002
   0.2518701E+001   0.9289654E+000   0.2860097E+001   0.3063491E+001   0.3703679E+001   0.1847667E+002
   0.2287775E+001   0.5240230E+000   0.1205919E+001   0.2626592E+001   0.3699868E+001   0.1566940E+002
   0.2513918E+001  -0.2754957E+000   0.4410763E+000   0.2752268E+001   0.2517536E+001   0.1226882E+002
   0.2489400E+001  -0.9361065E+000   0.2795772E-001   0.3082874E+001   0.1295424E+001   0.1260689E+002
   0.2716443E+001  -0.1045449E+001  -0.4436017E+000   0.3343726E+001   0.1448484E+001   0.1494487E+002
   0.4210162E+001  -0.3811196E+000  -0.3922929E+001   0.2862567E+001   0.1466125E+001   0.3460304E+002
   0.8487624E+001  -0.1139648E+000  -0.1805323E+002   0.2223426E+001   0.3034092E+001   0.1048335E+003
   0.1059391E+002  -0.7609642E+000  -0.2512063E+002   0.2392674E+001   0.5364762E+001   0.1551494E+003
   0.8755918E+001  -0.1510065E+001  -0.2226796E+002   0.4765138E+001   0.3211611E+001   0.1602413E+003
   0.6077964E+001  -0.1055772E+001  -0.1381989E+002   0.6280973E+001  -0.9852056E+000   0.1530277E+003
   0.4908558E+001  -0.4417527E-001  -0.7213182E+001   0.6352175E+001  -0.4243728E+001   0.1436336E+003
   0.5492030E+001  -0.5912237E+000  -0.2940503E+001   0.6402913E+001  -0.5283011E+001   0.1289025E+003
   0.5400632E+001  -0.6148705E+000  -0.2336054E+001   0.6028850E+001  -0.6612426E+001   0.1147474E+003
   0.5475675E+001  -0.5877096E+000  -0.6950207E+001   0.4338792E+001  -0.2196037E+001   0.1480358E+003
   0.4289271E+001  -0.4579805E+000  -0.8416050E+001   0.2157810E+001   0.3216696E+001   0.1866436E+003
   0.1831290E+001  -0.5319722E+000  -0.1986958E+001   0.1339590E+001   0.3036880E+001   0.1704181E+003
   0.1164301E+001  -0.5035088E+000  -0.3380870E+000   0.1498413E+001   0.2784812E+001   0.8707082E+002
   0.1117281E+001  -0.2839600E+000   0.1006083E+001   0.1529404E+001   0.9712879E+000   0.3443317E+002
   0.1301915E+001  -0.3070512E-001   0.6671068E+000   0.1792954E+001  -0.6187604E-001   0.2984092E+002
   0.1708212E+001   0.1446734E+000  -0.3735024E+000   0.2352269E+001  -0.1999133E+001   0.2516266E+002
   0.1752683E+001   0.2548176E+000  -0.1311180E+001   0.2692892E+001  -0.4592689E+001   0.2393403E+002
   0.1837238E+001   0.2684163E+000  -0.3951163E+000   0.2695724E+001  -0.6564035E+001   0.2923519E+002
   0.2169748E+001   0.5117521E-001   0.5029929E+000   0.2813756E+001  -0.7435413E+001   0.3620642E+002
   0.2493753E+001  -0.9435120E-001  -0.8349108E+000   0.2948224E+001  -0.8017686E+001   0.5658711E+002
   0.2707202E+001  -0.1666450E+000  -0.2041472E+001   0.2909823E+001  -0.7419844E+001   0.6281229E+002
   0.3320679E+001  -0.1760787E+000  -0.3393887E+001   0.2449884E+001  -0.5763391E+001   0.5065431E+002
   0.3511120E+001   0.5560809E-001  -0.3779064E+001   0.2157127E+001  -0.4704158E+001   0.3568659E+002
   0.3003929E+001   0.4425055E+000  -0.4102111E+001   0.2120053E+001  -0.4265318E+001   0.2661698E+002
   0.2901587E+001   0.9266881E+000  -0.5721021E+001   0.2307600E+001  -0.5186857E+001   0.2881254E+002
   0.2761443E+001   0.1087572E+001  -0.6681139E+001   0.2557290E+001  -0.7022354E+001   0.3792446E+002
   0.2683018E+001   0.1165799E+001  -0.6876684E+001   0.2937307E+001  -0.8568738E+001   0.5006538E+002
   0.2575523E+001   0.1115474E+001  -0.5659826E+001   0.3569982E+001  -0.8476133E+001   0.5271526E+002
   0.2461420E+001   0.9245797E+000  -0.4191559E+001   0.3930459E+001  -0.7009743E+001   0.5268288E+002
   0.2131685E+001   0.4782656E+000  -0.2449251E+001   0.3873430E+001  -0.5111294E+001   0.4937728E+002
   0.1944149E+001  -0.5071890E-002  -0.1091334E+001   0.3319631E+001  -0.1894259E+001   0.3811565E+002
   0.1837900E+001  -0.4065916E+000  -0.2802965E+000   0.2935587E+001  -0.1267719E+000   0.2796874E+002
   0.1792890E+001  -0.6781906E+000   0.1026958E+000   0.2560830E+001  -0.5749479E+000   0.2405819E+002
   0.1842668E+001  -0.7698792E+000  -0.3907991E+000   0.1944739E+001  -0.1737236E+001   0.2036696E+002
   0.2628892E+001  -0.1420238E+000   0.5790596E+000   0.2118247E+001   0.7242440E-001   0.1011326E+002
   0.3670449E+001   0.8964366E+000   0.2037113E+001   0.2927769E+001   0.1918774E+001   0.1223340E+002
   0.4147460E+001   0.1585409E+001   0.3432622E+001   0.3713354E+001   0.4356830E+001   0.1529980E+002
   0.4759497E+001   0.1587047E+001   0.3353425E+001   0.3520069E+001   0.4676204E+001   0.1705606E+002
   0.5807146E+001   0.4060840E+000   0.2422897E+001   0.3418404E+001   0.3277287E+001   0.1539274E+002
   0.5385132E+001  -0.8660644E+000   0.1385649E+001   0.3571479E+001   0.1799681E+001   0.1697739E+002
   0.4361279E+001  -0.1414530E+001  -0.8946063E+000   0.3738989E+001   0.1841442E+001   0.1888906E+002
   0.4864974E+001  -0.8811360E+000  -0.6141032E+001   0.3260818E+001   0.1455288E+001   0.3597791E+002
   0.9596310E+001  -0.4785655E+000  -0.2286671E+002   0.2519174E+001   0.2449267E+001   0.1061195E+003
   0.1147066E+002  -0.8508376E+000  -0.2801697E+002   0.2599544E+001   0.4147702E+001   0.1419902E+003
   0.9439555E+001  -0.1127746E+001  -0.2148225E+002   0.3685268E+001   0.9181557E+000   0.1297578E+003
   0.7075533E+001  -0.1010734E+001  -0.1078121E+002   0.5045169E+001  -0.2417094E+001   0.1193325E+003
   0.5843098E+001  -0.2013911E+000  -0.2548096E+001   0.5299665E+001  -0.4323692E+001   0.1181101E+003
   0.5860015E+001  -0.2491896E+000   0.1096451E+001   0.5256980E+001  -0.3468078E+001   0.1339914E+003
   0.5047656E+001  -0.5434882E+000  -0.6350676E+000   0.4942438E+001  -0.4286790E+001   0.1429759E+003
   0.4771305E+001  -0.3598131E+000  -0.7888613E+001   0.3811845E+001  -0.1439351E+001   0.1714925E+003
   0.4461534E+001  -0.3096303E+000  -0.1389943E+002   0.1994916E+001   0.4399448E+001   0.1736261E+003
   0.2749677E+001  -0.6594923E+000  -0.5721984E+001   0.1363778E+001   0.4559026E+001   0.1102649E+003
   0.1562606E+001  -0.7043545E+000  -0.7667705E+000   0.1329131E+001   0.1662280E+001   0.5767329E+002
   0.1149573E+001  -0.3529246E+000   0.1677562E+001   0.1197321E+001  -0.3323102E+000   0.4962022E+002
   0.1283474E+001  -0.1402203E+000   0.1113064E+001   0.1456961E+001  -0.8398505E+000   0.4691484E+002
   0.1715646E+001  -0.2287845E-001  -0.1206238E+000   0.1783859E+001  -0.1923333E+001   0.3928712E+002
   0.1752007E+001   0.2217389E+000  -0.1593654E+001   0.1821762E+001  -0.3149430E+001   0.3090544E+002
   0.1848726E+001   0.3819359E+000  -0.1593819E+001   0.1746779E+001  -0.3680378E+001   0.3114768E+002
   0.2120383E+001   0.3168876E+000  -0.9995733E+000   0.1712979E+001  -0.3805062E+001   0.2692182E+002
   0.2569538E+001   0.1536798E+000  -0.3240244E+001   0.1755661E+001  -0.3056662E+001   0.4332307E+002
   0.3245122E+001   0.1955199E+000  -0.6511039E+001   0.1953159E+001  -0.3147600E+001   0.5622724E+002
   0.3998536E+001   0.2080450E+000  -0.7571473E+001   0.1969432E+001  -0.2893502E+001   0.4523960E+002
   0.3872467E+001   0.3101298E+000  -0.5757182E+001   0.1925158E+001  -0.2754549E+001   0.3016493E+002
   0.3197950E+001   0.6642764E+000  -0.4695815E+001   0.2005858E+001  -0.3156324E+001   0.2465793E+002
   0.3021664E+001   0.9890464E+000  -0.5230426E+001   0.2237227E+001  -0.4531624E+001   0.3016642E+002
   0.2859750E+001   0.9736693E+000  -0.5563792E+001   0.2605682E+001  -0.6543351E+001   0.3741345E+002
   0.2791573E+001   0.9573102E+000  -0.5474177E+001   0.2938982E+001  -0.8237680E+001   0.4773454E+002
   0.2736468E+001   0.1053903E+001  -0.4678146E+001   0.3672232E+001  -0.8557695E+001   0.5311297E+002
   0.2594289E+001   0.9584279E+000  -0.3424140E+001   0.4330250E+001  -0.6553508E+001   0.5605492E+002
   0.2210017E+001   0.5722763E+000  -0.1658907E+001   0.4476138E+001  -0.4176349E+001   0.5160249E+002
   0.1965799E+001   0.2032820E+000  -0.3858331E+000   0.4117806E+001  -0.6425434E+000   0.3602891E+002
   0.1778489E+001  -0.8445932E-001   0.2265548E+000   0.3707927E+001   0.1853539E+001   0.2258157E+002
   0.1757249E+001  -0.4005905E+000   0.7304221E+000   0.3037736E+001   0.1815958E+001   0.1755300E+002
   0.1911611E+001  -0.6136465E+000   0.2440033E+000   0.2206533E+001   0.4055535E+000   0.1226452E+002
   0.2223067E+001  -0.2310574E+000   0.4440078E-001   0.2685483E+001  -0.1402959E-001   0.7889657E+001
   0.2805380E+001   0.4016525E+000   0.3448558E+000   0.3221901E+001   0.4847677E+000   0.7593119E+001
   0.3525185E+001   0.1209038E+001   0.2212328E+001   0.3861496E+001   0.2732540E+001   0.1235477E+002
   0.5148177E+001   0.1651460E+001   0.4240206E+001   0.3729390E+001   0.3188680E+001   0.1897154E+002
   0.7416680E+001   0.4154873E+000   0.3631833E+001   0.3348412E+001   0.1382878E+001   0.1872670E+002
   0.7480951E+001  -0.1051488E+001   0.2474442E+001   0.3358068E+001   0.3423749E-001   0.2001262E+002
   0.6256974E+001  -0.1748649E+001  -0.5138778E+000   0.3490835E+001   0.4390796E+000   0.2134757E+002
   0.5964983E+001  -0.1277894E+001  -0.6466892E+001   0.3161670E+001   0.5841907E+000   0.3506776E+002
   0.9973717E+001  -0.8771434E+000  -0.2339949E+002   0.2484020E+001   0.1145261E+001   0.9645232E+002
   0.1095281E+002  -0.9537288E+000  -0.2729047E+002   0.2435565E+001   0.2068892E+001   0.1156514E+003
   0.8467749E+001  -0.7548974E+000  -0.1924014E+002   0.2873852E+001  -0.3769020E+000   0.8880468E+002
   0.6439486E+001  -0.6590167E+000  -0.8022235E+001   0.3811216E+001  -0.1693534E+001   0.7667570E+002
   0.5868916E+001   0.1394372E+000   0.5093717E+000   0.4181313E+001  -0.2823606E+001   0.8567659E+002
   0.5604073E+001   0.2901810E+000   0.3903800E+001   0.4354971E+001  -0.8913012E+000   0.1282899E+003
   0.4612581E+001  -0.2035331E+000   0.8027739E+000   0.4182795E+001  -0.9005471E+000   0.1580009E+003
   0.4252478E+001  -0.1238450E+000  -0.7654211E+001   0.3442278E+001   0.2724962E+000   0.1797262E+003
   0.4377632E+001  -0.2290196E+000  -0.1645695E+002   0.2153216E+001   0.4555137E+001   0.1606704E+003
   0.3335767E+001  -0.6325253E+000  -0.8577945E+001   0.1312475E+001   0.2258956E+001   0.6146982E+002
   0.1855309E+001  -0.5935818E+000  -0.1148638E+001   0.1028502E+001   0.2880678E+000   0.4707695E+002
   0.1117371E+001  -0.2362332E+000   0.1466591E+001   0.8674063E+000   0.2476013E+000   0.6064804E+002
   0.1024322E+001  -0.1976817E+000   0.1230341E+001   0.1180420E+001   0.3015079E+000   0.5719917E+002
   0.1530024E+001  -0.2054922E+000  -0.1734601E+000   0.1445589E+001   0.2342847E-002   0.4616534E+002
   0.1696874E+001  -0.2278022E-001  -0.1498858E+001   0.1480255E+001  -0.7750989E+000   0.3322483E+002
   0.1865639E+001   0.1398894E+000  -0.1764312E+001   0.1471961E+001  -0.1123995E+001   0.2985771E+002
   0.2133244E+001   0.1678451E+000  -0.1702405E+001   0.1345641E+001  -0.1796810E+001   0.2223217E+002
   0.2679743E+001   0.6159899E-001  -0.4149774E+001   0.1342261E+001  -0.9334956E+000   0.3434747E+002
   0.3488895E+001   0.2900572E+000  -0.7611326E+001   0.1517738E+001  -0.1390229E+001   0.4640379E+002
   0.4238313E+001   0.4297372E+000  -0.8394883E+001   0.1630924E+001  -0.1545670E+001   0.3785543E+002
   0.4198098E+001   0.4038351E+000  -0.5640551E+001   0.1754484E+001  -0.1716360E+001   0.2567880E+002
   0.3604078E+001   0.5866458E+000  -0.3656964E+001   0.1898864E+001  -0.2125021E+001   0.2186327E+002
   0.3313981E+001   0.7168921E+000  -0.3077444E+001   0.2082064E+001  -0.3119724E+001   0.2419176E+002
   0.3053282E+001   0.4449959E+000  -0.2442980E+001   0.2424131E+001  -0.4465594E+001   0.2758052E+002
   0.2935691E+001   0.2609503E+000  -0.1975921E+001   0.2709617E+001  -0.5708706E+001   0.3604771E+002
   0.2796169E+001   0.4476739E+000  -0.1418899E+001   0.3259770E+001  -0.5814905E+001   0.4390584E+002
   0.2529513E+001   0.5801457E+000  -0.6096201E+000   0.3968240E+001  -0.4008857E+001   0.4945883E+002
   0.2177497E+001   0.3906510E+000   0.3231391E+000   0.4404265E+001  -0.1959021E+001   0.4812970E+002
   0.1966606E+001   0.2595623E+000   0.4456166E+000   0.4481539E+001   0.7889458E+000   0.3446169E+002
   0.1860147E+001   0.1066232E+000   0.4795452E+000   0.4339664E+001   0.2992859E+001   0.2232002E+002
   0.1834559E+001  -0.1763082E+000   0.8224456E+000   0.3659020E+001   0.2903459E+001   0.1805632E+002
   0.1892817E+001  -0.4280695E+000   0.3770710E+000   0.2933510E+001   0.1235235E+001   0.1204412E+002
   0.1399939E+001  -0.1340276E+000   0.3869774E+000   0.2373457E+001  -0.4412279E-001   0.7886839E+001
   0.1728475E+001   0.1135161E+000   0.1856965E+000   0.2790287E+001  -0.7452101E+000   0.6764334E+001
   0.2699122E+001   0.8019681E+000   0.2224032E+001   0.3197489E+001   0.6537836E+000   0.1182982E+002
   0.4946566E+001   0.1155837E+001   0.5724344E+001   0.3181977E+001   0.1058680E+001   0.2032020E+002
   0.7829632E+001  -0.3183615E+000   0.6244082E+001   0.3201817E+001  -0.9588071E+000   0.2288140E+002
   0.7961116E+001  -0.1688928E+001   0.5353425E+001   0.3457203E+001  -0.1958677E+001   0.2552859E+002
   0.6701964E+001  -0.2093947E+001   0.2512553E+001   0.3749298E+001  -0.7727433E+000   0.2706043E+002
   0.6219424E+001  -0.1507243E+001  -0.3780384E+001   0.3517499E+001   0.3783278E+000   0.3612680E+002
   0.9765015E+001  -0.1210557E+001  -0.1974652E+002   0.2905598E+001   0.1673327E+001   0.8465761E+002
   0.9887680E+001  -0.9714824E+000  -0.2187852E+002   0.2576726E+001   0.2382090E+001   0.9203311E+002
   0.7388269E+001  -0.8490342E-001  -0.1469199E+002   0.2422905E+001  -0.1431467E+000   0.6467071E+002
   0.5852680E+001   0.3456160E+000  -0.4850144E+001   0.2501240E+001   0.7022500E+000   0.5368560E+002
   0.5597214E+001   0.8969079E+000   0.4031833E+001   0.2789385E+001   0.1179512E+001   0.6993888E+002
   0.5391926E+001   0.1107994E+001   0.7612908E+001   0.3111480E+001   0.2523132E+001   0.1216296E+003
   0.4552932E+001   0.6328987E+000   0.4490466E+001   0.2790474E+001   0.7424308E+000   0.1512444E+003
   0.4273664E+001   0.4455367E+000  -0.5152750E+001   0.2487663E+001   0.1353810E+001   0.1802813E+003
   0.4868732E+001   0.8804202E-001  -0.1479032E+002   0.2032764E+001   0.4500846E+001   0.1520524E+003
   0.4069097E+001  -0.3296192E+000  -0.7482806E+001   0.1474235E+001   0.2050888E+001   0.5710884E+002
   0.2241217E+001  -0.2805196E+000  -0.6692938E+000   0.1115012E+001   0.8002929E+000   0.5060500E+002
   0.1330861E+001  -0.3633799E-001   0.1030641E+001   0.1043577E+001   0.1671531E+001   0.6376855E+002
   0.9768946E+000  -0.2111023E+000   0.8470756E+000   0.1529792E+001   0.2442429E+001   0.5859015E+002
   0.1293900E+001  -0.2763261E+000  -0.3119302E+000   0.1848698E+001   0.2353223E+001   0.4290586E+002
   0.1523011E+001  -0.9129238E-001  -0.1292016E+001   0.1904108E+001   0.1317010E+001   0.3064010E+002
   0.1832701E+001   0.1132292E+000  -0.1998966E+001   0.1908834E+001   0.5451384E+000   0.2794413E+002
   0.2273441E+001   0.1364236E+000  -0.3087707E+001   0.1596067E+001  -0.8726688E+000   0.2473030E+002
   0.2893467E+001   0.1756424E-001  -0.5762788E+001   0.1461484E+001  -0.4094706E+000   0.3331805E+002
   0.3663801E+001   0.2574547E+000  -0.8178880E+001   0.1525625E+001  -0.6140952E+000   0.4058108E+002
   0.4117205E+001   0.3126611E+000  -0.7234804E+001   0.1627250E+001  -0.8183872E+000   0.3187959E+002
   0.4044509E+001  -0.2236173E-001  -0.4025046E+001   0.2238073E+001  -0.1017482E+001   0.2282274E+002
   0.3572950E+001  -0.1085121E+000  -0.1982418E+001   0.2894008E+001  -0.1157733E+001   0.2008470E+002
   0.3496131E+001  -0.2019816E-001  -0.1479967E+001   0.3149559E+001  -0.1576645E+001   0.2019691E+002
   0.3325709E+001  -0.1943302E+000  -0.6110189E+000   0.3607742E+001  -0.1904134E+001   0.1759671E+002
   0.3231002E+001  -0.2786166E+000   0.4193443E+000   0.3964186E+001  -0.1791655E+001   0.1822320E+002
