 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.6249673E+003   0.6933209E+003
   0.6610359E+003   0.6643056E+003
   0.7811556E+003   0.7644966E+003
   0.9274351E+003   0.9144717E+003
   0.1067899E+004   0.1059185E+004
   0.1116547E+004   0.1111831E+004
   0.1049052E+004   0.1092264E+004
   0.9372110E+003   0.9859833E+003
   0.8800385E+003   0.9235696E+003
   0.9260648E+003   0.1006718E+004
   0.9289330E+003   0.1029851E+004
   0.9511391E+003   0.1036560E+004
   0.1033761E+004   0.1069942E+004
   0.1239828E+004   0.1332898E+004
   0.1414292E+004   0.1410947E+004
   0.1492665E+004   0.1288805E+004
   0.1391790E+004   0.1063983E+004
   0.1211806E+004   0.9415245E+003
   0.9883132E+003   0.9333096E+003
   0.7821739E+003   0.7971498E+003
   0.6742191E+003   0.6975081E+003
   0.6402106E+003   0.6645185E+003
   0.6492589E+003   0.6661356E+003
   0.6359544E+003   0.6480565E+003
   0.6576316E+003   0.6663519E+003
   0.7179197E+003   0.7356126E+003
   0.6974896E+003   0.7267741E+003
   0.6928972E+003   0.7232490E+003
   0.6976418E+003   0.7377377E+003
   0.7891819E+003   0.8231163E+003
   0.8654439E+003   0.8739151E+003
   0.8078239E+003   0.8151261E+003
   0.7430631E+003   0.7786325E+003
   0.7013689E+003   0.7371764E+003
   0.7001192E+003   0.7339192E+003
   0.6812400E+003   0.7221485E+003
   0.6301680E+003   0.6674310E+003
   0.5986275E+003   0.6224968E+003
   0.5882535E+003   0.6336855E+003
   0.5883392E+003   0.6742742E+003
   0.5913499E+003   0.6776189E+003
   0.5827830E+003   0.6073413E+003
   0.6745246E+003   0.6916644E+003
   0.8197759E+003   0.8510189E+003
   0.9374191E+003   0.9585033E+003
   0.9660885E+003   0.9764382E+003
   0.8986492E+003   0.9284574E+003
   0.8393405E+003   0.8770048E+003
   0.8288897E+003   0.8737232E+003
   0.8766692E+003   0.9448764E+003
   0.8675617E+003   0.9272196E+003
   0.9065726E+003   0.9742619E+003
   0.1051440E+004   0.1112822E+004
   0.1256785E+004   0.1316966E+004
   0.1397389E+004   0.1342803E+004
   0.1416048E+004   0.1127627E+004
   0.1386090E+004   0.1052555E+004
   0.1348656E+004   0.1102690E+004
   0.1245699E+004   0.1154518E+004
   0.1048371E+004   0.1018026E+004
   0.8968603E+003   0.9084460E+003
   0.7866494E+003   0.8294727E+003
   0.7631857E+003   0.7987802E+003
   0.7220882E+003   0.7654123E+003
   0.7369860E+003   0.7769378E+003
   0.8092679E+003   0.8642515E+003
   0.8009086E+003   0.8656938E+003
   0.8151734E+003   0.8918997E+003
   0.8756701E+003   0.9602388E+003
   0.9976176E+003   0.1057048E+004
   0.1062299E+004   0.1077003E+004
   0.9473125E+003   0.9551643E+003
   0.7917366E+003   0.8368615E+003
   0.7220726E+003   0.7692919E+003
   0.6863089E+003   0.7139542E+003
   0.6761342E+003   0.7031472E+003
   0.6221167E+003   0.6538495E+003
   0.5922943E+003   0.6257062E+003
   0.5956899E+003   0.6367693E+003
   0.5824354E+003   0.6676504E+003
   0.5843467E+003   0.6634193E+003
   0.5863389E+003   0.6143498E+003
   0.6582247E+003   0.6947001E+003
   0.7718331E+003   0.8168657E+003
   0.8643017E+003   0.8966251E+003
   0.8752361E+003   0.8950680E+003
   0.8119107E+003   0.8312305E+003
   0.7710803E+003   0.8025570E+003
   0.7797000E+003   0.8234078E+003
   0.8237304E+003   0.9055626E+003
   0.8217795E+003   0.9134861E+003
   0.8811910E+003   0.9597513E+003
   0.1052233E+004   0.1085699E+004
   0.1246509E+004   0.1229361E+004
   0.1336445E+004   0.1254226E+004
   0.1326602E+004   0.1082987E+004
   0.1348683E+004   0.1153091E+004
   0.1417380E+004   0.1281018E+004
   0.1410408E+004   0.1331498E+004
   0.1262717E+004   0.1196470E+004
   0.1105461E+004   0.1077045E+004
   0.9769053E+003   0.9913692E+003
   0.9383239E+003   0.9618957E+003
   0.8753907E+003   0.9484102E+003
   0.8621209E+003   0.9478952E+003
   0.8764722E+003   0.9785862E+003
   0.8683184E+003   0.9560665E+003
   0.9152537E+003   0.9862542E+003
   0.1041746E+004   0.1105892E+004
   0.1199512E+004   0.1240971E+004
   0.1231970E+004   0.1256303E+004
   0.1086410E+004   0.1111538E+004
   0.8731775E+003   0.9212356E+003
   0.7682741E+003   0.8185666E+003
   0.7015404E+003   0.7254095E+003
   0.6817247E+003   0.7071719E+003
   0.6294611E+003   0.6665971E+003
   0.5898178E+003   0.6416088E+003
   0.5802873E+003   0.6393115E+003
   0.5678273E+003   0.6473476E+003
   0.5977249E+003   0.6701871E+003
   0.6218440E+003   0.6568771E+003
   0.6673821E+003   0.7179924E+003
   0.7332454E+003   0.7940420E+003
   0.7890924E+003   0.8440696E+003
   0.7946175E+003   0.8426055E+003
   0.7526133E+003   0.7891833E+003
   0.7202395E+003   0.7669154E+003
   0.7237065E+003   0.7718970E+003
   0.7696032E+003   0.8273886E+003
   0.8075965E+003   0.8704091E+003
   0.8951179E+003   0.9228749E+003
   0.1071148E+004   0.1028259E+004
   0.1229598E+004   0.1135101E+004
   0.1275010E+004   0.1194581E+004
   0.1243996E+004   0.1105333E+004
   0.1233521E+004   0.1172635E+004
   0.1297879E+004   0.1257464E+004
   0.1327092E+004   0.1287916E+004
   0.1264529E+004   0.1223901E+004
   0.1181962E+004   0.1152493E+004
   0.1087695E+004   0.1081835E+004
   0.1021714E+004   0.1021701E+004
   0.9606940E+003   0.1017026E+004
   0.9014900E+003   0.9594510E+003
   0.8716407E+003   0.9350788E+003
   0.8659129E+003   0.9103146E+003
   0.9616108E+003   0.9696392E+003
   0.1126137E+004   0.1109090E+004
   0.1249969E+004   0.1250604E+004
   0.1233413E+004   0.1260525E+004
   0.1112158E+004   0.1142696E+004
   0.9099104E+003   0.9540701E+003
   0.7912297E+003   0.8437304E+003
   0.6921125E+003   0.7227435E+003
   0.6477706E+003   0.6691044E+003
   0.6109674E+003   0.6557693E+003
   0.5688777E+003   0.6277816E+003
   0.5677050E+003   0.6350415E+003
   0.5678734E+003   0.6473644E+003
   0.6169851E+003   0.6934301E+003
   0.6626925E+003   0.7142319E+003
   0.6803621E+003   0.7219488E+003
   0.6971741E+003   0.7382844E+003
   0.7159448E+003   0.7608271E+003
   0.7121070E+003   0.7578310E+003
   0.6983249E+003   0.7417759E+003
   0.6746520E+003   0.7329304E+003
   0.6734820E+003   0.7393229E+003
   0.7130027E+003   0.7810117E+003
   0.7748632E+003   0.8416004E+003
   0.9010767E+003   0.9276594E+003
   0.1070046E+004   0.1034695E+004
   0.1201195E+004   0.1132701E+004
   0.1213980E+004   0.1181522E+004
   0.1160017E+004   0.1116565E+004
   0.1079413E+004   0.1106031E+004
   0.1067563E+004   0.1108809E+004
   0.1078632E+004   0.1130813E+004
   0.1110042E+004   0.1165058E+004
   0.1116503E+004   0.1156910E+004
   0.1084779E+004   0.1105481E+004
   0.1034930E+004   0.1036665E+004
   0.9934728E+003   0.1071429E+004
   0.9083549E+003   0.9734191E+003
   0.8191095E+003   0.8835835E+003
   0.8135910E+003   0.8635207E+003
   0.9434007E+003   0.9654016E+003
   0.1129456E+004   0.1104742E+004
   0.1230947E+004   0.1215583E+004
   0.1184213E+004   0.1195288E+004
   0.1080711E+004   0.1102428E+004
   0.9019232E+003   0.9199367E+003
   0.7402442E+003   0.7751355E+003
   0.6326202E+003   0.6629460E+003
   0.5853093E+003   0.5914997E+003
   0.6085881E+003   0.6426370E+003
   0.5907056E+003   0.6415344E+003
   0.5954337E+003   0.6574383E+003
   0.5896212E+003   0.6674122E+003
   0.6541676E+003   0.7447910E+003
   0.7127108E+003   0.7580165E+003
   0.7115848E+003   0.7231852E+003
   0.7124281E+003   0.7356223E+003
   0.6989723E+003   0.7369476E+003
   0.6773507E+003   0.6984475E+003
   0.6659730E+003   0.6878347E+003
   0.6626344E+003   0.6916265E+003
   0.6631912E+003   0.7033590E+003
