 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.4116869E+003   0.4151902E+003
   0.7891032E+003   0.7891565E+003
   0.6177850E+003   0.6180293E+003
   0.7506344E+003   0.7489968E+003
   0.1083262E+004   0.1091256E+004
   0.1109960E+004   0.1110855E+004
   0.1167897E+004   0.1161597E+004
   0.9814040E+003   0.9947968E+003
   0.8432377E+003   0.8659434E+003
   0.7787195E+003   0.7843366E+003
   0.1148510E+004   0.1161756E+004
   0.9165841E+003   0.9305207E+003
   0.7359459E+003   0.7356840E+003
   0.1976233E+004   0.2061550E+004
   0.3224511E+004   0.3434903E+004
   0.4197004E+004   0.4178018E+004
   0.3037302E+004   0.2106958E+004
   0.9505153E+003   0.9341689E+003
   0.4071674E+003   0.4182000E+003
   0.3865767E+003   0.3869930E+003
   0.6164816E+003   0.6175219E+003
   0.7520391E+003   0.7525212E+003
   0.7198530E+003   0.7210410E+003
   0.5855462E+003   0.5953033E+003
   0.5803956E+003   0.5950965E+003
   0.3264851E+003   0.3272384E+003
   0.5346357E+003   0.5349526E+003
   0.3438493E+003   0.3428578E+003
   0.5940094E+003   0.5938949E+003
   0.8962319E+003   0.8915809E+003
   0.5641609E+003   0.5640649E+003
   0.5704304E+003   0.5741233E+003
   0.7738268E+003   0.7784481E+003
   0.6641485E+003   0.6651189E+003
   0.6696798E+003   0.6728681E+003
   0.6950520E+003   0.6979055E+003
   0.5630515E+003   0.5721294E+003
   0.6185049E+003   0.6185002E+003
   0.6574044E+003   0.6584797E+003
   0.5979164E+003   0.6060585E+003
   0.4412677E+003   0.4518449E+003
   0.7633579E+003   0.7434098E+003
   0.6040889E+003   0.6128203E+003
   0.8980149E+003   0.9090457E+003
   0.1189253E+004   0.1208435E+004
   0.1196989E+004   0.1216169E+004
   0.8636975E+003   0.8684903E+003
   0.8090184E+003   0.8311599E+003
   0.7961834E+003   0.8188561E+003
   0.8676286E+003   0.8662079E+003
   0.1007890E+004   0.1033551E+004
   0.6371319E+003   0.6359020E+003
   0.1153547E+004   0.1148648E+004
   0.2583659E+004   0.2669089E+004
   0.2894405E+004   0.3075195E+004
   0.2620350E+004   0.2587223E+004
   0.3883371E+004   0.3953617E+004
   0.2494960E+004   0.2348717E+004
   0.1776295E+004   0.1661347E+004
   0.6545047E+003   0.6556689E+003
   0.4086836E+003   0.4126040E+003
   0.4624552E+003   0.4626894E+003
   0.6213770E+003   0.6213070E+003
   0.7567553E+003   0.7587047E+003
   0.2963370E+003   0.2980331E+003
   0.3994172E+003   0.3983437E+003
   0.5873949E+003   0.5874191E+003
   0.2526790E+003   0.2517690E+003
   0.2347571E+003   0.2373835E+003
   0.1336436E+004   0.1328124E+004
   0.8771900E+003   0.8679143E+003
   0.5164232E+003   0.5297007E+003
   0.5081241E+003   0.5422670E+003
   0.7529536E+003   0.7598412E+003
   0.7002920E+003   0.7000829E+003
   0.6746519E+003   0.6783413E+003
   0.6813337E+003   0.6825330E+003
   0.4686564E+003   0.4750154E+003
   0.6854680E+003   0.6851158E+003
   0.7375826E+003   0.7418476E+003
   0.4394864E+003   0.4501856E+003
   0.6185021E+003   0.6221140E+003
   0.6094528E+003   0.6054662E+003
   0.9679655E+003   0.9783466E+003
   0.1086480E+004   0.1089004E+004
   0.1006552E+004   0.1005929E+004
   0.8686408E+003   0.8695540E+003
   0.8160882E+003   0.8156795E+003
   0.8084076E+003   0.7984998E+003
   0.7986923E+003   0.7955965E+003
   0.9256739E+003   0.9339654E+003
   0.8476078E+003   0.8464660E+003
   0.9864815E+003   0.9841382E+003
   0.2193864E+004   0.2193496E+004
   0.2526900E+004   0.2695877E+004
   0.2128024E+004   0.2117701E+004
   0.2976736E+004   0.2950752E+004
   0.2475762E+004   0.2430536E+004
   0.2747712E+004   0.2731428E+004
   0.2576219E+004   0.2492806E+004
   0.1484491E+004   0.1435470E+004
   0.1181884E+004   0.1163451E+004
   0.7461732E+003   0.7619639E+003
   0.7632777E+003   0.7640553E+003
   0.6536052E+003   0.6706521E+003
   0.4791053E+003   0.5110779E+003
   0.3931220E+003   0.4122244E+003
   0.3209353E+003   0.3324717E+003
   0.5649183E+003   0.5500969E+003
   0.1544693E+004   0.1565146E+004
   0.1308393E+004   0.1305805E+004
   0.5155389E+003   0.5154630E+003
   0.6849681E+003   0.6864614E+003
   0.6092165E+003   0.6304301E+003
   0.8302754E+003   0.8337104E+003
   0.6677190E+003   0.6674523E+003
   0.6621007E+003   0.6707134E+003
   0.5609037E+003   0.5642776E+003
   0.4322101E+003   0.4335534E+003
   0.5001783E+003   0.5046551E+003
   0.5634017E+003   0.5448617E+003
   0.8850616E+003   0.9273775E+003
   0.8316269E+003   0.8420268E+003
   0.8137423E+003   0.8196742E+003
   0.8601581E+003   0.8652431E+003
   0.8370077E+003   0.8358940E+003
   0.7238104E+003   0.7230421E+003
   0.6179617E+003   0.6207594E+003
   0.7202566E+003   0.7209039E+003
   0.7861295E+003   0.7929685E+003
   0.9750037E+003   0.1049099E+004
   0.7421518E+003   0.7912858E+003
   0.1143799E+004   0.1151871E+004
   0.2834736E+004   0.2623357E+004
   0.3181193E+004   0.3035152E+004
   0.1695338E+004   0.1670652E+004
   0.2994126E+004   0.3156984E+004
   0.2232329E+004   0.2201218E+004
   0.1725849E+004   0.1713688E+004
   0.1506690E+004   0.1504475E+004
   0.1244630E+004   0.1241580E+004
   0.1401123E+004   0.1393251E+004
   0.1316227E+004   0.1319193E+004
   0.1262303E+004   0.1256074E+004
   0.1067561E+004   0.1102992E+004
   0.7864204E+003   0.7879430E+003
   0.8393701E+003   0.8383505E+003
   0.1073663E+004   0.1072494E+004
   0.1199173E+004   0.1197533E+004
   0.1802508E+004   0.1796536E+004
   0.1188696E+004   0.1212876E+004
   0.7675694E+003   0.7621127E+003
   0.8725100E+003   0.8828723E+003
   0.9821336E+003   0.9790967E+003
   0.7817133E+003   0.7862108E+003
   0.6379568E+003   0.6380583E+003
   0.7286040E+003   0.7327192E+003
   0.6510606E+003   0.6797506E+003
   0.4774786E+003   0.4770602E+003
   0.3580314E+003   0.3697437E+003
   0.7262702E+003   0.7466333E+003
   0.8654929E+003   0.8732816E+003
   0.8080992E+003   0.8100866E+003
   0.7158915E+003   0.7248889E+003
   0.6396830E+003   0.6391712E+003
   0.6445990E+003   0.6444963E+003
   0.4913600E+003   0.4900744E+003
   0.5229640E+003   0.5305326E+003
   0.5494909E+003   0.5848960E+003
   0.6378079E+003   0.6670139E+003
   0.9065396E+003   0.9241838E+003
   0.1070178E+004   0.1104240E+004
   0.1805649E+004   0.1756843E+004
   0.2172250E+004   0.2129540E+004
   0.2086011E+004   0.1996137E+004
   0.1190339E+004   0.1225365E+004
   0.1778049E+004   0.1933059E+004
   0.9303517E+003   0.9263588E+003
   0.7068082E+003   0.7176811E+003
   0.5652727E+003   0.5709334E+003
   0.1067708E+004   0.1057307E+004
   0.9992874E+003   0.9974306E+003
   0.1077050E+004   0.1082930E+004
   0.8535978E+003   0.8523748E+003
   0.7886008E+003   0.9109488E+003
   0.5928938E+003   0.6406987E+003
   0.1025317E+004   0.1058147E+004
   0.1129763E+004   0.1133028E+004
   0.1140302E+004   0.1132138E+004
   0.1117153E+004   0.1111998E+004
   0.9937933E+003   0.9775401E+003
   0.7122919E+003   0.7133788E+003
   0.8790014E+003   0.8775530E+003
   0.7902378E+003   0.7794884E+003
   0.5670445E+003   0.5667182E+003
   0.6765557E+003   0.6786653E+003
   0.4164465E+003   0.4143389E+003
   0.4945252E+003   0.4968175E+003
   0.6123728E+003   0.6265144E+003
   0.6746446E+003   0.7297637E+003
   0.8443308E+003   0.8556667E+003
   0.7389251E+003   0.7489408E+003
   0.7812332E+003   0.7828691E+003
   0.6815847E+003   0.6844086E+003
   0.5075023E+003   0.5130571E+003
   0.6296040E+003   0.6290088E+003
   0.6143097E+003   0.6157580E+003
   0.5754019E+003   0.5790543E+003
   0.6764534E+003   0.6757225E+003
   0.5739088E+003   0.5768611E+003
   0.6943086E+003   0.6917709E+003
   0.1221650E+004   0.1220695E+004
   0.1576688E+004   0.1605483E+004
   0.1155924E+004   0.1201155E+004
   0.1254066E+004   0.1289442E+004
   0.1500362E+004   0.1584108E+004
   0.1075862E+004   0.1106299E+004
   0.4623931E+003   0.4663898E+003
   0.5931132E+003   0.5946768E+003
   0.5758417E+003   0.5730052E+003
   0.1013238E+004   0.1012571E+004
   0.9708649E+003   0.9621614E+003
   0.8064022E+003   0.8076695E+003
   0.8504118E+003   0.8493038E+003
   0.1046351E+004   0.1113656E+004
   0.6179911E+003   0.6179919E+003
   0.3434235E+003   0.3425521E+003
   0.9889519E+003   0.1005763E+004
   0.1157854E+004   0.1154226E+004
   0.8647351E+003   0.8592811E+003
   0.1065763E+004   0.1065090E+004
   0.7460514E+003   0.7460822E+003
   0.5626040E+003   0.5600829E+003
   0.4571894E+003   0.4586712E+003
   0.3868929E+003   0.3913570E+003
   0.5286818E+003   0.5247196E+003
   0.3949710E+003   0.3975257E+003
   0.6992088E+003   0.6929417E+003
   0.4603359E+003   0.4644774E+003
   0.6644617E+003   0.6763476E+003
   0.1128532E+004   0.1118191E+004
   0.8600095E+003   0.8463489E+003
   0.6084004E+003   0.6113521E+003
   0.6425191E+003   0.6436887E+003
   0.8070446E+003   0.8229454E+003
   0.4793882E+003   0.4795341E+003
   0.4828378E+003   0.4895370E+003
   0.6714381E+003   0.6725636E+003
   0.7540551E+003   0.7724989E+003
   0.5506430E+003   0.5520003E+003
   0.5616333E+003   0.5626112E+003
   0.5510621E+003   0.5481428E+003
   0.7075116E+003   0.7063248E+003
   0.7246412E+003   0.7450705E+003
   0.8580353E+003   0.8872949E+003
   0.7578591E+003   0.7615677E+003
   0.5627921E+003   0.5623332E+003
   0.4190304E+003   0.4189601E+003
   0.5287864E+003   0.5307625E+003
   0.9648795E+003   0.9824276E+003
   0.9462618E+003   0.9501828E+003
   0.1133747E+004   0.1132460E+004
   0.8553627E+003   0.8532579E+003
   0.1010515E+004   0.1010207E+004
   0.1124864E+004   0.1122681E+004
   0.1071302E+004   0.1094328E+004
   0.4898005E+003   0.5049525E+003
   0.6151178E+003   0.6194938E+003
   0.8682452E+003   0.8693324E+003
   0.1190753E+004   0.1199197E+004
   0.1231301E+004   0.1227145E+004
   0.9466858E+003   0.9314652E+003
   0.5241911E+003   0.5260809E+003
   0.4439531E+003   0.4496202E+003
   0.4073362E+003   0.4285919E+003
   0.3422727E+003   0.3420432E+003
   0.7525255E+003   0.7361520E+003
   0.1811893E+004   0.1806636E+004
   0.6418566E+003   0.6474675E+003
   0.5583006E+003   0.5609320E+003
   0.9811651E+003   0.1010427E+004
   0.5887559E+003   0.5893204E+003
   0.7403023E+003   0.7093561E+003
   0.1062850E+004   0.1094229E+004
   0.7559475E+003   0.7593211E+003
   0.5265784E+003   0.5268199E+003
   0.6429337E+003   0.6531416E+003
   0.7103306E+003   0.7107770E+003
   0.8064557E+003   0.8526495E+003
   0.9093596E+003   0.9349867E+003
   0.7600272E+003   0.7684422E+003
   0.8302733E+003   0.8250010E+003
   0.3732641E+003   0.3911646E+003
   0.3069380E+003   0.3048268E+003
   0.3515596E+003   0.3496842E+003
   0.4820844E+003   0.4813218E+003
   0.4968227E+003   0.4967521E+003
   0.4525151E+003   0.4527620E+003
   0.6754876E+003   0.6846698E+003
   0.1083526E+004   0.1082102E+004
   0.8946220E+003   0.8935823E+003
   0.8041463E+003   0.8053556E+003
   0.8645416E+003   0.8622900E+003
   0.7567016E+003   0.7573281E+003
   0.1167396E+004   0.1170506E+004
   0.9957660E+003   0.9896342E+003
   0.6730011E+003   0.6779989E+003
   0.1213759E+004   0.1159465E+004
   0.1022208E+004   0.1027751E+004
   0.8012999E+003   0.8196345E+003
