 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.6390296E+003   0.7011114E+003
   0.6691872E+003   0.7207784E+003
   0.6709570E+003   0.7197612E+003
   0.6534868E+003   0.7156738E+003
   0.6065132E+003   0.6864242E+003
   0.5507766E+003   0.6132804E+003
   0.5108922E+003   0.5268367E+003
   0.5215782E+003   0.5217906E+003
   0.5617820E+003   0.5604173E+003
   0.6068493E+003   0.6129515E+003
   0.6390265E+003   0.6524393E+003
   0.6535746E+003   0.6666724E+003
   0.6400650E+003   0.6419489E+003
   0.6002880E+003   0.5951713E+003
   0.5633887E+003   0.5799809E+003
   0.5348645E+003   0.6196463E+003
   0.5014819E+003   0.6031315E+003
   0.4847040E+003   0.5643743E+003
   0.4793276E+003   0.5262799E+003
   0.4697048E+003   0.5056565E+003
   0.4585405E+003   0.5046034E+003
   0.4627046E+003   0.5154587E+003
   0.4699589E+003   0.5142898E+003
   0.4878153E+003   0.5135872E+003
   0.5128649E+003   0.5148803E+003
   0.5386901E+003   0.5394541E+003
   0.5752830E+003   0.5805561E+003
   0.6179133E+003   0.6254125E+003
   0.6578754E+003   0.6736566E+003
   0.6997889E+003   0.7251120E+003
   0.7370117E+003   0.7648341E+003
   0.7626159E+003   0.7815441E+003
   0.7564783E+003   0.7807376E+003
   0.7165783E+003   0.7497111E+003
   0.6610864E+003   0.7049162E+003
   0.6126944E+003   0.6598130E+003
   0.5656816E+003   0.6153617E+003
   0.5350976E+003   0.5855138E+003
   0.5451365E+003   0.5944503E+003
   0.5888259E+003   0.6401009E+003
   0.6176397E+003   0.6908764E+003
   0.6365421E+003   0.7044768E+003
   0.6415924E+003   0.7062277E+003
   0.6283592E+003   0.7002217E+003
   0.5855285E+003   0.6667118E+003
   0.5355746E+003   0.5853566E+003
   0.5072936E+003   0.5116223E+003
   0.5156744E+003   0.5164869E+003
   0.5489587E+003   0.5561962E+003
   0.5874157E+003   0.6050746E+003
   0.6145573E+003   0.6393730E+003
   0.6300611E+003   0.6541113E+003
   0.6273578E+003   0.6396248E+003
   0.6029901E+003   0.6007178E+003
   0.5795414E+003   0.5876652E+003
   0.5609936E+003   0.6523593E+003
   0.5303336E+003   0.6500685E+003
   0.4989874E+003   0.6031481E+003
   0.4721973E+003   0.5474847E+003
   0.4503947E+003   0.5069133E+003
   0.4340890E+003   0.4859916E+003
   0.4285643E+003   0.4792230E+003
   0.4323650E+003   0.4732865E+003
   0.4585920E+003   0.4907423E+003
   0.4894460E+003   0.4975586E+003
   0.5244251E+003   0.5181452E+003
   0.5814467E+003   0.5837464E+003
   0.6490171E+003   0.6550118E+003
   0.7129436E+003   0.7236650E+003
   0.7794369E+003   0.8000581E+003
   0.8208589E+003   0.8487385E+003
   0.8266626E+003   0.8533930E+003
   0.8071839E+003   0.8456112E+003
   0.7643720E+003   0.8145215E+003
   0.7060822E+003   0.7625257E+003
   0.6542775E+003   0.7098597E+003
   0.6120930E+003   0.6652826E+003
   0.5773576E+003   0.6285282E+003
   0.5673968E+003   0.6148110E+003
   0.5865426E+003   0.6384422E+003
   0.6389920E+003   0.6977689E+003
   0.6470020E+003   0.7006302E+003
   0.6456332E+003   0.6958237E+003
   0.6312043E+003   0.6865451E+003
   0.5935996E+003   0.6522471E+003
   0.5529418E+003   0.5740578E+003
   0.5342398E+003   0.5290290E+003
   0.5414390E+003   0.5431333E+003
   0.5656086E+003   0.5763539E+003
   0.5900508E+003   0.6076558E+003
   0.6032580E+003   0.6240421E+003
   0.6085973E+003   0.6306172E+003
   0.6092081E+003   0.6263590E+003
   0.5960592E+003   0.6005771E+003
   0.5820610E+003   0.5820889E+003
   0.5701096E+003   0.6429340E+003
   0.5460174E+003   0.6711300E+003
   0.5101513E+003   0.6281370E+003
   0.4746315E+003   0.5708373E+003
   0.4434066E+003   0.5200187E+003
   0.4233185E+003   0.4872851E+003
   0.4159597E+003   0.4708044E+003
   0.4165848E+003   0.4525646E+003
   0.4443511E+003   0.4702320E+003
   0.4867622E+003   0.5015666E+003
   0.5393260E+003   0.5471819E+003
   0.6144196E+003   0.6361333E+003
   0.6999460E+003   0.7240126E+003
   0.7807272E+003   0.8032630E+003
   0.8546793E+003   0.8868939E+003
   0.8898396E+003   0.9302849E+003
   0.8680076E+003   0.9017263E+003
   0.8261596E+003   0.8712563E+003
   0.7776075E+003   0.8342816E+003
   0.7165745E+003   0.7795537E+003
   0.6640306E+003   0.7229141E+003
   0.6365270E+003   0.6911208E+003
   0.6192768E+003   0.6692630E+003
   0.6085795E+003   0.6457019E+003
   0.6194094E+003   0.6509556E+003
   0.6799663E+003   0.7115646E+003
   0.6934452E+003   0.7154079E+003
   0.6979503E+003   0.7110116E+003
   0.6882654E+003   0.7018797E+003
   0.6593095E+003   0.6772400E+003
   0.6238213E+003   0.6214651E+003
   0.5993435E+003   0.5918331E+003
   0.5933120E+003   0.5988145E+003
   0.5997680E+003   0.6139960E+003
   0.6078782E+003   0.6231198E+003
   0.6051670E+003   0.6195380E+003
   0.6000710E+003   0.6157949E+003
   0.5977990E+003   0.6142040E+003
   0.5901337E+003   0.6010756E+003
   0.5784336E+003   0.5787880E+003
   0.5686648E+003   0.5883240E+003
   0.5501558E+003   0.6441667E+003
   0.5164316E+003   0.6288962E+003
   0.4798720E+003   0.5809065E+003
   0.4482999E+003   0.5341290E+003
   0.4256417E+003   0.4981463E+003
   0.4170649E+003   0.4780246E+003
   0.4150407E+003   0.4432106E+003
   0.4422008E+003   0.4486617E+003
   0.4992439E+003   0.5066868E+003
   0.5729203E+003   0.5991516E+003
   0.6624964E+003   0.7155119E+003
   0.7570497E+003   0.8078115E+003
   0.8507235E+003   0.8855782E+003
   0.9138433E+003   0.9569472E+003
   0.9291690E+003   0.9800510E+003
   0.8801908E+003   0.9211884E+003
   0.8199019E+003   0.8727484E+003
   0.7608813E+003   0.8242504E+003
   0.6961238E+003   0.7649380E+003
   0.6472228E+003   0.7102244E+003
   0.6351157E+003   0.6890929E+003
   0.6386921E+003   0.6872814E+003
   0.6413905E+003   0.6725678E+003
   0.6567403E+003   0.6714077E+003
   0.7354976E+003   0.7363503E+003
   0.7796204E+003   0.7738250E+003
   0.8138378E+003   0.7999637E+003
   0.8300454E+003   0.8110453E+003
   0.8102248E+003   0.7974497E+003
   0.7608879E+003   0.7553706E+003
   0.7085751E+003   0.7131568E+003
   0.6698011E+003   0.6834116E+003
   0.6397443E+003   0.6604925E+003
   0.6284216E+003   0.6482904E+003
   0.6170645E+003   0.6332359E+003
   0.6074856E+003   0.6208981E+003
   0.6005937E+003   0.6152258E+003
   0.5907543E+003   0.6064452E+003
   0.5760114E+003   0.5842343E+003
   0.5655008E+003   0.5638311E+003
   0.5495542E+003   0.5693123E+003
   0.5177571E+003   0.5696525E+003
   0.4789899E+003   0.5551017E+003
   0.4460413E+003   0.5199564E+003
   0.4221809E+003   0.4891074E+003
   0.4142926E+003   0.4722460E+003
   0.4141735E+003   0.4329367E+003
   0.4477288E+003   0.4334647E+003
   0.5292853E+003   0.5238141E+003
   0.6227122E+003   0.6621293E+003
   0.7186580E+003   0.8035683E+003
   0.8133156E+003   0.8796006E+003
   0.9050549E+003   0.9346550E+003
   0.9412283E+003   0.9727676E+003
   0.9291728E+003   0.9670767E+003
   0.8561807E+003   0.8912346E+003
   0.7784922E+003   0.8279470E+003
   0.7117586E+003   0.7741740E+003
   0.6516460E+003   0.7199442E+003
   0.6112102E+003   0.6713013E+003
   0.6145593E+003   0.6631076E+003
   0.6409222E+003   0.6853943E+003
   0.6601428E+003   0.6859611E+003
   0.6897535E+003   0.6924148E+003
   0.8100019E+003   0.8306045E+003
   0.8837638E+003   0.9411636E+003
   0.9502734E+003   0.1019500E+004
   0.1002964E+004   0.1068169E+004
   0.9996082E+003   0.1067949E+004
   0.9307945E+003   0.1010339E+004
   0.8437161E+003   0.9195536E+003
   0.7659306E+003   0.8175715E+003
   0.6930197E+003   0.7209154E+003
   0.6467737E+003   0.6719511E+003
   0.6277210E+003   0.6497484E+003
   0.6218707E+003   0.6386440E+003
   0.6169739E+003   0.6335926E+003
   0.6033812E+003   0.6237315E+003
