 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.4459412E+003   0.4536627E+003
   0.7145872E+003   0.7120515E+003
   0.6725750E+003   0.6761088E+003
   0.8069100E+003   0.7978325E+003
   0.1093255E+004   0.1113566E+004
   0.1179397E+004   0.1186079E+004
   0.1147585E+004   0.1138321E+004
   0.9737088E+003   0.1011311E+004
   0.8292003E+003   0.8919361E+003
   0.8303166E+003   0.8415986E+003
   0.1103790E+004   0.1150707E+004
   0.9106909E+003   0.9366327E+003
   0.8379660E+003   0.8335422E+003
   0.1747600E+004   0.1867613E+004
   0.2733908E+004   0.2973966E+004
   0.3135800E+004   0.2782647E+004
   0.2657239E+004   0.1756228E+004
   0.1154709E+004   0.9820666E+003
   0.5613680E+003   0.5823735E+003
   0.4544177E+003   0.4638509E+003
   0.6000905E+003   0.6024442E+003
   0.7227730E+003   0.7247367E+003
   0.6961253E+003   0.6984442E+003
   0.6197551E+003   0.6317929E+003
   0.5321346E+003   0.5533768E+003
   0.3737606E+003   0.3761928E+003
   0.5039689E+003   0.5047193E+003
   0.3628417E+003   0.3602242E+003
   0.5960621E+003   0.5957082E+003
   0.8538144E+003   0.8479479E+003
   0.6018337E+003   0.6021110E+003
   0.5978658E+003   0.6061880E+003
   0.7032358E+003   0.7195794E+003
   0.6681966E+003   0.6727499E+003
   0.6766764E+003   0.6834976E+003
   0.7098370E+003   0.7275170E+003
   0.6113326E+003   0.6368848E+003
   0.5875090E+003   0.5876490E+003
   0.6621620E+003   0.6661787E+003
   0.6069616E+003   0.6278548E+003
   0.4670734E+003   0.4921945E+003
   0.6693660E+003   0.6471738E+003
   0.6414134E+003   0.6542846E+003
   0.8745327E+003   0.9091074E+003
   0.1136041E+004   0.1168760E+004
   0.1103999E+004   0.1132086E+004
   0.8824177E+003   0.8919242E+003
   0.8036582E+003   0.8525548E+003
   0.7820053E+003   0.8261907E+003
   0.8617762E+003   0.8582200E+003
   0.9632135E+003   0.1001296E+004
   0.7915529E+003   0.8091484E+003
   0.1140811E+004   0.1175603E+004
   0.2220806E+004   0.2367771E+004
   0.2525191E+004   0.2808537E+004
   0.2333168E+004   0.2152954E+004
   0.2914013E+004   0.2796763E+004
   0.2313927E+004   0.2078140E+004
   0.1674119E+004   0.1504284E+004
   0.8461054E+003   0.8155250E+003
   0.4827652E+003   0.5016874E+003
   0.5139235E+003   0.5218793E+003
   0.6164357E+003   0.6168194E+003
   0.7085176E+003   0.7205325E+003
   0.4021513E+003   0.4198822E+003
   0.4195204E+003   0.4178424E+003
   0.5323119E+003   0.5309128E+003
   0.2788512E+003   0.2771657E+003
   0.3781695E+003   0.3984609E+003
   0.1212816E+004   0.1213589E+004
   0.9355376E+003   0.9202159E+003
   0.6001352E+003   0.6187634E+003
   0.5667088E+003   0.6220404E+003
   0.7120740E+003   0.7234319E+003
   0.7194420E+003   0.7217918E+003
   0.6828740E+003   0.6928842E+003
   0.6344900E+003   0.6409324E+003
   0.5100055E+003   0.5319231E+003
   0.6656423E+003   0.6656900E+003
   0.6890739E+003   0.7032364E+003
   0.4859153E+003   0.5135854E+003
   0.5870086E+003   0.5898817E+003
   0.6361557E+003   0.6459121E+003
   0.8848253E+003   0.9109936E+003
   0.1054260E+004   0.1059599E+004
   0.9964923E+003   0.9959239E+003
   0.8821512E+003   0.8873858E+003
   0.7803179E+003   0.7805143E+003
   0.7681548E+003   0.7887411E+003
   0.8268813E+003   0.8304186E+003
   0.9024132E+003   0.9147745E+003
   0.8648705E+003   0.8570713E+003
   0.1040719E+004   0.1052978E+004
   0.2123750E+004   0.2122529E+004
   0.2317632E+004   0.2568418E+004
   0.1790689E+004   0.1704319E+004
   0.2456291E+004   0.2430610E+004
   0.2412455E+004   0.2378385E+004
   0.2457129E+004   0.2422065E+004
   0.2106976E+004   0.1969563E+004
   0.1372294E+004   0.1308587E+004
   0.1166269E+004   0.1141091E+004
   0.8351895E+003   0.8583156E+003
   0.7586767E+003   0.7653314E+003
   0.6740568E+003   0.7232790E+003
   0.5405354E+003   0.6028056E+003
   0.4738919E+003   0.5196165E+003
   0.4130820E+003   0.4499402E+003
   0.6890052E+003   0.6913176E+003
   0.1496535E+004   0.1527449E+004
   0.1297997E+004   0.1298305E+004
   0.6194725E+003   0.6335837E+003
   0.6922610E+003   0.7182855E+003
   0.6687932E+003   0.7174669E+003
   0.7759285E+003   0.7791475E+003
   0.6794121E+003   0.6817841E+003
   0.6607307E+003   0.6816600E+003
   0.5500959E+003   0.5645983E+003
   0.4478571E+003   0.4593089E+003
   0.5150829E+003   0.5396205E+003
   0.5928849E+003   0.5775170E+003
   0.7819613E+003   0.8467718E+003
   0.7825426E+003   0.8230161E+003
   0.8040145E+003   0.8268039E+003
   0.8950462E+003   0.9245874E+003
   0.8858476E+003   0.8967292E+003
   0.7630615E+003   0.7723333E+003
   0.6490884E+003   0.6551967E+003
   0.6993082E+003   0.7082454E+003
   0.8000245E+003   0.8367469E+003
   0.8667422E+003   0.9539586E+003
   0.7657082E+003   0.8263993E+003
   0.1152385E+004   0.1164054E+004
   0.2370062E+004   0.2151897E+004
   0.2581588E+004   0.2527523E+004
   0.1711848E+004   0.1697094E+004
