 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.4061220E+003   0.4061220E+003
   0.8237091E+003   0.8237091E+003
   0.5670365E+003   0.5670365E+003
   0.7345436E+003   0.7345436E+003
   0.1052950E+004   0.1052950E+004
   0.1025537E+004   0.1025537E+004
   0.1195474E+004   0.1195474E+004
   0.1003703E+004   0.1003703E+004
   0.7916056E+003   0.7916056E+003
   0.7604396E+003   0.7604396E+003
   0.1110276E+004   0.1110276E+004
   0.8611000E+003   0.8611000E+003
   0.6614229E+003   0.6614229E+003
   0.2237359E+004   0.2237359E+004
   0.3432654E+004   0.3432654E+004
   0.5148769E+004   0.5148769E+004
   0.2978633E+004   0.2978633E+004
   0.9165950E+003   0.9165950E+003
   0.3605859E+003   0.3605859E+003
   0.3595359E+003   0.3595359E+003
   0.6073473E+003   0.6073473E+003
   0.7501425E+003   0.7501425E+003
   0.7393177E+003   0.7393177E+003
   0.4937268E+003   0.4937268E+003
   0.6421959E+003   0.6421959E+003
   0.2920613E+003   0.2920613E+003
   0.5497675E+003   0.5497675E+003
   0.3275424E+003   0.3275424E+003
   0.5918647E+003   0.5918647E+003
   0.9196311E+003   0.9196311E+003
   0.5567223E+003   0.5567223E+003
   0.5707013E+003   0.5707013E+003
   0.7786554E+003   0.7786554E+003
   0.6375256E+003   0.6375256E+003
   0.6668835E+003   0.6668835E+003
   0.7283860E+003   0.7283860E+003
   0.5044061E+003   0.5044061E+003
   0.6372793E+003   0.6372793E+003
   0.6557007E+003   0.6557007E+003
   0.5895232E+003   0.5895232E+003
   0.4512709E+003   0.4512709E+003
   0.8565415E+003   0.8565415E+003
   0.5831335E+003   0.5831335E+003
   0.8883192E+003   0.8883192E+003
   0.1227026E+004   0.1227026E+004
   0.1289375E+004   0.1289375E+004
   0.8433131E+003   0.8433131E+003
   0.8206496E+003   0.8206496E+003
   0.7422553E+003   0.7422553E+003
   0.8476321E+003   0.8476321E+003
   0.1133666E+004   0.1133666E+004
   0.5965806E+003   0.5965806E+003
   0.1317998E+004   0.1317998E+004
   0.2858636E+004   0.2858636E+004
   0.2939779E+004   0.2939779E+004
   0.2913876E+004   0.2913876E+004
   0.4745162E+004   0.4745162E+004
   0.2476667E+004   0.2476667E+004
   0.1833576E+004   0.1833576E+004
   0.5964746E+003   0.5964746E+003
   0.4097442E+003   0.4097442E+003
   0.4435419E+003   0.4435419E+003
   0.6222886E+003   0.6222886E+003
   0.8030035E+003   0.8030035E+003
   0.2684563E+003   0.2684563E+003
   0.3794094E+003   0.3794094E+003
   0.6589588E+003   0.6589588E+003
   0.2478423E+003   0.2478423E+003
   0.1682090E+003   0.1682090E+003
   0.1328706E+004   0.1328706E+004
   0.8212426E+003   0.8212426E+003
   0.4772752E+003   0.4772752E+003
   0.4325825E+003   0.4325825E+003
   0.8169891E+003   0.8169891E+003
   0.6870401E+003   0.6870401E+003
   0.6739493E+003   0.6739493E+003
   0.7099883E+003   0.7099883E+003
   0.4626358E+003   0.4626358E+003
   0.6978609E+003   0.6978609E+003
   0.7727533E+003   0.7727533E+003
   0.3898447E+003   0.3898447E+003
   0.6450562E+003   0.6450562E+003
   0.5674310E+003   0.5674310E+003
   0.1044639E+004   0.1044639E+004
   0.1098754E+004   0.1098754E+004
   0.1003368E+004   0.1003368E+004
   0.8497961E+003   0.8497961E+003
   0.8287318E+003   0.8287318E+003
   0.8050940E+003   0.8050940E+003
   0.7762473E+003   0.7762473E+003
   0.9828353E+003   0.9828353E+003
   0.8950506E+003   0.8950506E+003
   0.1017123E+004   0.1017123E+004
   0.1919542E+004   0.1919542E+004
   0.2654993E+004   0.2654993E+004
   0.2690015E+004   0.2690015E+004
   0.3110532E+004   0.3110532E+004
   0.2441772E+004   0.2441772E+004
   0.2975917E+004   0.2975917E+004
   0.3071754E+004   0.3071754E+004
   0.1710887E+004   0.1710887E+004
   0.1279326E+004   0.1279326E+004
   0.6858627E+003   0.6858627E+003
   0.7873492E+003   0.7873492E+003
   0.6529561E+003   0.6529561E+003
   0.4043211E+003   0.4043211E+003
   0.3371453E+003   0.3371453E+003
   0.2384129E+003   0.2384129E+003
   0.4803944E+003   0.4803944E+003
   0.1433964E+004   0.1433964E+004
   0.1280327E+004   0.1280327E+004
   0.4634713E+003   0.4634713E+003
   0.6332757E+003   0.6332757E+003
   0.5803107E+003   0.5803107E+003
   0.8769652E+003   0.8769652E+003
   0.6496339E+003   0.6496339E+003
   0.6483210E+003   0.6483210E+003
   0.5943823E+003   0.5943823E+003
   0.4287111E+003   0.4287111E+003
   0.4910239E+003   0.4910239E+003
