 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.5966499E+003   0.6517734E+003
   0.6448425E+003   0.6453861E+003
   0.7798131E+003   0.7632856E+003
   0.9344170E+003   0.9164882E+003
   0.1111481E+004   0.1103651E+004
   0.1183915E+004   0.1178317E+004
   0.1094208E+004   0.1131607E+004
   0.9517587E+003   0.9995369E+003
   0.8629357E+003   0.9090974E+003
   0.9248722E+003   0.9793942E+003
   0.9349357E+003   0.1032937E+004
   0.9311600E+003   0.9969565E+003
   0.1007592E+004   0.1027836E+004
   0.1325936E+004   0.1422371E+004
   0.1604671E+004   0.1621290E+004
   0.1688514E+004   0.1396105E+004
   0.1550187E+004   0.1116360E+004
   0.1299742E+004   0.9965769E+003
   0.9474890E+003   0.9059260E+003
   0.7186023E+003   0.7293139E+003
   0.6285001E+003   0.6474019E+003
   0.6377877E+003   0.6496536E+003
   0.6491108E+003   0.6578948E+003
   0.6202928E+003   0.6336708E+003
   0.5814827E+003   0.5948880E+003
   0.6027760E+003   0.6150375E+003
   0.5789595E+003   0.5988533E+003
   0.5533904E+003   0.5692852E+003
   0.6205172E+003   0.6436928E+003
   0.7603868E+003   0.7868640E+003
   0.8157674E+003   0.8225386E+003
   0.7358367E+003   0.7490529E+003
   0.6892644E+003   0.7256460E+003
   0.6684716E+003   0.6948239E+003
   0.7011766E+003   0.7320541E+003
   0.6884498E+003   0.7297670E+003
   0.6317239E+003   0.6703686E+003
   0.5893342E+003   0.6101890E+003
   0.6059911E+003   0.6341992E+003
   0.5881393E+003   0.6675300E+003
   0.5829233E+003   0.6569831E+003
   0.5677062E+003   0.5809421E+003
   0.6721807E+003   0.6849638E+003
   0.8294378E+003   0.8644601E+003
   0.9795232E+003   0.1008493E+004
   0.9958047E+003   0.1012654E+004
   0.9010775E+003   0.9315589E+003
   0.8325735E+003   0.8751549E+003
   0.8190946E+003   0.8693193E+003
   0.8898903E+003   0.9500558E+003
   0.8802907E+003   0.9353743E+003
   0.8991897E+003   0.9578334E+003
   0.1072301E+004   0.1149957E+004
   0.1397029E+004   0.1481109E+004
   0.1584845E+004   0.1584070E+004
   0.1558083E+004   0.1194424E+004
   0.1544614E+004   0.1138018E+004
   0.1515772E+004   0.1248297E+004
   0.1348060E+004   0.1244419E+004
   0.1075109E+004   0.1030918E+004
   0.8590242E+003   0.8712381E+003
   0.7487779E+003   0.7898104E+003
   0.7308899E+003   0.7609171E+003
   0.6880203E+003   0.7206531E+003
   0.6759212E+003   0.7118829E+003
   0.7050175E+003   0.7492268E+003
   0.6893966E+003   0.7387505E+003
   0.6406619E+003   0.7011231E+003
   0.7687056E+003   0.8435925E+003
   0.9889920E+003   0.1041488E+004
   0.1047500E+004   0.1055378E+004
   0.8706206E+003   0.8842062E+003
   0.7366648E+003   0.7915591E+003
   0.7018793E+003   0.7529662E+003
   0.6977556E+003   0.7277896E+003
   0.6800439E+003   0.7024301E+003
   0.6157944E+003   0.6440865E+003
   0.5809610E+003   0.6163074E+003
   0.6035502E+003   0.6283322E+003
   0.5968675E+003   0.6674680E+003
   0.5826161E+003   0.6569562E+003
   0.5853611E+003   0.6012745E+003
   0.6694123E+003   0.7018409E+003
   0.7949907E+003   0.8376092E+003
   0.9105905E+003   0.9392436E+003
   0.9100242E+003   0.9227511E+003
   0.8255617E+003   0.8343203E+003
   0.7677648E+003   0.7959538E+003
