 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.5753270E+003   0.6078406E+003
   0.6616637E+003   0.7061594E+003
   0.7069538E+003   0.7334003E+003
   0.6943296E+003   0.7406306E+003
   0.6115865E+003   0.6630932E+003
   0.5242600E+003   0.5529086E+003
   0.4739970E+003   0.4896114E+003
   0.4780667E+003   0.4765958E+003
   0.5353218E+003   0.5351164E+003
   0.6177370E+003   0.6203072E+003
   0.6783934E+003   0.6880307E+003
   0.6953729E+003   0.7081081E+003
   0.6713069E+003   0.6750957E+003
   0.6176809E+003   0.6149301E+003
   0.5658091E+003   0.5710389E+003
   0.5267004E+003   0.5530515E+003
   0.5013598E+003   0.5746248E+003
   0.4763532E+003   0.5352935E+003
   0.4581658E+003   0.4743716E+003
   0.4275133E+003   0.4496201E+003
   0.4181302E+003   0.4634551E+003
   0.4135455E+003   0.4549099E+003
   0.4307281E+003   0.4341032E+003
   0.4684573E+003   0.4651308E+003
   0.5249894E+003   0.5222072E+003
   0.5699962E+003   0.5693564E+003
   0.5953567E+003   0.6094526E+003
   0.6083789E+003   0.6241304E+003
   0.6162097E+003   0.6293789E+003
   0.6295738E+003   0.6470666E+003
   0.6614715E+003   0.6660838E+003
   0.6901525E+003   0.6986658E+003
   0.7197732E+003   0.7301086E+003
   0.7192175E+003   0.7224956E+003
   0.6635406E+003   0.6669689E+003
   0.5927798E+003   0.6263132E+003
   0.5288975E+003   0.5704267E+003
   0.5032631E+003   0.5381609E+003
   0.5010301E+003   0.5287639E+003
   0.5160821E+003   0.5398200E+003
   0.5285231E+003   0.5714583E+003
   0.5996642E+003   0.6675414E+003
   0.6613205E+003   0.7134602E+003
   0.6492354E+003   0.7156375E+003
   0.5723675E+003   0.6312875E+003
   0.4922994E+003   0.5168637E+003
   0.4500977E+003   0.4581669E+003
   0.4635216E+003   0.4655762E+003
   0.5184800E+003   0.5291217E+003
   0.5884875E+003   0.6025187E+003
   0.6390037E+003   0.6583944E+003
   0.6537870E+003   0.6768046E+003
   0.6431632E+003   0.6586773E+003
   0.6252379E+003   0.6271563E+003
   0.6033102E+003   0.6040838E+003
   0.5875212E+003   0.6133426E+003
   0.5567583E+003   0.6432077E+003
   0.5092759E+003   0.5956157E+003
   0.4589725E+003   0.5096840E+003
   0.4114019E+003   0.4421685E+003
   0.4048609E+003   0.4400585E+003
   0.4101252E+003   0.4530056E+003
   0.4187085E+003   0.4601371E+003
   0.4341260E+003   0.4428995E+003
   0.4696876E+003   0.4746662E+003
   0.5176981E+003   0.5246759E+003
   0.5646489E+003   0.5773771E+003
   0.6230007E+003   0.6306546E+003
   0.6898706E+003   0.7045488E+003
   0.7828361E+003   0.8104121E+003
   0.8673083E+003   0.8771009E+003
   0.9043565E+003   0.9228365E+003
   0.8827209E+003   0.9106627E+003
   0.8063732E+003   0.8476066E+003
   0.7161935E+003   0.7808342E+003
   0.6545012E+003   0.7232848E+003
   0.6219002E+003   0.6768122E+003
   0.5913671E+003   0.6405905E+003
   0.5473001E+003   0.5880670E+003
   0.5035912E+003   0.5341450E+003
   0.5375995E+003   0.5695795E+003
   0.6049428E+003   0.6802484E+003
   0.6544685E+003   0.7289090E+003
   0.6239786E+003   0.7037197E+003
   0.5533528E+003   0.6041558E+003
   0.4946775E+003   0.4962838E+003
   0.4834386E+003   0.4814216E+003
   0.5066592E+003   0.5139019E+003
   0.5450299E+003   0.5579116E+003
   0.5799575E+003   0.5902853E+003
   0.6011122E+003   0.6113426E+003
   0.6052107E+003   0.6195022E+003
   0.6029326E+003   0.6191296E+003
   0.6057777E+003   0.6140167E+003
   0.6053933E+003   0.6029295E+003
   0.6080001E+003   0.6196859E+003
   0.5891647E+003   0.6486025E+003
   0.5408973E+003   0.6358157E+003
   0.4754795E+003   0.5604856E+003
   0.4174621E+003   0.4788506E+003
   0.4046913E+003   0.4474736E+003
   0.4215171E+003   0.4565926E+003
   0.4284423E+003   0.4690179E+003
   0.4249890E+003   0.4468552E+003
   0.4493733E+003   0.4529478E+003
   0.4967334E+003   0.4982395E+003
   0.5765153E+003   0.5847321E+003
   0.6762522E+003   0.6963726E+003
   0.7910157E+003   0.8337183E+003
   0.9429979E+003   0.9879722E+003
   0.1068688E+004   0.1087664E+004
   0.1100553E+004   0.1153588E+004
   0.1004203E+004   0.1069853E+004
   0.8359326E+003   0.8966382E+003
   0.7152665E+003   0.7763752E+003
   0.6782021E+003   0.7376289E+003
   0.6783203E+003   0.7445663E+003
   0.6417635E+003   0.7084693E+003
   0.5700704E+003   0.6082851E+003
   0.5162782E+003   0.5224392E+003
   0.6111437E+003   0.6100201E+003
   0.6636420E+003   0.6651883E+003
   0.6854247E+003   0.6871505E+003
   0.6535088E+003   0.6634008E+003
   0.6023697E+003   0.5968673E+003
   0.5776458E+003   0.5677204E+003
   0.5850531E+003   0.5833313E+003
   0.6026348E+003   0.6063398E+003
   0.6084074E+003   0.6150606E+003
   0.6017083E+003   0.6087888E+003
   0.5869524E+003   0.5913576E+003
   0.5727732E+003   0.5763083E+003
   0.5674547E+003   0.5765577E+003
   0.5746662E+003   0.5859004E+003
   0.5830889E+003   0.5842196E+003
   0.5923675E+003   0.5906160E+003
   0.5859639E+003   0.6029061E+003
   0.5491384E+003   0.5930237E+003
   0.4896160E+003   0.5480966E+003
   0.4175373E+003   0.4796365E+003
   0.3861030E+003   0.4363765E+003
   0.4017023E+003   0.4371207E+003
   0.4233391E+003   0.4525718E+003
   0.4242758E+003   0.4320027E+003
   0.4575793E+003   0.4559617E+003
   0.5226543E+003   0.5323994E+003
   0.6436680E+003   0.6817046E+003
   0.7759723E+003   0.8219359E+003
   0.8990121E+003   0.9611178E+003
   0.1060267E+004   0.1090794E+004
   0.1169119E+004   0.1185601E+004
   0.1177129E+004   0.1244232E+004
   0.1006948E+004   0.1047684E+004
   0.7837064E+003   0.8283266E+003
   0.6410387E+003   0.6920939E+003
   0.6304131E+003   0.6971207E+003
   0.6654840E+003   0.7441897E+003
   0.6478359E+003   0.7106127E+003
   0.6032729E+003   0.6104342E+003
   0.5776586E+003   0.5781471E+003
   0.7105430E+003   0.7154579E+003
   0.7580839E+003   0.7491481E+003
   0.7745370E+003   0.7559238E+003
   0.7570862E+003   0.7355716E+003
   0.7274700E+003   0.7084148E+003
   0.7103712E+003   0.6974601E+003
   0.7044067E+003   0.7001696E+003
   0.6882668E+003   0.7002356E+003
   0.6572231E+003   0.6866396E+003
   0.6258190E+003   0.6574829E+003
   0.6060630E+003   0.6266038E+003
   0.5820133E+003   0.5915268E+003
   0.5655505E+003   0.5705251E+003
   0.5554429E+003   0.5682546E+003
   0.5596605E+003   0.5660093E+003
   0.5644912E+003   0.5631994E+003
   0.5591635E+003   0.5577494E+003
   0.5362795E+003   0.5396164E+003
   0.4964703E+003   0.5040634E+003
   0.4388405E+003   0.4566712E+003
   0.3829503E+003   0.4257733E+003
   0.3776409E+003   0.4167488E+003
   0.3964886E+003   0.4196445E+003
   0.4015790E+003   0.3897228E+003
   0.4606343E+003   0.4452386E+003
   0.5718863E+003   0.6226894E+003
   0.7403787E+003   0.8426979E+003
   0.8943866E+003   0.9373423E+003
   0.9806509E+003   0.1010899E+004
   0.1095538E+004   0.1093429E+004
   0.1149128E+004   0.1166953E+004
   0.1121878E+004   0.1171969E+004
   0.9067388E+003   0.9194803E+003
   0.6826107E+003   0.7323340E+003
   0.5611224E+003   0.6260429E+003
   0.5845681E+003   0.6455350E+003
   0.6375058E+003   0.6929542E+003
   0.6439906E+003   0.6719333E+003
   0.6362722E+003   0.6549284E+003
   0.6610915E+003   0.6770764E+003
   0.7805711E+003   0.7874895E+003
   0.8414282E+003   0.8359217E+003
   0.8985735E+003   0.8807264E+003
   0.9357853E+003   0.9042728E+003
   0.9271370E+003   0.8950151E+003
   0.8688040E+003   0.8531000E+003
   0.7903723E+003   0.8006713E+003
   0.7153260E+003   0.7498298E+003
   0.6718060E+003   0.7100332E+003
   0.6569495E+003   0.6812152E+003
   0.6623000E+003   0.6776380E+003
   0.6364664E+003   0.6528475E+003
   0.6023415E+003   0.6081748E+003
   0.5722349E+003   0.5856891E+003
   0.5610772E+003   0.5722536E+003
   0.5560596E+003   0.5583395E+003
   0.5383357E+003   0.5382972E+003
   0.5142753E+003   0.5142777E+003
   0.4852838E+003   0.4857431E+003
   0.4474561E+003   0.4497275E+003
   0.3969999E+003   0.4173878E+003
   0.3660173E+003   0.4048808E+003
   0.3749694E+003   0.3995767E+003
   0.3829337E+003   0.3621144E+003
   0.4669599E+003   0.4443161E+003
   0.6324707E+003   0.7336767E+003
   0.8238228E+003   0.9626059E+003
   0.9731187E+003   0.1001637E+004
   0.1006079E+004   0.1019034E+004
   0.1048624E+004   0.1049378E+004
   0.1043992E+004   0.1061256E+004
   0.9865284E+003   0.1029877E+004
   0.7721355E+003   0.8113620E+003
   0.5855165E+003   0.6564036E+003
   0.4905595E+003   0.5469939E+003
   0.5188816E+003   0.5141064E+003
   0.5875995E+003   0.5973585E+003
   0.6321035E+003   0.6476658E+003
   0.6766704E+003   0.6876985E+003
   0.7326989E+003   0.7421174E+003
   0.7688395E+003   0.7926878E+003
   0.9151038E+003   0.9423194E+003
   0.1091534E+004   0.1166284E+004
   0.1257257E+004   0.1326585E+004
   0.1304697E+004   0.1380237E+004
   0.1181785E+004   0.1278938E+004
   0.9532504E+003   0.1037451E+004
   0.7239789E+003   0.7505873E+003
   0.6240817E+003   0.6389905E+003
   0.6473608E+003   0.6608605E+003
   0.7038713E+003   0.7229186E+003
   0.7064252E+003   0.7298240E+003
   0.6699310E+003   0.6820843E+003
   0.6282307E+003   0.6419043E+003
   0.5984875E+003   0.6149291E+003
   0.5785184E+003   0.5869528E+003
   0.5468571E+003   0.5525517E+003
   0.5112333E+003   0.5167637E+003
   0.4779650E+003   0.4821990E+003
   0.4423191E+003   0.4451246E+003
   0.4010739E+003   0.4068053E+003
   0.3641765E+003   0.3930033E+003
   0.3786179E+003   0.3953079E+003
   0.4160191E+003   0.3703444E+003
   0.5140646E+003   0.4794234E+003
   0.6874944E+003   0.8247249E+003
   0.8394226E+003   0.9748010E+003
   0.9553098E+003   0.9918186E+003
   0.9519183E+003   0.9794986E+003
   0.9500263E+003   0.9515174E+003
   0.9036986E+003   0.9163200E+003
   0.8239038E+003   0.8789469E+003
   0.6484776E+003   0.7218368E+003
   0.5146105E+003   0.5975864E+003
   0.4610963E+003   0.5189267E+003
   0.4938583E+003   0.4980776E+003
   0.5672162E+003   0.5853008E+003
   0.6248960E+003   0.6506373E+003
   0.6732059E+003   0.7058320E+003
   0.7147427E+003   0.7480223E+003
   0.7624034E+003   0.7666411E+003
   0.9821711E+003   0.1038669E+004
   0.1299093E+004   0.1399027E+004
   0.1582501E+004   0.1659085E+004
   0.1696966E+004   0.1802356E+004
   0.1511215E+004   0.1690882E+004
   0.1132443E+004   0.1329225E+004
   0.7521239E+003   0.7890671E+003
   0.5610152E+003   0.5632084E+003
   0.5875225E+003   0.6166045E+003
   0.6857360E+003   0.7264292E+003
   0.7383989E+003   0.7744022E+003
   0.7406437E+003   0.7656609E+003
   0.7181686E+003   0.7357227E+003
   0.6796581E+003   0.6986119E+003
   0.6318967E+003   0.6444066E+003
   0.5770506E+003   0.5889963E+003
   0.5259132E+003   0.5365947E+003
   0.4848628E+003   0.4944265E+003
   0.4426893E+003   0.4494730E+003
   0.4067033E+003   0.4147901E+003
   0.3781189E+003   0.4007220E+003
   0.4245194E+003   0.4263931E+003
   0.5101917E+003   0.4382708E+003
   0.6112860E+003   0.5903655E+003
   0.7468810E+003   0.8912013E+003
   0.8270905E+003   0.9105782E+003
   0.9000213E+003   0.9375606E+003
   0.8788324E+003   0.9128850E+003
   0.8342164E+003   0.8429154E+003
   0.7533522E+003   0.7776187E+003
   0.6526522E+003   0.7124724E+003
   0.5210127E+003   0.5949974E+003
   0.4393853E+003   0.5026632E+003
   0.4223811E+003   0.4448589E+003
   0.4650048E+003   0.4811837E+003
   0.5457031E+003   0.5807696E+003
   0.6123035E+003   0.6649000E+003
   0.6603235E+003   0.7118744E+003
   0.6916620E+003   0.7220297E+003
   0.8849501E+003   0.9104236E+003
   0.1181812E+004   0.1266659E+004
   0.1581747E+004   0.1639731E+004
   0.1919918E+004   0.1919805E+004
   0.2048360E+004   0.2113728E+004
   0.1807360E+004   0.2027427E+004
   0.1322055E+004   0.1582187E+004
   0.8320446E+003   0.9015925E+003
   0.5472156E+003   0.5496334E+003
   0.5375782E+003   0.5755183E+003
   0.6399951E+003   0.6846961E+003
   0.7348243E+003   0.7713667E+003
