 #~alp*(~Ug,y - ~Up,y) ~alp*Vd,y ~alp_f*Wd,y
  -0.1013994E-002   0.7647652E-004  -0.1185637E-002
  -0.1173661E-002   0.1678884E-003  -0.7970843E-003
  -0.5800510E-003   0.1991040E-003  -0.2080252E-002
   0.3933704E-003  -0.1489920E-003  -0.3665366E-002
   0.6073649E-003  -0.1321711E-003  -0.1844733E-002
   0.9358928E-003   0.1465156E-003   0.2725040E-003
   0.1798418E-002   0.1971915E-003   0.1441857E-002
   0.2689860E-002  -0.9063526E-003   0.3141188E-002
  -0.1302003E-002   0.1263410E-002  -0.3508195E-002
  -0.3049101E-004  -0.4375327E-003   0.1040863E-001
  -0.5727217E-003   0.1351591E-003  -0.2500595E-003
  -0.2690193E-002   0.8061905E-003  -0.2931374E-002
  -0.4091870E-002   0.2238215E-002  -0.1570993E-001
  -0.1459526E-002   0.9584003E-003  -0.1162029E-001
  -0.2102812E-003   0.5879834E-003  -0.9095980E-002
   0.1234182E-002   0.5391333E-003  -0.1059563E-002
   0.1577575E-002   0.7798547E-003  -0.8639578E-002
   0.2405516E-004   0.5884402E-003  -0.1239496E-001
  -0.1733846E-003  -0.3662071E-005   0.1395882E-002
  -0.5940784E-003  -0.2276454E-005   0.1535703E-002
  -0.1466166E-002   0.4938301E-005  -0.2362925E-002
  -0.3072984E-002   0.1132859E-003  -0.9091895E-002
  -0.5217441E-002   0.5240803E-004   0.4881060E-003
  -0.6956505E-002   0.3960380E-003   0.2868732E-001
  -0.6927281E-002   0.7750143E-003   0.2493855E-001
  -0.6660700E-002   0.1123384E-002  -0.3098435E-002
  -0.4639416E-002   0.4084045E-003  -0.8104101E-002
  -0.3724215E-002   0.6689937E-003  -0.3216350E-001
  -0.6307776E-002   0.8761256E-003  -0.2971294E-001
  -0.6629670E-002  -0.3229791E-004  -0.6223708E-002
  -0.5781492E-002   0.5527237E-003   0.7623781E-002
  -0.6420672E-002   0.2718205E-002  -0.2480595E-001
  -0.5845008E-002   0.3685981E-002  -0.5861463E-001
  -0.8841214E-003  -0.2833573E-005  -0.6666036E-002
  -0.1616850E-003  -0.2143265E-004   0.5642205E-003
   0.1701176E-003  -0.3388156E-004   0.2483090E-002
   0.2661015E-003   0.1772294E-004  -0.1744622E-002
  -0.7804567E-005   0.3556494E-004  -0.1634661E-002
  -0.7983777E-003   0.2078531E-003  -0.5290319E-002
  -0.1094243E-002   0.1964803E-003  -0.4796055E-002
  -0.1418601E-002   0.7708330E-004   0.1015480E-002
  -0.2700309E-002   0.1096367E-002   0.3031388E-003
  -0.2338995E-002   0.6335675E-003  -0.9548497E-003
  -0.1127186E-002  -0.1848326E-003  -0.7161290E-003
  -0.3761838E-004  -0.1665658E-003  -0.3293690E-002
   0.1451376E-002   0.6406496E-004  -0.3493247E-002
   0.3183279E-002  -0.3387070E-003  -0.1129496E-002
   0.5851773E-002  -0.1863452E-002   0.3120657E-002
   0.7241438E-003   0.2418935E-002  -0.8424370E-002
  -0.5451037E-003   0.2036571E-002  -0.1813664E-001
  -0.6007659E-003   0.7435576E-003   0.5122714E-003
  -0.6155159E-002   0.3792337E-002  -0.2916919E-001
  -0.2763637E-002   0.6287469E-003  -0.1179162E-001
  -0.4359261E-003   0.2828704E-003  -0.1184044E-001
   0.4195465E-003   0.1419745E-002  -0.1627909E-001
   0.1859688E-002   0.1137421E-002  -0.6694494E-002
   0.3808497E-003   0.9940903E-003  -0.1511335E-001
  -0.4211498E-003   0.1739223E-003  -0.4554374E-002
  -0.8057953E-003   0.5841883E-004  -0.1646415E-002
  -0.1309711E-002   0.4274325E-004  -0.3313008E-002
  -0.2622215E-002   0.3666437E-004  -0.1110673E-002
  -0.4989968E-002   0.1715111E-003  -0.2759953E-002
  -0.6359056E-002   0.1759856E-003  -0.3493607E-003
  -0.5354853E-002  -0.9194223E-004   0.5531602E-002
  -0.4963708E-002   0.3541738E-003   0.8014945E-002
  -0.4153089E-002   0.5581751E-003   0.3719864E-003
  -0.2092481E-002   0.4212221E-003  -0.1838755E-001
  -0.4798083E-003  -0.2001566E-004  -0.3009998E-002
  -0.6915193E-003   0.4917549E-003  -0.3620067E-001
  -0.2968661E-002   0.1526450E-002  -0.2479639E-001
  -0.3379346E-002  -0.4116226E-003   0.1355494E-001
  -0.5438095E-002   0.1388028E-002  -0.5154954E-002
  -0.5380810E-002   0.2939622E-002  -0.4175849E-001
  -0.8131552E-003   0.4634418E-004  -0.7267635E-002
  -0.2942687E-003   0.4692456E-004  -0.4577078E-002
   0.2799549E-003  -0.1995362E-004  -0.4843687E-002
   0.1305979E-002  -0.3553624E-003  -0.1885903E-002
   0.1231443E-002  -0.6588892E-003   0.3223310E-002
  -0.1529589E-002   0.7241725E-003   0.2008071E-001
  -0.1468908E-002   0.1429542E-003   0.3568876E-001
  -0.5343043E-002   0.1194667E-002  -0.1553348E-002
  -0.5829976E-002   0.2334409E-002  -0.3623958E-002
  -0.3780861E-002   0.5323139E-003  -0.2482424E-002
  -0.2599057E-002   0.6429159E-003  -0.1202334E-001
  -0.1086785E-002   0.9312827E-003  -0.2557748E-001
   0.7363572E-003   0.2943539E-003  -0.1487501E-001
