 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
  -0.2404601E+003  -0.2606770E+003
  -0.2069822E+003  -0.2273700E+003
  -0.1622642E+003  -0.1767883E+003
  -0.1709069E+003  -0.1821881E+003
  -0.1812588E+003  -0.1879252E+003
  -0.1044596E+003  -0.1056054E+003
  -0.2341972E+002  -0.1201740E+002
   0.2912926E+002   0.5479485E+002
   0.1256364E+003   0.1864386E+003
   0.2524860E+003   0.3056837E+003
   0.2529094E+003   0.2950385E+003
   0.1956477E+003   0.2305258E+003
   0.1608335E+003   0.1948617E+003
   0.1189454E+003   0.1403245E+003
   0.8297460E+002   0.9003880E+002
   0.8638266E+002   0.9756277E+002
   0.8225755E+002   0.9412352E+002
   0.6480927E+002   0.7619139E+002
   0.3147284E+002   0.4118947E+002
   0.1293972E+002   0.2464356E+002
  -0.1454268E+002  -0.1417985E+002
  -0.1972706E+002  -0.2338104E+002
   0.2444770E+002   0.2790442E+002
   0.1175597E+003   0.1349878E+003
   0.2044832E+003   0.2266620E+003
   0.3229977E+003   0.3514615E+003
   0.3740062E+003   0.3998964E+003
   0.3823852E+003   0.3855519E+003
   0.3195440E+003   0.3084998E+003
   0.1891679E+003   0.1772203E+003
  -0.3667805E+002  -0.2429240E+002
  -0.1481241E+003  -0.1507368E+003
  -0.1949300E+003  -0.2237472E+003
  -0.2352650E+003  -0.2799082E+003
  -0.2494415E+003  -0.3033333E+003
  -0.2046387E+003  -0.2560574E+003
  -0.1971135E+003  -0.2294937E+003
  -0.2512568E+003  -0.2672964E+003
  -0.2833804E+003  -0.2930833E+003
  -0.2777384E+003  -0.2914773E+003
  -0.2483052E+003  -0.2657285E+003
  -0.2403419E+003  -0.2616094E+003
  -0.2247904E+003  -0.2442512E+003
  -0.2303827E+003  -0.2445436E+003
  -0.2345371E+003  -0.2448655E+003
  -0.1443696E+003  -0.1502852E+003
  -0.6175987E+002  -0.5851640E+002
  -0.9624074E+000   0.1488691E+002
   0.9635745E+002   0.1335551E+003
   0.2221402E+003   0.2542467E+003
   0.2311605E+003   0.2656250E+003
   0.1928548E+003   0.2292912E+003
   0.1716531E+003   0.2128885E+003
   0.1251097E+003   0.1568333E+003
   0.8209502E+002   0.9878916E+002
   0.7170954E+002   0.8262075E+002
   0.5461412E+002   0.6031421E+002
   0.2555475E+002   0.2813204E+002
   0.2740903E+001   0.6189276E+001
  -0.2139817E+002  -0.1794944E+002
  -0.3563493E+002  -0.4098585E+002
  -0.2920904E+002  -0.3183589E+002
   0.1684965E+002   0.2163294E+002
   0.1056895E+003   0.1222816E+003
   0.2200139E+003   0.2451593E+003
   0.3832292E+003   0.4226933E+003
   0.4418096E+003   0.4774362E+003
   0.4451274E+003   0.4523003E+003
   0.3886033E+003   0.3707249E+003
   0.2563726E+003   0.2312136E+003
  -0.1706367E+001  -0.7358413E-001
  -0.1494483E+003  -0.1547576E+003
  -0.2107891E+003  -0.2349925E+003
  -0.2517356E+003  -0.2878580E+003
