 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
  -0.3076231E+003  -0.3237238E+003
  -0.3180331E+003  -0.3468977E+003
  -0.2891388E+003  -0.3095079E+003
  -0.2108838E+003  -0.2226348E+003
  -0.1930966E+003  -0.1938953E+003
  -0.1419813E+003  -0.1397924E+003
  -0.2348259E+002  -0.4433403E+001
   0.1529280E+003   0.2166670E+003
   0.2685365E+003   0.2967421E+003
   0.3043861E+003   0.3369260E+003
   0.2394275E+003   0.2777460E+003
   0.1953265E+003   0.2355994E+003
   0.1084941E+003   0.1211902E+003
   0.4908345E+002   0.4861568E+002
   0.2626573E+002   0.2391642E+002
   0.2843743E+002   0.2671688E+002
   0.6831041E+002   0.7992424E+002
   0.7627850E+002   0.8835766E+002
   0.5167704E+002   0.6555129E+002
  -0.3510310E+002  -0.3164100E+002
  -0.6388481E+002  -0.7574724E+002
  -0.1953791E+002  -0.1864618E+002
   0.5950898E+002   0.6679292E+002
   0.1972454E+003   0.2028997E+003
   0.2766652E+003   0.3037370E+003
   0.3891240E+003   0.4380098E+003
   0.4735439E+003   0.4783738E+003
   0.4702015E+003   0.4467411E+003
   0.3866274E+003   0.3654364E+003
   0.2366322E+003   0.2520691E+003
  -0.8017949E+001   0.1804981E+002
  -0.3686612E+003  -0.3399759E+003
  -0.4726773E+003  -0.4935400E+003
  -0.3605625E+003  -0.4387146E+003
  -0.8360041E+002  -0.1344534E+003
  -0.1509305E+002  -0.3667025E+002
  -0.1585209E+003  -0.1662463E+003
  -0.2442659E+003  -0.2478432E+003
  -0.2917552E+003  -0.3051250E+003
  -0.2629893E+003  -0.2724485E+003
  -0.2815538E+003  -0.2913497E+003
  -0.3077054E+003  -0.3229708E+003
  -0.3370209E+003  -0.3569677E+003
  -0.3392722E+003  -0.3566629E+003
  -0.3599589E+003  -0.3660766E+003
  -0.2651496E+003  -0.2771214E+003
  -0.6029892E+002  -0.3905623E+002
   0.1119145E+003   0.1644400E+003
   0.2012675E+003   0.2086340E+003
   0.2310519E+003   0.2495562E+003
   0.2519814E+003   0.2830017E+003
   0.2610855E+003   0.3047040E+003
   0.1850516E+003   0.2178607E+003
   0.7432573E+002   0.8431738E+002
   0.3431822E+002   0.3484428E+002
   0.3786612E+002   0.3621005E+002
   0.6271252E+002   0.6506664E+002
   0.6247431E+002   0.6473643E+002
   0.1843938E+002   0.2214575E+002
  -0.5143010E+002  -0.4672472E+002
  -0.8402108E+002  -0.8602924E+002
  -0.2547214E+002  -0.2167818E+002
   0.5748558E+002   0.7123898E+002
   0.1407686E+003   0.1408283E+003
   0.1979162E+003   0.2046968E+003
   0.3455717E+003   0.3759491E+003
   0.6151072E+003   0.6326065E+003
   0.6969098E+003   0.6427478E+003
   0.5684636E+003   0.5106513E+003
   0.2518665E+003   0.2482529E+003
  -0.3797787E+002  -0.3021879E+002
  -0.3036686E+003  -0.2967679E+003
  -0.4218627E+003  -0.4258931E+003
  -0.3954158E+003  -0.4361336E+003
  -0.2137374E+003  -0.2820559E+003
  -0.1220788E+003  -0.1657455E+003
  -0.2244974E+003  -0.2463604E+003
  -0.2741252E+003  -0.2808303E+003
  -0.3093186E+003  -0.3272576E+003
  -0.2533483E+003  -0.2656238E+003
  -0.2277648E+003  -0.2348806E+003
