 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
  -0.3086610E+003  -0.3136967E+003
  -0.3625203E+003  -0.3950214E+003
  -0.3585825E+003  -0.3828851E+003
  -0.2504705E+003  -0.2651578E+003
  -0.2004229E+003  -0.2069800E+003
  -0.1290590E+003  -0.1182421E+003
  -0.1776154E+002   0.1285019E+001
   0.2354524E+003   0.3025409E+003
   0.2896632E+003   0.3064116E+003
   0.3007869E+003   0.3274698E+003
   0.2425788E+003   0.2831806E+003
   0.1911414E+003   0.2296457E+003
   0.8492511E+002   0.8805880E+002
   0.3887330E+002   0.3768364E+002
   0.1671720E+002   0.1380188E+002
   0.1676228E+002   0.1383569E+002
   0.5891124E+002   0.6734708E+002
   0.8259263E+002   0.9418407E+002
   0.5633821E+002   0.6857364E+002
  -0.3619998E+002  -0.3115630E+002
  -0.8549428E+002  -0.1031446E+003
  -0.1819830E+002  -0.1384978E+002
   0.8827795E+002   0.1005898E+003
   0.2162971E+003   0.2199209E+003
   0.2807060E+003   0.2991760E+003
   0.4080880E+003   0.4584554E+003
   0.4766168E+003   0.4679681E+003
   0.5009724E+003   0.4676854E+003
   0.4024265E+003   0.3828240E+003
   0.2635391E+003   0.2778997E+003
   0.5870886E+002   0.8155000E+002
  -0.4105449E+003  -0.3671080E+003
  -0.6211620E+003  -0.6204502E+003
  -0.4026541E+003  -0.4958269E+003
   0.2085293E+002  -0.9325322E+001
   0.3870445E+002   0.2850523E+002
  -0.1454815E+003  -0.1530087E+003
  -0.2348884E+003  -0.2378710E+003
  -0.2892338E+003  -0.3063451E+003
  -0.2670626E+003  -0.2770745E+003
  -0.2720875E+003  -0.2768174E+003
  -0.3197070E+003  -0.3304753E+003
  -0.3591388E+003  -0.3738343E+003
  -0.3800022E+003  -0.3953004E+003
  -0.4080831E+003  -0.4185703E+003
  -0.3026720E+003  -0.3115043E+003
  -0.6677556E+002  -0.5481308E+002
   0.2054144E+003   0.2480149E+003
   0.2005684E+003   0.2077225E+003
   0.1945447E+003   0.2065478E+003
   0.2717648E+003   0.3013931E+003
   0.2872140E+003   0.3307244E+003
   0.1571984E+003   0.1824073E+003
   0.5244353E+002   0.5605005E+002
   0.2664559E+002   0.2529919E+002
   0.2914928E+002   0.2600825E+002
   0.5964282E+002   0.6087793E+002
   0.6892516E+002   0.7086030E+002
   0.2174765E+002   0.2402748E+002
  -0.5524244E+002  -0.5122424E+002
  -0.7994001E+002  -0.7954720E+002
  -0.3507045E+002  -0.3455944E+002
   0.7496398E+002   0.8913546E+002
   0.1600613E+003   0.1522328E+003
   0.1894662E+003   0.1875717E+003
   0.3230771E+003   0.3428396E+003
   0.6361090E+003   0.6251975E+003
   0.8057804E+003   0.7463230E+003
   0.5749470E+003   0.5121525E+003
   0.1945178E+003   0.1973173E+003
  -0.2573569E+002  -0.2257886E+002
  -0.3113469E+003  -0.3078884E+003
  -0.5114907E+003  -0.5038324E+003
  -0.4563934E+003  -0.4971579E+003
  -0.1758260E+003  -0.2444537E+003
  -0.8628777E+002  -0.1237968E+003
  -0.2259020E+003  -0.2447579E+003
  -0.2897358E+003  -0.2948717E+003
  -0.3166272E+003  -0.3410348E+003
  -0.2500517E+003  -0.2615487E+003
  -0.2115835E+003  -0.2160287E+003
  -0.2175559E+003  -0.2247388E+003
  -0.2589791E+003  -0.2780387E+003
  -0.4335472E+003  -0.4618736E+003
  -0.5743959E+003  -0.5827760E+003
  -0.4865459E+003  -0.5293370E+003
  -0.1333111E+003  -0.1353907E+003
   0.1261670E+003   0.1524126E+003
   0.8935616E+002   0.9703676E+002
   0.9147211E+002   0.1043948E+003
   0.2679915E+003   0.2903675E+003
   0.3885186E+003   0.4188333E+003
   0.2891994E+003   0.3314427E+003
   0.1401687E+003   0.1702399E+003
   0.5763947E+002   0.6874965E+002
   0.2428621E+002   0.1769873E+002
   0.4937504E+002   0.4957365E+002
   0.5634120E+002   0.5986924E+002
  -0.2833857E+002  -0.2702656E+002
  -0.1446164E+003  -0.1522576E+003
  -0.1858586E+003  -0.2082636E+003
  -0.7957179E+002  -0.8548580E+002
   0.8323025E+002   0.1073141E+003
   0.1914322E+003   0.1771622E+003
   0.1484114E+003   0.1416877E+003
   0.2585669E+003   0.2761747E+003
   0.6889432E+003   0.7783865E+003
   0.9439478E+003   0.9266868E+003
   0.6728441E+003   0.5768152E+003
   0.1789908E+003   0.1620356E+003
  -0.4958250E+002  -0.5383094E+002
  -0.1498920E+003  -0.1588856E+003
  -0.3103963E+003  -0.3183902E+003
  -0.3928073E+003  -0.3990007E+003
  -0.3371735E+003  -0.3680075E+003
  -0.2226256E+003  -0.2643388E+003
  -0.2823941E+003  -0.3055789E+003
  -0.3039515E+003  -0.3089711E+003
  -0.3170226E+003  -0.3339591E+003
  -0.2300477E+003  -0.2398809E+003
  -0.1616670E+003  -0.1669070E+003
  -0.1809864E+003  -0.1833849E+003
  -0.2464221E+003  -0.2603286E+003
  -0.4893673E+003  -0.5385349E+003
  -0.6340811E+003  -0.6496654E+003
  -0.4932522E+003  -0.5256077E+003
  -0.9582377E+002  -0.9431137E+002
   0.9681162E+002   0.1107950E+003
   0.2718334E+002   0.2791454E+002
   0.8329755E+001   0.1378046E+002
   0.1729927E+003   0.1890232E+003
