# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.2799558E-001   0.1825151E-002   0.3005945E-001   0.6817755E+002   0.2063872E-002   0.2343373E-002
   0.3455497E-001   0.2443371E-002   0.3729768E-001   0.5707818E+002   0.2742711E-002   0.3088833E-002
   0.4289819E-001   0.3352023E-002   0.4665628E-001   0.4824617E+002   0.3758085E-002   0.4224390E-002
   0.4898898E-001   0.3877418E-002   0.5331991E-001   0.4042606E+002   0.4330934E-002   0.4849153E-002
   0.5376693E-001   0.4215409E-002   0.5843348E-001   0.3613978E+002   0.4666549E-002   0.5173854E-002
   0.6394763E-001   0.6393604E-002   0.7133504E-001   0.3387111E+002   0.7387412E-002   0.8578486E-002
   0.7685228E-001   0.9064808E-002   0.8758391E-001   0.2585385E+002   0.1073163E-001   0.1276700E-001
   0.8145144E-001   0.1011604E-001   0.9357651E-001   0.1907429E+002   0.1212507E-001   0.1461201E-001
   0.7739481E-001   0.9547510E-002   0.8886878E-001   0.2046142E+002   0.1147398E-001   0.1386573E-001
   0.6917549E-001   0.8091439E-002   0.7889278E-001   0.2317146E+002   0.9717290E-002   0.1173944E-001
   0.5061317E-001   0.4280268E-002   0.5560687E-001   0.3081259E+002   0.4993698E-002   0.5878415E-002
   0.4826506E-001   0.3420882E-002   0.5204910E-001   0.3323326E+002   0.3784043E-002   0.4196530E-002
   0.5011684E-001   0.3691914E-002   0.5420270E-001   0.3360651E+002   0.4085861E-002   0.4531575E-002
   0.5040754E-001   0.3720355E-002   0.5452290E-001   0.3370496E+002   0.4115362E-002   0.4562063E-002
   0.5145036E-001   0.3688562E-002   0.5551206E-001   0.3014371E+002   0.4061696E-002   0.4481848E-002
   0.4772962E-001   0.3144222E-002   0.5116752E-001   0.3080761E+002   0.3437896E-002   0.3766785E-002
   0.4146538E-001   0.2362498E-002   0.4400487E-001   0.3671254E+002   0.2539487E-002   0.2732192E-002
   0.3585299E-001   0.1891699E-002   0.3787901E-001   0.4482301E+002   0.2026020E-002   0.2171765E-002
   0.3021068E-001   0.1442094E-002   0.3175063E-001   0.5161529E+002   0.1539950E-002   0.1645746E-002
   0.2808625E-001   0.1218394E-002   0.2938303E-001   0.5207510E+002   0.1296781E-002   0.1381553E-002
   0.3179844E-001   0.1500020E-002   0.3340111E-001   0.4583130E+002   0.1602668E-002   0.1714069E-002
   0.4159083E-001   0.3025653E-002   0.4502913E-001   0.3748181E+002   0.3438298E-002   0.3930561E-002
   0.5495361E-001   0.5639807E-002   0.6167003E-001   0.3091116E+002   0.6716419E-002   0.8061514E-002
   0.6348916E-001   0.6907724E-002   0.7169702E-001   0.2658907E+002   0.8207853E-002   0.9820878E-002
   0.6567034E-001   0.7155700E-002   0.7415342E-001   0.2569165E+002   0.8483073E-002   0.1012650E-001
   0.5861898E-001   0.6292982E-002   0.6610838E-001   0.3366386E+002   0.7489402E-002   0.8979563E-002
   0.5187548E-001   0.4964094E-002   0.5766342E-001   0.4162061E+002   0.5787941E-002   0.6790596E-002
   0.5552122E-001   0.6425953E-002   0.6333128E-001   0.4301987E+002   0.7810056E-002   0.9569567E-002
   0.6605206E-001   0.9278235E-002   0.7751151E-001   0.4326076E+002   0.1145945E-001   0.1423859E-001
   0.7239945E-001   0.1006251E-001   0.8474853E-001   0.3774471E+002   0.1234908E-001   0.1524821E-001
   0.7186960E-001   0.9462936E-002   0.8343614E-001   0.2894806E+002   0.1156654E-001   0.1423158E-001
   0.5842752E-001   0.6772963E-002   0.6658902E-001   0.3570928E+002   0.8161504E-002   0.9904731E-002
   0.3511654E-001   0.2463507E-002   0.3786724E-001   0.5671032E+002   0.2750702E-002   0.3078491E-002
   0.2412846E-001   0.1267996E-002   0.2552253E-001   0.7726000E+002   0.1394070E-002   0.1536457E-002
   0.1495721E-001   0.3841249E-003   0.1535915E-001   0.9866574E+002   0.4019424E-003   0.4209851E-003
   0.1592100E-001   0.6808924E-003   0.1667655E-001   0.1064551E+003   0.7555518E-003   0.8418916E-003
   0.2180564E-001   0.1389448E-002   0.2337905E-001   0.9857946E+002   0.1573406E-002   0.1787710E-002
   0.2510615E-001   0.1698448E-002   0.2702818E-001   0.9059567E+002   0.1922023E-002   0.2182015E-002
   0.2510554E-001   0.1673881E-002   0.2700069E-001   0.8442218E+002   0.1895147E-002   0.2152648E-002
   0.2466391E-001   0.1621498E-002   0.2651031E-001   0.7795530E+002   0.1846399E-002   0.2110468E-002
   0.4413423E-001   0.4228150E-002   0.4899803E-001   0.6086373E+002   0.4863791E-002   0.5610657E-002
   0.4914464E-001   0.4498338E-002   0.5426294E-001   0.4934718E+002   0.5118303E-002   0.5838804E-002
   0.5581113E-001   0.5092167E-002   0.6158208E-001   0.3686342E+002   0.5770949E-002   0.6556511E-002
   0.5846422E-001   0.5125644E-002   0.6424278E-001   0.2965113E+002   0.5778561E-002   0.6531421E-002
   0.5947014E-001   0.4842646E-002   0.6486216E-001   0.2649698E+002   0.5392020E-002   0.6019157E-002
   0.6244620E-001   0.5548407E-002   0.6872786E-001   0.2620941E+002   0.6281659E-002   0.7142804E-002
   0.7340044E-001   0.8185783E-002   0.8302244E-001   0.2356555E+002   0.9622002E-002   0.1136870E-001
   0.7949516E-001   0.9649920E-002   0.9101555E-001   0.2016831E+002   0.1152039E-001   0.1383103E-001
   0.7592552E-001   0.9057032E-002   0.8674948E-001   0.2081050E+002   0.1082396E-001   0.1301174E-001
   0.7189664E-001   0.8382062E-002   0.8189824E-001   0.2284390E+002   0.1000159E-001   0.1200113E-001
   0.5552794E-001   0.5214986E-002   0.6163789E-001   0.3266455E+002   0.6109954E-002   0.7213838E-002
   0.5044663E-001   0.3858219E-002   0.5474041E-001   0.3611699E+002   0.4293788E-002   0.4790466E-002
