# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.4065143E-001   0.3455396E-002   0.4459227E-001   0.5605887E+002   0.3940846E-002   0.4508047E-002
   0.4461788E-001   0.3859891E-002   0.4900451E-001   0.5080137E+002   0.4386624E-002   0.4999459E-002
   0.4773775E-001   0.4132602E-002   0.5241762E-001   0.4643282E+002   0.4679868E-002   0.5313927E-002
   0.5433344E-001   0.4869667E-002   0.5987219E-001   0.3658158E+002   0.5538745E-002   0.6321103E-002
   0.6206482E-001   0.5787990E-002   0.6865533E-001   0.3047005E+002   0.6590509E-002   0.7531332E-002
   0.7290672E-001   0.8202231E-002   0.8251470E-001   0.2842143E+002   0.9607980E-002   0.1130450E-001
   0.7460796E-001   0.8866253E-002   0.8514189E-001   0.2714260E+002   0.1053393E-001   0.1257954E-001
   0.7412745E-001   0.8842879E-002   0.8468615E-001   0.2309939E+002   0.1055869E-001   0.1267747E-001
   0.7349164E-001   0.8555437E-002   0.8368262E-001   0.2146522E+002   0.1019098E-001   0.1220886E-001
   0.6834590E-001   0.7879456E-002   0.7776775E-001   0.2556747E+002   0.9421846E-002   0.1133638E-001
   0.5700487E-001   0.5651275E-002   0.6372319E-001   0.3073001E+002   0.6718314E-002   0.8064434E-002
   0.5204499E-001   0.4568527E-002   0.5738472E-001   0.3300539E+002   0.5339728E-002   0.6308138E-002
   0.5165374E-001   0.4266369E-002   0.5655689E-001   0.3322196E+002   0.4903150E-002   0.5688663E-002
   0.5308834E-001   0.4464348E-002   0.5822161E-001   0.3274384E+002   0.5133263E-002   0.5957110E-002
   0.5274546E-001   0.4280066E-002   0.5763835E-001   0.3202667E+002   0.4892884E-002   0.5645412E-002
   0.4864518E-001   0.3563355E-002   0.5263059E-001   0.3280754E+002   0.3985413E-002   0.4480000E-002
   0.4254280E-001   0.2671662E-002   0.4546892E-001   0.3778686E+002   0.2926115E-002   0.3214737E-002
   0.3814765E-001   0.2181856E-002   0.4051324E-001   0.4270549E+002   0.2365590E-002   0.2570593E-002
   0.3513641E-001   0.1878802E-002   0.3716259E-001   0.4530627E+002   0.2026180E-002   0.2188760E-002
   0.3409377E-001   0.1765347E-002   0.3599709E-001   0.4540226E+002   0.1903316E-002   0.2055890E-002
   0.3722880E-001   0.2224465E-002   0.3967344E-001   0.4262697E+002   0.2444644E-002   0.2695862E-002
   0.4868765E-001   0.4616706E-002   0.5415589E-001   0.3731842E+002   0.5468243E-002   0.6534194E-002
   0.5732606E-001   0.6028283E-002   0.6449928E-001   0.3134717E+002   0.7173221E-002   0.8602054E-002
   0.6447241E-001   0.6943542E-002   0.7270231E-001   0.2621535E+002   0.8229897E-002   0.9824972E-002
   0.6339130E-001   0.6865314E-002   0.7153461E-001   0.2833824E+002   0.8143310E-002   0.9728619E-002
   0.6230063E-001   0.7087021E-002   0.7075799E-001   0.3572699E+002   0.8457363E-002   0.1016430E-001
   0.5868579E-001   0.6597420E-002   0.6656614E-001   0.3992255E+002   0.7880349E-002   0.9478543E-002
   0.6227718E-001   0.7598814E-002   0.7150338E-001   0.3850323E+002   0.9226198E-002   0.1128431E-001
   0.6093606E-001   0.7549863E-002   0.7012112E-001   0.4026259E+002   0.9185059E-002   0.1125378E-001
   0.6233540E-001   0.7786786E-002   0.7179868E-001   0.3926147E+002   0.9463277E-002   0.1158011E-001
   0.6162777E-001   0.7492738E-002   0.7072908E-001   0.3486257E+002   0.9101315E-002   0.1113446E-001
   0.5314876E-001   0.5936847E-002   0.6030334E-001   0.3989116E+002   0.7154578E-002   0.8684434E-002
   0.3942009E-001   0.3339251E-002   0.4327747E-001   0.5344980E+002   0.3857387E-002   0.4478251E-002
