# ~alp d~p/dz   Phi_p_sgs,z
   0.4373767E+001   0.9595551E+001
   0.1961000E+001   0.6649165E+000
   0.4351060E+001   0.1199922E+001
   0.4342976E+001   0.1820885E+001
   0.9788069E+001   0.3095070E+001
   0.1726155E+002   0.2364098E+001
   0.4362091E+002   0.5257881E+001
   0.1214272E+003   0.4800318E+002
   0.1928822E+003   0.1301819E+003
   0.7887859E+002   0.1058976E+003
  -0.2352141E+002   0.1462551E+002
   0.1373426E+003   0.4105798E+002
   0.5667319E+003   0.1405439E+003
   0.7203715E+003   0.2563971E+003
   0.2108435E+003   0.1769953E+003
   0.1284027E+002   0.6664483E+001
   0.9471743E+000   0.9697910E+000
  -0.3280671E+000   0.4544602E+000
  -0.2766081E+001   0.1541145E+000
  -0.1477558E+002   0.2954375E+001
  -0.1951654E+002   0.5582027E+001
  -0.5735284E+001   0.3224364E+000
  -0.5402448E+001   0.1100872E+000
  -0.1114345E+002   0.4947476E+001
   0.7117521E+002   0.5738854E+002
   0.2229814E+003   0.4119162E+002
   0.1909285E+003   0.8725816E+002
   0.2956175E+003   0.2159089E+003
   0.1737529E+003   0.1615578E+003
   0.3934895E+002   0.6538185E+002
   0.1311509E+002   0.3770404E+002
   0.5063791E+001   0.2235912E+001
   0.6796784E+001   0.1717620E+001
   0.1650370E+002   0.2321996E+001
   0.2040505E+002   0.3996457E+001
   0.7436221E+001   0.9481657E+001
   0.2360801E+002   0.3093865E+002
   0.2817140E+002   0.2370467E+002
   0.1564048E+002   0.1144002E+002
   0.1770607E+002   0.1729508E+002
   0.3045850E+002   0.1581588E+002
   0.5876502E+001   0.1084086E+001
   0.2677864E+001   0.8498484E+000
   0.1799039E+001   0.6343028E+000
   0.8917776E+001   0.6575779E+001
   0.1624470E+002   0.6487567E+001
   0.2735706E+002   0.8830936E+001
   0.2391804E+002   0.6045180E+002
   0.2031958E+001   0.1374161E+003
  -0.2855005E+002   0.7703000E+002
  -0.6890546E+002   0.2202570E+002
   0.8222320E+002   0.5265524E+002
   0.5545815E+003   0.2215564E+003
   0.1176816E+004   0.2497559E+003
   0.4133345E+003   0.2706762E+003
   0.1684074E+002   0.2957305E+002
  -0.7724490E-001   0.9739231E+000
  -0.1315567E+001   0.2381086E+000
  -0.4759606E+001   0.1219546E+001
  -0.1297398E+002   0.2158025E+001
  -0.1430947E+002   0.8668130E+000
  -0.8932493E+001   0.8820296E+000
  -0.8548488E+001   0.2346029E+000
  -0.1749894E+002   0.7237928E+001
   0.4965725E+002   0.4900086E+002
   0.8684537E+002   0.6649783E+002
   0.4594583E+002   0.8181082E+002
   0.1114703E+003   0.1286538E+003
   0.1460716E+003   0.8397600E+002
   0.1082628E+003   0.1057274E+003
   0.6167815E+002   0.1095250E+003
   0.2088664E+002   0.3777492E+002
   0.1450962E+002   0.6904651E+001
   0.5355736E+002   0.1758966E+002
   0.1142963E+003   0.3760900E+002
   0.5596264E+002   0.4224196E+002
   0.2613590E+002   0.4376663E+002
   0.1475120E+002   0.3425077E+002
   0.1212036E+002   0.4100026E+002
   0.5046704E+002   0.4325949E+002
   0.1026468E+003   0.3481930E+002
   0.6011598E+002   0.2745803E+002
   0.3129236E+002   0.1892112E+002
   0.1356642E+002   0.8474712E+001
   0.1597163E+002   0.1293051E+002
   0.4584736E+001   0.1370925E+002
  -0.5438558E+001   0.6347367E+001
  -0.4628623E+002   0.9633384E+001
  -0.4174212E+002   0.8256756E+001
  -0.5110952E+002   0.9823390E+001
  -0.9187046E+002   0.1697880E+002
  -0.4184658E+002   0.1923725E+002
   0.7352096E+002   0.1609870E+003
   0.3558220E+003   0.2079405E+003
   0.4298457E+002   0.2033513E+003
   0.5750362E+001   0.4010480E+002
   0.7685131E+001   0.1681123E+002
   0.8101563E+000   0.6118400E+000
  -0.9797082E+000   0.5966117E+000
  -0.5529936E+001   0.1807329E+001
  -0.1316052E+002   0.1540142E+002
  -0.3933054E+002   0.2596076E+002
  -0.2675154E+002   0.1844615E+001
