# ~alp d~p/dz   Phi_p_sgs,z
   0.5314715E+001   0.1252023E+002
   0.5723056E+001   0.8563924E+001
   0.5640856E+001   0.5607603E+001
   0.5893845E+001   0.5443737E+001
   0.9612392E+001   0.1852055E+002
   0.1701872E+002   0.6374099E+002
   0.2571679E+002   0.1196671E+003
   0.3450825E+002   0.1498609E+003
   0.4556720E+002   0.1494696E+003
   0.5982567E+002   0.1563573E+003
   0.7209482E+002   0.1426181E+003
   0.8562452E+002   0.1251671E+003
   0.8456082E+002   0.9874993E+002
   0.7649137E+002   0.9746629E+002
   0.5257690E+002   0.9403746E+002
   0.2730115E+002   0.7805164E+002
   0.7283876E+001   0.3687659E+002
  -0.1170138E+001   0.8760563E+001
  -0.3723353E+001   0.4899822E+001
  -0.5008476E+001   0.8939094E+001
  -0.6843411E+001   0.1160901E+002
  -0.8169419E+001   0.1375379E+002
  -0.6947075E+001   0.2473082E+002
   0.5543958E+000   0.4121263E+002
   0.1054769E+002   0.4571816E+002
   0.2393963E+002   0.5231461E+002
   0.4011094E+002   0.5860243E+002
   0.4070236E+002   0.6767624E+002
   0.3324523E+002   0.6583002E+002
   0.2530020E+002   0.6079050E+002
   0.2064724E+002   0.5474002E+002
   0.1642792E+002   0.5154303E+002
   0.1371656E+002   0.4878957E+002
   0.1219379E+002   0.4149897E+002
   0.1260562E+002   0.3906275E+002
   0.1197402E+002   0.3735093E+002
   0.9490624E+001   0.2933221E+002
   0.7966854E+001   0.2269975E+002
   0.6756374E+001   0.1859258E+002
   0.5427000E+001   0.1523876E+002
   0.1112017E+002   0.2693868E+002
   0.1151058E+002   0.2513702E+002
   0.1151812E+002   0.2250646E+002
   0.1296565E+002   0.2376067E+002
   0.2016837E+002   0.3305571E+002
   0.3412395E+002   0.7794136E+002
   0.4690318E+002   0.1331560E+003
   0.5234210E+002   0.1613901E+003
   0.5795387E+002   0.1537766E+003
   0.6456314E+002   0.1593695E+003
   0.6172875E+002   0.1457248E+003
   0.6180403E+002   0.1287828E+003
   0.6416621E+002   0.1082894E+003
   0.6389488E+002   0.1058524E+003
   0.4555632E+002   0.1030356E+003
   0.2494614E+002   0.8698823E+002
   0.8426965E+001   0.4579820E+002
   0.1395261E+001   0.1178583E+002
  -0.1659798E+001   0.5701406E+001
  -0.3307249E+001   0.1021399E+002
  -0.6600705E+001   0.1512294E+002
  -0.9099803E+001   0.1777627E+002
  -0.7252854E+001   0.2613516E+002
  -0.1514536E+000   0.3996810E+002
   0.7808973E+001   0.4492394E+002
   0.1933793E+002   0.5386463E+002
   0.3850729E+002   0.6439238E+002
   0.4374528E+002   0.7160456E+002
   0.3736176E+002   0.6894927E+002
   0.2944712E+002   0.6353397E+002
   0.2512467E+002   0.5760127E+002
   0.2203620E+002   0.5803646E+002
   0.1995836E+002   0.6217439E+002
   0.1995486E+002   0.5826600E+002
   0.2217572E+002   0.5710340E+002
   0.2152942E+002   0.5446749E+002
   0.1630496E+002   0.4055587E+002
   0.1317570E+002   0.2722632E+002
   0.1170867E+002   0.2365129E+002
   0.1061408E+002   0.2494557E+002
   0.1528240E+002   0.3529036E+002
   0.1445899E+002   0.3540343E+002
   0.1402590E+002   0.3250710E+002
   0.1719913E+002   0.3668941E+002
   0.2775438E+002   0.4753964E+002
   0.4933863E+002   0.9630649E+002
   0.6683078E+002   0.1526884E+003
   0.6692432E+002   0.1815886E+003
   0.6470760E+002   0.1695158E+003
   0.5947712E+002   0.1730096E+003
   0.3913606E+002   0.1552425E+003
   0.2484570E+002   0.1369076E+003
   0.3008278E+002   0.1191115E+003
   0.3730173E+002   0.1139673E+003
   0.2878075E+002   0.1072474E+003
   0.1776598E+002   0.9016995E+002
   0.7135120E+001   0.4939760E+002
   0.1675927E+001   0.1181000E+002
  -0.9491073E+000   0.5459543E+001
  -0.2452310E+001   0.1004472E+002
  -0.6208947E+001   0.1602334E+002
  -0.9412298E+001   0.2157508E+002
  -0.7942622E+001   0.2811832E+002
  -0.1887625E+001   0.3878985E+002
   0.4733171E+001   0.4221008E+002
   0.1452606E+002   0.5107873E+002
   0.3175814E+002   0.6126184E+002
   0.3902779E+002   0.6659110E+002
   0.3582698E+002   0.6462243E+002
   0.3013771E+002   0.6325230E+002
   0.2662066E+002   0.6258613E+002
   0.2494648E+002   0.6821458E+002
   0.2434182E+002   0.7713844E+002
   0.2578159E+002   0.7519887E+002
   0.2818000E+002   0.7132244E+002
   0.2742202E+002   0.6477767E+002
   0.2106025E+002   0.4679257E+002
   0.1738999E+002   0.3029736E+002
   0.1620236E+002   0.2692668E+002
   0.1537927E+002   0.3024773E+002
   0.1263657E+002   0.3725254E+002
   0.1136352E+002   0.3789418E+002
   0.1127469E+002   0.3481352E+002
   0.1561848E+002   0.4077874E+002
   0.2898665E+002   0.5947754E+002
   0.5613368E+002   0.1175979E+003
   0.7827453E+002   0.1718807E+003
   0.7491267E+002   0.1981869E+003
   0.6299217E+002   0.1844815E+003
   0.4370145E+002   0.1833283E+003
   0.1326685E+002   0.1456523E+003
  -0.7200332E+001   0.1146486E+003
  -0.1633554E+001   0.1003776E+003
   0.1149744E+002   0.9787716E+002
   0.1246898E+002   0.9112972E+002
   0.1035567E+002   0.7950355E+002
   0.5301694E+001   0.4803624E+002
   0.1267017E+001   0.1217735E+002
  -0.9922060E+000   0.5958580E+001
  -0.2293731E+001   0.1084596E+002
  -0.7145175E+001   0.1549933E+002
  -0.1076483E+002   0.2065605E+002
  -0.9843163E+001   0.2417139E+002
  -0.5182477E+001   0.3133435E+002
   0.3921257E+000   0.3287625E+002
   0.1060410E+002   0.4038210E+002
   0.2792779E+002   0.5454670E+002
   0.3813044E+002   0.6041178E+002
   0.4064994E+002   0.6316988E+002
   0.3839152E+002   0.6678706E+002
   0.3514505E+002   0.7261082E+002
   0.3252588E+002   0.7929896E+002
   0.3157935E+002   0.8938240E+002
   0.3098412E+002   0.8547890E+002
   0.2958315E+002   0.7813927E+002
   0.2682203E+002   0.6897982E+002
   0.1921407E+002   0.4939633E+002
   0.1504210E+002   0.3133826E+002
   0.1425769E+002   0.2665701E+002
   0.1346356E+002   0.3083982E+002
   0.9470822E+001   0.3618583E+002
   0.8671792E+001   0.3804410E+002
   0.9332035E+001   0.3577734E+002
   0.1587779E+002   0.4430562E+002
   0.3165126E+002   0.6298558E+002
   0.5922132E+002   0.1062207E+003
   0.7948070E+002   0.1409307E+003
   0.6986405E+002   0.1583565E+003
   0.4948919E+002   0.1493309E+003
   0.2342327E+002   0.1419864E+003
  -0.2581003E+001   0.9833223E+002
  -0.1698609E+002   0.6020306E+002
  -0.1144844E+002   0.5849650E+002
  -0.1191324E+001   0.6039689E+002
   0.2563732E+001   0.5779209E+002
   0.4080185E+001   0.5198806E+002
   0.2872833E+001   0.3898670E+002
   0.5787923E+000   0.1200886E+002
  -0.1211661E+001   0.7087985E+001
  -0.2394115E+001   0.1201140E+002
  -0.8123397E+001   0.1543687E+002
  -0.1292958E+002   0.2161456E+002
  -0.1279912E+002   0.2448345E+002
  -0.9173955E+001   0.2746197E+002
  -0.3898403E+001   0.2509784E+002
   0.6719043E+001   0.3304201E+002
   0.2409421E+002   0.4795905E+002
   0.3702244E+002   0.5124417E+002
   0.4569599E+002   0.5739763E+002
   0.4835248E+002   0.6561827E+002
   0.4509032E+002   0.7438646E+002
   0.3998910E+002   0.8179292E+002
   0.3691184E+002   0.9415001E+002
   0.3213661E+002   0.8884537E+002
   0.2630123E+002   0.7668926E+002
   0.2166012E+002   0.6563297E+002
   0.1469345E+002   0.4507640E+002
   0.1090311E+002   0.2602701E+002
   0.1046751E+002   0.2188825E+002
   0.1018485E+002   0.2855515E+002
   0.6371671E+001   0.3276170E+002
   0.6160768E+001   0.3691336E+002
   0.7182022E+001   0.3737790E+002
   0.1447164E+002   0.4783606E+002
   0.2992823E+002   0.5955816E+002
   0.5048214E+002   0.8174551E+002
   0.6028965E+002   0.9706169E+002
   0.4847740E+002   0.1070907E+003
   0.2922809E+002   0.9695187E+002
   0.8607058E+001   0.8287736E+002
  -0.6662403E+001   0.5060247E+002
  -0.1299337E+002   0.1591413E+002
  -0.8320070E+001   0.1917157E+002
  -0.3015385E+001   0.2156775E+002
  -0.8859430E+000   0.2309999E+002
  -0.1528798E+000   0.2013848E+002
   0.3825101E+000   0.1948240E+002
  -0.4878782E+000   0.7907741E+001
  -0.1917292E+001   0.7297097E+001
  -0.3059339E+001   0.1367720E+002
  -0.8446586E+001   0.1871176E+002
  -0.1340499E+002   0.2734951E+002
  -0.1375201E+002   0.3284918E+002
  -0.1096408E+002   0.3719668E+002
  -0.5501866E+001   0.3921554E+002
   0.6956493E+001   0.4584209E+002
   0.2744810E+002   0.5407699E+002
   0.4213256E+002   0.5152208E+002
   0.5264803E+002   0.5555088E+002
   0.5672747E+002   0.6085041E+002
   0.5057185E+002   0.6823537E+002
   0.3935862E+002   0.7236107E+002
   0.3222848E+002   0.8226119E+002
   0.2534575E+002   0.7691631E+002
   0.1766916E+002   0.6120363E+002
   0.1353916E+002   0.4717249E+002
   0.9437078E+001   0.3030377E+002
   0.7143209E+001   0.1549246E+002
   0.6944750E+001   0.1429534E+002
   0.6714433E+001   0.2307700E+002
   0.4437199E+001   0.3100803E+002
   0.4575010E+001   0.3805137E+002
   0.4841467E+001   0.4012564E+002
   0.9287101E+001   0.4997888E+002
   0.1933297E+002   0.6004257E+002
   0.3102603E+002   0.7668055E+002
   0.3530590E+002   0.8415585E+002
   0.2832515E+002   0.8894924E+002
   0.1655638E+002   0.8217817E+002
   0.4042251E+001   0.6625950E+002
  -0.3270214E+001   0.3709495E+002
  -0.4380622E+001   0.9829277E+001
  -0.1937451E+001   0.8033127E+001
  -0.2124886E+000   0.8842836E+001
   0.2068471E+000   0.8661058E+001
   0.2823406E+000   0.7703351E+001
   0.1088075E+000   0.7429562E+001
  -0.8524446E+000   0.3945875E+001
  -0.2084232E+001   0.6160880E+001
  -0.3332622E+001   0.1208311E+002
  -0.7328997E+001   0.1617939E+002
  -0.1070405E+002   0.2510090E+002
  -0.1086150E+002   0.3266496E+002
  -0.8606576E+001   0.4288479E+002
  -0.3428739E+001   0.4830616E+002
   0.8692286E+001   0.5431081E+002
   0.2597987E+002   0.5558394E+002
   0.3698530E+002   0.5123495E+002
   0.4517570E+002   0.5715283E+002
   0.5261207E+002   0.6227395E+002
   0.4905171E+002   0.6821576E+002
   0.3725061E+002   0.6851657E+002
   0.3048850E+002   0.7284718E+002
   0.2306763E+002   0.6292413E+002
   0.1393081E+002   0.4124827E+002
   0.8726342E+001   0.2569805E+002
   0.6282004E+001   0.1551956E+002
   0.5234521E+001   0.8386760E+001
   0.4831673E+001   0.9220124E+001
