# ~alp d~p/dz   Phi_p_sgs,z
   0.5824093E+001   0.1204707E+002
   0.2182621E+001   0.9515736E+000
   0.4447754E+001   0.1712061E+001
   0.6250735E+001   0.2305712E+001
   0.8721869E+001   0.2843487E+001
   0.1738908E+002   0.3803355E+001
   0.3699461E+002   0.1129145E+002
   0.8531392E+002   0.6201236E+002
   0.1101052E+003   0.1232135E+003
   0.5593705E+002   0.1028459E+003
   0.2650571E+001   0.3192812E+002
   0.1585751E+003   0.6582476E+002
   0.5435504E+003   0.1593799E+003
   0.5218199E+003   0.2550655E+003
   0.1894694E+003   0.1900663E+003
   0.1955152E+002   0.2502917E+002
   0.1293995E+001   0.2432107E+001
  -0.6329533E+000   0.5177624E+000
  -0.2922738E+001   0.4832794E+000
  -0.1198478E+002   0.4344335E+001
  -0.1657971E+002   0.7521060E+001
  -0.7224040E+001   0.8481274E+000
  -0.6081805E+001   0.5491674E+000
  -0.1247240E+002   0.1177896E+002
   0.5681787E+002   0.6443340E+002
   0.1647338E+003   0.4675566E+002
   0.1580532E+003   0.1070840E+003
   0.1863067E+003   0.1542447E+003
   0.1409147E+003   0.1419499E+003
   0.4771188E+002   0.6246044E+002
   0.1311900E+002   0.3674150E+002
   0.6031639E+001   0.7112011E+001
   0.7753607E+001   0.2367849E+001
   0.1608348E+002   0.3908441E+001
   0.1833681E+002   0.7120775E+001
   0.1635975E+002   0.1782934E+002
   0.1791482E+002   0.2995562E+002
   0.1925150E+002   0.2681967E+002
   0.1321241E+002   0.1649572E+002
   0.1299248E+002   0.1631075E+002
   0.2658847E+002   0.1855885E+002
   0.8537347E+001   0.3629677E+001
   0.4084208E+001   0.1753614E+001
   0.3289939E+001   0.1817885E+001
   0.7103570E+001   0.6432237E+001
   0.1716288E+002   0.9280351E+001
   0.2507532E+002   0.1580091E+002
   0.3207839E+002   0.6985367E+002
   0.1670612E+002   0.1348822E+003
  -0.1069434E+002   0.9066170E+002
  -0.4360314E+002   0.3349226E+002
   0.7646631E+002   0.7346592E+002
   0.4986424E+003   0.2595332E+003
   0.7373687E+003   0.2766091E+003
   0.3111726E+003   0.2707041E+003
   0.2467038E+002   0.5459269E+002
   0.1159134E+001   0.7214622E+001
  -0.1073357E+001   0.6374806E+000
  -0.4144152E+001   0.7325436E+000
  -0.1156327E+002   0.2217303E+001
  -0.1506213E+002   0.3766087E+001
  -0.1242602E+002   0.3474139E+001
  -0.1078089E+002   0.1313295E+001
  -0.1762754E+002   0.1491531E+002
   0.3746973E+002   0.5617106E+002
   0.8026979E+002   0.6378780E+002
   0.5103030E+002   0.9058232E+002
   0.7973026E+002   0.1029948E+003
   0.1062562E+003   0.8789472E+002
   0.7681128E+002   0.8429651E+002
   0.3909155E+002   0.8323174E+002
   0.1455219E+002   0.3690415E+002
   0.1467306E+002   0.9625611E+001
   0.5535237E+002   0.3248340E+002
   0.9513173E+002   0.5276032E+002
   0.6510293E+002   0.5475257E+002
   0.3031198E+002   0.3988624E+002
   0.1698748E+002   0.3941247E+002
   0.2000381E+002   0.4482035E+002
   0.3958395E+002   0.4280680E+002
   0.8776312E+002   0.4155253E+002
   0.6705674E+002   0.3629797E+002
   0.3738091E+002   0.3434247E+002
   0.2111068E+002   0.2246537E+002
   0.1307497E+002   0.1595474E+002
   0.1198482E+002   0.1779831E+002
   0.3827610E+001   0.1772574E+002
  -0.2304030E+002   0.2773580E+002
  -0.3807825E+002   0.2654430E+002
  -0.5625249E+002   0.2039855E+002
  -0.8209838E+002   0.2554110E+002
  -0.3405386E+002   0.4447432E+002
   0.1473742E+003   0.2298151E+003
   0.2746904E+003   0.2800299E+003
   0.1102528E+003   0.2367973E+003
   0.1702042E+002   0.6481802E+002
   0.9809168E+001   0.2308021E+002
   0.1503773E+001   0.2708084E+001
  -0.1615875E+001   0.5873862E+000
  -0.5746608E+001   0.2449893E+001
  -0.1310488E+002   0.1531037E+002
  -0.3286517E+002   0.2325565E+002
  -0.3345193E+002   0.1181708E+002
  -0.2062682E+002   0.1004478E+002
   0.6266506E+001   0.2165955E+002
   0.1983633E+002   0.2620076E+002
   0.8213609E+001   0.2637895E+002
   0.1621936E+002   0.3390349E+002
