 # filt(alp*rho*Vry/tfpF)    filt(alp*rho*Vry)/filt(tfpF)
  -0.4076279E+003  -0.4239418E+003
  -0.1799511E+003  -0.1869356E+003
  -0.8076881E+002  -0.8594149E+002
  -0.8801977E+002  -0.8965494E+002
  -0.8303429E+002  -0.8584171E+002
   0.9642457E+002   0.8651653E+002
   0.4818962E+003   0.4297418E+003
   0.8406050E+003   0.6951293E+003
   0.1135997E+004   0.9247004E+003
   0.1216676E+004   0.1038429E+004
   0.1198326E+004   0.1112681E+004
   0.9784849E+003   0.9790990E+003
   0.5263679E+003   0.4935894E+003
   0.2899709E+003   0.2410386E+003
   0.1157208E+003   0.9757825E+002
   0.1544987E+003   0.9118452E+002
   0.1039931E+003   0.1060425E+003
   0.6173851E+001   0.4369322E+000
  -0.8238269E+002  -0.8765472E+002
  -0.1931963E+003  -0.1898581E+003
  -0.2953256E+003  -0.2953837E+003
  -0.3540609E+003  -0.3714795E+003
  -0.3127505E+003  -0.3300844E+003
  -0.1099480E+003  -0.1415726E+003
   0.3246679E+003   0.3002598E+003
   0.8010896E+003   0.7635873E+003
   0.1042666E+004   0.9769092E+003
   0.9655663E+003   0.9305685E+003
   0.6812719E+003   0.6562724E+003
   0.3848605E+003   0.3815331E+003
   0.2488816E+003   0.2468606E+003
   0.2074897E+003   0.2153160E+003
   0.1712715E+003   0.1823311E+003
  -0.2873767E+002  -0.2272407E+002
  -0.3093137E+003  -0.3194989E+003
  -0.5392569E+003  -0.5559541E+003
  -0.6719050E+003  -0.6841184E+003
  -0.7465604E+003  -0.7557574E+003
  -0.7600619E+003  -0.7675140E+003
  -0.6391097E+003  -0.6593186E+003
  -0.5438657E+003  -0.5530744E+003
  -0.4564342E+003  -0.4609387E+003
  -0.3531882E+003  -0.3651926E+003
  -0.2550126E+003  -0.2630776E+003
  -0.9790618E+002  -0.9831315E+002
   0.8757277E+002   0.9170810E+002
   0.4599525E+003   0.4320103E+003
   0.7262974E+003   0.6038203E+003
   0.1004363E+004   0.7920340E+003
   0.1071897E+004   0.8648050E+003
   0.1016065E+004   0.8694283E+003
   0.8264250E+003   0.7510172E+003
   0.5689316E+003   0.4220609E+003
   0.4840656E+003   0.3471689E+003
   0.4277574E+003   0.3209312E+003
   0.3205697E+003   0.2429331E+003
   0.1755832E+003   0.1836624E+003
   0.6901128E+002   0.7157344E+002
   0.1214077E+003   0.1233533E+003
   0.1713425E+003   0.1659202E+003
   0.9562941E+002   0.9164981E+002
  -0.5633272E+002  -0.6956642E+002
