 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1296959E+004   0.1332430E+004
   0.9177618E+003   0.9087719E+003
   0.7958437E+003   0.7970368E+003
   0.8232841E+003   0.8539167E+003
   0.8064300E+003   0.8372270E+003
   0.7586841E+003   0.7515426E+003
   0.6828163E+003   0.6820513E+003
   0.6777532E+003   0.6632598E+003
   0.8360212E+003   0.9420538E+003
   0.8273834E+003   0.8868742E+003
   0.5610286E+003   0.5576288E+003
   0.4413935E+003   0.4523434E+003
   0.4779137E+003   0.4944207E+003
   0.4878448E+003   0.4916305E+003
   0.5164840E+003   0.5147884E+003
   0.6450383E+003   0.6396079E+003
   0.7273469E+003   0.7230421E+003
   0.6811287E+003   0.6853324E+003
   0.7444154E+003   0.7447187E+003
   0.8259130E+003   0.8193418E+003
   0.9050340E+003   0.8997979E+003
   0.1094931E+004   0.1094991E+004
   0.1127523E+004   0.1133038E+004
   0.1060038E+004   0.1063604E+004
   0.1102350E+004   0.1124237E+004
   0.1292623E+004   0.1330413E+004
   0.1417388E+004   0.1467824E+004
   0.1338329E+004   0.1352398E+004
   0.1436296E+004   0.1480646E+004
   0.1481036E+004   0.1538500E+004
   0.1384598E+004   0.1429722E+004
   0.1147290E+004   0.1146226E+004
   0.8062363E+003   0.8311289E+003
   0.6688198E+003   0.7450553E+003
   0.6616575E+003   0.6768049E+003
   0.6526508E+003   0.6752007E+003
   0.7681923E+003   0.7780000E+003
   0.9513820E+003   0.9962564E+003
   0.1150437E+004   0.1211890E+004
   0.1358367E+004   0.1424380E+004
   0.1061053E+004   0.1042703E+004
   0.9236897E+003   0.9261489E+003
   0.8835031E+003   0.9112189E+003
   0.8464651E+003   0.9043548E+003
   0.8071848E+003   0.8217757E+003
   0.7506104E+003   0.7633951E+003
   0.6901452E+003   0.7004176E+003
   0.7443492E+003   0.8528151E+003
   0.8914055E+003   0.9643512E+003
   0.7282108E+003   0.7169334E+003
   0.3719334E+003   0.3920990E+003
   0.3283633E+003   0.3462318E+003
   0.4161118E+003   0.4256819E+003
   0.4488741E+003   0.4471563E+003
   0.4581921E+003   0.4603407E+003
   0.5638996E+003   0.5671861E+003
   0.6155417E+003   0.6399643E+003
   0.6057872E+003   0.6354194E+003
   0.6620241E+003   0.6965056E+003
   0.5895351E+003   0.6227406E+003
   0.6185717E+003   0.6356203E+003
   0.1083600E+004   0.1085106E+004
   0.1449609E+004   0.1448987E+004
   0.1550389E+004   0.1545714E+004
