 # filt(alp*rho*Vrz/tfpF)    filt(alp*rho*Vrz)/filt(tfpF)
   0.1213005E+004   0.1261233E+004
   0.9730000E+003   0.9689635E+003
   0.8172569E+003   0.8230743E+003
   0.8123298E+003   0.8639413E+003
   0.7988029E+003   0.8279211E+003
   0.7567496E+003   0.7584679E+003
   0.6942632E+003   0.6923057E+003
   0.6966446E+003   0.7005381E+003
   0.7820550E+003   0.8825691E+003
   0.7523210E+003   0.8121219E+003
   0.5756521E+003   0.5900569E+003
   0.4655912E+003   0.4816142E+003
   0.4734088E+003   0.4938560E+003
   0.4831019E+003   0.4895690E+003
   0.5179906E+003   0.5166180E+003
   0.6326598E+003   0.6237211E+003
   0.7166942E+003   0.7106137E+003
   0.7206265E+003   0.7219097E+003
   0.7759040E+003   0.7706867E+003
   0.8190060E+003   0.8142878E+003
   0.8834482E+003   0.8795394E+003
   0.1022747E+004   0.1019233E+004
   0.1102813E+004   0.1105534E+004
   0.1091061E+004   0.1093301E+004
   0.1137754E+004   0.1170742E+004
   0.1291621E+004   0.1336632E+004
   0.1401022E+004   0.1449074E+004
   0.1408748E+004   0.1445284E+004
   0.1428118E+004   0.1465612E+004
   0.1460146E+004   0.1522882E+004
   0.1358515E+004   0.1428910E+004
   0.1147911E+004   0.1184526E+004
   0.8714134E+003   0.9272090E+003
   0.7135343E+003   0.8019252E+003
   0.6825858E+003   0.7216556E+003
   0.6939179E+003   0.7257394E+003
   0.7954085E+003   0.8178308E+003
   0.9442228E+003   0.1001093E+004
   0.1098160E+004   0.1170913E+004
   0.1252348E+004   0.1322301E+004
   0.1062366E+004   0.1051530E+004
   0.9227333E+003   0.9217475E+003
   0.8740241E+003   0.9163895E+003
   0.8456092E+003   0.9032454E+003
   0.8092040E+003   0.8279463E+003
   0.7544291E+003   0.7666611E+003
   0.7024760E+003   0.7527304E+003
   0.7365415E+003   0.8490839E+003
   0.8097078E+003   0.8871021E+003
   0.6903638E+003   0.7082603E+003
   0.4455086E+003   0.4791069E+003
   0.3671278E+003   0.4034877E+003
   0.4475625E+003   0.4743702E+003
   0.5070215E+003   0.5090970E+003
   0.5457818E+003   0.5402194E+003
   0.6013637E+003   0.6117793E+003
   0.6230838E+003   0.6552732E+003
   0.5963503E+003   0.6343731E+003
   0.6169165E+003   0.6586838E+003
   0.5957970E+003   0.6345495E+003
   0.7038318E+003   0.7234168E+003
   0.1067087E+004   0.1065705E+004
   0.1401901E+004   0.1392328E+004
