# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.8457912E-001   0.7887096E-002   0.9335117E-001   0.1253048E+002   0.8772047E-002   0.9763529E-002
   0.7047420E-001   0.5839891E-002   0.7692586E-001   0.1627227E+002   0.6451661E-002   0.7135312E-002
   0.4498281E-001   0.2375426E-002   0.4751304E-001   0.2522792E+002   0.2530233E-002   0.2696461E-002
   0.4574986E-001   0.2489337E-002   0.4840877E-001   0.2505125E+002   0.2658906E-002   0.2841608E-002
   0.3541431E-001   0.1586165E-002   0.3708717E-001   0.4736758E+002   0.1672864E-002   0.1764886E-002
   0.2844974E-001   0.1020204E-002   0.2951440E-001   0.5279767E+002   0.1064663E-002   0.1111283E-002
   0.1898994E-001   0.4651781E-003   0.1947020E-001   0.6570797E+002   0.4802521E-003   0.4959277E-003
   0.1070160E-001   0.1242190E-003   0.1082740E-001   0.1002974E+003   0.1258019E-003   0.1274065E-003
   0.3555340E-001   0.2685874E-002   0.3855288E-001   0.6228302E+002   0.2999479E-002   0.3355098E-002
   0.8983283E-001   0.1169344E-001   0.1040425E+000   0.1687368E+002   0.1420972E-001   0.1743250E-001
   0.7784041E-001   0.1086732E-001   0.9150409E-001   0.2117743E+002   0.1366367E-001   0.1734446E-001
   0.6403366E-001   0.7998439E-002   0.7395755E-001   0.2521999E+002   0.9923892E-002   0.1241032E-001
   0.4426779E-001   0.3866182E-002   0.4889243E-001   0.3573332E+002   0.4624642E-002   0.5595398E-002
   0.2348532E-001   0.8454761E-003   0.2437995E-001   0.6066230E+002   0.8946304E-003   0.9476553E-003
   0.5043932E-001   0.4954916E-002   0.5616758E-001   0.4658582E+002   0.5728260E-002   0.6640544E-002
   0.6304893E-001   0.7015369E-002   0.7115203E-001   0.5067725E+002   0.8103099E-002   0.9377212E-002
   0.3611021E-001   0.2478375E-002   0.3883458E-001   0.6072731E+002   0.2724371E-002   0.2998028E-002
   0.3326781E-001   0.1371205E-002   0.3471064E-001   0.3815843E+002   0.1442826E-002   0.1518862E-002
   0.3406694E-001   0.1234749E-002   0.3535066E-001   0.3062805E+002   0.1283711E-002   0.1334696E-002
   0.2191821E-001   0.5617492E-003   0.2249701E-001   0.5233997E+002   0.5787978E-003   0.5964242E-003
   0.1187919E-001   0.1541269E-003   0.1203556E-001   0.8970440E+002   0.1563617E-003   0.1586323E-003
   0.7974665E-002   0.6562368E-004   0.8040849E-002   0.1286990E+003   0.6618422E-004   0.6674967E-004
   0.4944920E-002   0.2735668E-004   0.4972442E-002   0.2296175E+003   0.2752262E-004   0.2768962E-004
   0.7196757E-002   0.2044254E-003   0.7412971E-002   0.3029740E+003   0.2162139E-003   0.2288506E-003
   0.2796758E-001   0.1374633E-002   0.2942676E-001   0.1506930E+003   0.1459178E-002   0.1549460E-002
   0.4371466E-001   0.2165447E-002   0.4600134E-001   0.3061479E+002   0.2286674E-002   0.2415025E-002
   0.3479220E-001   0.1403925E-002   0.3626277E-001   0.3343720E+002   0.1470565E-002   0.1540655E-002
   0.3255412E-001   0.1166535E-002   0.3376801E-001   0.3358770E+002   0.1213896E-002   0.1263340E-002
   0.4490475E-001   0.2280660E-002   0.4732270E-001   0.2492053E+002   0.2417950E-002   0.2564375E-002
   0.4764148E-001   0.2747884E-002   0.5058222E-001   0.2633624E+002   0.2940734E-002   0.3148339E-002
   0.5345855E-001   0.3719281E-002   0.5753548E-001   0.2362628E+002   0.4076931E-002   0.4475900E-002
   0.7852776E-001   0.8532306E-002   0.8855563E-001   0.1641398E+002   0.1002787E-001   0.1187136E-001
   0.6753894E-001   0.7030695E-002   0.7584937E-001   0.2295810E+002   0.8310431E-002   0.9907037E-002
   0.3471846E-001   0.1735841E-002   0.3657304E-001   0.4678908E+002   0.1854582E-002   0.1983425E-002
   0.4785965E-001   0.3717411E-002   0.5198106E-001   0.4146989E+002   0.4121407E-002   0.4574780E-002
   0.7285880E-001   0.6881213E-002   0.8059660E-001   0.1945102E+002   0.7737801E-002   0.8713607E-002
   0.1145567E+000   0.1765470E-001   0.1364679E+000   0.1223846E+002   0.2191117E-001   0.2741137E-001
   0.1626092E+000   0.3018443E-001   0.2009392E+000   0.6075084E+001   0.3833001E-001   0.4897201E-001
   0.1221560E+000   0.1747494E-001   0.1431914E+000   0.8499652E+001   0.2103540E-001   0.2544152E-001
   0.8888172E-001   0.9063837E-002   0.9920181E-001   0.1201016E+002   0.1032009E-001   0.1179535E-001
   0.5980481E-001   0.4479443E-002   0.6474370E-001   0.1990409E+002   0.4938887E-002   0.5454932E-002
   0.6641213E-001   0.4898904E-002   0.7176905E-001   0.1524417E+002   0.5356915E-002   0.5865995E-002
   0.6578571E-001   0.4756016E-002   0.7094741E-001   0.1599024E+002   0.5161695E-002   0.5604571E-002
   0.5539609E-001   0.4054357E-002   0.5981357E-001   0.3898520E+002   0.4417473E-002   0.4815431E-002
   0.1942354E-001   0.8117615E-003   0.2028553E-001   0.1245998E+003   0.8619898E-003   0.9157747E-003
   0.1288474E-001   0.2059918E-003   0.1309456E-001   0.1095776E+003   0.2098206E-003   0.2137275E-003
   0.1655791E-001   0.2953406E-003   0.1685905E-001   0.6397726E+002   0.3011440E-003   0.3070707E-003
   0.1533436E-001   0.2704566E-003   0.1561037E-001   0.7375638E+002   0.2760035E-003   0.2816773E-003
   0.3438846E-001   0.2271440E-002   0.3689720E-001   0.5324275E+002   0.2508746E-002   0.2775423E-002
   0.7523922E-001   0.7206674E-002   0.8335064E-001   0.1839434E+002   0.8111418E-002   0.9143984E-002
   0.6837318E-001   0.6272274E-002   0.7540283E-001   0.2085641E+002   0.7029656E-002   0.7886848E-002
   0.6380374E-001   0.5397548E-002   0.6981803E-001   0.2092767E+002   0.6014296E-002   0.6710922E-002
   0.6208479E-001   0.6041011E-002   0.6903390E-001   0.2839623E+002   0.6949111E-002   0.8025661E-002
   0.3984275E-001   0.3723928E-002   0.4419195E-001   0.5675163E+002   0.4349194E-002   0.5102938E-002
   0.2208469E-001   0.9417422E-003   0.2310566E-001   0.7733691E+002   0.1020970E-002   0.1110211E-002
   0.1502995E-001   0.3754688E-003   0.1542028E-001   0.9867720E+002   0.3903283E-003   0.4059479E-003
   0.2089255E-001   0.5724111E-003   0.2148368E-001   0.6867426E+002   0.5911331E-003   0.6105134E-003
   0.3047334E-001   0.1023942E-002   0.3153542E-001   0.3694160E+002   0.1062081E-002   0.1101708E-002
   0.2605232E-001   0.7785213E-003   0.2685791E-001   0.4303216E+002   0.8055921E-003   0.8336897E-003
   0.1632182E-001   0.3075038E-003   0.1663627E-001   0.6791848E+002   0.3144584E-003   0.3215965E-003
   0.1044030E-001   0.1165026E-003   0.1055823E-001   0.9992676E+002   0.1179307E-003   0.1193779E-003
   0.7482726E-002   0.5794051E-004   0.7541133E-002   0.1375852E+003   0.5840737E-004   0.5887810E-004
   0.4651799E-002   0.2403851E-004   0.4675974E-002   0.2413346E+003   0.2417428E-004   0.2431086E-004
   0.2509457E-002   0.6823591E-005   0.2516301E-002   0.4290306E+003   0.6843718E-005   0.6863909E-005
   0.7229237E-002   0.1883815E-003   0.7425139E-002   0.3987814E+003   0.1959025E-003   0.2037547E-003
   0.3050415E-001   0.1437129E-002   0.3202063E-001   0.1328805E+003   0.1516480E-002   0.1600421E-002
   0.4581881E-001   0.2309607E-002   0.4825930E-001   0.2476174E+002   0.2440492E-002   0.2579116E-002
