# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.1046704E+000   0.1095588E-001   0.1169071E+000   0.8553804E+001   0.1223670E-001   0.1366726E-001
   0.8907192E-001   0.7933807E-002   0.9778151E-001   0.1022688E+002   0.8709587E-002   0.9561223E-002
   0.2564088E-001   0.6574548E-003   0.2631564E-001   0.3800022E+002   0.6747561E-003   0.6925127E-003
   0.4968676E-001   0.2468774E-002   0.5228461E-001   0.1912609E+002   0.2597853E-002   0.2733680E-002
   0.2799883E-001   0.7839342E-003   0.2880534E-001   0.3471578E+002   0.8065157E-003   0.8297477E-003
   0.3357122E-001   0.1127027E-002   0.3473739E-001   0.2878742E+002   0.1166177E-002   0.1206687E-002
   0.1780867E-001   0.3171489E-003   0.1813157E-001   0.5515241E+002   0.3228993E-003   0.3287539E-003
   0.8474241E-002   0.7181276E-004   0.8546668E-002   0.1170047E+003   0.7242652E-004   0.7304553E-004
   0.1823213E-001   0.3324107E-003   0.1857072E-001   0.5384822E+002   0.3385838E-003   0.3448715E-003
   0.1352801E+000   0.1830072E-001   0.1564439E+000   0.6392068E+001   0.2116375E-001   0.2447469E-001
   0.3199334E-001   0.1023574E-002   0.3305074E-001   0.3025651E+002   0.1057403E-002   0.1092351E-002
   0.2737447E-001   0.7493615E-003   0.2814492E-001   0.3553039E+002   0.7704523E-003   0.7921366E-003
   0.2928210E-001   0.8574413E-003   0.3016541E-001   0.3315056E+002   0.8833064E-003   0.9099517E-003
   0.9025609E-002   0.8146162E-004   0.9107813E-002   0.1097958E+003   0.8220356E-004   0.8295225E-004
   0.3456879E-001   0.1195001E-002   0.3580658E-001   0.2792783E+002   0.1237790E-002   0.1282111E-002
   0.2074037E-001   0.4301629E-003   0.2117964E-001   0.4721515E+002   0.4392736E-003   0.4485773E-003
   0.1145101E-001   0.1311257E-003   0.1158366E-001   0.8632851E+002   0.1326446E-003   0.1341812E-003
   0.2225141E-001   0.4951253E-003   0.2275781E-001   0.4394097E+002   0.5063933E-003   0.5179177E-003
   0.4643503E-001   0.2156212E-002   0.4869624E-001   0.2053547E+002   0.2261211E-002   0.2371324E-002
   0.2766243E-001   0.7652098E-003   0.2844941E-001   0.3515012E+002   0.7869796E-003   0.8093687E-003
   0.1207034E-001   0.1456932E-003   0.1221782E-001   0.8184769E+002   0.1474732E-003   0.1492750E-003
   0.8363633E-002   0.6995036E-004   0.8434174E-002   0.1185653E+003   0.7054034E-004   0.7113529E-004
   0.4576550E-002   0.2094481E-004   0.4597591E-002   0.2175052E+003   0.2104111E-004   0.2113785E-004
   0.2469142E-002   0.6096664E-005   0.2475254E-002   0.4039989E+003   0.6111755E-005   0.6126883E-005
   0.2177616E-001   0.4742013E-003   0.2226092E-001   0.4492177E+002   0.4847575E-003   0.4955486E-003
   0.5214014E-001   0.2718594E-002   0.5500827E-001   0.1817908E+002   0.2868139E-002   0.3025910E-002
   0.3529125E-001   0.1245473E-002   0.3658229E-001   0.2733563E+002   0.1291035E-002   0.1338264E-002
   0.3358626E-001   0.1128037E-002   0.3475350E-001   0.2877408E+002   0.1167240E-002   0.1207805E-002
   0.4562050E-001   0.2081230E-002   0.4780122E-001   0.2091997E+002   0.2180716E-002   0.2284957E-002
   0.7708462E-001   0.5942039E-002   0.8352296E-001   0.1197276E+002   0.6438336E-002   0.6976085E-002
   0.8416145E-001   0.7083150E-002   0.9189551E-001   0.1088192E+002   0.7734060E-002   0.8444785E-002
   0.8487582E-001   0.7203905E-002   0.9274787E-001   0.1078192E+002   0.7872052E-002   0.8602168E-002
   0.7628833E-001   0.5819909E-002   0.8258890E-001   0.1210817E+002   0.6300569E-002   0.6820926E-002
   0.2278406E-001   0.5191133E-003   0.2331527E-001   0.4289034E+002   0.5312166E-003   0.5436020E-003
   0.1966467E-001   0.3866991E-003   0.2005912E-001   0.4985263E+002   0.3944560E-003   0.4023684E-003
   0.1205084E+000   0.1452228E-001   0.1370206E+000   0.7298174E+001   0.1651214E-001   0.1877464E-001
   0.5528366E-001   0.3056283E-002   0.5851880E-001   0.1708853E+002   0.3235133E-002   0.3424449E-002
   0.2036829E+000   0.4148674E-001   0.2557812E+000   0.3909592E+001   0.5209826E-001   0.6542402E-001
   0.9040353E-001   0.8172798E-002   0.9938861E-001   0.1006152E+002   0.8985081E-002   0.9878095E-002
   0.7569719E-001   0.5730065E-002   0.8189653E-001   0.1221053E+002   0.6199337E-002   0.6707041E-002
   0.4307168E-001   0.1855169E-002   0.4501035E-001   0.2221711E+002   0.1938671E-002   0.2025931E-002
   0.4911252E-001   0.2412040E-002   0.5164914E-001   0.1936140E+002   0.2536620E-002   0.2667634E-002
   0.7049216E-001   0.4969144E-002   0.7583815E-001   0.1318598E+002   0.5345995E-002   0.5751425E-002
   0.9045933E-001   0.8182891E-002   0.9945606E-001   0.1005469E+002   0.8996729E-002   0.9891508E-002
   0.3751051E-002   0.1407038E-004   0.3765174E-002   0.2655920E+003   0.1412336E-004   0.1417654E-004
   0.1115851E-001   0.1245123E-003   0.1128443E-001   0.8861770E+002   0.1259174E-003   0.1273383E-003
   0.1411000E-001   0.1990922E-003   0.1431194E-001   0.6987171E+002   0.2019416E-003   0.2048317E-003
   0.1239297E-001   0.1535857E-003   0.1254848E-001   0.7969092E+002   0.1555129E-003   0.1574644E-003
   0.1455007E-001   0.2117046E-003   0.1476490E-001   0.6772819E+002   0.2148304E-003   0.2180023E-003
   0.1118561E+000   0.1251179E-001   0.1259437E+000   0.7940056E+001   0.1408757E-001   0.1586181E-001
   0.2926074E-001   0.8561911E-003   0.3014274E-001   0.3317548E+002   0.8819991E-003   0.9085849E-003
   0.4112976E-001   0.1691657E-002   0.4289398E-001   0.2331330E+002   0.1764219E-002   0.1839893E-002
   0.7281501E-001   0.5302025E-002   0.7853342E-001   0.1273343E+002   0.5718412E-002   0.6167498E-002
   0.2030729E-001   0.4123862E-003   0.2072823E-001   0.4824339E+002   0.4209342E-003   0.4296594E-003
   0.2916580E-001   0.8506436E-003   0.3004199E-001   0.3328674E+002   0.8761986E-003   0.9025214E-003
   0.6742833E-002   0.4546580E-004   0.6788608E-002   0.1473056E+003   0.4577445E-004   0.4608519E-004
   0.1930801E-001   0.3727993E-003   0.1968815E-001   0.5079198E+002   0.3801390E-003   0.3876232E-003
   0.4042413E-001   0.1634110E-002   0.4212708E-001   0.2373770E+002   0.1702951E-002   0.1774691E-002
   0.2211883E-001   0.4892425E-003   0.2261914E-001   0.4421035E+002   0.5003088E-003   0.5116253E-003
   0.1306140E-001   0.1706001E-003   0.1323425E-001   0.7556150E+002   0.1728578E-003   0.1751455E-003
   0.9118682E-002   0.8315036E-004   0.9202597E-002   0.1086650E+003   0.8391556E-004   0.8468780E-004
   0.7784861E-002   0.6060406E-004   0.7845940E-002   0.1274545E+003   0.6107955E-004   0.6155878E-004
   0.4610038E-002   0.2125245E-004   0.4631389E-002   0.2159179E+003   0.2135088E-004   0.2144977E-004
   0.2083877E-002   0.4342544E-005   0.2088229E-002   0.4788747E+003   0.4351612E-005   0.4360699E-005
   0.1737130E-002   0.3017620E-005   0.1740153E-002   0.5746622E+003   0.3022871E-005   0.3028132E-005
   0.3046292E-001   0.9279895E-003   0.3142007E-001   0.3182679E+002   0.9571470E-003   0.9872207E-003
   0.6542771E-001   0.4280785E-002   0.7000818E-001   0.1428405E+002   0.4580475E-002   0.4901145E-002
   0.2992576E-001   0.8955513E-003   0.3084894E-001   0.3241602E+002   0.9231781E-003   0.9516572E-003
   0.7078352E-001   0.5010306E-002   0.7617549E-001   0.1312758E+002   0.5391969E-002   0.5802705E-002
   0.2512378E-001   0.6312042E-003   0.2577125E-001   0.3880293E+002   0.6474711E-003   0.6641572E-003
   0.1177793E-001   0.1387195E-003   0.1191830E-001   0.8390460E+002   0.1403728E-003   0.1420458E-003
   0.4719871E-001   0.2227718E-002   0.4953678E-001   0.2018702E+002   0.2338072E-002   0.2453893E-002
   0.6711622E-001   0.4504586E-002   0.7194488E-001   0.1389953E+002   0.4828668E-002   0.5176066E-002
   0.7593317E-001   0.5765846E-002   0.8217281E-001   0.1216948E+002   0.6239641E-002   0.6752370E-002
   0.1260166E+000   0.1588018E-001   0.1441865E+000   0.6935464E+001   0.1816988E-001   0.2078973E-001
   0.3451455E-001   0.1191254E-002   0.3574839E-001   0.2797328E+002   0.1233840E-002   0.1277948E-002
   0.1655423E+000   0.2740427E-001   0.1983832E+000   0.5040750E+001   0.3284082E-001   0.3935588E-001
   0.2345320E+000   0.5500525E-001   0.3063903E+000   0.3263811E+001   0.7185833E-001   0.9387502E-001
   0.1137170E+000   0.1293156E-001   0.1283078E+000   0.7793760E+001   0.1459077E-001   0.1646288E-001
   0.3066162E-001   0.9401350E-003   0.3163149E-001   0.3161406E+002   0.9698728E-003   0.1000551E-002
   0.6129714E-001   0.3757339E-002   0.6529983E-001   0.1531397E+002   0.4002693E-002   0.4264068E-002
   0.5467349E-001   0.2989190E-002   0.5783556E-001   0.1729040E+002   0.3162072E-002   0.3344952E-002
   0.7311083E-001   0.5345194E-002   0.7887764E-001   0.1267786E+002   0.5766810E-002   0.6221683E-002
   0.1062369E-001   0.1128628E-003   0.1073777E-001   0.9312925E+002   0.1140747E-003   0.1152996E-003
   0.9874649E-002   0.9750870E-004   0.9973131E-002   0.1002694E+003   0.9848117E-004   0.9946333E-004
   0.1570677E-001   0.2467027E-003   0.1595741E-001   0.6266680E+002   0.2506395E-003   0.2546390E-003
   0.2419448E-001   0.5853728E-003   0.2479437E-001   0.4033174E+002   0.5998868E-003   0.6147606E-003
   0.2312593E-001   0.5348087E-003   0.2367340E-001   0.4224150E+002   0.5474695E-003   0.5604299E-003
   0.2067514E-001   0.4274615E-003   0.2111163E-001   0.4736726E+002   0.4364860E-003   0.4457009E-003
   0.5706122E-001   0.3255983E-002   0.6051424E-001   0.1652504E+002   0.3453016E-002   0.3661973E-002
   0.1137702E+000   0.1294366E-001   0.1283755E+000   0.7789648E+001   0.1460531E-001   0.1648027E-001
   0.1269154E+000   0.1610752E-001   0.1453644E+000   0.6879265E+001   0.1844898E-001   0.2113080E-001
   0.1555285E+000   0.2418911E-001   0.1841726E+000   0.5429690E+001   0.2864408E-001   0.3391953E-001
   0.2115666E-001   0.4476044E-003   0.2161394E-001   0.4626643E+002   0.4572789E-003   0.4671625E-003
   0.8811907E-002   0.7764970E-004   0.8890247E-002   0.1124828E+003   0.7834003E-004   0.7903649E-004
   0.1696473E-001   0.2878022E-003   0.1725750E-001   0.5794581E+002   0.2927689E-003   0.2978214E-003
