# <alp>   <alp2>    <alp/alpg>   <alpg/alp>    <alp^2/alpg>    <alp^2/alpg^2>
   0.1003124E+000   0.1026457E-001   0.1117729E+000   0.9198466E+001   0.1146048E-001   0.1279855E-001
   0.8632652E-001   0.7767981E-002   0.9489854E-001   0.1111007E+002   0.8572026E-002   0.9462791E-002
   0.2997894E-001   0.9388040E-003   0.3094972E-001   0.3364239E+002   0.9707815E-003   0.1003911E-002
   0.5063464E-001   0.2676212E-002   0.5346712E-001   0.1963572E+002   0.2832480E-002   0.2998262E-002
   0.3056953E-001   0.1020093E-002   0.3162691E-001   0.3651407E+002   0.1057381E-002   0.1096081E-002
   0.3268682E-001   0.1113785E-002   0.3384150E-001   0.3097559E+002   0.1154683E-002   0.1197136E-002
   0.1796692E-001   0.3402218E-003   0.1831405E-001   0.5778120E+002   0.3471317E-003   0.3541886E-003
   0.8678046E-002   0.7590538E-004   0.8754626E-002   0.1151328E+003   0.7658063E-004   0.7726193E-004
   0.2219766E-001   0.5974959E-003   0.2281462E-001   0.5292044E+002   0.6169640E-003   0.6371364E-003
   0.1239977E+000   0.1598022E-001   0.1424450E+000   0.7447165E+001   0.1844729E-001   0.2130954E-001
   0.3694347E-001   0.1433384E-002   0.3843823E-001   0.2722626E+002   0.1494751E-002   0.1558909E-002
   0.3773826E-001   0.1624493E-002   0.3944910E-001   0.2834634E+002   0.1710839E-002   0.1802582E-002
   0.3338441E-001   0.1280296E-002   0.3472420E-001   0.3264769E+002   0.1339789E-002   0.1402432E-002
   0.1082896E-001   0.1245617E-003   0.1095505E-001   0.9728253E+002   0.1260948E-003   0.1276478E-003
   0.4487236E-001   0.2973443E-002   0.4811992E-001   0.3615886E+002   0.3247557E-002   0.3550952E-002
   0.5633146E-001   0.5382441E-002   0.6245059E-001   0.3930997E+002   0.6119124E-002   0.6969979E-002
   0.2059465E-001   0.7265078E-003   0.2135960E-001   0.7311792E+002   0.7649455E-003   0.8057623E-003
   0.2486623E-001   0.6705883E-003   0.2555693E-001   0.4258043E+002   0.6906994E-003   0.7114555E-003
   0.4345920E-001   0.1895039E-002   0.4544093E-001   0.2209180E+002   0.1981738E-002   0.2072416E-002
   0.2619988E-001   0.7070467E-003   0.2692714E-001   0.3831952E+002   0.7272561E-003   0.7480596E-003
   0.1216343E-001   0.1510590E-003   0.1231643E-001   0.8291506E+002   0.1529991E-003   0.1549645E-003
   0.8283450E-002   0.6903109E-004   0.8353064E-002   0.1204592E+003   0.6961473E-004   0.7020332E-004
   0.4608509E-002   0.2187476E-004   0.4630491E-002   0.2227775E+003   0.2198198E-004   0.2208974E-004
   0.2627721E-002   0.7096297E-005   0.2634837E-002   0.3886129E+003   0.7116125E-005   0.7136009E-005
   0.2365488E-001   0.7666157E-003   0.2445128E-001   0.7956258E+002   0.7964005E-003   0.8274374E-003
   0.5195501E-001   0.2708040E-002   0.5481251E-001   0.1830900E+002   0.2857492E-002   0.3015223E-002
   0.3540218E-001   0.1287307E-002   0.3673953E-001   0.2796525E+002   0.1337350E-002   0.1389396E-002
   0.3342974E-001   0.1130669E-002   0.3460049E-001   0.2926285E+002   0.1170745E-002   0.1212259E-002
   0.4518895E-001   0.2141965E-002   0.4744244E-001   0.2243738E+002   0.2253490E-002   0.2371064E-002
   0.6628840E-001   0.4776908E-002   0.7146288E-001   0.1582438E+002   0.5174481E-002   0.5606801E-002
   0.7115749E-001   0.5509024E-002   0.7717372E-001   0.1428668E+002   0.6016226E-002   0.6574060E-002
