#dudx    dudy    dudz    dvdx    dvdy    dvdz    dwdx    dwdy    dwdz   div(u)  S_norm
  -0.2125959E+001  -0.2522659E+002   0.4043715E+001   0.5437869E+001   0.3945045E+001  -0.1735431E+001  -0.1757871E+001  -0.2515368E+003   0.8971528E+001   0.1079061E+002   0.3233358E+005
  -0.3526529E+001  -0.1503184E+002   0.2662605E+001   0.6874400E+001   0.3611087E+000  -0.2039579E+001   0.1035713E+002  -0.1243939E+003   0.6013490E+001   0.2848070E+001   0.8156770E+004
  -0.4888452E+001  -0.7430138E+001   0.9281311E+000   0.6364067E+000   0.1371854E+001  -0.2627534E+001  -0.4480349E+001  -0.2024416E+002   0.5915119E+001   0.2398522E+001   0.3497937E+003
  -0.6699124E+001  -0.3949898E+001   0.6294925E+000  -0.2131382E+001   0.2997390E+001  -0.2401393E+001  -0.1490554E+002   0.1010539E+002   0.7274980E+001   0.3573246E+001   0.2526014E+003
   0.5674856E+000  -0.2324827E+001  -0.2383310E+000  -0.3082392E+001   0.3711548E+001  -0.1787574E+001  -0.2594678E+002   0.1177371E+002   0.5613975E+000   0.4840431E+001   0.4139132E+003
   0.4862657E+001  -0.9653727E+000  -0.4817010E+000  -0.2556124E+001   0.3608018E+001  -0.6842820E+000  -0.4451285E+002   0.2283779E+001  -0.1829141E+001   0.6641534E+001   0.1045040E+004
   0.4711614E+001   0.3049165E+000  -0.6729079E+000  -0.3532253E+000   0.2744626E+001  -0.5283942E+000  -0.3836276E+002  -0.1056043E+002  -0.2463194E+001   0.4993045E+001   0.8508635E+003
   0.6275983E+001   0.1346627E+001  -0.6525356E+000  -0.1041431E+001   0.2704665E+001  -0.5999981E+000  -0.4711607E+002  -0.2082903E+002  -0.3159301E+001   0.5821348E+001   0.1415956E+004
   0.9611833E+001   0.1766958E+001  -0.2778919E+001   0.1159901E+001   0.2695920E+001  -0.6310540E+000  -0.4520021E+002  -0.2832715E+002   0.3214870E+001   0.1552262E+002   0.1604244E+004
   0.4849422E+001  -0.4494581E+000  -0.4805843E+001   0.1491627E+001   0.2051590E+001  -0.1282023E+001  -0.3582912E+002  -0.2198984E+002   0.8505019E+001   0.1540603E+002   0.1117879E+004
