 # filt(alp*rho*Vrx/tfpF)    filt(alp*rho*Vrx)/filt(tfpF)
  -0.1510510E+003  -0.1526036E+003
  -0.1325592E+003  -0.1332636E+003
  -0.1594450E+003  -0.1596338E+003
  -0.2039740E+003  -0.2046751E+003
  -0.1267785E+003  -0.1267070E+003
  -0.9100680E+002  -0.9096678E+002
  -0.1070269E+003  -0.1071046E+003
  -0.9731583E+002  -0.9720329E+002
  -0.4814874E+002  -0.4866884E+002
  -0.6914204E+002  -0.6963090E+002
  -0.2071342E+003  -0.2085012E+003
  -0.5684831E+003  -0.5657750E+003
  -0.6765474E+003  -0.6462773E+003
  -0.1957817E+003  -0.1981040E+003
  -0.2429107E+003  -0.2414084E+003
  -0.6313619E+003  -0.6274261E+003
  -0.3519648E+003  -0.3423804E+003
  -0.9389913E+003  -0.9462923E+003
   0.1110048E+004   0.1229632E+004
   0.1952214E+004   0.1931624E+004
   0.5608190E+003   0.5525871E+003
   0.1381493E+003   0.1415015E+003
   0.1057180E+003   0.1063369E+003
   0.1700256E+003   0.1703156E+003
   0.2048735E+003   0.2049482E+003
   0.1531567E+003   0.1532160E+003
   0.4231132E+002   0.4252479E+002
   0.3292625E+003   0.3268373E+003
   0.7026704E+003   0.7127510E+003
   0.2654960E+003   0.2689137E+003
   0.3218997E+002   0.3135601E+002
  -0.7864969E+002  -0.7863343E+002
  -0.1906017E+003  -0.1910502E+003
  -0.1303471E+003  -0.1303985E+003
  -0.1037845E+003  -0.1048401E+003
   0.1406668E+003   0.1394692E+003
   0.9330155E+002   0.9293808E+002
   0.2594158E+002   0.2594531E+002
  -0.7127910E+002  -0.7103647E+002
  -0.1640737E+003  -0.1647878E+003
  -0.1181989E+003  -0.1196433E+003
  -0.1265814E+003  -0.1267896E+003
  -0.7309821E+002  -0.7350525E+002
  -0.1803177E+003  -0.1822714E+003
  -0.2126682E+003  -0.2136945E+003
  -0.1750127E+003  -0.1748170E+003
  -0.1747835E+003  -0.1747916E+003
  -0.3264054E+001  -0.3424181E+001
   0.4183498E+002   0.4216879E+002
  -0.9386351E+002  -0.9504363E+002
  -0.8561160E+003  -0.8306644E+003
  -0.5031528E+003  -0.4764433E+003
  -0.1266815E+003  -0.1271765E+003
  -0.1158750E+003  -0.1154294E+003
  -0.2163429E+003  -0.2164213E+003
  -0.2073202E+003  -0.2055217E+003
  -0.1189599E+003  -0.1206030E+003
   0.2213724E+003   0.2296624E+003
   0.3529563E+003   0.3780974E+003
   0.1433901E+004   0.1417702E+004
   0.1265761E+003   0.1143908E+003
  -0.1147251E+003  -0.1141262E+003
   0.6517896E+002   0.6848029E+002
   0.3347105E+003   0.3451099E+003
   0.3211719E+003   0.3252253E+003
   0.1542302E+003   0.1557339E+003
   0.1015747E+003   0.1010928E+003
   0.1086881E+004   0.1026372E+004
   0.3751316E+003   0.3610815E+003
  -0.1607878E+003  -0.1606767E+003
  -0.2135953E+003  -0.2154832E+003
  -0.1639590E+003  -0.1665372E+003
  -0.3732232E+003  -0.3759486E+003
  -0.1867388E+003  -0.1862817E+003
  -0.3233321E+003  -0.3243687E+003
   0.1983863E+003   0.1992407E+003
   0.2040781E+003   0.2058437E+003
   0.1184920E+003   0.1184581E+003
   0.3455646E+002   0.3390795E+002
  -0.4543518E+002  -0.4510945E+002
  -0.5717101E+002  -0.5844345E+002
  -0.9068075E+002  -0.9086461E+002
  -0.7043932E+002  -0.7040664E+002
  -0.9743548E+002  -0.9953169E+002
  -0.3847444E+003  -0.3874430E+003
  -0.2272887E+003  -0.2268878E+003
  -0.2035933E+003  -0.2037874E+003
   0.2932530E+002   0.2902113E+002
  -0.4188132E+002  -0.3877537E+002
  -0.6845374E+003  -0.6713389E+003
  -0.6935397E+003  -0.6714035E+003
  -0.8327348E+002  -0.8326105E+002
  -0.3997860E+001  -0.3975485E+001
  -0.6694852E+002  -0.6715378E+002
  -0.4747323E+002  -0.4759961E+002
  -0.2692100E+002  -0.2706674E+002
  -0.5861348E+001  -0.5908901E+001
   0.9969205E+002   0.9938430E+002
   0.4440774E+003   0.4426638E+003
   0.1219026E+004   0.1171897E+004
   0.1226969E+003   0.1220598E+003
   0.1862440E+003   0.1868137E+003
   0.1010756E+003   0.1045056E+003
   0.2703884E+003   0.2761139E+003
   0.2267133E+002   0.2100308E+002
   0.2260386E+003   0.2269153E+003
   0.8613283E+003   0.8449466E+003
   0.3099735E+003   0.2985927E+003
   0.1420601E+003   0.1421842E+003
   0.2610204E+002   0.2543973E+002
  -0.5483829E+003  -0.5446531E+003
  -0.2751427E+003  -0.2772333E+003
  -0.5154995E+003  -0.5176304E+003
  -0.4505146E+003  -0.4510769E+003
  -0.1571732E+003  -0.1556162E+003
   0.8584988E+002   0.8654474E+002
   0.7856506E+002   0.7892331E+002
   0.4501826E+002   0.4499979E+002
   0.3290885E+002   0.3309192E+002
   0.1116046E+002   0.1104739E+002
   0.1630985E+001   0.1479621E+001
  -0.5619038E+002  -0.5616446E+002
  -0.7659688E+002  -0.7636330E+002
  -0.8420567E+002  -0.8419796E+002
  -0.4097683E+003  -0.4085705E+003
