# ~alp d~p/dy   Phi_p_sgs,y
   0.1359675E+002   0.1216186E+002
   0.1645509E+002   0.2048095E+002
   0.1831351E+002   0.2238032E+002
   0.1824019E+002   0.1847242E+002
   0.1625571E+002   0.1908041E+002
   0.1260650E+002   0.2066719E+002
   0.8827455E+001   0.1288868E+002
   0.8777557E+001   0.8354391E+001
   0.1133807E+002   0.1690675E+002
   0.1444298E+002   0.2299602E+002
   0.1684273E+002   0.2378970E+002
   0.1786679E+002   0.2148155E+002
   0.1699121E+002   0.2114109E+002
   0.1283462E+002   0.1338403E+002
   0.8705799E+001   0.6150893E+001
   0.6526523E+001   0.3383183E+001
   0.5660301E+001   0.3434541E+001
   0.4029146E+001   0.2571568E+001
   0.2650884E+001   0.1298165E+001
   0.1846583E+001   0.1235684E+001
   0.1271546E+001   0.1898042E+001
   0.1078123E+001   0.3390907E+001
   0.1213152E+001   0.4231343E+001
   0.1931248E+001   0.5590967E+001
   0.3109199E+001   0.7098339E+001
   0.4442056E+001   0.7480255E+001
   0.5515076E+001   0.6429989E+001
   0.5986085E+001   0.5451164E+001
   0.6197999E+001   0.4848071E+001
   0.6426054E+001   0.3405585E+001
   0.6848416E+001   0.1631521E+001
   0.7480134E+001   0.1024373E+001
   0.8571381E+001   0.1041113E+001
   0.1055501E+002   0.7157560E+000
   0.1315946E+002   0.3607387E+001
   0.1551838E+002   0.8794219E+001
   0.1593195E+002   0.1062112E+002
   0.1593549E+002   0.1372248E+002
   0.1476245E+002   0.1843045E+002
   0.1338851E+002   0.1631176E+002
   0.3806088E+002   0.3195139E+002
   0.3424972E+002   0.3063129E+002
   0.2809289E+002   0.2700099E+002
   0.2216879E+002   0.1621195E+002
   0.1718074E+002   0.8009686E+001
   0.1605567E+002   0.1129557E+002
   0.1553198E+002   0.1375107E+002
   0.1850262E+002   0.1535952E+002
   0.2227678E+002   0.2103652E+002
   0.2313888E+002   0.2335476E+002
   0.2088530E+002   0.2096548E+002
   0.1887891E+002   0.1932961E+002
   0.1579467E+002   0.1977427E+002
   0.1106230E+002   0.1356433E+002
   0.7259394E+001   0.8122218E+001
   0.4866629E+001   0.5663758E+001
   0.3394559E+001   0.5010982E+001
   0.1839418E+001   0.3219632E+001
   0.8993066E+000   0.1375405E+001
   0.4221013E+000   0.7976873E+000
   0.8986635E-001   0.5203277E+000
   0.3105861E-002   0.8437520E+000
   0.1389237E+000   0.1728156E+001
   0.3162812E+000   0.2163039E+001
   0.5939175E+000   0.2289113E+001
   0.1048531E+001   0.2229787E+001
   0.1699983E+001   0.1740549E+001
   0.2103737E+001   0.9522786E+000
   0.2789325E+001   0.9827479E+000
   0.3811719E+001   0.1330591E+001
   0.4910664E+001   0.1419077E+001
   0.5700791E+001   0.1854431E+001
   0.6810669E+001   0.2583018E+001
   0.8723803E+001   0.3053260E+001
   0.1173611E+002   0.6718976E+001
   0.1598080E+002   0.1214764E+002
   0.2054856E+002   0.1523623E+002
   0.2745237E+002   0.2080080E+002
   0.3480461E+002   0.3193109E+002
   0.4047481E+002   0.3716057E+002
   0.4576630E+002   0.3180731E+002
   0.3819442E+002   0.3077028E+002
   0.2696766E+002   0.2759826E+002
   0.2033536E+002   0.1740055E+002
   0.1766672E+002   0.1064250E+002
   0.1815671E+002   0.1368574E+002
   0.1907245E+002   0.1645158E+002
   0.2318221E+002   0.1801818E+002
   0.2477591E+002   0.1928068E+002
   0.2160633E+002   0.1587187E+002
   0.1679932E+002   0.1193560E+002
   0.1286901E+002   0.1042810E+002
   0.8480099E+001   0.1043313E+002
   0.4288674E+001   0.6845584E+001
   0.1757772E+001   0.3856197E+001
   0.7546765E+000   0.3840063E+001
   0.1712684E+000   0.2895983E+001
  -0.2216774E+000   0.1523360E+001
  -0.2780986E+000   0.6287019E+000
  -0.2210882E+000   0.3864645E+000
  -0.2006966E+000   0.2262239E+000
  -0.1734911E+000   0.4326932E-001
  -0.9149939E-001   0.3295156E+000
   0.1638496E-001   0.7502464E+000
   0.1579516E+000   0.9859068E+000
   0.3628065E+000   0.9636250E+000
   0.5687905E+000   0.6110928E+000
   0.7821751E+000   0.2718737E+000
   0.1134824E+001   0.2271755E+000
   0.1631161E+001   0.6722260E+000
   0.2245201E+001   0.8167202E+000
   0.2922194E+001   0.1748056E+001
   0.3899574E+001   0.3355885E+001
   0.5271805E+001   0.4654434E+001
   0.8097554E+001   0.9261787E+001
   0.1302178E+002   0.1586748E+002
   0.1972078E+002   0.1918880E+002
   0.3140730E+002   0.2375792E+002
   0.4340041E+002   0.3228494E+002
   0.5041833E+002   0.3615786E+002
   0.4647347E+002   0.2996799E+002
   0.4072929E+002   0.3009081E+002
   0.2942298E+002   0.2803398E+002
   0.2193897E+002   0.1921497E+002
   0.1910833E+002   0.1215607E+002
   0.1926408E+002   0.1451766E+002
   0.1961169E+002   0.1626949E+002
   0.2110875E+002   0.1680618E+002
   0.1965715E+002   0.1483950E+002
   0.1508228E+002   0.8749146E+001
   0.1006892E+002   0.4823628E+001
   0.5925534E+001   0.2750099E+001
   0.1978841E+001   0.1764200E+001
  -0.4793479E+000   0.1059379E+001
  -0.1210432E+001   0.1949417E+001
  -0.1272141E+001   0.1473600E+001
  -0.1185131E+001   0.2597592E+000
  -0.8284023E+000   0.2466129E+000
  -0.6482989E+000   0.2813393E+000
  -0.4516870E+000   0.1951711E+000
  -0.3264189E+000   0.2506992E-001
  -0.2309653E+000  -0.6199535E-001
  -0.1361679E+000  -0.5994707E-001
  -0.4649150E-001   0.1258451E+000
   0.2290835E-001   0.3365914E+000
   0.1225446E+000   0.3638523E+000
   0.1722131E+000   0.5431880E-001
   0.2057825E+000  -0.2592677E+000
   0.3965308E+000  -0.3216601E+000
   0.5641552E+000  -0.3070641E+000
   0.8644442E+000  -0.7468939E-001
   0.1364742E+001   0.1216153E+001
   0.1851439E+001   0.2957227E+001
   0.2375708E+001   0.4396375E+001
   0.3827686E+001   0.8927379E+001
   0.6757951E+001   0.1495781E+002
   0.1192676E+002   0.1837352E+002
   0.2328968E+002   0.2341914E+002
   0.3644236E+002   0.3160103E+002
   0.4650481E+002   0.3467585E+002
   0.4408630E+002   0.2740750E+002
   0.4186752E+002   0.2851155E+002
   0.3133255E+002   0.2800356E+002
   0.2465852E+002   0.1989292E+002
   0.2192695E+002   0.1363838E+002
   0.2081642E+002   0.1606660E+002
   0.2072732E+002   0.1739301E+002
   0.2002228E+002   0.1865432E+002
   0.1662628E+002   0.1742418E+002
   0.1155314E+002   0.1151541E+002
   0.7362268E+001   0.7412197E+001
   0.3888461E+001   0.5877079E+001
   0.4551404E+000   0.4075462E+001
  -0.1417205E+001   0.3160417E+001
  -0.1841403E+001   0.3865251E+001
  -0.1822272E+001   0.2630322E+001
  -0.1710072E+001   0.2419159E+000
  -0.1191428E+001  -0.9612490E-001
  -0.1008091E+001   0.3032119E-001
  -0.6929793E+000  -0.2356397E-001
  -0.4768957E+000  -0.1020078E+000
  -0.3375274E+000  -0.1681590E+000
  -0.1909978E+000  -0.2034472E+000
  -0.6023006E-001  -0.6189439E-001
  -0.5712519E-002   0.9189146E-001
   0.1061154E+000   0.2704885E+000
   0.3032573E+000   0.9775184E-001
   0.4950615E+000  -0.2151410E+000
   0.7183948E+000  -0.3829731E+000
   0.8604735E+000  -0.5104323E+000
   0.8373230E+000  -0.5013588E+000
   0.6686516E+000  -0.3244870E-001
   0.4792304E+000   0.5043396E+000
   0.4356322E+000   0.1496357E+001
   0.7681977E+000   0.3721472E+001
   0.1790619E+001   0.5874200E+001
   0.5096387E+001   0.9486656E+001
   0.1495472E+002   0.1710997E+002
   0.2669514E+002   0.2634978E+002
   0.3814154E+002   0.3049179E+002
   0.4488385E+002   0.2503954E+002
   0.4334854E+002   0.2530270E+002
   0.3292794E+002   0.2518307E+002
   0.2604617E+002   0.1900297E+002
   0.2257273E+002   0.1472007E+002
   0.2117241E+002   0.1806207E+002
   0.1959067E+002   0.1916504E+002
   0.1729795E+002   0.2050980E+002
   0.1345896E+002   0.1962446E+002
   0.9448212E+001   0.1310478E+002
   0.6299745E+001   0.8517491E+001
   0.3553510E+001   0.7179788E+001
   0.7418933E+000   0.5852760E+001
  -0.1133988E+001   0.4750205E+001
  -0.1795670E+001   0.4633933E+001
  -0.1849448E+001   0.2681165E+001
  -0.1731235E+001   0.8011555E-001
  -0.1280833E+001  -0.1983524E+000
  -0.1337468E+001  -0.1026123E-001
  -0.1070773E+001  -0.4920893E-001
  -0.8358795E+000  -0.1537754E+000
  -0.6422125E+000  -0.2867990E+000
  -0.3756022E+000  -0.4061859E+000
  -0.1178297E+000  -0.2394466E+000
  -0.3987726E-001  -0.1153410E+000
   0.8891728E-001   0.3672690E-001
   0.3329085E+000   0.4218461E-001
   0.5982459E+000  -0.2035203E+000
   0.8223591E+000  -0.3284507E+000
   0.1008080E+001  -0.4680299E+000
   0.8583911E+000  -0.4979845E+000
   0.3402786E+000  -0.3993641E+000
  -0.2319730E-001   0.4801742E-002
  -0.1846368E+000   0.8555905E+000
  -0.3047154E-001   0.2788697E+001
   0.9880868E+000   0.5687805E+001
   0.4772647E+001   0.1013746E+002
   0.1541037E+002   0.1707332E+002
   0.2788904E+002   0.2467801E+002
   0.3959124E+002   0.2829250E+002
   0.2916620E+002   0.8603889E+001
   0.2924747E+002   0.8833670E+001
   0.2302462E+002   0.9646878E+001
   0.1924938E+002   0.9895127E+001
   0.1795146E+002   0.1386328E+002
   0.1452062E+002   0.1572649E+002
   0.1124497E+002   0.1563594E+002
   0.8635389E+001   0.1551945E+002
   0.5900769E+001   0.1293542E+002
   0.3746586E+001   0.6476815E+001
   0.2332807E+001   0.3709588E+001
   0.9280713E+000   0.2663910E+001
  -0.7194246E+000   0.2172925E+001
  -0.1983621E+001   0.1863941E+001
  -0.2310001E+001   0.1465333E+001
  -0.2051051E+001   0.5173316E+000
  -0.1710835E+001   0.4213909E-001
  -0.1345286E+001   0.3273974E+000
  -0.1578540E+001   0.5828619E+000
  -0.1412939E+001   0.4716423E+000
  -0.1303972E+001   0.2975990E+000
  -0.1165058E+001   0.1395414E+000
  -0.8595610E+000  -0.9982719E-001
  -0.4379064E+000  -0.2940188E+000
  -0.3149370E+000  -0.3702887E+000
  -0.1170451E+000  -0.3912749E+000
   0.2972699E+000  -0.8422995E-002
   0.7047943E+000   0.4470097E-002
   0.1063198E+001  -0.9717839E-001
   0.1442752E+001  -0.1099280E+000
   0.1383831E+001   0.9321295E-001
   0.8207400E+000   0.9273757E-001
   0.3526334E+000   0.4077161E+000
   0.3772349E+000   0.1805316E+001
   0.8165281E+000   0.3932785E+001
   0.2133683E+001   0.6341042E+001
   0.5680512E+001   0.8549600E+001
   0.1424615E+002   0.1132301E+002
   0.2125183E+002   0.1164437E+002
   0.2620720E+002   0.1017850E+002
   0.2060449E+002   0.4244112E+001
   0.2185306E+002   0.5233061E+001
   0.1839463E+002   0.5969489E+001
   0.1487745E+002   0.6493771E+001
   0.1222717E+002   0.7912415E+001
   0.8505784E+001   0.8235857E+001
   0.5178614E+001   0.7100900E+001
   0.2663497E+001   0.6199896E+001
   0.1213130E+001   0.4583212E+001
   0.4110242E+000   0.2901415E+001
  -0.3205048E+000   0.1538121E+001
  -0.9170806E+000   0.1088123E+001
  -0.1651919E+001   0.9104883E+000
  -0.2218760E+001   0.1007660E+001
  -0.2309541E+001   0.1205649E+001
  -0.2004858E+001   0.1463360E+001
  -0.1610390E+001   0.1470694E+001
  -0.1140131E+001   0.1837459E+001
  -0.1144879E+001   0.1659121E+001
  -0.1228408E+001   0.1421296E+001
  -0.1345342E+001   0.1212403E+001
  -0.1408517E+001   0.9960764E+000
  -0.1293260E+001   0.5196607E+000
  -0.8187118E+000   0.6952642E+000
  -0.3283476E+000   0.4722493E+001
   0.1059586E+001   0.1075688E+002
   0.3150373E+001   0.1459758E+002
   0.5123539E+001   0.1524425E+002
   0.6265013E+001   0.1446113E+002
   0.6126081E+001   0.1195226E+002
   0.4584376E+001   0.6878680E+001
   0.2567474E+001   0.2495462E+001
   0.1226339E+001   0.7653979E+000
   0.1003317E+001   0.1912591E+001
   0.1406528E+001   0.3762696E+001
   0.2137013E+001   0.5087746E+001
   0.4298216E+001   0.6192543E+001
   0.9268191E+001   0.8144683E+001
   0.1365843E+002   0.7529468E+001
   0.1709928E+002   0.5468065E+001
   0.1623473E+002   0.5949970E+001
   0.1701930E+002   0.6638661E+001
   0.1449530E+002   0.6669708E+001
   0.1204428E+002   0.5610000E+001
   0.1026629E+002   0.7030079E+001
   0.7393450E+001   0.7319333E+001
   0.4826223E+001   0.6353769E+001
   0.2791998E+001   0.5511046E+001
   0.1512926E+001   0.4866141E+001
   0.5787483E+000   0.3180513E+001
  -0.1712493E+000   0.1647895E+001
  -0.6829196E+000   0.1370123E+001
  -0.1144803E+001   0.1608888E+001
  -0.1427900E+001   0.2088240E+001
  -0.1471529E+001   0.2644220E+001
  -0.1211458E+001   0.3231983E+001
  -0.7581049E+000   0.3274063E+001
  -0.1789677E+000   0.2999342E+001
  -0.2008695E+000   0.2340067E+001
  -0.6354707E+000   0.2339063E+001
  -0.9682307E+000   0.2435227E+001
  -0.1315423E+001   0.2014273E+001
  -0.1494081E+001   0.2735991E+001
  -0.5260773E+000   0.8537809E+001
   0.1427854E+001   0.1568015E+002
   0.4285882E+001   0.2142215E+002
   0.7546273E+001   0.2415887E+002
   0.1006124E+002   0.2420099E+002
   0.9618868E+001   0.1978058E+002
   0.7886444E+001   0.1373611E+002
   0.5947246E+001   0.6656488E+001
   0.3885784E+001   0.2160021E+001
   0.2515926E+001   0.4295425E+000
   0.2342424E+001   0.1431584E+001
   0.2757660E+001   0.2872989E+001
   0.3111282E+001   0.4452300E+001
   0.4917263E+001   0.5460633E+001
   0.8457694E+001   0.7677044E+001
   0.1110532E+002   0.8339171E+001
   0.1329817E+002   0.7023776E+001
   0.8398241E+001   0.5821311E+001
   0.8674994E+001   0.5191670E+001
   0.7774417E+001   0.3598139E+001
   0.6825709E+001   0.2332119E+001
   0.6305685E+001   0.3929099E+001
   0.5507227E+001   0.4747131E+001
   0.4635487E+001   0.4804963E+001
   0.3705836E+001   0.4574568E+001
   0.2904269E+001   0.4147251E+001
   0.2151387E+001   0.2647334E+001
   0.1315971E+001   0.1270336E+001
   0.6778016E+000   0.1402144E+001
   0.2789656E+000   0.2367132E+001
   0.5591428E-001   0.3130879E+001
  -0.5680461E-001   0.3676905E+001
   0.8619597E-001   0.4218953E+001
   0.5160785E+000   0.4090635E+001
   0.9405970E+000   0.3220752E+001
   0.6514007E+000   0.2151993E+001
  -0.2214217E-002   0.2280135E+001
  -0.5737659E+000   0.2491395E+001
  -0.1070008E+001   0.2175959E+001
  -0.1170403E+001   0.4925381E+001
  -0.1730477E+000   0.1068640E+002
   0.1760257E+001   0.1740031E+002
   0.3924686E+001   0.2286505E+002
   0.6141729E+001   0.2525041E+002
   0.7384748E+001   0.2394443E+002
   0.7009239E+001   0.1893295E+002
   0.6005753E+001   0.1262255E+002
   0.5171885E+001   0.4391606E+001
   0.4372935E+001  -0.3631697E+000
   0.3789939E+001  -0.1618878E+001
   0.3873967E+001  -0.5027283E+000
   0.4224632E+001   0.5989274E+000
   0.3975343E+001   0.2891622E+001
   0.4705141E+001   0.4644448E+001
   0.6474192E+001   0.7087914E+001
   0.7194216E+001   0.7898755E+001
   0.7524474E+001   0.6804544E+001
   0.4711992E+001   0.4382016E+001
   0.4880469E+001   0.4039040E+001
   0.4289911E+001   0.3016178E+001
   0.3809898E+001   0.2017279E+001
   0.3794823E+001   0.2341495E+001
   0.3680014E+001   0.2586313E+001
   0.3547993E+001   0.2581184E+001
   0.3338798E+001   0.2591181E+001
   0.3025594E+001   0.2479096E+001
   0.2477481E+001   0.1672035E+001
   0.1828655E+001   0.6786618E+000
   0.1508690E+001   0.1022806E+001
   0.1493868E+001   0.2120752E+001
   0.1380116E+001   0.2935608E+001
   0.1240904E+001   0.3561569E+001
   0.1393155E+001   0.4121760E+001
   0.1731077E+001   0.3930799E+001
   0.1830446E+001   0.2942941E+001
   0.1257900E+001   0.1952420E+001
   0.5872362E+000   0.2058550E+001
  -0.1026509E+000   0.2252126E+001
  -0.7194665E+000   0.2018046E+001
  -0.1066562E+001   0.4704523E+001
  -0.2957975E+000   0.1032762E+002
   0.1499265E+001   0.1703848E+002
   0.3281983E+001   0.2283815E+002
   0.4803708E+001   0.2572010E+002
   0.5647636E+001   0.2468980E+002
   0.5564914E+001   0.1969306E+002
   0.4976289E+001   0.1323425E+002
   0.4880492E+001   0.4606295E+001
   0.5303911E+001  -0.7121932E+000
   0.5795972E+001  -0.2144376E+001
   0.5991280E+001  -0.1355331E+001
   0.5777860E+001  -0.7629901E+000
   0.4680464E+001   0.9916196E+000
   0.4079298E+001   0.2650320E+001
   0.3932778E+001   0.4129211E+001
   0.3849309E+001   0.4730146E+001
   0.4010562E+001   0.4558606E+001
   0.1661467E+001   0.3960046E+000
   0.1806539E+001   0.3460037E+000
   0.1651278E+001   0.2712028E+000
   0.1784872E+001   0.3637380E+000
   0.2236910E+001   0.8100823E+000
   0.2474887E+001   0.7211606E+000
   0.2511579E+001   0.3858557E+000
   0.2424204E+001   0.3199115E+000
   0.2167627E+001   0.3624058E+000
   0.1792296E+001   0.9448183E-001
   0.1592230E+001  -0.3917530E+000
   0.1751003E+001   0.1685412E+000
   0.2241356E+001   0.1103426E+001
   0.2485422E+001   0.1645421E+001
   0.2431318E+001   0.2028836E+001
   0.2555616E+001   0.2547139E+001
   0.2782146E+001   0.2529293E+001
   0.2411849E+001   0.1913803E+001
   0.1522116E+001   0.1362200E+001
   0.9225142E+000   0.1689622E+001
   0.4251764E+000   0.2038290E+001
  -0.1004720E+000   0.1872751E+001
  -0.3344380E+000   0.4484594E+001
   0.5895585E+000   0.9955539E+001
   0.2385239E+001   0.1669716E+002
   0.3592209E+001   0.2302212E+002
   0.3597875E+001   0.2677487E+002
   0.3186098E+001   0.2612489E+002
   0.2719965E+001   0.2117579E+002
   0.2357239E+001   0.1433803E+002
   0.2736935E+001   0.5128024E+001
   0.3626706E+001  -0.5429558E+000
   0.4704190E+001  -0.3251858E+001
   0.4675051E+001  -0.3224989E+001
   0.3973141E+001  -0.3092854E+001
   0.2848982E+001  -0.1921581E+001
   0.2308808E+001  -0.1055274E+001
   0.1837150E+001  -0.2105273E+000
   0.1399222E+001   0.3269077E+000
   0.1316319E+001   0.2718318E+000
   0.1497842E+001   0.2522717E+000
   0.1467476E+001   0.1593044E+000
   0.1185334E+001  -0.8848991E-001
   0.1200676E+001  -0.1048056E-001
   0.1548904E+001   0.1588136E+000
   0.1925620E+001   0.9412358E-001
   0.2216442E+001  -0.4394057E+000
   0.2267373E+001  -0.1188287E+001
   0.2165336E+001  -0.1674684E+001
   0.2022274E+001  -0.2090435E+001
   0.2072699E+001  -0.2907763E+001
   0.2386579E+001  -0.2600469E+001
   0.3121356E+001  -0.1699923E+001
   0.3474664E+001  -0.1018770E+001
   0.3182412E+001  -0.5192984E+000
   0.2901565E+001   0.3531929E+000
   0.2511382E+001   0.9769172E+000
