#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9623871E+000   0.1600237E-003   0.3952705E+000   0.2985046E+000   0.3038141E+001   0.8312663E-035
   0.9675786E+000   0.1673971E-003   0.3606391E+000   0.2256078E+000   0.2191789E+001   0.8268062E-035
   0.9835648E+000   0.8067570E-005   0.2874715E+000   0.1512897E+000   0.2719332E+001   0.8133679E-035
   0.9801066E+000   0.1937604E-004   0.1206884E+000   0.1317382E+000   0.2339721E+001   0.8162377E-035
   0.9425442E+000   0.6563162E-003  -0.1038719E+000   0.4234730E-001   0.1190081E+001   0.8487666E-035
   0.9237883E+000   0.6249561E-003  -0.2353789E+000   0.6910894E-001   0.1192836E+001   0.8659993E-035
   0.9384114E+000   0.7750443E-003  -0.3368021E+000   0.1261419E+000   0.1649523E+001   0.8525045E-035
   0.9790283E+000   0.2338506E-003  -0.6754301E+000   0.2005821E+000   0.2097826E+001   0.8171367E-035
   0.9451141E+000   0.5594430E-002  -0.6181916E+000   0.8626049E-001   0.1359711E+001   0.8464587E-035
   0.8907558E+000   0.8053016E-002   0.5868510E-001   0.6551615E-002   0.5360208E+000   0.8981137E-035
   0.8852285E+000   0.7917480E-002   0.4189787E-001   0.1620924E+000  -0.1770054E-001   0.9037215E-035
   0.8815000E+000   0.1180594E-001  -0.2486575E+000   0.2450564E-001  -0.7554072E-001   0.9075439E-035
   0.9370883E+000   0.2651162E-002  -0.2210397E+000  -0.6128360E-001   0.6093062E-001   0.8537082E-035
   0.9670813E+000   0.3641636E-003  -0.7332444E-001  -0.1249229E+000   0.3279933E+000   0.8272314E-035
   0.9822865E+000   0.4652903E-004  -0.1697941E-001  -0.1190044E+000   0.1005931E+001   0.8144264E-035
   0.9726825E+000   0.7773563E-004   0.7883556E-002   0.1265138E-001   0.1035310E+001   0.8224678E-035
   0.9737671E+000   0.8281801E-004   0.2344292E+000   0.6214699E-001   0.1090455E+001   0.8215517E-035
   0.9838255E+000   0.1644478E-004   0.3422999E+000  -0.3052315E+000   0.1228616E+001   0.8131523E-035
   0.9758745E+000   0.1098566E-003   0.7746916E-001  -0.5119528E+000   0.8309762E+000   0.8197775E-035
   0.9663828E+000   0.2884675E-003  -0.2396967E-001  -0.2286659E+000   0.9972270E+000   0.8278293E-035
   0.9620893E+000   0.2170122E-003  -0.2035375E+000   0.1732733E+000   0.1325898E+001   0.8315237E-035
   0.9748740E+000   0.6830796E-004  -0.1935914E+000  -0.1399644E-001   0.2160631E+001   0.8206188E-035
   0.9867222E+000   0.2015553E-004  -0.1776135E-002  -0.1102429E+000   0.3037529E+001   0.8107651E-035
   0.9901001E+000   0.9220624E-005   0.2483989E+000  -0.1122106E+000   0.3060374E+001   0.8079991E-035
   0.9878095E+000   0.1123584E-004   0.3339055E+000  -0.2042481E+000   0.2170219E+001   0.8098727E-035
   0.9734704E+000   0.1011797E-003   0.8017383E-001   0.4349861E-001   0.9230752E+000   0.8218021E-035
   0.9805753E+000   0.7736227E-004  -0.9114729E-001   0.1294109E+000   0.1930009E+001   0.8158476E-035
   0.9831077E+000   0.2542670E-004  -0.4808895E+000   0.2219375E+000   0.1775300E+001   0.8137460E-035
   0.9567314E+000   0.4909585E-003  -0.8821680E+000   0.3859510E-001   0.1088987E+001   0.8361803E-035
   0.9426710E+000   0.9183939E-003  -0.8333931E+000   0.7349986E-001   0.1665739E+001   0.8486524E-035
   0.8849457E+000   0.3315818E-002  -0.5599294E+000   0.2109369E+000   0.1254287E+001   0.9040103E-035
   0.8382231E+000   0.3271788E-002  -0.3198480E+000   0.2280158E+000   0.8766053E+000   0.9543999E-035
   0.8516326E+000   0.8265144E-002  -0.5588053E-001   0.3119958E+000   0.1056748E+001   0.9393722E-035
   0.9490569E+000   0.2297141E-002   0.2397766E+000   0.6738467E+000   0.2101164E+001   0.8429421E-035
   0.9763453E+000   0.1361383E-003   0.2001521E+000   0.8353668E+000   0.2780771E+001   0.8193822E-035
   0.9873522E+000   0.2787365E-004   0.1563775E+000   0.7218220E+000   0.3988881E+001   0.8102479E-035
   0.9922734E+000   0.1280688E-005   0.1091441E+000   0.4657300E+000   0.5232765E+001   0.8062294E-035
   0.9898224E+000   0.2017191E-004   0.5004864E-001   0.2682417E+000   0.5138897E+001   0.8082258E-035
   0.9845228E+000   0.5107445E-004   0.9944907E-001   0.1817929E+000   0.4635916E+001   0.8125764E-035
   0.9800351E+000   0.1176381E-003   0.2724823E+000   0.1383326E+000   0.4563331E+001   0.8162973E-035
   0.9718309E+000   0.1055227E-003   0.4014300E+000   0.4476295E+000   0.2490083E+001   0.8231885E-035
   0.9633850E+000   0.1197953E-003   0.1587151E+000   0.2060733E+000   0.2068385E+001   0.8304053E-035
   0.9712399E+000   0.1303683E-003   0.1040921E+000   0.1321699E+000   0.1999939E+001   0.8236894E-035
   0.9401351E+000   0.1376248E-002  -0.2375464E-001   0.1021036E+000   0.1237829E+001   0.8509415E-035
   0.9141105E+000   0.3573716E-003  -0.1895991E+000   0.1250865E+000   0.1016829E+001   0.8751677E-035
   0.9194263E+000   0.6101045E-003  -0.2190139E+000   0.1366944E+000   0.1617119E+001   0.8701078E-035
   0.9735316E+000   0.3278969E-003  -0.5501126E+000   0.3620128E+000   0.1954551E+001   0.8217504E-035
   0.9516890E+000   0.3794445E-002  -0.6559620E+000   0.3237257E+000   0.1155223E+001   0.8406107E-035
   0.8936135E+000   0.5182598E-002  -0.1560713E+000   0.3110927E+000   0.2408242E+000   0.8952416E-035
   0.8582933E+000   0.7171993E-002   0.3023003E-001   0.2713363E+000  -0.1336471E+000   0.9320823E-035
   0.9797581E+000   0.1428621E-002  -0.5770513E+000   0.3253124E+000   0.9684420E+000   0.8165281E-035
   0.9932750E+000   0.6401837E-005  -0.9448403E+000  -0.7342084E-001   0.1486034E+001   0.8054164E-035
   0.9884120E+000   0.8627248E-005  -0.8128616E+000  -0.3772476E+000   0.8364659E+000   0.8093791E-035
   0.9802572E+000   0.3793593E-004  -0.5078332E+000  -0.4625572E+000   0.2404583E+000   0.8161123E-035
   0.9751104E+000   0.1816481E-003  -0.2794718E+000  -0.4730369E+000   0.2589815E+000   0.8204199E-035
   0.9703635E+000   0.8254984E-004  -0.4327586E-001  -0.4787192E+000   0.2881051E+000   0.8244333E-035
   0.9801705E+000   0.7081289E-004   0.1529637E+000  -0.4392795E+000   0.1026189E+001   0.8161845E-035
   0.9866241E+000   0.3078725E-004   0.3917023E-001  -0.5091012E+000   0.1654092E+001   0.8108458E-035
   0.9814852E+000   0.7571934E-004  -0.1741597E+000  -0.5886019E+000   0.1383648E+001   0.8150912E-035
   0.9865346E+000   0.8059768E-004  -0.1984140E+000  -0.3398762E+000   0.1756748E+001   0.8109194E-035
   0.9874500E+000   0.1066843E-003  -0.3855381E+000   0.8235021E-001   0.1947732E+001   0.8101676E-035
   0.9784947E+000   0.7255998E-004  -0.3068738E+000   0.2200661E+000   0.2072464E+001   0.8175823E-035
   0.9788197E+000   0.1873153E-004   0.1481260E+000   0.2386974E-001   0.2426518E+001   0.8173109E-035
   0.9803593E+000   0.1421673E-004   0.5304506E+000  -0.2378785E+000   0.2314675E+001   0.8160274E-035
   0.9804313E+000   0.1357947E-004   0.5642937E+000  -0.3099733E+000   0.2076305E+001   0.8159674E-035
   0.9708025E+000   0.7310835E-004   0.3971934E+000   0.6137098E-001   0.1174386E+001   0.8240605E-035
   0.9608850E+000   0.1355216E-003   0.2029113E+000   0.4422441E+000   0.7637000E+000   0.8325658E-035
   0.9671873E+000   0.1892303E-003   0.2461241E+000   0.6177953E+000   0.9856151E+000   0.8271407E-035
   0.9175674E+000   0.2496748E-002   0.2012099E-001   0.4876994E+000  -0.2362376E+000   0.8718705E-035
   0.8683849E+000   0.1183418E-002  -0.2007601E+000   0.4216823E+000   0.2095767E+000   0.9212505E-035
   0.7934404E+000   0.4425485E-002  -0.2422038E+000   0.3113226E+000   0.2953961E+000   0.1008267E-034
   0.7929237E+000   0.3934528E-002  -0.2553302E+000   0.2116065E+000   0.2474384E-002   0.1008924E-034
   0.8456425E+000   0.4952031E-002  -0.3797988E+000   0.2707760E+000   0.1383075E+000   0.9460262E-035
   0.8921211E+000   0.3803897E-002  -0.4140185E+000   0.5612066E+000   0.7625159E+000   0.8967392E-035
   0.9591719E+000   0.1670567E-003  -0.1662195E+000   0.9614067E+000   0.1929137E+001   0.8340528E-035
   0.9760474E+000   0.9155125E-004   0.3437484E-002   0.7805066E+000   0.3122137E+001   0.8196323E-035
   0.9841358E+000   0.3184371E-004   0.4543286E-001   0.4955370E+000   0.3845114E+001   0.8128960E-035
   0.9789085E+000   0.1872005E-004   0.9032705E-001   0.3631878E+000   0.3061349E+001   0.8172368E-035
   0.9766999E+000   0.8339668E-005   0.1534294E+000   0.3935047E+000   0.2532547E+001   0.8190847E-035
   0.9743244E+000   0.6130086E-004   0.3179814E+000   0.4806347E+000   0.2540271E+001   0.8210818E-035
   0.9753570E+000   0.4622931E-003   0.4305415E+000   0.4926961E+000   0.1828543E+001   0.8202125E-035
   0.9741516E+000   0.1904987E-003   0.1307979E+000   0.4112457E+000   0.2430138E+001   0.8212274E-035
   0.9483818E+000   0.1186144E-003  -0.1482370E+000   0.1651756E+000   0.1651384E+001   0.8435422E-035
   0.8957733E+000   0.9365349E-003  -0.1630623E+000   0.1012705E+000   0.9687465E+000   0.8930831E-035
   0.9204531E+000   0.3359933E-003  -0.1219406E+000   0.1325228E+000   0.1714444E+001   0.8691372E-035
   0.9366290E+000   0.7364480E-003  -0.1076567E+000   0.1883871E+000   0.2154245E+001   0.8541268E-035
   0.9826708E+000   0.5565047E-004  -0.2371852E+000   0.5641174E+000   0.2042087E+001   0.8141079E-035
   0.8567069E+000   0.1147943E-001  -0.5992895E-001   0.2274154E+000  -0.8614220E-001   0.9338083E-035
   0.8843343E+000   0.4473050E-002  -0.3941414E-001   0.2209817E+000  -0.3354943E+000   0.9046353E-035
   0.9559392E+000   0.1970413E-002  -0.2927804E+000   0.2594008E+000   0.3794855E+000   0.8368734E-035
   0.9952881E+000   0.8305816E-005  -0.8539917E+000   0.1834486E+000   0.2230809E+001   0.8037874E-035
   0.9965144E+000   0.3820590E-006  -0.1168817E+001  -0.1059829E+000   0.3255487E+001   0.8027982E-035
   0.9939593E+000   0.1103323E-004  -0.1250323E+001  -0.3885999E+000   0.3019791E+001   0.8048619E-035
