#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9574939E+000   0.7763380E-004   0.4225958E+000   0.3959502E+000   0.2811086E+001   0.3868122E-034
   0.9726437E+000   0.6626697E-004   0.3929834E+000   0.2130597E+000   0.2197826E+001   0.3807873E-034
   0.9852259E+000   0.1301570E-005   0.3080691E+000   0.1395264E+000   0.2882932E+001   0.3759243E-034
   0.9821023E+000   0.1235803E-005   0.1318921E+000   0.1391495E+000   0.2449546E+001   0.3771199E-034
   0.9414747E+000   0.3719488E-003  -0.1102471E+000   0.2618106E-001   0.1061162E+001   0.3933939E-034
   0.9299958E+000   0.5367636E-003  -0.2484030E+000   0.8028923E-001   0.1275357E+001   0.3982495E-034
   0.9274759E+000   0.4377251E-003  -0.2749609E+000   0.1031024E+000   0.1552211E+001   0.3993315E-034
   0.9849791E+000   0.2115817E-004  -0.7284595E+000   0.2135981E+000   0.2247946E+001   0.3760185E-034
   0.9539190E+000   0.2583600E-002  -0.7401235E+000   0.8351786E-001   0.1253666E+001   0.3882618E-034
   0.8989476E+000   0.4911970E-002   0.1678487E+000   0.3131637E-001   0.3565597E+000   0.4120044E-034
   0.8476165E+000   0.5873093E-002   0.3091580E-001   0.2584913E+000  -0.3017358E+000   0.4369551E-034
   0.8994607E+000   0.6231904E-002  -0.2167918E+000   0.3487398E-001  -0.2278933E+000   0.4117694E-034
   0.9349631E+000   0.1345420E-002  -0.2179131E+000  -0.3481324E-001  -0.5735522E-001   0.3961337E-034
   0.9620935E+000   0.3022060E-003  -0.4528408E-001  -0.1176650E+000   0.1766691E+000   0.3849630E-034
   0.9840936E+000   0.2534397E-004   0.1079734E-001  -0.8984964E-001   0.1090788E+001   0.3763569E-034
   0.9732829E+000   0.2089177E-004  -0.1766281E-001   0.4032905E-001   0.1116028E+001   0.3805372E-034
   0.9764372E+000   0.2162300E-004   0.2771858E+000   0.1096930E+000   0.1240084E+001   0.3793079E-034
   0.9841270E+000   0.1017848E-004   0.4477792E+000  -0.3515520E+000   0.1170047E+001   0.3763441E-034
   0.9782093E+000   0.4713857E-004   0.1182348E+000  -0.5265762E+000   0.7816173E+000   0.3786208E-034
   0.9734745E+000   0.8338475E-004   0.5282641E-001  -0.2535799E+000   0.1094443E+001   0.3804623E-034
   0.9556159E+000   0.9582240E-004  -0.2308257E+000   0.2686312E+000   0.1172283E+001   0.3875724E-034
   0.9757708E+000   0.4041278E-004  -0.1979817E+000  -0.8024454E-001   0.2264348E+001   0.3795670E-034
   0.9886504E+000   0.3578479E-005  -0.1351681E-001  -0.1757621E+000   0.3239185E+001   0.3746222E-034
