#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.4250607E-001   0.7763380E-004  -0.8126146E-001   0.1160480E+000   0.1568303E+001   0.7001815E-001
   0.2735630E-001   0.6626697E-004  -0.9022106E-001   0.8681513E-001   0.1133124E+001   0.1529511E-001
   0.1477408E-001   0.1301570E-005  -0.7584142E-001   0.1821390E+000   0.1126696E+001   0.1511431E-001
   0.1789769E-001   0.1235803E-005   0.3961522E-002   0.1733910E+000   0.9105135E+000   0.1764044E-001
   0.5852529E-001   0.3719488E-003  -0.1122125E+000   0.3657557E-002   0.3789636E+000   0.1956443E-001
   0.7000421E-001   0.5367636E-003  -0.2406128E+000  -0.2198772E-001   0.8240381E+000   0.1652879E-001
   0.7252414E-001   0.4377251E-003  -0.1694368E+000  -0.6845694E-001   0.1132925E+001   0.2345385E-001
   0.1502093E-001   0.2115817E-004  -0.7632546E-001  -0.9088830E-001   0.8631956E+000   0.1245252E+000
   0.4608096E-001   0.2583600E-002  -0.8077527E-001   0.3046547E-001  -0.2764336E+000   0.7892302E-001
   0.1010524E+000   0.4911970E-002   0.1079693E+000   0.6765462E-001  -0.3928468E+000   0.2777787E-001
   0.1523835E+000   0.5873093E-002  -0.3597985E-001   0.4613852E-001  -0.4859303E+000   0.1364932E-001
   0.1005393E+000   0.6231904E-002  -0.1197113E+000  -0.5296716E-001  -0.6048485E+000   0.1149745E-001
   0.6503693E-001   0.1345420E-002  -0.4157621E-001  -0.2096740E-001  -0.4887659E+000   0.2053055E-001
   0.3790651E-001   0.3022060E-003   0.1010262E+000  -0.4861666E-002  -0.4390063E+000   0.3459734E-001
   0.1590642E-001   0.2534397E-004   0.1613200E+000   0.4136578E-001  -0.1991247E+000   0.5945701E-001
   0.2671706E-001   0.2089177E-004   0.9825173E-001   0.1230500E+000   0.1628965E+000   0.5470282E-001
   0.2356285E-001   0.2162300E-004   0.9444840E-001   0.8974941E-001   0.8247252E-002   0.1211888E+000
   0.1587304E-001   0.1017848E-004   0.2008157E+000  -0.3471289E+000  -0.3071396E+000   0.1077601E+000
   0.2179069E-001   0.4713857E-004   0.1024973E+000  -0.5129026E+000  -0.3930495E+000   0.5868355E-001
   0.2652553E-001   0.8338475E-004   0.3499510E-001  -0.3005250E+000  -0.4591359E-001   0.1228098E+000
   0.4438406E-001   0.9582240E-004  -0.1172394E-001   0.2032000E+000   0.3406591E+000   0.8790977E-001
   0.2422920E-001   0.4041278E-004  -0.9150349E-001   0.2766617E+000   0.5658576E+000   0.9659229E-001
   0.1134961E-001   0.3578479E-005  -0.1165081E+000   0.3257006E+000   0.6107315E+000   0.1253665E+000
   0.8794127E-002   0.2093435E-005  -0.5509764E-002   0.2111307E+000   0.2357884E+000   0.1461938E+000
   0.1094990E-001   0.2256302E-005   0.4255740E-001   0.5327511E-001  -0.3823202E+000   0.1255314E+000
   0.3267953E-001   0.3808436E-004   0.5875917E-001   0.6838021E-001  -0.9304327E+000   0.5222711E-001
   0.1688777E-001   0.1129791E-004   0.1013046E+000   0.8335215E-001  -0.3595363E+000   0.8741385E-001
   0.1463239E-001   0.9565075E-005  -0.1560073E+000   0.2448917E-001  -0.4393181E+000   0.7551132E-001
   0.3885725E-001   0.4948829E-004  -0.2496634E+000  -0.1381108E+000  -0.2284354E+000   0.7919528E-001
   0.4385915E-001   0.2280734E-003  -0.3457967E+000   0.2666274E-001   0.7037371E+000   0.3507724E-001
   0.1147527E+000   0.2206188E-002  -0.4007128E+000   0.5487253E-001   0.6187902E+000   0.1815044E-001
   0.1827592E+000   0.1935645E-002  -0.3756051E+000   0.4309171E-001   0.5089079E+000   0.1285755E-001
   0.1643796E+000   0.6100982E-002  -0.2293123E+000   0.6446428E-001   0.6072540E+000   0.1461212E-001
   0.4595219E-001   0.8102330E-003   0.8985505E-001   0.1200593E+000   0.1142505E+001   0.2840139E-001
