#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.9755492E+000   0.2021092E-003   0.3727129E+000   0.9421507E-001   0.3503734E+001   0.4665742E-036
   0.9741740E+000   0.1824119E-003   0.3767535E+000   0.1206324E+000   0.2943820E+001   0.4672329E-036
   0.9696318E+000   0.5204547E-003   0.2627283E+000   0.1181061E+000   0.2410106E+001   0.4694216E-036
   0.9594005E+000   0.9905529E-003   0.9793222E-001   0.1016902E+000   0.1992267E+001   0.4744277E-036
   0.9433191E+000   0.1142473E-002  -0.7326646E-001   0.8897316E-001   0.1582209E+001   0.4825155E-036
   0.9363978E+000   0.1126808E-002  -0.2383413E+000   0.1199166E+000   0.1409644E+001   0.4860820E-036
   0.9412166E+000   0.1928821E-002  -0.3516874E+000   0.1456926E+000   0.1482134E+001   0.4835934E-036
   0.9454697E+000   0.3638756E-002  -0.4002163E+000   0.1530109E+000   0.1524250E+001   0.4814180E-036
   0.9409764E+000   0.5457658E-002  -0.3178975E+000   0.1126379E+000   0.1363419E+001   0.4837169E-036
   0.9344710E+000   0.6150654E-002  -0.2046498E+000   0.7767342E-001   0.1026616E+001   0.4870843E-036
   0.9277979E+000   0.6528400E-002  -0.1671582E+000   0.2660580E-001   0.7293405E+000   0.4905876E-036
   0.9415112E+000   0.4715532E-002  -0.1911342E+000  -0.4668585E-001   0.5721500E+000   0.4834421E-036
   0.9545458E+000   0.3252060E-002  -0.2153804E+000  -0.1332524E+000   0.5832452E+000   0.4768405E-036
   0.9712425E+000   0.8777003E-003  -0.1332158E+000  -0.1913765E+000   0.7059695E+000   0.4686431E-036
   0.9715135E+000   0.3791903E-003  -0.3268786E-001  -0.1760323E+000   0.7486114E+000   0.4685124E-036
   0.9708120E+000   0.3704342E-003   0.5875230E-001  -0.1173042E+000   0.9218725E+000   0.4688510E-036
   0.9703431E+000   0.4666885E-003   0.8200493E-001  -0.1352754E+000   0.1113647E+001   0.4690775E-036
   0.9703654E+000   0.5880533E-003   0.3191724E-001  -0.2086295E+000   0.1203545E+001   0.4690667E-036
   0.9703013E+000   0.6147190E-003  -0.5302928E-001  -0.2674728E+000   0.1303634E+001   0.4690977E-036
   0.9691181E+000   0.5715814E-003  -0.1655955E+000  -0.2196104E+000   0.1375795E+001   0.4696705E-036
