#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.4674280E-001   0.0000000E+000  -0.9362449E-001   0.1620432E+000   0.1593605E+001   0.5931317E-001
   0.2344942E-001   0.0000000E+000  -0.1054541E+000   0.8619348E-001   0.1115532E+001   0.1066819E-001
   0.1372633E-001   0.0000000E+000  -0.7969772E-001   0.1902494E+000   0.1145868E+001   0.1416370E-001
   0.1809820E-001   0.0000000E+000   0.2056868E-002   0.1794591E+000   0.9243525E+000   0.1756642E-001
   0.6231401E-001   0.0000000E+000  -0.8308911E-001   0.3925783E-002   0.3876013E+000   0.2375594E-001
   0.5774310E-001   0.0000000E+000  -0.2440384E+000  -0.5926484E-002   0.8792159E+000   0.1970217E-001
   0.8581382E-001   0.0000000E+000  -0.1586235E+000  -0.8326871E-001   0.1157108E+001   0.2114891E-001
   0.1309281E-001   0.0000000E+000  -0.6970501E-001  -0.9967497E-001   0.8422313E+000   0.1402974E+000
   0.3785728E-001   0.0000000E+000  -0.2010008E+000  -0.5181070E-001  -0.1230767E+000   0.1385039E+000
   0.8410971E-001   0.0000000E+000   0.1561857E+000   0.3822137E-001  -0.3564825E+000   0.3749759E-001
   0.1942674E+000   0.0000000E+000  -0.1072754E+000   0.7414962E-001  -0.5271061E+000   0.1080745E-001
   0.7668348E-001   0.0000000E+000  -0.1687995E+000  -0.7471641E-001  -0.5911963E+000   0.1756286E-001
   0.6856548E-001   0.0000000E+000  -0.9569381E-001  -0.6134548E-001  -0.5069712E+000   0.2410269E-001
   0.3745571E-001   0.0000000E+000   0.8328863E-001  -0.1742500E-001  -0.5039389E+000   0.3624115E-001
   0.1428623E-001   0.0000000E+000   0.1591024E+000   0.4633596E-001  -0.2200147E+000   0.6314780E-001
   0.2727749E-001   0.0000000E+000   0.1128027E+000   0.1365489E+000   0.1924591E+000   0.4874964E-001
   0.2155427E-001   0.0000000E+000   0.1205219E+000   0.9080049E-001   0.5067142E-001   0.1400903E+000
   0.1667072E-001   0.0000000E+000   0.2193697E+000  -0.3637533E+000  -0.3170752E+000   0.1049804E+000
   0.1982062E-001   0.0000000E+000   0.1296286E+000  -0.5163939E+000  -0.3900267E+000   0.6190103E-001
   0.2086879E-001   0.0000000E+000   0.6231197E-001  -0.3752050E+000  -0.7912245E-001   0.1454747E+000
   0.5063227E-001   0.0000000E+000  -0.9777783E-003   0.2215330E+000   0.3017971E+000   0.8013791E-001
   0.2208444E-001   0.0000000E+000  -0.1058181E+000   0.2606491E+000   0.5984358E+000   0.1034827E+000
   0.1062481E-001   0.0000000E+000  -0.1310814E+000   0.3324499E+000   0.6370502E+000   0.1316468E+000
   0.8144121E-002   0.0000000E+000  -0.1408022E-001   0.2149927E+000   0.2397220E+000   0.1514012E+000
   0.1037236E-001   0.0000000E+000   0.4528391E-001   0.5736154E-001  -0.3746291E+000   0.1273031E+000
   0.3904953E-001   0.0000000E+000   0.5404328E-001   0.7781019E-001  -0.9928761E+000   0.4122134E-001
