#~alp   var(alpha)   ~u   ~v   ~w   ~qp
   0.3359816E-001   0.2022731E-003  -0.4002031E-001   0.2832273E-001   0.1520039E+001   0.9347420E-001
   0.3278157E-001   0.1717739E-003  -0.5127048E-001   0.6062064E-001   0.1241524E+001   0.4119791E-001
   0.1935650E-001   0.3645064E-004  -0.5804445E-001   0.1430131E+000   0.1082142E+001   0.1818092E-001
   0.2470616E-001   0.1881872E-003  -0.3878514E-001   0.1171502E+000   0.7452032E+000   0.1776791E-001
   0.5688177E-001   0.8251412E-003  -0.1491193E+000   0.8433195E-002   0.5090294E+000   0.1669776E-001
   0.7415875E-001   0.6149163E-003  -0.2147105E+000  -0.3168190E-001   0.7664333E+000   0.1760565E-001
   0.5469514E-001   0.9121488E-003  -0.1797412E+000  -0.5562748E-001   0.1057914E+001   0.2931127E-001
   0.2644218E-001   0.4380417E-003  -0.1100933E+000  -0.7224692E-001   0.8745631E+000   0.7430241E-001
   0.5548167E-001   0.5969239E-002   0.2171194E-001   0.6355085E-001  -0.3239089E+000   0.4329920E-001
   0.9744818E-001   0.8157853E-002   0.5481427E-001   0.7337242E-001  -0.4203141E+000   0.2384741E-001
   0.9679871E-001   0.8161331E-002   0.1531869E-001   0.2701286E-001  -0.4616680E+000   0.1728401E-001
   0.1015400E+000   0.9692519E-002  -0.1917544E-001  -0.2304974E-001  -0.5519886E+000   0.1150920E-001
   0.6234664E-001   0.4430968E-002  -0.1374814E-001  -0.3529249E-001  -0.5198917E+000   0.1910748E-001
   0.2925457E-001   0.4087204E-003   0.7216905E-001  -0.2306804E-001  -0.3648346E+000   0.4027568E-001
   0.1974117E-001   0.5559888E-004   0.1268233E+000   0.5942145E-002  -0.1350348E+000   0.5481527E-001
   0.2863361E-001   0.1794685E-003   0.6240783E-001   0.1142057E+000   0.4200907E-001   0.6310455E-001
   0.2881616E-001   0.1809219E-003   0.2493269E-001   0.9733752E-001  -0.2232991E-001   0.8761635E-001
   0.1871611E-001   0.5513743E-004   0.4536372E-001  -0.1919783E+000  -0.2142631E+000   0.1074956E+000
   0.2711493E-001   0.3199958E-003   0.7331888E-002  -0.3616041E+000  -0.2426711E+000   0.7801957E-001
   0.3645299E-001   0.4792987E-003  -0.6146064E-002  -0.1409271E+000   0.5927578E-001   0.8742112E-001
   0.3367547E-001   0.2868729E-003  -0.3182432E-001   0.1668698E+000   0.3798928E+000   0.9331463E-001
   0.2462845E-001   0.8494193E-004  -0.8229635E-001   0.2895731E+000   0.5045706E+000   0.9304449E-001
   0.1527904E-001   0.3652798E-004  -0.7643347E-001   0.3094859E+000   0.5148757E+000   0.1126172E+000
   0.1136097E-001   0.2080329E-004   0.2524412E-003   0.1825651E+000   0.2262315E+000   0.1406248E+000
   0.1385434E-001   0.3373474E-004   0.4788715E-001   0.2133969E-001  -0.3902557E+000   0.1215171E+000
   0.2334667E-001   0.1311017E-003   0.7614838E-001   0.3648128E-001  -0.7210285E+000   0.7785264E-001
